"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2014","63","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","35",".","63","36"
"01/02/2014","52","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31",".","52","33"
"01/03/2014","47","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","30",".","47","35"
"01/04/2014","45","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","40",".","45","34"
"01/05/2014","48","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","38","19","48","36"
"01/06/2014","54","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","29",".","54","34"
"01/07/2014","67","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","35",".","67","34"
"01/08/2014","70","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","41",".","70","22"
"01/09/2014","57","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","37",".","57","28"
"01/10/2014","60","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31",".","60","29"
"01/11/2014","78","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","36","28","78","12"
"01/12/2014","36","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","36",".","31","12"
"01/13/2014","44","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","33",".","44","34"
"01/14/2014","54","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","36",".","54","29"
"01/15/2014","67","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","42",".","67","42"
"01/16/2014","62","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","44",".","62","45"
"01/17/2014","54","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","38","22","54","43"
"01/18/2014","54","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","34",".","54","40"
"01/19/2014","42","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","36",".","42","34"
"01/20/2014","40","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","36",".","40","34"
"01/21/2014","40","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","40",".","40","37"
"01/22/2014","45","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","32",".","45","30"
"01/23/2014","52","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","40","26","52","42"
"01/24/2014","67","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","38",".","67","42"
"01/25/2014","36","NO2","Roseville-N Sunrise Ave","06-061-0006","AQS","35",".","33","36"
"01/26/2014","42","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","42",".","42","36"
"01/27/2014","62","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","34",".","62","40"
"01/28/2014","59","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","36",".","59","35"
"01/29/2014","56","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","35","15","56","16"
"01/30/2014","55","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","37",".","55","25"
"01/31/2014","36","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","34",".","36","24"
"02/01/2014","39","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","35",".","39","23"
"02/02/2014","52","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","34",".","52","13"
"02/03/2014","55","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","35",".","55","35"
"02/04/2014","55","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","35","16","55","27"
"02/05/2014","52","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","38",".","52","19"
"02/06/2014","38","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","38",".","34","10"
"02/07/2014","38","Ozone","Colfax-City Hall","06-061-0004","AQS","38",".","20","7"
"02/08/2014","34","Ozone","Auburn-Atwood","06-061-0003","AQS","34",".","20","2"
"02/09/2014","30","Ozone","Colfax-City Hall","06-061-0004","AQS","30",".","24","3"
"02/10/2014","31","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31","6","31","29"
"02/11/2014","43","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","35",".","43","23"
"02/12/2014","61","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","37",".","61","12"
"02/13/2014","38","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","29",".","38","22"
"02/14/2014","40","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","33",".","40","12"
