"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2014","95","PM2.5","Sacramento-1309 T Street","06-067-0010","AQS","17","33","1","15","95","41"
"01/02/2014","88","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","20","27","1","11","88","46"
"01/03/2014","70","PM2.5","Sacramento-1309 T Street","06-067-0010","AQS","18","26","1","12","70","48"
"01/04/2014","72","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","19","31","1","13","72","35"
"01/05/2014","72","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","16","31","1","29","72","41"
"01/06/2014","71","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","17","22","0","14","71","35"
"01/07/2014","74","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","13","28","1","13","74","46"
"01/08/2014","79","PM2.5","Sacramento Health Department-Stockton Blvd.","06-067-4001","AQS","9","18","1","37","79","34"
"01/09/2014","60","PM2.5","Sacramento-1309 T Street","06-067-0010","AQS","10","30","1","22","60","35"
"01/10/2014","68","PM2.5","Sacramento-1309 T Street","06-067-0010","AQS","13","26","1","30","68","38"
"01/11/2014","71","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","13","27","1","22","71","25"
"01/12/2014","31","Ozone","Sacramento-Del Paso Manor","06-067-0006","AQS","8","31","0","13","28","23"
"01/13/2014","63","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","19","31","1","28","63","38"
"01/14/2014","85","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","24","31","1","39","85","41"
"01/15/2014","86","PM2.5","Sacramento-1309 T Street","06-067-0010","AQS","20","30","1","47","86","48"
"01/16/2014","94","PM2.5","Sacramento-1309 T Street","06-067-0010","AQS","22","31","1","49","94","52"
"01/17/2014","84","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","20","31","1","43","84","52"
"01/18/2014","91","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","22","33","1","41","91","46"
"01/19/2014","76","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","22","33","1","29","76","42"
"01/20/2014","75","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","18","26","1","29","75","43"
"01/21/2014","64","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","18","29","1","34","64","46"
"01/22/2014","70","PM2.5","Sacramento-1309 T Street","06-067-0010","AQS","16","34","1","40","70","44"
"01/23/2014","72","PM2.5","Sacramento Health Department-Stockton Blvd.","06-067-4001","AQS","17","32","1","43","72","48"
"01/24/2014","71","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","19","38","1","65","71","45"
"01/25/2014","54","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","18","33","1","42","54","42"
"01/26/2014","62","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","15","30","1","34","62","42"
"01/27/2014","68","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","16","31","1","40","68","39"
"01/28/2014","58","PM2.5","Sacramento-1309 T Street","06-067-0010","AQS","13","33","1","33","58","53"
"01/29/2014","45","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","11","18","1","17","45","26"
"01/30/2014","31","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","8","28","1","13","31","25"
"01/31/2014","32","Ozone","Folsom-Natoma St.","06-067-0012","AQS","13","32","1","7","30","26"
