"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM25"
"05/02/2014","34","PM2.5","Portola","06-063-1010","AQS","34"
"05/05/2014","21","PM2.5","Portola","06-063-1010","AQS","21"
"05/08/2014","29","PM2.5","Portola","06-063-1010","AQS","29"
"05/09/2014","23","PM2.5","Portola","06-063-1010","AQS","23"
"05/11/2014","38","PM2.5","Portola","06-063-1010","AQS","38"
"05/12/2014","25","PM2.5","Portola","06-063-1010","AQS","25"
"05/14/2014","29","PM2.5","Portola","06-063-1010","AQS","29"
"05/17/2014","25","PM2.5","Quincy-N Church Street","06-063-1006","AQS","25"
"05/20/2014","36","PM2.5","Portola","06-063-1010","AQS","36"
"05/23/2014","64","PM2.5","Portola","06-063-1010","AQS","64"
"05/26/2014","17","PM2.5","Quincy-N Church Street","06-063-1006","AQS","17"
"05/29/2014","26","PM2.5","Portola","06-063-1010","AQS","26"
"05/31/2014","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"06/01/2014","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"06/04/2014","25","PM2.5","Portola","06-063-1010","AQS","25"
"06/07/2014","21","PM2.5","Quincy-N Church Street","06-063-1006","AQS","21"
"06/08/2014","16","PM2.5","Quincy-N Church Street","06-063-1006","AQS","16"
"06/10/2014","36","PM2.5","Portola","06-063-1010","AQS","36"
"06/13/2014","15","PM2.5","Portola","06-063-1010","AQS","15"
"06/16/2014","22","PM2.5","Portola","06-063-1010","AQS","22"
"06/19/2014","13","PM2.5","Quincy-N Church Street","06-063-1006","AQS","13"
"06/22/2014","23","PM2.5","Portola","06-063-1010","AQS","23"
"06/25/2014","16","PM2.5","Quincy-N Church Street","06-063-1006","AQS","16"
"06/28/2014","12","PM2.5","Quincy-N Church Street","06-063-1006","AQS","12"
"07/01/2014","22","PM2.5","Quincy-N Church Street","06-063-1006","AQS","22"
"07/04/2014","19","PM2.5","Quincy-N Church Street","06-063-1006","AQS","19"
"07/07/2014","32","PM2.5","Quincy-N Church Street","06-063-1006","AQS","32"
"07/10/2014","19","PM2.5","Portola","06-063-1010","AQS","19"
"07/13/2014","30","PM2.5","Quincy-N Church Street","06-063-1006","AQS","30"
"07/16/2014","38","PM2.5","Portola","06-063-1010","AQS","38"
"07/19/2014","33","PM2.5","Quincy-N Church Street","06-063-1006","AQS","33"
"07/22/2014","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"07/25/2014","14","PM2.5","Portola","06-063-1010","AQS","14"
"07/28/2014","26","PM2.5","Quincy-N Church Street","06-063-1006","AQS","26"
"07/31/2014","27","PM2.5","Quincy-N Church Street","06-063-1006","AQS","27"
"08/03/2014","27","PM2.5","Portola","06-063-1010","AQS","27"
"08/06/2014","63","PM2.5","Portola","06-063-1010","AQS","63"
"08/09/2014","43","PM2.5","Portola","06-063-1010","AQS","43"
"08/12/2014","22","PM2.5","Quincy-N Church Street","06-063-1006","AQS","22"
"08/15/2014","20","PM2.5","Portola","06-063-1010","AQS","20"
"08/18/2014","14","PM2.5","Portola","06-063-1010","AQS","14"
"08/21/2014","30","PM2.5","Portola","06-063-1010","AQS","30"
"08/24/2014","29","PM2.5","Quincy-N Church Street","06-063-1006","AQS","29"
"08/27/2014","27","PM2.5","Portola","06-063-1010","AQS","27"
"08/30/2014","18","PM2.5","Quincy-N Church Street","06-063-1006","AQS","18"
"09/02/2014","38","PM2.5","Quincy-N Church Street","06-063-1006","AQS","38"
"09/05/2014","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"09/08/2014","28","PM2.5","Portola","06-063-1010","AQS","28"
"09/11/2014","35","PM2.5","Portola","06-063-1010","AQS","35"
"09/14/2014","25","PM2.5","Portola","06-063-1010","AQS","25"
"09/17/2014","89","PM2.5","Portola","06-063-1010","AQS","89"
"09/20/2014","48","PM2.5","Portola","06-063-1010","AQS","48"
"09/23/2014","80","PM2.5","Portola","06-063-1010","AQS","80"
"09/26/2014","26","PM2.5","Portola","06-063-1010","AQS","26"
"09/29/2014","25","PM2.5","Portola","06-063-1010","AQS","25"
"10/02/2014","28","PM2.5","Portola","06-063-1010","AQS","28"
"10/05/2014","19","PM2.5","Quincy-N Church Street","06-063-1006","AQS","19"
"10/08/2014","23","PM2.5","Portola","06-063-1010","AQS","23"
"10/11/2014","30","PM2.5","Quincy-N Church Street","06-063-1006","AQS","30"
"10/14/2014","44","PM2.5","Portola","06-063-1010","AQS","44"
"10/17/2014","60","PM2.5","Portola","06-063-1010","AQS","60"
"10/20/2014","48","PM2.5","Portola","06-063-1010","AQS","48"
"10/23/2014","79","PM2.5","Portola","06-063-1010","AQS","79"
"10/26/2014","62","PM2.5","Portola","06-063-1010","AQS","62"
"10/29/2014","66","PM2.5","Portola","06-063-1010","AQS","66"
"11/01/2014","67","PM2.5","Portola","06-063-1010","AQS","67"
"11/04/2014","125","PM2.5","Portola","06-063-1010","AQS","125"
"11/07/2014","90","PM2.5","Portola","06-063-1010","AQS","90"
"11/10/2014","96","PM2.5","Portola","06-063-1010","AQS","96"
"11/13/2014","73","PM2.5","Portola","06-063-1010","AQS","73"
"11/15/2014","31","PM2.5","Quincy-N Church Street","06-063-1006","AQS","31"
"11/16/2014","59","PM2.5","Portola","06-063-1010","AQS","59"
"11/19/2014","133","PM2.5","Portola","06-063-1010","AQS","133"
"11/22/2014","70","PM2.5","Portola","06-063-1010","AQS","70"
"11/25/2014","153","PM2.5","Portola","06-063-1010","AQS","153"
"11/28/2014","30","PM2.5","Portola","06-063-1010","AQS","30"
"12/01/2014","89","PM2.5","Portola","06-063-1010","AQS","89"
"12/04/2014","96","PM2.5","Portola","06-063-1010","AQS","96"
"12/07/2014","153","PM2.5","Portola","06-063-1010","AQS","153"
"12/10/2014","98","PM2.5","Portola","06-063-1010","AQS","98"
"12/13/2014","58","PM2.5","Portola","06-063-1010","AQS","58"
"12/16/2014","127","PM2.5","Portola","06-063-1010","AQS","127"
"12/19/2014","136","PM2.5","Portola","06-063-1010","AQS","136"
"12/22/2014","93","PM2.5","Portola","06-063-1010","AQS","93"
"12/25/2014","42","PM2.5","Quincy-N Church Street","06-063-1006","AQS","42"
"12/28/2014","156","PM2.5","Portola","06-063-1010","AQS","156"
"12/31/2014","60","PM2.5","Quincy-N Church Street","06-063-1006","AQS","60"
