"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2014","152","PM2.5","Madera-City","06-039-2010","AQS",".","45","39","152","26"
"01/02/2014","151","PM2.5","Madera-City","06-039-2010","AQS",".","43","45","151","41"
"01/03/2014","134","PM2.5","Madera-City","06-039-2010","AQS",".","42","49","134","30"
"01/04/2014","139","PM2.5","Madera-City","06-039-2010","AQS",".","42","41","139","28"
"01/05/2014","139","PM2.5","Madera-City","06-039-2010","AQS",".","48","38","139","27"
"01/06/2014","121","PM2.5","Madera-City","06-039-2010","AQS",".","35","44","121","33"
"01/07/2014","131","PM2.5","Madera-City","06-039-2010","AQS",".","33","52","131","31"
"01/08/2014","83","PM2.5","Madera-City","06-039-2010","AQS",".","36","28","83","26"
"01/09/2014","71","PM2.5","Madera-City","06-039-2010","AQS",".","33","25","71","16"
"01/10/2014","104","PM2.5","Madera-City","06-039-2010","AQS",".","33","35","104","24"
"01/11/2014","89","PM2.5","Madera-City","06-039-2010","AQS",".","31","33","89","17"
"01/12/2014","74","PM2.5","Picayune Rancheria","06-039-0500","AQS",".","26","27","74","16"
"01/13/2014","78","PM2.5","Madera-City","06-039-2010","AQS",".","31","29","78","24"
"01/14/2014","79","PM2.5","Madera-City","06-039-2010","AQS",".","34","37","79","25"
"01/15/2014","92","PM2.5","Madera-City","06-039-2010","AQS",".","41","42","92","28"
"01/16/2014","116","PM2.5","Madera-City","06-039-2010","AQS",".","41","51","116","30"
"01/17/2014","137","PM2.5","Madera-City","06-039-2010","AQS",".","42","59","137","25"
"01/18/2014","126","PM2.5","Madera-City","06-039-2010","AQS",".","42","44","126","28"
"01/19/2014","152","PM2.5","Madera-City","06-039-2010","AQS",".","50","51","152","22"
"01/20/2014","131","PM2.5","Madera-City","06-039-2010","AQS",".","43","53","131","37"
"01/21/2014","115","PM2.5","Madera-City","06-039-2010","AQS",".","38","43","115","26"
"01/22/2014","134","PM2.5","Madera-City","06-039-2010","AQS",".","47","52","134","36"
"01/23/2014","151","PM2.5","Madera-City","06-039-2010","AQS",".","47","55","151","23"
"01/24/2014","100","PM2.5","Madera-City","06-039-2010","AQS",".","39","61","100","29"
"01/25/2014","103","PM2.5","Madera-City","06-039-2010","AQS",".","40","60","103","26"
"01/26/2014","78","PM2.5","Madera-City","06-039-2010","AQS",".","40","44","78","22"
"01/27/2014","83","PM2.5","Madera-City","06-039-2010","AQS",".","44","47","83","32"
"01/28/2014","76","PM2.5","Madera-City","06-039-2010","AQS",".","46","41","76","23"
"01/29/2014","64","PM2.5","Madera-City","06-039-2010","AQS",".","46","35","64","24"
"01/30/2014","58","PM2.5","Picayune Rancheria","06-039-0500","AQS",".","37","23","58","21"
"01/31/2014","44","PM2.5","Madera-City","06-039-2010","AQS",".","34","6","44","11"
"02/01/2014","71","PM2.5","Madera-City","06-039-2010","AQS",".","37","14","71","25"
"02/02/2014","58","PM2.5","Madera-City","06-039-2010","AQS",".","35","7","58","17"
"02/03/2014","56","PM2.5","Madera-City","06-039-2010","AQS",".","34","18","56","17"
"02/04/2014","59","PM2.5","Madera-City","06-039-2010","AQS",".","33","16","59","14"
"02/05/2014","76","PM2.5","Madera-City","06-039-2010","AQS",".","37","19","76","34"
"02/06/2014","57","PM2.5","Madera-City","06-039-2010","AQS",".","32","9","57","23"
"02/07/2014","52","PM2.5","Madera-City","06-039-2010","AQS",".","32","8","52","10"
"02/08/2014","37","PM2.5","Madera-City","06-039-2010","AQS",".","30","7","37","8"
"02/09/2014","37","PM2.5","Madera-City","06-039-2010","AQS",".","29","7","37","21"
"02/10/2014","35","PM2.5","Madera-City","06-039-2010","AQS",".","28","7","35","11"
"02/11/2014","52","PM2.5","Madera-City","06-039-2010","AQS",".","22","10","52","14"
"02/12/2014","60","PM2.5","Madera-City","06-039-2010","AQS",".","31","17","60","12"
"02/13/2014","60","PM2.5","Madera-City","06-039-2010","AQS",".","34","12","60","17"
"02/14/2014","81","PM2.5","Madera-City","06-039-2010","AQS",".","49","27","81","19"
"02/15/2014","88","PM2.5","Madera-City","06-039-2010","AQS",".","27","31","88","25"
"02/16/2014","55","PM2.5","Madera-City","06-039-2010","AQS",".","37","8","55","8"
"02/17/2014","44","PM2.5","Madera-City","06-039-2010","AQS",".","36","14","44","10"
"02/18/2014","59","PM2.5","Madera-City","06-039-2010","AQS",".","28","20","59","14"
"02/19/2014","49","PM2.5","Madera-City","06-039-2010","AQS",".","36","15","49","13"
"02/20/2014","56","PM2.5","Madera-City","06-039-2010","AQS",".","35","19","56","11"
"02/21/2014","63","PM2.5","Madera-City","06-039-2010","AQS",".","39","25","63","16"
"02/22/2014","59","PM2.5","Madera-City","06-039-2010","AQS",".","42","21","59","17"
"02/23/2014","61","PM2.5","Madera-City","06-039-2010","AQS",".","49","21","61","17"
"02/24/2014","60","PM2.5","Madera-City","06-039-2010","AQS",".","50","24","60","22"
"02/25/2014","72","PM2.5","Madera-City","06-039-2010","AQS",".","67","36","72","20"
"02/26/2014","64","PM2.5","Madera-City","06-039-2010","AQS",".","41","22","64","12"
"02/27/2014","43","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","43","8","38","9"
"02/28/2014","44","Ozone","Picayune Rancheria","06-039-0500","AQS",".","44","7","27","."
"03/01/2014","40","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","40","7","28","8"
"03/02/2014","36","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","36","7","31","9"
"03/03/2014","33","PM2.5","Madera-City","06-039-2010","AQS",".","32","9","33","11"
"03/04/2014","38","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","38","8","31","8"
"03/05/2014","54","PM2.5","Madera-City","06-039-2010","AQS",".","41","13","54","8"
"03/06/2014","55","PM2.5","Madera-City","06-039-2010","AQS",".","39","16","55","8"
"03/07/2014","52","PM2.5","Madera-City","06-039-2010","AQS",".","31","18","52","16"
"03/08/2014","54","PM2.5","Madera-City","06-039-2010","AQS",".","48","18","54","15"
"03/09/2014","42","PM2.5","Madera-City","06-039-2010","AQS",".","41","15","42","18"
"03/10/2014","42","Ozone","Picayune Rancheria","06-039-0500","AQS",".","42","13","28","12"
"03/11/2014","42","Ozone","Picayune Rancheria","06-039-0500","AQS",".","42","11","38","."
"03/12/2014","49","PM2.5","Madera-City","06-039-2010","AQS",".","43","19","49","."
"03/13/2014","40","PM2.5","Madera-City","06-039-2010","AQS",".","37","20","40","."
"03/14/2014","50","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","50","20","43","18"
"03/15/2014","65","PM2.5","Madera-City","06-039-2010","AQS",".","58","30","65","14"
"03/16/2014","77","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","77","23","56","19"
"03/17/2014","44","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","44","19","38","7"
"03/18/2014","45","Ozone","Picayune Rancheria","06-039-0500","AQS",".","45","19","36","9"
"03/19/2014","54","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","54","26","45","15"
"03/20/2014","67","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","67","28","52","16"
"03/21/2014","84","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","84","29","56","15"
"03/22/2014","58","PM2.5","Madera-City","06-039-2010","AQS",".","58","27","58","7"
"03/23/2014","57","PM2.5","Madera-City","06-039-2010","AQS",".","50","22","57","6"
"03/24/2014","67","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","67","26","55","13"
"03/25/2014","51","Ozone","Picayune Rancheria","06-039-0500","AQS",".","51","36","48","18"
"03/26/2014","42","Ozone","Madera-City","06-039-2010","AQS",".","42","4","32","8"
"03/27/2014","44","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","44","6","41","12"
"03/28/2014","52","PM2.5","Madera-City","06-039-2010","AQS",".","46","19","52","18"
"03/29/2014","48","PM2.5","Madera-City","06-039-2010","AQS",".","45","22","48","14"
"03/30/2014","42","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","42","4","33","4"
"03/31/2014","43","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","43","16","37","."
"04/01/2014","46","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","46","3","33","17"
"04/02/2014","46","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","46","2","30","6"
"04/03/2014","45","Ozone","Madera-City","06-039-2010","AQS",".","45","5","38","15"
"04/04/2014","44","Ozone","Picayune Rancheria","06-039-0500","AQS",".","44","6","34","8"
"04/05/2014","44","Ozone","Madera-City","06-039-2010","AQS",".","44","12","40","4"
"04/06/2014","52","PM2.5","Madera-City","06-039-2010","AQS",".","50","17","52","15"
"04/07/2014","90","Ozone","Madera-City","06-039-2010","AQS",".","90","25","53","16"
"04/08/2014","90","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","90","9","52","21"
"04/09/2014","100","Ozone","Madera-City","06-039-2010","AQS",".","100","27","58","14"
"04/10/2014","100","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","100","28","61","12"
"04/11/2014","90","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","90","31","59","8"
"04/12/2014","59","PM2.5","Madera-City","06-039-2010","AQS",".","54","25","59","5"
"04/13/2014","58","PM2.5","Madera-City","06-039-2010","AQS",".","49","24","58","5"
"04/14/2014","80","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","80","31","55","9"
"04/15/2014","84","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","84","32","58","19"
"04/16/2014","71","Ozone","Madera-City","06-039-2010","AQS",".","71","32","58","8"
"04/17/2014","77","Ozone","Madera-City","06-039-2010","AQS",".","77","31","53","14"
"04/18/2014","58","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","58","27","48","4"
"04/19/2014","105","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","105","29","50","7"
"04/20/2014","61","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","61","18","45","6"
"04/21/2014","84","Ozone","Picayune Rancheria","06-039-0500","AQS",".","84","31","58","14"
"04/22/2014","61","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","61","23","40","3"
"04/23/2014","48","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","48","22","39","5"
"04/24/2014","50","Ozone","Madera-City","06-039-2010","AQS",".","50","22","38","."
"04/25/2014","44","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","44","6","34","3"
"04/26/2014","49","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","49","7","38","3"
"04/27/2014","50","Ozone","Madera-City","06-039-2010","AQS",".","50","8","36","5"
"04/28/2014","64","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","64","19","23","."
"04/29/2014","105","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","105","26","30","19"
"04/30/2014","122","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","122","30","25","22"
"05/01/2014","140","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","140","33","28","23"
"05/02/2014","108","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","108","30","31","16"
"05/03/2014","45","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","45","26","13","6"
"05/04/2014","48","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","48","15","8","."
"05/05/2014","49","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","49","22","9","3"
"05/06/2014","43","Ozone","Madera-City","06-039-2010","AQS",".","43","15","14","."
"05/07/2014","46","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","46","24","30","."
"05/08/2014","58","Ozone","Madera-City","06-039-2010","AQS",".","58","24","29","."
"05/09/2014","64","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","64","19","17","."
"05/10/2014","49","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","49","40","15","."
"05/11/2014","45","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","45","22","13","."
"05/12/2014","61","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","61","27","20","."
"05/13/2014","105","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","105","34","29","."
"05/14/2014","136","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","136","38","34","."
"05/15/2014","140","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","140","34","32","."
"05/16/2014","115","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","115","31","23","."
"05/17/2014","97","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","97","25","24","."
"05/18/2014","51","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","51","19","12","."
"05/19/2014","45","Ozone","Picayune Rancheria","06-039-0500","AQS",".","45","31","20","."
"05/20/2014","43","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","43","17","12","3"
"05/21/2014","50","Ozone","Madera-City","06-039-2010","AQS",".","50","28","30","10"
"05/22/2014","93","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","93","59","51","12"
"05/23/2014","97","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","97","44","29","11"
"05/24/2014","67","Ozone","Picayune Rancheria","06-039-0500","AQS",".","67","27","33","5"
"05/25/2014","87","Ozone","Madera-City","06-039-2010","AQS",".","87","26","36","6"
"05/26/2014","80","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","80","27","32","5"
"05/27/2014","129","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","129","31","31","6"
"05/28/2014","61","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","61","54","21","5"
"05/29/2014","84","Ozone","Picayune Rancheria","06-039-0500","AQS",".","84","31","24","14"
"05/30/2014","100","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","100","39","38","11"
"05/31/2014","97","Ozone","Picayune Rancheria","06-039-0500","AQS",".","97","29","46","6"
"06/01/2014","112","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","112","32","40","9"
"06/02/2014","126","Ozone","Picayune Rancheria","06-039-0500","AQS",".","126","29","40","14"
"06/03/2014","112","Ozone","Madera-City","06-039-2010","AQS",".","112","36","36","."
"06/04/2014","115","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","115","31","44","7"
"06/05/2014","126","Ozone","Picayune Rancheria","06-039-0500","AQS",".","126","37","49","18"
"06/06/2014","119","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","119","35","52","14"
"06/07/2014","143","Ozone","Madera-City","06-039-2010","AQS",".","143","35","48","8"
"06/08/2014","140","Ozone","Madera-City","06-039-2010","AQS",".","140","35","51","10"
"06/09/2014","172","Ozone","Madera-City","06-039-2010","AQS",".","172","45","55","17"
"06/10/2014","151","Ozone","Picayune Rancheria","06-039-0500","AQS",".","151","51","48","10"
"06/11/2014","81","PM10","Picayune Rancheria","06-039-0500","AQS",".","80","81","76","8"
"06/12/2014","80","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","80","31","33","5"
"06/13/2014","54","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","54","27","22","5"
"06/14/2014","80","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","80","25","28","7"
"06/15/2014","54","Ozone","Picayune Rancheria","06-039-0500","AQS",".","54","26","32","11"
"06/16/2014","45","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","45","43","32","."
"06/17/2014","50","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","50","31","20","7"
"06/18/2014","87","Ozone","Picayune Rancheria","06-039-0500","AQS",".","87","30","25","12"
"06/19/2014","100","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","100","30","25","13"
"06/20/2014","100","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","100","30","30","9"
"06/21/2014","84","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","84","23","23","7"
"06/22/2014","58","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","58","28","24","8"
"06/23/2014","80","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","80","31","30","7"
"06/24/2014","50","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","50","33","26","7"
"06/25/2014","43","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","43","37","18","4"
"06/26/2014","43","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","43","15","16","4"
"06/27/2014","48","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","48","18","20","5"
"06/28/2014","77","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","77","16","15","6"
"06/29/2014","101","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","101","21","20","6"
"06/30/2014","119","Ozone","Picayune Rancheria","06-039-0500","AQS",".","119","35","35","19"
"07/01/2014","164","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","164","40","43","12"
"07/02/2014","100","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","100","31","27","8"
"07/03/2014","64","Ozone","Madera-City","06-039-2010","AQS",".","64","33","38","."
"07/04/2014","90","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","90","43","56","11"
"07/05/2014","90","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","90","27","31","8"
"07/06/2014","105","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","105","24","35","8"
"07/07/2014","84","Ozone","Madera-City","06-039-2010","AQS",".","84","42","33","19"
"07/08/2014","156","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","156","49","30","15"
"07/09/2014","105","Ozone","Madera-City","06-039-2010","AQS",".","105","41","38","8"
"07/10/2014","90","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","90","30","27","7"
"07/11/2014","71","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","71","27","17","5"
"07/12/2014","77","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","77","20","18","6"
"07/13/2014","80","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","80","25","24","7"
"07/14/2014","80","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","80","45","42","12"
"07/15/2014","101","Ozone","Madera-Pump Yard","06-039-0004","AQS",".","101","42","34","11"
