"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2014","136","PM2.5","Felton","06-087-1004","AQS","38","136"
"01/02/2014","109","PM2.5","Felton","06-087-1004","AQS","31","109"
"01/03/2014","103","PM2.5","Felton","06-087-1004","AQS","31","103"
"01/04/2014","128","PM2.5","Felton","06-087-1004","AQS","32","128"
"01/05/2014","109","PM2.5","Felton","06-087-1004","AQS","34","109"
"01/06/2014","119","PM2.5","Felton","06-087-1004","AQS","29","119"
"01/07/2014","115","PM2.5","Felton","06-087-1004","AQS","28","115"
"01/08/2014","74","PM2.5","Felton","06-087-1004","AQS","30","74"
"01/09/2014","84","PM2.5","Felton","06-087-1004","AQS","32","84"
"01/10/2014","85","PM2.5","Felton","06-087-1004","AQS","29","85"
"01/11/2014","71","PM2.5","Felton","06-087-1004","AQS","30","71"
"01/12/2014","92","PM2.5","Felton","06-087-1004","AQS","32","92"
"01/13/2014","103","PM2.5","Felton","06-087-1004","AQS","35","103"
"01/14/2014","122","PM2.5","Felton","06-087-1004","AQS","42","122"
"01/15/2014","114","PM2.5","Felton","06-087-1004","AQS","39","114"
"01/16/2014","110","PM2.5","Felton","06-087-1004","AQS","42","110"
"01/17/2014","99","PM2.5","Felton","06-087-1004","AQS","39","99"
"01/18/2014","93","PM2.5","Felton","06-087-1004","AQS","40","93"
"01/19/2014","115","PM2.5","Felton","06-087-1004","AQS","42","115"
"01/20/2014","98","PM2.5","Felton","06-087-1004","AQS","42","98"
"01/21/2014","99","PM2.5","Felton","06-087-1004","AQS","36","99"
"01/22/2014","90","PM2.5","Felton","06-087-1004","AQS","38","90"
"01/23/2014","94","PM2.5","Felton","06-087-1004","AQS","32","94"
"01/24/2014","88","PM2.5","Felton","06-087-1004","AQS","42","88"
"01/25/2014","70","PM2.5","Felton","06-087-1004","AQS","39","70"
"01/26/2014","74","PM2.5","Felton","06-087-1004","AQS","39","74"
"01/27/2014","73","PM2.5","Felton","06-087-1004","AQS","28","73"
"01/28/2014","69","PM2.5","Felton","06-087-1004","AQS","24","69"
"01/29/2014","38","PM2.5","Felton","06-087-1004","AQS","22","38"
"01/30/2014","37","Ozone","Scotts Valley High School","06-087-1003","AQS","37","19"
"01/31/2014","39","PM2.5","Felton","06-087-1004","AQS","34","39"
"02/01/2014","68","PM2.5","Felton","06-087-1004","AQS","31","68"
"02/02/2014","66","PM2.5","Felton","06-087-1004","AQS","31","66"
"02/03/2014","53","PM2.5","Felton","06-087-1004","AQS","31","53"
"02/04/2014","63","PM2.5","Felton","06-087-1004","AQS","30","63"
"02/05/2014","57","PM2.5","Felton","06-087-1004","AQS","33","57"
"02/06/2014","51","PM2.5","Felton","06-087-1004","AQS","27","51"
"02/07/2014","40","PM2.5","Felton","06-087-1004","AQS","38","40"
"02/08/2014","30","Ozone","Scotts Valley High School","06-087-1003","AQS","30","10"
"02/09/2014","30","Ozone","Scotts Valley High School","06-087-1003","AQS","30","15"
"02/10/2014","31","PM2.5","Felton","06-087-1004","AQS","24","31"
"02/11/2014","35","PM2.5","Felton","06-087-1004","AQS","24","35"
"02/12/2014","52","PM2.5","Felton","06-087-1004","AQS","25","52"
"02/13/2014","50","PM2.5","Felton","06-087-1004","AQS","23","50"
"02/14/2014","31","PM2.5","Felton","06-087-1004","AQS","17","31"
"02/15/2014","31","PM2.5","Felton","06-087-1004","AQS","18","31"
"02/16/2014","39","PM2.5","Felton","06-087-1004","AQS","37","39"
"02/17/2014","47","PM2.5","Felton","06-087-1004","AQS","31","47"
"02/18/2014","53","PM2.5","Felton","06-087-1004","AQS","26","53"
"02/19/2014","35","Ozone","Scotts Valley High School","06-087-1003","AQS","35","28"
"02/20/2014","44","PM2.5","Felton","06-087-1004","AQS","34","44"
"02/21/2014","58","PM2.5","Felton","06-087-1004","AQS","37","58"
"02/22/2014","44","PM2.5","Felton","06-087-1004","AQS","36","44"
"02/23/2014","40","Ozone","Scotts Valley High School","06-087-1003","AQS","40","37"
"02/24/2014","40","PM2.5","Felton","06-087-1004","AQS","34","40"
"02/25/2014","47","Ozone","Scotts Valley High School","06-087-1003","AQS","47","43"
"02/26/2014","39","Ozone","Scotts Valley High School","06-087-1003","AQS","39","25"
"02/27/2014","39","Ozone","Scotts Valley High School","06-087-1003","AQS","39","31"
"02/28/2014","42","Ozone","Scotts Valley High School","06-087-1003","AQS","42","18"
"03/01/2014","37","Ozone","Scotts Valley High School","06-087-1003","AQS","37","20"
"03/02/2014","38","Ozone","Scotts Valley High School","06-087-1003","AQS","38","33"
"03/03/2014","28","PM2.5","Felton","06-087-1004","AQS","28","28"
"03/04/2014","28","Ozone","Santa Cruz","06-087-0007","AQS","28","14"
"03/05/2014","28","Ozone","Scotts Valley High School","06-087-1003","AQS","28","18"
"03/06/2014","33","Ozone","Scotts Valley High School","06-087-1003","AQS","33","27"
"03/07/2014","37","Ozone","Scotts Valley High School","06-087-1003","AQS","37","34"
"03/08/2014","37","Ozone","Scotts Valley High School","06-087-1003","AQS","37","32"
"03/09/2014","44","Ozone","Scotts Valley High School","06-087-1003","AQS","44","41"
"03/10/2014","43","Ozone","Scotts Valley High School","06-087-1003","AQS","43","23"
"03/11/2014","43","Ozone","Scotts Valley High School","06-087-1003","AQS","43","36"
"03/12/2014","54","PM2.5","Felton","06-087-1004","AQS","45","54"
"03/13/2014","42","Ozone","Scotts Valley High School","06-087-1003","AQS","42","31"
"03/14/2014","49","PM2.5","Felton","06-087-1004","AQS","38","49"
"03/15/2014","46","Ozone","Scotts Valley High School","06-087-1003","AQS","46","40"
"03/16/2014","43","Ozone","Scotts Valley High School","06-087-1003","AQS","43","36"
"03/17/2014","43","Ozone","Scotts Valley High School","06-087-1003","AQS","43","25"
"03/18/2014","41","Ozone","Scotts Valley High School","06-087-1003","AQS","41","22"
"03/19/2014","48","Ozone","Scotts Valley High School","06-087-1003","AQS","48","21"
"03/20/2014","51","Ozone","Scotts Valley High School","06-087-1003","AQS","51","37"
"03/21/2014","41","PM2.5","Felton","06-087-1004","AQS","36","41"
"03/22/2014","51","PM2.5","Santa Cruz","06-087-0007","AQS","36","51"
"03/23/2014","44","PM2.5","Santa Cruz","06-087-0007","AQS","35","44"
"03/24/2014","44","Ozone","Scotts Valley High School","06-087-1003","AQS","44","34"
"03/25/2014","34","Ozone","Scotts Valley High School","06-087-1003","AQS","34","30"
"03/26/2014","39","Ozone","Scotts Valley High School","06-087-1003","AQS","39","21"
"03/27/2014","36","Ozone","Santa Cruz","06-087-0007","AQS","36","30"
"03/28/2014","34","Ozone","Scotts Valley High School","06-087-1003","AQS","34","27"
"03/29/2014","30","Ozone","Scotts Valley High School","06-087-1003","AQS","30","19"
"03/30/2014","37","Ozone","Scotts Valley High School","06-087-1003","AQS","37","17"
"03/31/2014","42","Ozone","Scotts Valley High School","06-087-1003","AQS","42","27"
"04/01/2014","42","Ozone","Scotts Valley High School","06-087-1003","AQS","42","26"
"04/02/2014","45","Ozone","Scotts Valley High School","06-087-1003","AQS","45","30"
"04/03/2014","49","Ozone","Scotts Valley High School","06-087-1003","AQS","49","24"
"04/04/2014","41","Ozone","Scotts Valley High School","06-087-1003","AQS","41","23"
"04/05/2014","39","Ozone","Scotts Valley High School","06-087-1003","AQS","39","22"
"04/06/2014","41","Ozone","Scotts Valley High School","06-087-1003","AQS","41","32"
"04/07/2014","42","Ozone","Scotts Valley High School","06-087-1003","AQS","42","22"
"04/08/2014","45","Ozone","Scotts Valley High School","06-087-1003","AQS","45","27"
"04/09/2014","36","Ozone","Scotts Valley High School","06-087-1003","AQS","36","25"
"04/10/2014","43","Ozone","Scotts Valley High School","06-087-1003","AQS","43","20"
"04/11/2014","37","Ozone","Santa Cruz","06-087-0007","AQS","37","32"
"04/12/2014","41","Ozone","Santa Cruz","06-087-0007","AQS","41","35"
"04/13/2014","40","Ozone","Scotts Valley High School","06-087-1003","AQS","40","28"
"04/14/2014","44","Ozone","Scotts Valley High School","06-087-1003","AQS","44","39"
"04/15/2014","49","PM2.5","Santa Cruz","06-087-0007","AQS","40","49"
"04/16/2014","49","PM2.5","Santa Cruz","06-087-0007","AQS","43","49"
"04/17/2014","42","PM2.5","Santa Cruz","06-087-0007","AQS","39","42"
"04/18/2014","38","Ozone","Scotts Valley High School","06-087-1003","AQS","38","33"
"04/19/2014","44","Ozone","Scotts Valley High School","06-087-1003","AQS","44","32"
"04/20/2014","54","Ozone","Scotts Valley High School","06-087-1003","AQS","54","36"
"04/21/2014","58","Ozone","Scotts Valley High School","06-087-1003","AQS","58","45"
"04/22/2014","48","Ozone","Scotts Valley High School","06-087-1003","AQS","48","16"
"04/23/2014","44","Ozone","Scotts Valley High School","06-087-1003","AQS","44","17"
"04/24/2014","40","Ozone","Scotts Valley High School","06-087-1003","AQS","40","27"
"04/25/2014","43","Ozone","Santa Cruz","06-087-0007","AQS","43","22"
"04/26/2014","42","Ozone","Scotts Valley High School","06-087-1003","AQS","42","11"
"04/27/2014","39","Ozone","Scotts Valley High School","06-087-1003","AQS","39","15"
"04/28/2014","58","Ozone","Scotts Valley High School","06-087-1003","AQS","58","37"
"04/29/2014","44","Ozone","Santa Cruz","06-087-0007","AQS","44","41"
"04/30/2014","74","Ozone","Santa Cruz","06-087-0007","AQS","74","37"
"05/01/2014","93","Ozone","Santa Cruz","06-087-0007","AQS","93","41"
"05/02/2014","39","Ozone","Santa Cruz","06-087-0007","AQS","39","33"
"05/03/2014","37","Ozone","Santa Cruz","06-087-0007","AQS","37","22"
"05/04/2014","32","Ozone","Santa Cruz","06-087-0007","AQS","32","15"
"05/05/2014","38","Ozone","Santa Cruz","06-087-0007","AQS","38","13"
"05/06/2014","35","Ozone","Santa Cruz","06-087-0007","AQS","35","25"
"05/07/2014","41","Ozone","Santa Cruz","06-087-0007","AQS","41","30"
"05/08/2014","37","Ozone","Santa Cruz","06-087-0007","AQS","37","26"
"05/09/2014","39","Ozone","Santa Cruz","06-087-0007","AQS","39","11"
"05/10/2014","36","Ozone","Santa Cruz","06-087-0007","AQS","36","14"
"05/11/2014","40","Ozone","Santa Cruz","06-087-0007","AQS","40","10"
"05/12/2014","39","Ozone","Santa Cruz","06-087-0007","AQS","39","28"
"05/13/2014","71","Ozone","Santa Cruz","06-087-0007","AQS","71","29"
"05/14/2014","33","PM2.5","Santa Cruz","06-087-0007","AQS",".","33"
"05/15/2014","40","Ozone","Santa Cruz","06-087-0007","AQS","40","38"
"05/16/2014","48","PM2.5","Santa Cruz","06-087-0007","AQS","40","48"
"05/17/2014","38","PM2.5","Santa Cruz","06-087-0007","AQS","35","38"
"05/18/2014","31","Ozone","Santa Cruz","06-087-0007","AQS","31","29"
"05/19/2014","28","Ozone","Santa Cruz","06-087-0007","AQS","28","21"
"05/20/2014","29","Ozone","Santa Cruz","06-087-0007","AQS","29","25"
"05/21/2014","39","PM2.5","Santa Cruz","06-087-0007","AQS","31","39"
"05/22/2014","31","Ozone","Santa Cruz","06-087-0007","AQS","31","29"
"05/23/2014","24","Ozone","Santa Cruz","06-087-0007","AQS","24","18"
"05/24/2014","43","PM2.5","Santa Cruz","06-087-0007","AQS","28","43"
"05/25/2014","51","PM2.5","Santa Cruz","06-087-0007","AQS","31","51"
"05/26/2014","44","PM2.5","Santa Cruz","06-087-0007","AQS","26","44"
"05/27/2014","41","PM2.5","Santa Cruz","06-087-0007","AQS","39","41"
"05/28/2014","47","Ozone","Santa Cruz","06-087-0007","AQS","47","44"
"05/29/2014","41","PM2.5","Santa Cruz","06-087-0007","AQS","35","41"
"05/30/2014","54","PM2.5","Santa Cruz","06-087-0007","AQS","38","54"
"05/31/2014","42","PM2.5","Santa Cruz","06-087-0007","AQS","31","42"
"06/01/2014","39","PM2.5","Santa Cruz","06-087-0007","AQS","31","39"
"06/02/2014","31","Ozone","Santa Cruz","06-087-0007","AQS","31","20"
"06/03/2014","31","Ozone","Santa Cruz","06-087-0007","AQS","31","22"
"06/04/2014","41","PM2.5","Santa Cruz","06-087-0007","AQS","30","41"
"06/05/2014","50","PM2.5","Santa Cruz","06-087-0007","AQS","30","50"
"06/06/2014","32","Ozone","Santa Cruz","06-087-0007","AQS","32","."
"06/07/2014","27","Ozone","Santa Cruz","06-087-0007","AQS","27","."
"06/08/2014","27","Ozone","Santa Cruz","06-087-0007","AQS","27","."
"06/09/2014","28","Ozone","Santa Cruz","06-087-0007","AQS","28","."
"06/10/2014","27","Ozone","Santa Cruz","06-087-0007","AQS","27","."
"06/11/2014","31","Ozone","Santa Cruz","06-087-0007","AQS","31","."
"06/12/2014","24","Ozone","Santa Cruz","06-087-0007","AQS","24","17"
"06/13/2014","30","PM2.5","Santa Cruz","06-087-0007","AQS","25","30"
"06/14/2014","51","PM2.5","Santa Cruz","06-087-0007","AQS","29","51"
"06/15/2014","52","PM2.5","Santa Cruz","06-087-0007","AQS","27","52"
"06/16/2014","29","PM2.5","Santa Cruz","06-087-0007","AQS","27","29"
"06/17/2014","40","PM2.5","Santa Cruz","06-087-0007","AQS","27","40"
"06/18/2014","43","PM2.5","Santa Cruz","06-087-0007","AQS","27","43"
"06/19/2014","34","PM2.5","Santa Cruz","06-087-0007","AQS","25","34"
"06/20/2014","32","PM2.5","Santa Cruz","06-087-0007","AQS","21","32"
"06/21/2014","40","PM2.5","Santa Cruz","06-087-0007","AQS","31","40"
"06/22/2014","38","PM2.5","Santa Cruz","06-087-0007","AQS","26","38"
"06/23/2014","31","PM2.5","Santa Cruz","06-087-0007","AQS","27","31"
"06/24/2014","40","PM2.5","Santa Cruz","06-087-0007","AQS","26","40"
"06/25/2014","20","Ozone","Santa Cruz","06-087-0007","AQS","20","18"
"06/26/2014","23","Ozone","Santa Cruz","06-087-0007","AQS","23","15"
"06/27/2014","19","Ozone","Santa Cruz","06-087-0007","AQS","19","13"
"06/28/2014","25","Ozone","Santa Cruz","06-087-0007","AQS","25","20"
"06/29/2014","35","PM2.5","Santa Cruz","06-087-0007","AQS",".","35"
"06/30/2014","41","PM2.5","Santa Cruz","06-087-0007","AQS","29","41"
"07/01/2014","27","Ozone","Santa Cruz","06-087-0007","AQS","27","11"
"07/02/2014","24","Ozone","Santa Cruz","06-087-0007","AQS","24","21"
"07/03/2014","35","PM2.5","Santa Cruz","06-087-0007","AQS","26","35"
"07/04/2014","44","PM2.5","Santa Cruz","06-087-0007","AQS","25","44"
"07/05/2014","49","PM2.5","Santa Cruz","06-087-0007","AQS","27","49"
"07/06/2014","29","Ozone","Santa Cruz","06-087-0007","AQS","29","28"
"07/07/2014","21","PM2.5","Santa Cruz","06-087-0007","AQS","19","21"
"07/08/2014","22","Ozone","Santa Cruz","06-087-0007","AQS","22","13"
"07/09/2014","17","Ozone","Santa Cruz","06-087-0007","AQS","17","13"
"07/10/2014","20","Ozone","Santa Cruz","06-087-0007","AQS","20","7"
"07/11/2014","22","Ozone","Santa Cruz","06-087-0007","AQS","22","8"
"07/12/2014","25","Ozone","Santa Cruz","06-087-0007","AQS","25","14"
"07/13/2014","27","PM2.5","Santa Cruz","06-087-0007","AQS","27","27"
"07/14/2014","25","Ozone","Santa Cruz","06-087-0007","AQS","25","."
"07/15/2014","27","Ozone","Santa Cruz","06-087-0007","AQS","27","."
"07/16/2014","19","Ozone","Santa Cruz","06-087-0007","AQS","19","."
"07/17/2014","19","Ozone","Santa Cruz","06-087-0007","AQS","19","."
"07/18/2014","20","Ozone","Santa Cruz","06-087-0007","AQS","20","4"
"07/19/2014","23","Ozone","Santa Cruz","06-087-0007","AQS","23","6"
"07/20/2014","23","Ozone","Santa Cruz","06-087-0007","AQS","23","4"
"07/21/2014","23","Ozone","Santa Cruz","06-087-0007","AQS","23","3"
"07/22/2014","21","Ozone","Santa Cruz","06-087-0007","AQS","21","0"
"07/23/2014","18","Ozone","Santa Cruz","06-087-0007","AQS","18","7"
"07/24/2014","26","Ozone","Santa Cruz","06-087-0007","AQS","26","20"
"07/25/2014","39","PM2.5","Santa Cruz","06-087-0007","AQS","24","39"
"07/26/2014","37","PM2.5","Santa Cruz","06-087-0007","AQS","25","37"
"07/27/2014","38","PM2.5","Santa Cruz","06-087-0007","AQS","21","38"
"07/28/2014","25","PM2.5","Santa Cruz","06-087-0007","AQS","22","25"
"07/29/2014","22","Ozone","Santa Cruz","06-087-0007","AQS","22","13"
"07/30/2014","19","PM2.5","Santa Cruz","06-087-0007","AQS","19","19"
"07/31/2014","24","Ozone","Santa Cruz","06-087-0007","AQS","24","19"
"08/01/2014","30","PM2.5","Santa Cruz","06-087-0007","AQS","23","30"
"08/02/2014","30","PM2.5","Santa Cruz","06-087-0007","AQS","27","30"
"08/03/2014","23","Ozone","Santa Cruz","06-087-0007","AQS","23","15"
"08/04/2014","26","Ozone","Santa Cruz","06-087-0007","AQS","26","8"
"08/05/2014","23","Ozone","Santa Cruz","06-087-0007","AQS","23","8"
"08/06/2014","23","PM2.5","Santa Cruz","06-087-0007","AQS","19","23"
"08/07/2014","23","PM2.5","Santa Cruz","06-087-0007","AQS","20","23"
"08/08/2014","41","PM2.5","Santa Cruz","06-087-0007","AQS","22","41"
"08/09/2014","37","PM2.5","Santa Cruz","06-087-0007","AQS","21","37"
"08/10/2014","21","Ozone","Santa Cruz","06-087-0007","AQS","21","18"
"08/11/2014","28","Ozone","Santa Cruz","06-087-0007","AQS","28","23"
