"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2014","28","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","28",".","."
"01/02/2014","23","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","23",".","."
"01/03/2014","21","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","21",".","."
"01/04/2014","27","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","27",".","."
"01/05/2014","31","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","31","7","9"
"01/06/2014","19","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","19",".","."
"01/07/2014","30","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","30",".","."
"01/08/2014","30","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","30",".","."
"01/09/2014","29","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","29",".","."
"01/10/2014","23","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","23",".","."
"01/11/2014","33","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","33","6","12"
"01/12/2014","27","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","27",".","."
"01/13/2014","28","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","28",".","."
"01/15/2014","8","PM10","Lakeport-Lakeport Blvd.","06-033-3001","AQS",".","8","."
"01/16/2014","28","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","28",".","."
"01/17/2014","30","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","30","8","15"
"01/18/2014","31","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","31",".","."
"01/19/2014","31","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","31",".","."
"01/20/2014","30","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","30",".","."
"01/21/2014","31","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","31",".","."
"01/22/2014","26","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","26",".","."
"01/23/2014","42","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","42","9","3"
"01/24/2014","39","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","39",".","."
"01/25/2014","35","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","35",".","."
