"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2014","108","PM2.5","Merced-Coffee","06-047-0003","AQS","36",".","108","34"
"01/02/2014","113","PM2.5","Merced-Coffee","06-047-0003","AQS","31",".","113","45"
"01/03/2014","104","PM2.5","Merced-Coffee","06-047-0003","AQS","31",".","104","33"
"01/04/2014","128","PM2.5","Merced-M Street","06-047-2510","AQS","28",".","128","29"
"01/05/2014","121","PM2.5","Merced-Coffee","06-047-0003","AQS","36","53","121","40"
"01/06/2014","113","PM2.5","Merced-Coffee","06-047-0003","AQS",".",".","113","44"
"01/07/2014","136","PM2.5","Merced-Coffee","06-047-0003","AQS",".",".","136","41"
"01/08/2014","82","PM2.5","Merced-M Street","06-047-2510","AQS","20",".","82","21"
"01/09/2014","52","PM2.5","Merced-Coffee","06-047-0003","AQS","27",".","52","."
"01/10/2014","41","PM2.5","Merced-Coffee","06-047-0003","AQS","25",".","41","17"
"01/11/2014","99","PM2.5","Merced-M Street","06-047-2510","AQS","25","41","99","."
"01/12/2014","33","PM2.5","Merced-Coffee","06-047-0003","AQS","26",".","33","11"
"01/13/2014","53","PM2.5","Merced-Coffee","06-047-0003","AQS","23",".","53","31"
"01/14/2014","79","PM2.5","Merced-M Street","06-047-2510","AQS","25",".","79","31"
"01/15/2014","67","PM2.5","Merced-Coffee","06-047-0003","AQS","26",".","67","34"
"01/16/2014","78","PM2.5","Merced-Coffee","06-047-0003","AQS","28",".","78","44"
"01/17/2014","127","PM2.5","Merced-M Street","06-047-2510","AQS","32","58","127","51"
"01/18/2014","75","PM2.5","Merced-Coffee","06-047-0003","AQS","31",".","75","33"
"01/19/2014","109","PM2.5","Merced-Coffee","06-047-0003","AQS","38",".","109","44"
"01/20/2014","119","PM2.5","Merced-M Street","06-047-2510","AQS","32",".","119","34"
"01/21/2014","69","PM2.5","Merced-Coffee","06-047-0003","AQS","21",".","69","33"
"01/22/2014","81","PM2.5","Merced-Coffee","06-047-0003","AQS","31",".","81","36"
"01/23/2014","146","PM2.5","Merced-M Street","06-047-2510","AQS","48","67","146","42"
"01/24/2014","103","PM2.5","Merced-Coffee","06-047-0003","AQS","28",".","103","37"
"01/25/2014","79","PM2.5","Merced-Coffee","06-047-0003","AQS","31",".","79","31"
"01/26/2014","76","PM2.5","Merced-M Street","06-047-2510","AQS","24",".","76","37"
"01/27/2014","68","PM2.5","Merced-Coffee","06-047-0003","AQS",".",".","68","41"
"01/28/2014","59","PM2.5","Merced-Coffee","06-047-0003","AQS",".",".","59","."
"01/29/2014","48","PM2.5","Merced-M Street","06-047-2510","AQS","27",".","48","24"
"01/30/2014","28","Ozone","Merced-Coffee","06-047-0003","AQS","28",".","13","."
"01/31/2014","30","Ozone","Merced-Coffee","06-047-0003","AQS","30",".","15","."
"02/01/2014","51","PM2.5","Merced-M Street","06-047-2510","AQS","29",".","51","22"
"02/02/2014","31","Ozone","Merced-Coffee","06-047-0003","AQS","31",".","30","10"
"02/03/2014","38","PM2.5","Merced-Coffee","06-047-0003","AQS","33",".","38","17"
"02/04/2014","52","PM2.5","Merced-Coffee","06-047-0003","AQS","27",".","52","25"
"02/05/2014","60","PM2.5","Merced-Coffee","06-047-0003","AQS","31",".","60","25"
"02/06/2014","31","Ozone","Merced-Coffee","06-047-0003","AQS","31",".","27","22"
"02/07/2014","41","PM2.5","Merced-M Street","06-047-2510","AQS","22",".","41","10"
"02/08/2014","28","Ozone","Merced-Coffee","06-047-0003","AQS","28",".","7","5"
"02/09/2014","23","Ozone","Merced-Coffee","06-047-0003","AQS","23",".","8","11"
"02/10/2014","20","PM2.5","Merced-M Street","06-047-2510","AQS","20",".","20","15"
"02/11/2014","28","PM2.5","Merced-Coffee","06-047-0003","AQS","16",".","28","24"
"02/12/2014","41","PM2.5","Merced-Coffee","06-047-0003","AQS",".",".","41","22"
"02/13/2014","54","PM2.5","Merced-M Street","06-047-2510","AQS","26",".","54","26"
"02/14/2014","61","PM2.5","Merced-Coffee","06-047-0003","AQS","35",".","61","23"
"02/15/2014","83","PM2.5","Merced-Coffee","06-047-0003","AQS","8",".","83","17"
"02/16/2014","41","PM2.5","Merced-Coffee","06-047-0003","AQS","34","14","41","18"
"02/17/2014","33","Ozone","Merced-Coffee","06-047-0003","AQS","33",".","27","19"
"02/18/2014","40","PM2.5","Merced-Coffee","06-047-0003","AQS",".",".","40","25"
"02/19/2014","33","Ozone","Merced-Coffee","06-047-0003","AQS","33",".","21","15"
"02/20/2014","30","PM2.5","Merced-Coffee","06-047-0003","AQS","28",".","30","17"
"02/21/2014","43","PM2.5","Merced-Coffee","06-047-0003","AQS","34",".","43","30"
"02/22/2014","50","PM2.5","Merced-M Street","06-047-2510","AQS","35","21","50","20"
"02/23/2014","38","Ozone","Merced-Coffee","06-047-0003","AQS","38",".","28","21"
"02/24/2014","34","PM2.5","Merced-Coffee","06-047-0003","AQS",".",".","34","27"
"02/25/2014","60","PM2.5","Merced-M Street","06-047-2510","AQS","47",".","60","28"
"02/26/2014","31","Ozone","Merced-Coffee","06-047-0003","AQS","31",".","27","8"
