"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM25"
"01/08/2014","4","PM2.5","Trinity","06-105-9000","AQS","4"
"01/11/2014","4","PM2.5","Trinity","06-105-9000","AQS","4"
"01/14/2014","6","PM2.5","Trinity","06-105-9000","AQS","6"
"01/17/2014","5","PM2.5","Trinity","06-105-9000","AQS","5"
"01/20/2014","5","PM2.5","Trinity","06-105-9000","AQS","5"
"01/29/2014","6","PM2.5","Trinity","06-105-9000","AQS","6"
"02/01/2014","4","PM2.5","Trinity","06-105-9000","AQS","4"
"02/04/2014","5","PM2.5","Trinity","06-105-9000","AQS","5"
"02/07/2014","3","PM2.5","Trinity","06-105-9000","AQS","3"
"02/10/2014","3","PM2.5","Trinity","06-105-9000","AQS","3"
"02/13/2014","1","PM2.5","Trinity","06-105-9000","AQS","1"
"02/16/2014","7","PM2.5","Trinity","06-105-9000","AQS","7"
"02/19/2014","2","PM2.5","Trinity","06-105-9000","AQS","2"
"02/22/2014","5","PM2.5","Trinity","06-105-9000","AQS","5"
"02/25/2014","15","PM2.5","Trinity","06-105-9000","AQS","15"
"02/28/2014","3","PM2.5","Trinity","06-105-9000","AQS","3"
"03/03/2014","0","PM2.5","Trinity","06-105-9000","AQS","0"
"03/06/2014","6","PM2.5","Trinity","06-105-9000","AQS","6"
"03/12/2014","3","PM2.5","Trinity","06-105-9000","AQS","3"
"03/15/2014","10","PM2.5","Trinity","06-105-9000","AQS","10"
"03/18/2014","5","PM2.5","Trinity","06-105-9000","AQS","5"
"03/21/2014","9","PM2.5","Trinity","06-105-9000","AQS","9"
"03/24/2014","23","PM2.5","Trinity","06-105-9000","AQS","23"
"03/27/2014","12","PM2.5","Trinity","06-105-9000","AQS","12"
"03/30/2014","7","PM2.5","Trinity","06-105-9000","AQS","7"
"04/02/2014","6","PM2.5","Trinity","06-105-9000","AQS","6"
"04/05/2014","6","PM2.5","Trinity","06-105-9000","AQS","6"
"04/08/2014","22","PM2.5","Trinity","06-105-9000","AQS","22"
"04/11/2014","17","PM2.5","Trinity","06-105-9000","AQS","17"
"04/14/2014","12","PM2.5","Trinity","06-105-9000","AQS","12"
"04/17/2014","15","PM2.5","Trinity","06-105-9000","AQS","15"
"04/20/2014","15","PM2.5","Trinity","06-105-9000","AQS","15"
"04/23/2014","3","PM2.5","Trinity","06-105-9000","AQS","3"
"04/26/2014","3","PM2.5","Trinity","06-105-9000","AQS","3"
"04/29/2014","10","PM2.5","Trinity","06-105-9000","AQS","10"
"05/02/2014","15","PM2.5","Trinity","06-105-9000","AQS","15"
"05/05/2014","4","PM2.5","Trinity","06-105-9000","AQS","4"
"05/08/2014","13","PM2.5","Trinity","06-105-9000","AQS","13"
"05/11/2014","5","PM2.5","Trinity","06-105-9000","AQS","5"
"05/14/2014","17","PM2.5","Trinity","06-105-9000","AQS","17"
"05/17/2014","11","PM2.5","Trinity","06-105-9000","AQS","11"
"05/20/2014","5","PM2.5","Trinity","06-105-9000","AQS","5"
"05/23/2014","12","PM2.5","Trinity","06-105-9000","AQS","12"
"05/26/2014","8","PM2.5","Trinity","06-105-9000","AQS","8"
"05/29/2014","6","PM2.5","Trinity","06-105-9000","AQS","6"
"06/01/2014","21","PM2.5","Trinity","06-105-9000","AQS","21"
"06/13/2014","8","PM2.5","Trinity","06-105-9000","AQS","8"
"06/16/2014","7","PM2.5","Trinity","06-105-9000","AQS","7"
"06/19/2014","9","PM2.5","Trinity","06-105-9000","AQS","9"
"06/22/2014","14","PM2.5","Trinity","06-105-9000","AQS","14"
"06/25/2014","3","PM2.5","Trinity","06-105-9000","AQS","3"
"06/28/2014","3","PM2.5","Trinity","06-105-9000","AQS","3"
"07/01/2014","16","PM2.5","Trinity","06-105-9000","AQS","16"
"07/04/2014","14","PM2.5","Trinity","06-105-9000","AQS","14"
"07/07/2014","21","PM2.5","Trinity","06-105-9000","AQS","21"
"07/10/2014","18","PM2.5","Trinity","06-105-9000","AQS","18"
"07/13/2014","13","PM2.5","Trinity","06-105-9000","AQS","13"
"07/16/2014","39","PM2.5","Trinity","06-105-9000","AQS","39"
"07/19/2014","42","PM2.5","Trinity","06-105-9000","AQS","42"
"07/22/2014","17","PM2.5","Trinity","06-105-9000","AQS","17"
"07/25/2014","10","PM2.5","Trinity","06-105-9000","AQS","10"
"07/28/2014","16","PM2.5","Trinity","06-105-9000","AQS","16"
"07/31/2014","17","PM2.5","Trinity","06-105-9000","AQS","17"
"08/03/2014","53","PM2.5","Trinity","06-105-9000","AQS","53"
"08/06/2014","59","PM2.5","Trinity","06-105-9000","AQS","59"
"08/09/2014","29","PM2.5","Trinity","06-105-9000","AQS","29"
"08/12/2014","26","PM2.5","Trinity","06-105-9000","AQS","26"
"08/15/2014","30","PM2.5","Trinity","06-105-9000","AQS","30"
"08/18/2014","53","PM2.5","Trinity","06-105-9000","AQS","53"
"08/21/2014","35","PM2.5","Trinity","06-105-9000","AQS","35"
"08/24/2014","71","PM2.5","Trinity","06-105-9000","AQS","71"
"08/27/2014","64","PM2.5","Trinity","06-105-9000","AQS","64"
"08/30/2014","5","PM2.5","Trinity","06-105-9000","AQS","5"
"09/02/2014","55","PM2.5","Trinity","06-105-9000","AQS","55"
"09/05/2014","13","PM2.5","Trinity","06-105-9000","AQS","13"
"09/08/2014","17","PM2.5","Trinity","06-105-9000","AQS","17"
"09/11/2014","47","PM2.5","Trinity","06-105-9000","AQS","47"
"09/14/2014","15","PM2.5","Trinity","06-105-9000","AQS","15"
"09/17/2014","18","PM2.5","Trinity","06-105-9000","AQS","18"
"09/20/2014","25","PM2.5","Trinity","06-105-9000","AQS","25"
"09/23/2014","29","PM2.5","Trinity","06-105-9000","AQS","29"
"09/26/2014","4","PM2.5","Trinity","06-105-9000","AQS","4"
"09/29/2014","7","PM2.5","Trinity","06-105-9000","AQS","7"
"10/02/2014","9","PM2.5","Trinity","06-105-9000","AQS","9"
"10/05/2014","7","PM2.5","Trinity","06-105-9000","AQS","7"
"10/08/2014","5","PM2.5","Trinity","06-105-9000","AQS","5"
"10/11/2014","13","PM2.5","Trinity","06-105-9000","AQS","13"
"10/14/2014","21","PM2.5","Trinity","06-105-9000","AQS","21"
"10/17/2014","13","PM2.5","Trinity","06-105-9000","AQS","13"
"10/20/2014","7","PM2.5","Trinity","06-105-9000","AQS","7"
"10/23/2014","6","PM2.5","Trinity","06-105-9000","AQS","6"
"10/26/2014","6","PM2.5","Trinity","06-105-9000","AQS","6"
"10/29/2014","33","PM2.5","Trinity","06-105-9000","AQS","33"
"11/01/2014","8","PM2.5","Trinity","06-105-9000","AQS","8"
"11/04/2014","24","PM2.5","Trinity","06-105-9000","AQS","24"
"11/07/2014","10","PM2.5","Trinity","06-105-9000","AQS","10"
