"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2014","61","PM2.5","Santa Barbara","06-083-0011","AQS","7","43","6","27","61","26"
"01/02/2014","44","Ozone","Lompoc HSP","06-083-1013","AQS","9","44","6","25","37","44"
"01/03/2014","44","PM2.5","Santa Barbara","06-083-0011","AQS","9","41","7","29","44","34"
"01/04/2014","68","PM2.5","Santa Barbara","06-083-0011","AQS","7","41","6","27","68","25"
"01/05/2014","54","PM2.5","Santa Barbara","06-083-0011","AQS","8","48","3","23","54","31"
"01/06/2014","45","Ozone","Lompoc HSP","06-083-1013","AQS","10","45","7","25","34","36"
"01/07/2014","43","PM2.5","Santa Barbara","06-083-0011","AQS","8","39","6","28","43","35"
"01/08/2014","51","PM2.5","Santa Barbara","06-083-0011","AQS","7","37","6","30","51","36"
"01/09/2014","48","PM2.5","Santa Barbara","06-083-0011","AQS","8","45","3","36","48","34"
"01/10/2014","53","PM2.5","Santa Barbara","06-083-0011","AQS","5","41","3","40","53","31"
"01/11/2014","53","PM2.5","Santa Barbara","06-083-0011","AQS","6","43","4","23","53","26"
"01/12/2014","42","Ozone","Los Flores Canyon #1","06-083-1025","AQS","6","42","3","31","40","28"
"01/13/2014","43","Ozone","Lompoc HSP","06-083-1013","AQS","9","43","4","31","29","40"
"01/14/2014","44","Ozone","Carpinteria","06-083-1021","AQS","9","44","4","29","28","37"
"01/15/2014","48","NO2","Santa Barbara","06-083-0011","AQS","11","47","4","30","30","48"
"01/16/2014","51","Ozone","Lompoc HSP","06-083-1013","AQS","9","51","6","31","38","45"
"01/17/2014","49","Ozone","Lompoc HSP","06-083-1013","AQS","10","49","7","27","35","44"
"01/18/2014","49","Ozone","Lompoc HSP","06-083-1013","AQS","8","49","21","30","43","35"
"01/19/2014","57","PM2.5","Santa Barbara","06-083-0011","AQS","8","48","6","46","57","39"
"01/20/2014","63","PM2.5","Santa Barbara","06-083-0011","AQS","8","51","7","51","63","32"
"01/21/2014","57","PM10","VAFB South Base","06-083-4003","AQS","10","46","4","57","55","41"
"01/22/2014","59","PM2.5","Santa Barbara","06-083-0011","AQS","8","44","6","44","59","33"
"01/23/2014","76","PM2.5","Santa Barbara","06-083-0011","AQS","6","45","3","53","76","25"
"01/24/2014","60","PM2.5","Santa Barbara","06-083-0011","AQS","8","45","3","46","60","29"
"01/25/2014","53","PM2.5","Santa Barbara","06-083-0011","AQS","7","46","4","48","53","33"
"01/26/2014","61","PM2.5","Santa Barbara","06-083-0011","AQS","7","44","3","36","61","28"
"01/27/2014","55","PM2.5","Santa Barbara","06-083-0011","AQS","13","45","4","31","55","31"
"01/28/2014","61","PM2.5","Santa Barbara","06-083-0011","AQS","8","44","3","36","61","30"
"01/29/2014","62","PM2.5","Santa Barbara","06-083-0011","AQS","5","41","3","31","62","25"
"01/30/2014","50","PM2.5","Santa Barbara","06-083-0011","AQS","3","43","3","22","50","21"
"01/31/2014","45","Ozone","Goleta","06-083-2011","AQS","5","45","4","26","27","26"
"02/01/2014","44","Ozone","Carpinteria","06-083-1021","AQS","6","44","4","21","28","27"
"02/02/2014","41","Ozone","Carpinteria","06-083-1021","AQS","5","41","4","14","35","22"
"02/03/2014","44","Ozone","Carpinteria","06-083-1021","AQS","7","44","4","18","15","26"
"02/04/2014","44","Ozone","Carpinteria","06-083-1021","AQS","7","44","4","23","23","36"
"02/05/2014","45","Ozone","Carpinteria","06-083-1021","AQS","7","45","3","19","30","34"
"02/06/2014","36","Ozone","Carpinteria","06-083-1021","AQS","6","36","4","12","33","29"
"02/07/2014","41","Ozone","Goleta","06-083-2011","AQS","5","41","3","13","20","18"
"02/08/2014","36","Ozone","Goleta","06-083-2011","AQS","3","36","3","8","24","13"
"02/09/2014","35","Ozone","Goleta","06-083-2011","AQS","5","35","3","10","26","16"
"02/10/2014","43","Ozone","Goleta","06-083-2011","AQS","3","43","4","12","18","16"
"02/11/2014","42","Ozone","Carpinteria","06-083-1021","AQS","7","42","3","22","30","33"
"02/12/2014","42","Ozone","Carpinteria","06-083-1021","AQS","7","42","4","22","35","25"
"02/13/2014","47","PM2.5","Santa Barbara","06-083-0011","AQS","6","41","4","25","47","27"
"02/14/2014","42","PM2.5","Goleta","06-083-2011","AQS","6","41","3","26","42","28"
"02/15/2014","40","PM2.5","Santa Barbara","06-083-0011","AQS","6","31","4","27","40","18"
"02/16/2014","38","PM2.5","Santa Barbara","06-083-0011","AQS","3","36","4","22","38","16"
"02/17/2014","44","PM2.5","Goleta","06-083-2011","AQS","3","40","4","31","44","18"
"02/18/2014","51","PM2.5","Goleta","06-083-2011","AQS","5","44","4","31","51","13"
"02/19/2014","53","PM2.5","Santa Barbara","06-083-0011","AQS","5","45","3","35","53","25"
"02/20/2014","48","Ozone","Carpinteria","06-083-1021","AQS","6","48","4","27","27","33"
"02/21/2014","58","Ozone","Carpinteria","06-083-1021","AQS","7","58","4","36","50","37"
"02/22/2014","80","Ozone","Los Flores Canyon #1","06-083-1025","AQS","6","80","4","30","63","22"
"02/23/2014","100","Ozone","Carpinteria","06-083-1021","AQS","6","100","3","32","72","16"
"02/24/2014","84","Ozone","Goleta","06-083-2011","AQS","5","84","4","36","77","18"
"02/25/2014","55","PM2.5","Goleta","06-083-2011","AQS","5","50","3","25","55","10"
"02/26/2014","44","Ozone","Lompoc H Street","06-083-2004","AQS","3","44","4","20","35","19"
"02/27/2014","38","Ozone","Santa Maria","06-083-1008","AQS","5","38","3","19","32","35"
"02/28/2014","44","Ozone","Carpinteria","06-083-1021","AQS","3","44","6","20","28","36"
"03/01/2014","44","Ozone","Carpinteria","06-083-1021","AQS","3","44","3","27","35","6"
"03/02/2014","41","Ozone","Carpinteria","06-083-1021","AQS","6","41","3","17","33","20"
"03/03/2014","35","Ozone","Goleta","06-083-2011","AQS","6","35","4","17","31","23"
"03/04/2014","37","Ozone","Carpinteria","06-083-1021","AQS","3","37","3","15","27","17"
"03/05/2014","38","PM2.5","Goleta","06-083-2011","AQS","3","34","3","29","38","11"
"03/06/2014","42","Ozone","Goleta","06-083-2011","AQS","3","42","4","28","38","17"
"03/07/2014","45","Ozone","Carpinteria","06-083-1021","AQS","3","45","3","39","36","22"
"03/08/2014","48","Ozone","Carpinteria","06-083-1021","AQS","5","48","4","31","30","20"
"03/09/2014","54","Ozone","Carpinteria","06-083-1021","AQS","5","54","4","21","15","30"
"03/10/2014","51","Ozone","Carpinteria","06-083-1021","AQS","5","51","6","30","42","28"
"03/11/2014","51","Ozone","Goleta","06-083-2011","AQS","7","51","6","30","44","27"
"03/12/2014","54","Ozone","Carpinteria","06-083-1021","AQS","6","54","4","26","40","28"
"03/13/2014","48","PM2.5","Santa Barbara","06-083-0011","AQS","5","48","4","41","48","26"
"03/14/2014","53","PM2.5","Goleta","06-083-2011","AQS","6","47","3","31","53","21"
"03/15/2014","53","PM2.5","Goleta","06-083-2011","AQS","5","48","3","33","53","21"
"03/16/2014","64","Ozone","Goleta","06-083-2011","AQS","5","64","3","35","40","15"
"03/17/2014","47","PM2.5","Goleta","06-083-2011","AQS","3","46","4","44","47","15"
"03/18/2014","51","PM2.5","Goleta","06-083-2011","AQS","5","51","9","41","51","25"
"03/19/2014","51","Ozone","Paradise Road","06-083-1014","AQS","6","51","4","34","50","20"
"03/20/2014","54","Ozone","Paradise Road","06-083-1014","AQS","3","54","3","30","51","17"
"03/21/2014","56","PM2.5","Goleta","06-083-2011","AQS","3","54","3","36","56","9"
"03/22/2014","55","PM2.5","Goleta","06-083-2011","AQS","3","51","3","31","55","16"
"03/23/2014","54","PM2.5","Santa Barbara","06-083-0011","AQS","5","48","3","29","54","10"
"03/24/2014","58","PM2.5","Goleta","06-083-2011","AQS","3","46","4","31","58","10"
"03/25/2014","46","Ozone","Goleta","06-083-2011","AQS","3","46","3","19","44","9"
"03/26/2014","44","Ozone","Goleta","06-083-2011","AQS","3","44","3","30","28","12"
"03/27/2014","44","Ozone","Goleta","06-083-2011","AQS","3","44","3","30","38","13"
"03/28/2014","54","PM2.5","Goleta","06-083-2011","AQS","5","46","3","28","54","15"
"03/29/2014","50","Ozone","Goleta","06-083-2011","AQS","5","50","3","21","45","13"
"03/30/2014","51","Ozone","Goleta","06-083-2011","AQS","3","51","3","24","28","10"
"03/31/2014","46","Ozone","Goleta","06-083-2011","AQS","5","46","4","13","25","12"
"04/01/2014","49","Ozone","Goleta","06-083-2011","AQS","3","49","3","14","24","13"
"04/02/2014","49","Ozone","Goleta","06-083-2011","AQS","3","49","4","18","19","17"
"04/03/2014","50","Ozone","Goleta","06-083-2011","AQS","3","50","4","15","28","12"
"04/04/2014","47","Ozone","Goleta","06-083-2011","AQS","3","47","4","17","27","19"
"04/05/2014","51","Ozone","Goleta","06-083-2011","AQS","3","51","3","36","40","14"
"04/06/2014","49","Ozone","Goleta","06-083-2011","AQS","3","49","4","23","34","16"
"04/07/2014","71","Ozone","Carpinteria","06-083-1021","AQS","6","71","4","53","37","20"
"04/08/2014","54","Ozone","Paradise Road","06-083-1014","AQS","3","54","4","23","40","21"
"04/09/2014","48","Ozone","Paradise Road","06-083-1014","AQS","3","48","3","16","24","22"
"04/10/2014","42","Ozone","Paradise Road","06-083-1014","AQS","3","42","3","18","34","12"
"04/11/2014","44","Ozone","Los Flores Canyon #1","06-083-1025","AQS","3","44","3","22","35","20"
"04/12/2014","46","Ozone","Goleta","06-083-2011","AQS","3","46","3","22","33","16"
"04/13/2014","46","Ozone","Goleta","06-083-2011","AQS","3","46","3","21","34","12"
