"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2014","25","Ozone","Jackson-Clinton Road","06-005-0002","AQS","25","."
"01/02/2014","20","Ozone","Jackson-Clinton Road","06-005-0002","AQS","20","."
"01/03/2014","20","Ozone","Jackson-Clinton Road","06-005-0002","AQS","20","."
"01/04/2014","21","Ozone","Jackson-Clinton Road","06-005-0002","AQS","21","."
"01/05/2014","26","Ozone","Jackson-Clinton Road","06-005-0002","AQS","26","."
"01/06/2014","18","Ozone","Jackson-Clinton Road","06-005-0002","AQS","18","."
"01/07/2014","19","Ozone","Jackson-Clinton Road","06-005-0002","AQS","19","."
"01/08/2014","22","Ozone","Jackson-Clinton Road","06-005-0002","AQS","22","."
"01/09/2014","24","Ozone","Jackson-Clinton Road","06-005-0002","AQS","24","."
"01/10/2014","19","Ozone","Jackson-Clinton Road","06-005-0002","AQS","19","."
"01/11/2014","21","Ozone","Jackson-Clinton Road","06-005-0002","AQS","21","."
"01/12/2014","26","Ozone","Jackson-Clinton Road","06-005-0002","AQS","26","."
"01/13/2014","24","Ozone","Jackson-Clinton Road","06-005-0002","AQS","24","."
"01/14/2014","22","Ozone","Jackson-Clinton Road","06-005-0002","AQS","22","."
"01/15/2014","25","Ozone","Jackson-Clinton Road","06-005-0002","AQS","25","."
"01/16/2014","27","Ozone","Jackson-Clinton Road","06-005-0002","AQS","27","."
"01/17/2014","24","Ozone","Jackson-Clinton Road","06-005-0002","AQS","24","."
"01/18/2014","27","Ozone","Jackson-Clinton Road","06-005-0002","AQS","27","."
"01/19/2014","26","Ozone","Jackson-Clinton Road","06-005-0002","AQS","26","."
"01/20/2014","25","Ozone","Jackson-Clinton Road","06-005-0002","AQS","25","."
"01/21/2014","22","Ozone","Jackson-Clinton Road","06-005-0002","AQS","22","."
"01/22/2014","30","Ozone","Jackson-Clinton Road","06-005-0002","AQS","30","."
"01/23/2014","39","Ozone","Jackson-Clinton Road","06-005-0002","AQS","39","."
"01/24/2014","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"01/25/2014","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"01/26/2014","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"01/27/2014","40","Ozone","Jackson-Clinton Road","06-005-0002","AQS","40","."
"01/28/2014","34","Ozone","Jackson-Clinton Road","06-005-0002","AQS","34","."
"02/04/2014","29","Ozone","Jackson-Clinton Road","06-005-0002","AQS","29","."
"02/05/2014","31","Ozone","Jackson-Clinton Road","06-005-0002","AQS","31","."
"02/06/2014","33","Ozone","Jackson-Clinton Road","06-005-0002","AQS","33","."
"02/07/2014","40","Ozone","Jackson-Clinton Road","06-005-0002","AQS","40","."
"02/08/2014","39","Ozone","Jackson-Clinton Road","06-005-0002","AQS","39","."
"02/09/2014","27","Ozone","Jackson-Clinton Road","06-005-0002","AQS","27","."
"02/10/2014","27","Ozone","Jackson-Clinton Road","06-005-0002","AQS","27","."
"02/11/2014","24","Ozone","Jackson-Clinton Road","06-005-0002","AQS","24","."
"02/12/2014","25","Ozone","Jackson-Clinton Road","06-005-0002","AQS","25","."
"02/13/2014","24","Ozone","Jackson-Clinton Road","06-005-0002","AQS","24","."
"02/14/2014","23","Ozone","Jackson-Clinton Road","06-005-0002","AQS","23","."
"02/15/2014","27","Ozone","Jackson-Clinton Road","06-005-0002","AQS","27","."
"02/16/2014","34","Ozone","Jackson-Clinton Road","06-005-0002","AQS","34","."
"02/17/2014","33","Ozone","Jackson-Clinton Road","06-005-0002","AQS","33","."
"02/18/2014","27","Ozone","Jackson-Clinton Road","06-005-0002","AQS","27","."
"02/19/2014","35","Ozone","Jackson-Clinton Road","06-005-0002","AQS","35","."
"02/20/2014","25","Ozone","Jackson-Clinton Road","06-005-0002","AQS","25","."
"02/21/2014","32","Ozone","Jackson-Clinton Road","06-005-0002","AQS","32","."
"02/22/2014","35","Ozone","Jackson-Clinton Road","06-005-0002","AQS","35","."
"02/23/2014","36","Ozone","Jackson-Clinton Road","06-005-0002","AQS","36","."
"02/24/2014","37","Ozone","Jackson-Clinton Road","06-005-0002","AQS","37","."
