"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2014","75","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","24",".","75"
"01/02/2014","53","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","25",".","53"
"01/03/2014","55","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","28","24","55"
"01/04/2014","33","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","31",".","33"
"01/05/2014","62","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","32",".","62"
"01/06/2014","65","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","19",".","65"
"01/07/2014","36","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","23",".","36"
"01/08/2014","68","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","24",".","68"
"01/09/2014","89","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","22",".","89"
"01/10/2014","71","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","28",".","71"
"01/11/2014","56","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","25","19","56"
"01/12/2014","35","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","29",".","35"
"01/13/2014","42","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","28",".","42"
"01/14/2014","31","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","31",".","24"
"01/15/2014","66","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","26",".","66"
"01/16/2014","43","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","24",".","43"
"01/17/2014","59","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","29","31","59"
"01/18/2014","28","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","26",".","28"
"01/19/2014","31","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","31",".","20"
"01/20/2014","25","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","25",".","13"
"01/21/2014","51","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","28",".","51"
"01/22/2014","33","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","26",".","33"
"01/23/2014","36","PM10","Colusa-Sunrise Blvd","06-011-1002","AQS","31","36","25"
"01/24/2014","60","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","31",".","60"
"01/25/2014","40","PM2.5","Cortina Indian Rancheria","06-011-0007","AQS","30",".","40"
"01/26/2014","32","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","32",".","30"
"01/27/2014","51","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","24",".","51"
"01/28/2014","83","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","31",".","83"
"01/29/2014","76","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","8","50","76"
"01/30/2014","52","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","26",".","52"
"01/31/2014","31","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","31",".","10"
"02/01/2014","29","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","29",".","15"
"02/02/2014","45","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","28",".","45"
"02/03/2014","33","PM2.5","Cortina Indian Rancheria","06-011-0007","AQS","33",".","33"
"02/04/2014","33","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","27",".","33"
"02/05/2014","59","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","24",".","59"
"02/06/2014","35","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","25","13","35"
"02/07/2014","46","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","29",".","46"
"02/08/2014","29","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","29",".","20"
"02/09/2014","19","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","19",".","9"
"02/10/2014","28","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","28","4","11"
"02/11/2014","23","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","20",".","23"
"02/12/2014","42","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","22",".","42"
"02/13/2014","35","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","12",".","35"
"02/14/2014","25","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","19",".","25"
"02/15/2014","22","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","22",".","11"
"02/16/2014","31","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","31","7","18"
"02/17/2014","30","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","30",".","18"
"02/18/2014","25","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","25",".","20"
"02/19/2014","34","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","34",".","9"
"02/20/2014","31","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","31",".","20"
"02/21/2014","32","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","32",".","13"
"02/22/2014","31","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","31","7","15"
"02/23/2014","34","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","34",".","26"
