"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2014","172","PM2.5","Hanford-Irwin","06-031-1004","AQS",".","80","172","38"
"01/02/2014","165","PM2.5","Hanford-Irwin","06-031-1004","AQS",".","86","165","41"
"01/03/2014","164","PM2.5","Hanford-Irwin","06-031-1004","AQS",".","97","164","42"
"01/04/2014","165","PM2.5","Hanford-Irwin","06-031-1004","AQS",".","89","165","42"
"01/05/2014","159","PM2.5","Corcoran-Patterson","06-031-0004","AQS",".","79","159","40"
"01/06/2014","158","PM2.5","Hanford-Irwin","06-031-1004","AQS",".","82","158","39"
"01/07/2014","164","PM2.5","Hanford-Irwin","06-031-1004","AQS",".","89","164","39"
"01/08/2014","147","PM2.5","Hanford-Irwin","06-031-1004","AQS","26","75","147","25"
"01/09/2014","76","PM2.5","Hanford-Irwin","06-031-1004","AQS",".","51","76","25"
"01/10/2014","87","PM2.5","Hanford-Irwin","06-031-1004","AQS",".","56","87","33"
"01/11/2014","99","PM2.5","Corcoran-Patterson","06-031-0004","AQS","25","62","99","23"
"01/12/2014","56","PM2.5","Hanford-Irwin","06-031-1004","AQS",".","33","56","15"
"01/13/2014","66","PM2.5","Hanford-Irwin","06-031-1004","AQS",".","41","66","25"
"01/14/2014","79","PM2.5","Corcoran-Patterson","06-031-0004","AQS","31","51","79","25"
"01/15/2014","116","PM2.5","Hanford-Irwin","06-031-1004","AQS","33","69","116","31"
"01/16/2014","139","PM2.5","Hanford-Irwin","06-031-1004","AQS","33","81","139","42"
"01/17/2014","154","PM2.5","Hanford-Irwin","06-031-1004","AQS","43","87","154","27"
"01/18/2014","155","PM2.5","Hanford-Irwin","06-031-1004","AQS","40","87","155","38"
"01/19/2014","163","PM2.5","Hanford-Irwin","06-031-1004","AQS","44","85","163","36"
"01/20/2014","160","PM2.5","Hanford-Irwin","06-031-1004","AQS","46","85","160","42"
"01/21/2014","155","PM2.5","Hanford-Irwin","06-031-1004","AQS","40","89","155","28"
"01/22/2014","162","PM2.5","Hanford-Irwin","06-031-1004","AQS","41","101","162","39"
"01/23/2014","148","PM2.5","Hanford-Irwin","06-031-1004","AQS","44","96","148","25"
"01/24/2014","103","PM2.5","Hanford-Irwin","06-031-1004","AQS","31","96","103","34"
"01/25/2014","97","PM2.5","Hanford-Irwin","06-031-1004","AQS","39","95","97","37"
"01/26/2014","112","PM10","Santa Rosa Rancheria","06-031-0500","AQS","23","112","99","32"
"01/27/2014","99","PM2.5","Hanford-Irwin","06-031-1004","AQS","42","83","99","34"
"01/28/2014","102","PM2.5","Corcoran-Patterson","06-031-0004","AQS","40","76","102","32"
"01/29/2014","105","PM2.5","Corcoran-Patterson","06-031-0004","AQS","33","78","105","28"
"01/30/2014","75","PM2.5","Hanford-Irwin","06-031-1004","AQS","27","40","75","26"
"01/31/2014","36","Ozone","Santa Rosa Rancheria","06-031-0500","AQS","36","16","26","18"
"02/01/2014","69","PM2.5","Hanford-Irwin","06-031-1004","AQS","38","29","69","23"
"02/02/2014","54","PM2.5","Hanford-Irwin","06-031-1004","AQS","32","23","54","12"
"02/03/2014","33","Ozone","Santa Rosa Rancheria","06-031-0500","AQS","33","19","31","28"
"02/04/2014","49","PM2.5","Corcoran-Patterson","06-031-0004","AQS","31","25","49","26"
"02/05/2014","57","PM2.5","Hanford-Irwin","06-031-1004","AQS","33","30","57","28"
"02/06/2014","60","PM2.5","Hanford-Irwin","06-031-1004","AQS","24","28","60","18"
"02/07/2014","58","PM2.5","Corcoran-Patterson","06-031-0004","AQS","27","19","58","17"
"02/08/2014","48","PM2.5","Hanford-Irwin","06-031-1004","AQS","26","18","48","16"
"02/09/2014","27","PM2.5","Hanford-Irwin","06-031-1004","AQS","22","14","27","21"
"02/10/2014","28","Ozone","Santa Rosa Rancheria","06-031-0500","AQS","28","15","25","16"
"02/11/2014","51","PM2.5","Hanford-Irwin","06-031-1004","AQS","19","20","51","22"
"02/12/2014","62","PM2.5","Hanford-Irwin","06-031-1004","AQS","27","29","62","28"
"02/13/2014","103","PM2.5","Corcoran-Patterson","06-031-0004","AQS","34","43","103","30"
"02/14/2014","98","PM2.5","Hanford-Irwin","06-031-1004","AQS","41","57","98","37"
"02/15/2014","152","PM2.5","Hanford-Irwin","06-031-1004","AQS","20","59","152","24"
"02/16/2014","45","PM2.5","Corcoran-Patterson","06-031-0004","AQS","35","20","45","8"
"02/17/2014","36","Ozone","Santa Rosa Rancheria","06-031-0500","AQS","36","17","19","11"
"02/18/2014","32","PM2.5","Hanford-Irwin","06-031-1004","AQS","29","24","32","20"
"02/19/2014","37","Ozone","Santa Rosa Rancheria","06-031-0500","AQS","37","20","36","15"
"02/20/2014","31","PM2.5","Hanford-Irwin","06-031-1004","AQS","29","26","31","20"
"02/21/2014","68","PM2.5","Hanford-Irwin","06-031-1004","AQS","39","44","68","28"
"02/22/2014","86","PM2.5","Corcoran-Patterson","06-031-0004","AQS","41","49","86","31"
"02/23/2014","62","PM2.5","Hanford-Irwin","06-031-1004","AQS","44","35","62","33"
"02/24/2014","70","PM2.5","Hanford-Irwin","06-031-1004","AQS","47","46","70","28"
"02/25/2014","73","PM2.5","Corcoran-Patterson","06-031-0004","AQS","61","55","73","23"
