"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2014","63","PM2.5","Thousand Oaks","06-111-0007","AQS","37","21","63","36"
"01/02/2014","34","Ozone","Ojai - East Ojai Ave","06-111-1004","AQS","34","17","19","30"
"01/03/2014","38","PM2.5","Thousand Oaks","06-111-0007","AQS","32","20","38","34"
"01/04/2014","95","PM2.5","Thousand Oaks","06-111-0007","AQS","34","36","95","36"
"01/05/2014","39","Ozone","Piru - Pacific","06-111-0009","AQS","39","27","33","26"
"01/06/2014","37","Ozone","Simi Valley-Cochran Street","06-111-2002","AQS","37","18","14","27"
"01/07/2014","34","NO2","Simi Valley-Cochran Street","06-111-2002","AQS","28","23","25","34"
"01/08/2014","47","PM2.5","Simi Valley-Cochran Street","06-111-2002","AQS","30","26","47","35"
"01/09/2014","65","PM2.5","Simi Valley-Cochran Street","06-111-2002","AQS","39","33","65","30"
"01/10/2014","51","PM2.5","El Rio-Rio Mesa School #2","06-111-3001","AQS","34","29","51","34"
"01/11/2014","71","PM2.5","Thousand Oaks","06-111-0007","AQS","38","28","71","34"
"01/12/2014","40","Ozone","Simi Valley-Cochran Street","06-111-2002","AQS","40","23","33","26"
"01/13/2014","54","PM10","El Rio-Rio Mesa School #2","06-111-3001","AQS","42","54","19","7"
"01/14/2014","44","Ozone","Simi Valley-Cochran Street","06-111-2002","AQS","44","22","17","21"
"01/15/2014","44","Ozone","Simi Valley-Cochran Street","06-111-2002","AQS","44","19","19","23"
"01/16/2014","44","Ozone","Thousand Oaks","06-111-0007","AQS","44","30","17","33"
"01/17/2014","41","Ozone","Thousand Oaks","06-111-0007","AQS","41","23","30","37"
"01/18/2014","40","Ozone","Simi Valley-Cochran Street","06-111-2002","AQS","40","24","32","34"
"01/19/2014","47","PM2.5","Thousand Oaks","06-111-0007","AQS","36","22","47","35"
"01/20/2014","54","PM2.5","Thousand Oaks","06-111-0007","AQS","41","29","54","40"
