"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM25"
"01/09/2014","30","PM2.5","","06-003-1001","AQS","30"
"01/17/2014","29","PM2.5","","06-003-1001","AQS","29"
"01/24/2014","30","PM2.5","","06-003-1001","AQS","30"
"01/29/2014","52","PM2.5","","06-003-1001","AQS","52"
"02/04/2014","42","PM2.5","","06-003-1001","AQS","42"
"02/10/2014","19","PM2.5","","06-003-1001","AQS","19"
"02/18/2014","24","PM2.5","","06-003-1001","AQS","24"
"02/24/2014","23","PM2.5","","06-003-1001","AQS","23"
"02/27/2014","25","PM2.5","","06-003-1001","AQS","25"
"03/06/2014","17","PM2.5","","06-003-1001","AQS","17"
"03/12/2014","23","PM2.5","","06-003-1001","AQS","23"
"03/19/2014","18","PM2.5","","06-003-1001","AQS","18"
"04/01/2014","27","PM2.5","","06-003-1001","AQS","27"
"04/14/2014","27","PM2.5","","06-003-1001","AQS","27"
"04/17/2014","24","PM2.5","","06-003-1001","AQS","24"
"04/23/2014","25","PM2.5","","06-003-1001","AQS","25"
"04/29/2014","23","PM2.5","","06-003-1001","AQS","23"
"05/05/2014","20","PM2.5","","06-003-1001","AQS","20"
"05/12/2014","20","PM2.5","","06-003-1001","AQS","20"
"05/19/2014","52","PM2.5","","06-003-1001","AQS","52"
"05/22/2014","18","PM2.5","","06-003-1001","AQS","18"
"06/16/2014","30","PM2.5","","06-003-1001","AQS","30"
"06/23/2014","21","PM2.5","","06-003-1001","AQS","21"
"06/30/2014","19","PM2.5","","06-003-1001","AQS","19"
"07/07/2014","32","PM2.5","","06-003-1001","AQS","32"
"07/10/2014","33","PM2.5","","06-003-1001","AQS","33"
"07/16/2014","47","PM2.5","","06-003-1001","AQS","47"
"07/22/2014","27","PM2.5","","06-003-1001","AQS","27"
"07/28/2014","12","PM2.5","","06-003-1001","AQS","12"
"08/04/2014","80","PM2.5","","06-003-1001","AQS","80"
"08/11/2014","21","PM2.5","","06-003-1001","AQS","21"
"08/18/2014","24","PM2.5","","06-003-1001","AQS","24"
"08/21/2014","26","PM2.5","","06-003-1001","AQS","26"
"08/27/2014","12","PM2.5","","06-003-1001","AQS","12"
"09/02/2014","36","PM2.5","","06-003-1001","AQS","36"
"09/14/2014","3","PM2.5","","06-003-1001","AQS","3"
"09/20/2014","31","PM2.5","","06-003-1001","AQS","31"
"09/26/2014","23","PM2.5","","06-003-1001","AQS","23"
"10/02/2014","13","PM2.5","","06-003-1001","AQS","13"
"10/08/2014","10","PM2.5","","06-003-1001","AQS","10"
"10/14/2014","11","PM2.5","","06-003-1001","AQS","11"
"10/20/2014","21","PM2.5","","06-003-1001","AQS","21"
"10/26/2014","16","PM2.5","","06-003-1001","AQS","16"
"11/01/2014","25","PM2.5","","06-003-1001","AQS","25"
"11/07/2014","4","PM2.5","","06-003-1001","AQS","4"
"11/13/2014","11","PM2.5","","06-003-1001","AQS","11"
"11/19/2014","15","PM2.5","","06-003-1001","AQS","15"
"11/25/2014","12","PM2.5","","06-003-1001","AQS","12"
"12/01/2014","32","PM2.5","","06-003-1001","AQS","32"
"12/19/2014","14","PM2.5","","06-003-1001","AQS","14"
