"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","SO2","PM10","PM25","NO2"
"05/26/2014","59","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","50","1","37","59","7"
"05/27/2014","72","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","54","1","59","72","13"
"05/28/2014","119","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","50","4","102","119","15"
"05/29/2014","67","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","49","1","45","67","20"
"05/30/2014","74","Ozone","Red Hills","06-079-8005","AQS","74","1","45","68","17"
"05/31/2014","77","Ozone","Red Hills","06-079-8005","AQS","77","1","53","72","8"
"06/01/2014","80","Ozone","Red Hills","06-079-8005","AQS","80","1","24","52","4"
"06/02/2014","50","Ozone","Carrizo Plains","06-079-8006","AQS","50","1","17","38","5"
"06/03/2014","49","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","45","1","27","49","8"
"06/04/2014","74","Ozone","Carrizo Plains","06-079-8006","AQS","74","1","23","57","12"
"06/05/2014","80","Ozone","Carrizo Plains","06-079-8006","AQS","80","1","21","51","12"
"06/06/2014","61","Ozone","Red Hills","06-079-8005","AQS","61","1","24","55","8"
"06/07/2014","59","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","54","1","33","59","9"
"06/08/2014","87","Ozone","Red Hills","06-079-8005","AQS","87","1","28","58","8"
"06/09/2014","87","Ozone","Red Hills","06-079-8005","AQS","87","1","27","43","19"
"06/10/2014","51","Ozone","Red Hills","06-079-8005","AQS","51","1","19","35","11"
"06/11/2014","43","Ozone","Red Hills","06-079-8005","AQS","43","1","16","41","11"
"06/12/2014","46","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","46","1","19","46","5"
"06/13/2014","58","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","47","1","39","58","11"
"06/14/2014","63","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","58","1","36","63","12"
"06/15/2014","68","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","35","1","41","68","5"
"06/16/2014","61","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","36","1","44","61","8"
"06/17/2014","56","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","40","1","31","56","10"
"06/18/2014","59","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","47","1","34","59","12"
"06/19/2014","74","Ozone","Red Hills","06-079-8005","AQS","74","1","25","54","24"
"06/20/2014","84","Ozone","Carrizo Plains","06-079-8006","AQS","84","1","24","53","12"
"06/21/2014","65","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","50","1","43","65","8"
"06/22/2014","66","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","45","1","45","66","6"
"06/23/2014","55","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","1","29","55","6"
"06/24/2014","77","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","43","1","60","77","12"
"06/25/2014","73","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","35","1","55","73","4"
"06/26/2014","73","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","29","1","58","73","6"
"06/27/2014","61","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","42","3","51","61","8"
"06/28/2014","66","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","50","3","53","66","3"
"06/29/2014","87","Ozone","Red Hills","06-079-8005","AQS","87","1","37","57","13"
"06/30/2014","90","Ozone","Red Hills","06-079-8005","AQS","90","1","31","47","14"
"07/01/2014","51","Ozone","Red Hills","06-079-8005","AQS","51","1","19","33","8"
"07/02/2014","47","Ozone","Red Hills","06-079-8005","AQS","47","1","15","36","7"
"07/03/2014","46","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","42","1","26","46","8"
"07/04/2014","43","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","40","1","28","43","8"
"07/05/2014","54","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","43","1","37","54","10"
"07/06/2014","71","Ozone","Red Hills","06-079-8005","AQS","71","1","18","43","11"
"07/07/2014","101","Ozone","Red Hills","06-079-8005","AQS","101","1","17","42","14"
"07/08/2014","48","Ozone","Red Hills","06-079-8005","AQS","48","1","18","33","12"
"07/09/2014","39","Ozone","Red Hills","06-079-8005","AQS","39","1","16","30","4"
"07/10/2014","33","Ozone","Red Hills","06-079-8005","AQS","33","1","8","25","7"
"07/11/2014","30","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","30","1","18","30","2"
"07/12/2014","77","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","1","71","77","7"
"07/13/2014","53","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","49","1","31","53","13"
"07/14/2014","47","Ozone","Carrizo Plains","06-079-8006","AQS","47","1","25","44","14"
"07/15/2014","43","Ozone","Carrizo Plains","06-079-8006","AQS","43","13","18","36","4"
"07/16/2014","35","Ozone","Carrizo Plains","06-079-8006","AQS","35","1","16","24","7"
"07/17/2014","34","Ozone","Carrizo Plains","06-079-8006","AQS","34","1","15","33","10"
"07/18/2014","40","Ozone","Carrizo Plains","06-079-8006","AQS","40","1","17","22","7"
"07/19/2014","46","Ozone","Carrizo Plains","06-079-8006","AQS","46","1","16","19","7"
"07/20/2014","32","Ozone","Carrizo Plains","06-079-8006","AQS","32","3","14","19","4"
"07/21/2014","33","Ozone","Carrizo Plains","06-079-8006","AQS","33","1","12","18","3"
"07/22/2014","31","Ozone","Carrizo Plains","06-079-8006","AQS","31","1","17","18","8"
"07/23/2014","109","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","42","3","106","109","11"
"07/24/2014","94","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","48","4","94","94","13"
"07/25/2014","61","Ozone","Carrizo Plains","06-079-8006","AQS","61","1","35","51","15"
"07/26/2014","71","Ozone","Red Hills","06-079-8005","AQS","71","1","25","45","9"
"07/27/2014","74","Ozone","Carrizo Plains","06-079-8006","AQS","74","1","24","40","7"
"07/28/2014","45","Ozone","Carrizo Plains","06-079-8006","AQS","45","3","24","37","14"
"07/29/2014","51","Ozone","Carrizo Plains","06-079-8006","AQS","51","1","19","28","13"
"07/30/2014","51","Ozone","Carrizo Plains","06-079-8006","AQS","51","3","15","27","9"
"07/31/2014","71","Ozone","Carrizo Plains","06-079-8006","AQS","71","4","18","30","10"
"08/01/2014","51","Ozone","Carrizo Plains","06-079-8006","AQS","51","0","19","34","9"
"08/02/2014","54","Ozone","Carrizo Plains","06-079-8006","AQS","54","0","21","45","7"
"08/03/2014","51","Ozone","Red Hills","06-079-8005","AQS","51","0","24","48","7"
"08/04/2014","43","Ozone","Carrizo Plains","06-079-8006","AQS","43","0","15","28","8"
"08/05/2014","61","Ozone","Carrizo Plains","06-079-8006","AQS","61","0","13","15","8"
"08/06/2014","54","Ozone","Carrizo Plains","06-079-8006","AQS","54","0","15","18","13"
"08/07/2014","77","Ozone","Carrizo Plains","06-079-8006","AQS","77","0","19","24","6"
"08/08/2014","58","Ozone","Carrizo Plains","06-079-8006","AQS","58","0","25","50","8"
"08/09/2014","57","PM2.5","Mesa2","06-079-2004","AQS","42","0","34","57","7"
"08/10/2014","44","Ozone","Carrizo Plains","06-079-8006","AQS","44","0","25","39","7"
"08/11/2014","44","Ozone","Red Hills","06-079-8005","AQS","44","0","17","39","9"
"08/12/2014","41","PM2.5","Mesa2","06-079-2004","AQS","37","0","18","41","9"
