"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2014","152","PM2.5","Modesto-14th Street","06-099-0005","AQS","16","30","59","152","38"
"01/02/2014","130","PM2.5","Modesto-14th Street","06-099-0005","AQS","18","20","56","130","40"
"01/03/2014","150","PM2.5","Modesto-14th Street","06-099-0005","AQS","15","19","64","150","42"
"01/04/2014","125","PM2.5","Modesto-14th Street","06-099-0005","AQS","15","24","55","125","30"
"01/05/2014","103","PM2.5","Turlock","06-099-0006","AQS","13","21","50","103","35"
"01/06/2014","152","PM2.5","Modesto-14th Street","06-099-0005","AQS","14","5","66","152","37"
"01/07/2014","146","PM2.5","Turlock","06-099-0006","AQS","15","16","60","146","38"
"01/08/2014","87","PM2.5","Turlock","06-099-0006","AQS","16","19","30","87","25"
"01/09/2014","64","PM2.5","Modesto-14th Street","06-099-0005","AQS","9","27","28","64","15"
"01/10/2014","61","PM2.5","Turlock","06-099-0006","AQS","10","22","32","61","26"
"01/11/2014","130","PM2.5","Turlock","06-099-0006","AQS","10","20","54","130","27"
"01/12/2014","45","PM2.5","Turlock","06-099-0006","AQS","6","29",".","45","15"
"01/13/2014","90","PM2.5","Turlock","06-099-0006","AQS","16","25",".","90","29"
"01/14/2014","93","PM2.5","Modesto-14th Street","06-099-0005","AQS","19","18","46","93","30"
"01/15/2014","100","PM2.5","Modesto-14th Street","06-099-0005","AQS","11","18","54","100","40"
"01/16/2014","120","PM2.5","Modesto-14th Street","06-099-0005","AQS","13","24","60","120","43"
"01/17/2014","122","PM2.5","Turlock","06-099-0006","AQS","13","25","58","122","45"
"01/18/2014","135","PM2.5","Modesto-14th Street","06-099-0005","AQS","14","26","58","135","38"
"01/19/2014","144","PM2.5","Modesto-14th Street","06-099-0005","AQS","15","31","58","144","34"
"01/20/2014","123","PM2.5","Modesto-14th Street","06-099-0005","AQS","14","21","55","123","35"
"01/21/2014","87","PM2.5","Modesto-14th Street","06-099-0005","AQS","14","18","51","87","33"
"01/22/2014","81","PM2.5","Modesto-14th Street","06-099-0005","AQS","15","25","50","81","35"
"01/23/2014","154","PM2.5","Turlock","06-099-0006","AQS","15","31","70","154","52"
"01/24/2014","154","PM2.5","Turlock","06-099-0006","AQS","15","29","84","154","38"
"01/25/2014","75","PM2.5","Turlock","06-099-0006","AQS","8","29","53","75","37"
"01/26/2014","80","PM2.5","Modesto-14th Street","06-099-0005","AQS","10","26","54","80","39"
"01/27/2014","84","PM2.5","Modesto-14th Street","06-099-0005","AQS","13","22","55","84","37"
"01/28/2014","63","PM2.5","Turlock","06-099-0006","AQS","11","26","35","63","25"
"01/29/2014","54","PM2.5","Turlock","06-099-0006","AQS","6","21","28","54","21"
"01/30/2014","30","PM2.5","Turlock","06-099-0006","AQS","5","30","7","30","23"
"01/31/2014","29","Ozone","Turlock","06-099-0006","AQS","5","29","9","23","24"
"02/01/2014","45","PM2.5","Turlock","06-099-0006","AQS","7","28","14","45","25"
"02/02/2014","61","PM2.5","Modesto-14th Street","06-099-0005","AQS","7","33","19","61","20"
"02/03/2014","38","PM2.5","Turlock","06-099-0006","AQS","5","33","13","38","25"
"02/04/2014","60","PM2.5","Turlock","06-099-0006","AQS","10","24","21","60","31"
"02/05/2014","63","PM2.5","Turlock","06-099-0006","AQS","10","31","19","63","21"
"02/06/2014","53","PM2.5","Turlock","06-099-0006","AQS","5","33","15","53","16"
"02/07/2014","55","PM2.5","Modesto-14th Street","06-099-0005","AQS","5","29","17","55","11"
"02/08/2014","30","PM2.5","Modesto-14th Street","06-099-0005","AQS","3","28","11","30","6"
"02/09/2014","22","Ozone","Turlock","06-099-0006","AQS","3","22","9","20","7"
"02/10/2014","24","Ozone","Turlock","06-099-0006","AQS","5","24","8","22","13"
"02/11/2014","48","PM2.5","Turlock","06-099-0006","AQS","7","27","17","48","25"
"02/12/2014","70","PM2.5","Modesto-14th Street","06-099-0005","AQS","8","26","28","70","."
"02/13/2014","64","PM2.5","Turlock","06-099-0006","AQS","9","23","26","64","."
"02/14/2014","62","PM2.5","Turlock","06-099-0006","AQS","10","22","25","62","."
"02/15/2014","69","PM2.5","Turlock","06-099-0006","AQS","5","10","23","69","."
"02/16/2014","44","PM2.5","Turlock","06-099-0006","AQS","3","37","11","44","."
"02/17/2014","31","Ozone","Modesto-14th Street","06-099-0005","AQS","5","31","13","26","16"
"02/18/2014","33","PM2.5","Turlock","06-099-0006","AQS","5","26","12","33","25"
"02/19/2014","33","Ozone","Turlock","06-099-0006","AQS","5","33","13","30","19"
"02/20/2014","27","Ozone","Turlock","06-099-0006","AQS","9","27","13","21","."
"02/21/2014","48","PM2.5","Turlock","06-099-0006","AQS","11","29","21","48","."
"02/22/2014","51","PM2.5","Turlock","06-099-0006","AQS","8","32","22","51","."
"02/23/2014","50","PM2.5","Modesto-14th Street","06-099-0005","AQS","9","37","19","50","."
"02/24/2014","58","PM2.5","Modesto-14th Street","06-099-0005","AQS","9","33","31","58","37"
"02/25/2014","62","PM2.5","Turlock","06-099-0006","AQS","8","44","31","62","26"
"02/26/2014","46","PM2.5","Turlock","06-099-0006","AQS","3","33","21","46","."
"02/27/2014","42","Ozone","Turlock","06-099-0006","AQS","2","42","10","19","15"
"02/28/2014","34","Ozone","Modesto-14th Street","06-099-0005","AQS","3","34","7","15","."
"03/01/2014","43","Ozone","Turlock","06-099-0006","AQS","3","43","6","10","6"
"03/02/2014","32","Ozone","Turlock","06-099-0006","AQS","3","32","7","19","8"
"03/03/2014","38","PM2.5","Modesto-14th Street","06-099-0005","AQS","5","27","13","38","23"
"03/04/2014","31","Ozone","Turlock","06-099-0006","AQS","5","31","7","24","."
"03/05/2014","44","PM2.5","Turlock","06-099-0006","AQS","6","34","17","44","12"
"03/06/2014","40","Ozone","Turlock","06-099-0006","AQS","3","40","15","23","9"
"03/07/2014","35","Ozone","Turlock","06-099-0006","AQS","5","35","14","30","22"
"03/08/2014","54","PM2.5","Modesto-14th Street","06-099-0005","AQS","6","42","23","54","27"
"03/09/2014","63","PM2.5","Modesto-14th Street","06-099-0005","AQS","7","41","29","63","20"
"03/10/2014","43","Ozone","Turlock","06-099-0006","AQS","5","43","12","32","13"
"03/11/2014","42","Ozone","Turlock","06-099-0006","AQS","3","42","10","15","28"
"03/12/2014","42","Ozone","Turlock","06-099-0006","AQS","6","42","11","20","22"
"03/13/2014","38","Ozone","Modesto-14th Street","06-099-0005","AQS","5","38","11","19","."
"03/14/2014","43","PM2.5","Turlock","06-099-0006","AQS","6","41","22","43","21"
"03/15/2014","52","PM2.5","Turlock","06-099-0006","AQS","7","46","19","52","29"
"03/16/2014","84","Ozone","Modesto-14th Street","06-099-0005","AQS","8","84","25","54","18"
"03/17/2014","44","Ozone","Modesto-14th Street","06-099-0005","AQS","3","44","15","23","11"
"03/18/2014","38","Ozone","Modesto-14th Street","06-099-0005","AQS","5","38","18","20","37"
"03/19/2014","46","Ozone","Modesto-14th Street","06-099-0005","AQS","7","46","27","43","."
"03/20/2014","71","Ozone","Turlock","06-099-0006","AQS","6","71","26","43","27"
"03/21/2014","51","Ozone","Modesto-14th Street","06-099-0005","AQS","5","51","24","45","26"
"03/22/2014","49","PM2.5","Turlock","06-099-0006","AQS","5","49","23","49","23"
"03/23/2014","49","Ozone","Modesto-14th Street","06-099-0005","AQS","5","49","19","45","16"
"03/24/2014","58","Ozone","Modesto-14th Street","06-099-0005","AQS","7","58","25","55","25"
"03/25/2014","43","Ozone","Turlock","06-099-0006","AQS","3","43","16","33","25"
"03/26/2014","38","Ozone","Turlock","06-099-0006","AQS","3","38","8","19","12"
"03/27/2014","44","Ozone","Modesto-14th Street","06-099-0005","AQS","5","44","13","28","19"
"03/28/2014","44","Ozone","Turlock","06-099-0006","AQS","6","44","17","33","19"
"03/29/2014","32","Ozone","Turlock","06-099-0006","AQS","3","32","7","15","20"
"03/30/2014","43","Ozone","Modesto-14th Street","06-099-0005","AQS","3","43","6","15","12"
"03/31/2014","39","Ozone","Turlock","06-099-0006","AQS","3","39","8","16","18"
"04/01/2014","42","Ozone","Turlock","06-099-0006","AQS","3","42","6","17","12"
"04/02/2014","44","Ozone","Modesto-14th Street","06-099-0005","AQS","5","44","5","11","25"
"04/03/2014","47","Ozone","Turlock","06-099-0006","AQS","5","47","12","35","17"
"04/04/2014","42","Ozone","Turlock","06-099-0006","AQS","5","42","7","23","29"
"04/05/2014","43","Ozone","Modesto-14th Street","06-099-0005","AQS","3","43","7","21","11"
"04/06/2014","43","Ozone","Turlock","06-099-0006","AQS","3","43","12","31","23"
"04/07/2014","67","Ozone","Turlock","06-099-0006","AQS","5","67","20","48","32"
"04/08/2014","84","Ozone","Turlock","06-099-0006","AQS","6","84","23","60","23"
"04/09/2014","97","Ozone","Turlock","06-099-0006","AQS","5","97","18","45","27"
"04/10/2014","50","Ozone","Modesto-14th Street","06-099-0005","AQS","5","50","19","31","23"
"04/11/2014","48","Ozone","Turlock","06-099-0006","AQS","3","48","21","40","25"
"04/12/2014","50","Ozone","Turlock","06-099-0006","AQS","3","50","23","41","7"
"04/13/2014","48","Ozone","Turlock","06-099-0006","AQS","3","48","19","37","18"
"04/14/2014","80","Ozone","Turlock","06-099-0006","AQS","5","80","24","45","20"
"04/15/2014","77","Ozone","Turlock","06-099-0006","AQS","5","77","22","49","22"
"04/16/2014","49","Ozone","Turlock","06-099-0006","AQS","3","49","28","36","16"
"04/17/2014","74","Ozone","Turlock","06-099-0006","AQS","6","74","24","40","24"
"04/18/2014","51","Ozone","Turlock","06-099-0006","AQS","3","51","20","21","8"
"04/19/2014","71","Ozone","Turlock","06-099-0006","AQS","3","71","17","23","14"
"04/20/2014","58","Ozone","Turlock","06-099-0006","AQS","3","58","13","20","17"
"04/21/2014","77","Ozone","Modesto-14th Street","06-099-0005","AQS","5","77","35","43","20"
"04/22/2014","58","Ozone","Turlock","06-099-0006","AQS","2","58","15","12","4"
"04/23/2014","48","Ozone","Turlock","06-099-0006","AQS","3","48","13","8","11"
"04/24/2014","49","Ozone","Turlock","06-099-0006","AQS","3","49","19","23","8"
"04/25/2014","44","Ozone","Modesto-14th Street","06-099-0005","AQS","3","44","7","13","8"
"04/26/2014","45","Ozone","Modesto-14th Street","06-099-0005","AQS","3","45","7","8","8"
"04/27/2014","51","Ozone","Turlock","06-099-0006","AQS","3","51","9","18","12"
"04/28/2014","54","Ozone","Turlock","06-099-0006","AQS","3","54","19","34","10"
"04/29/2014","77","Ozone","Turlock","06-099-0006","AQS","6","77","26","41","35"
"04/30/2014","147","Ozone","Modesto-14th Street","06-099-0005","AQS","6","147","36","58","27"
"05/01/2014","136","Ozone","Modesto-14th Street","06-099-0005","AQS","5","136","28","46","30"
