"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2014","23","Ozone","Yreka","06-093-2001","AQS","23",".","."
"01/02/2014","21","Ozone","Yreka","06-093-2001","AQS","21",".","7"
"01/03/2014","17","Ozone","Yreka","06-093-2001","AQS","17",".","."
"01/04/2014","25","Ozone","Yreka","06-093-2001","AQS","25",".","."
"01/05/2014","47","PM2.5","Yreka","06-093-2001","AQS","25",".","47"
"01/06/2014","10","Ozone","Yreka","06-093-2001","AQS","10",".","."
"01/07/2014","15","Ozone","Yreka","06-093-2001","AQS","15",".","."
"01/08/2014","26","Ozone","Yreka","06-093-2001","AQS","26","18","3"
"01/09/2014","30","Ozone","Yreka","06-093-2001","AQS","30",".","."
"01/10/2014","13","Ozone","Yreka","06-093-2001","AQS","13",".","."
"01/11/2014","34","PM2.5","Yreka","06-093-2001","AQS","31","12","34"
"01/12/2014","18","Ozone","Yreka","06-093-2001","AQS","18",".","."
"01/13/2014","18","Ozone","Yreka","06-093-2001","AQS","18",".","."
"01/14/2014","17","Ozone","Yreka","06-093-2001","AQS","17",".","5"
"01/15/2014","14","Ozone","Yreka","06-093-2001","AQS","14",".","."
"01/16/2014","11","Ozone","Yreka","06-093-2001","AQS","11",".","."
"01/17/2014","59","PM2.5","Yreka","06-093-2001","AQS","7","15","59"
"01/18/2014","12","Ozone","Yreka","06-093-2001","AQS","12",".","."
"01/19/2014","14","Ozone","Yreka","06-093-2001","AQS","14",".","."
"01/20/2014","19","Ozone","Yreka","06-093-2001","AQS","19",".","6"
"01/21/2014","20","Ozone","Yreka","06-093-2001","AQS","20",".","."
"01/22/2014","16","Ozone","Yreka","06-093-2001","AQS","16",".","."
"01/23/2014","36","Ozone","Yreka","06-093-2001","AQS","36","12","8"
"01/24/2014","34","Ozone","Yreka","06-093-2001","AQS","34",".","."
"01/25/2014","30","Ozone","Yreka","06-093-2001","AQS","30",".","."
"01/26/2014","30","Ozone","Yreka","06-093-2001","AQS","30",".","13"
"01/27/2014","9","Ozone","Yreka","06-093-2001","AQS","9",".","."
"01/28/2014","18","Ozone","Yreka","06-093-2001","AQS","18",".","."
"01/29/2014","42","PM2.5","Yreka","06-093-2001","AQS","33","15","42"
"01/30/2014","27","Ozone","Yreka","06-093-2001","AQS","27",".","."
"01/31/2014","27","Ozone","Yreka","06-093-2001","AQS","27",".","."
"02/01/2014","30","Ozone","Yreka","06-093-2001","AQS","30",".","1"
"02/02/2014","33","Ozone","Yreka","06-093-2001","AQS","33",".","."
"02/03/2014","37","Ozone","Yreka","06-093-2001","AQS","37",".","."
"02/04/2014","31","Ozone","Yreka","06-093-2001","AQS","31","13","29"
"02/05/2014","28","Ozone","Yreka","06-093-2001","AQS","28",".","."
"02/06/2014","25","Ozone","Yreka","06-093-2001","AQS","25",".","."
"02/07/2014","35","Ozone","Yreka","06-093-2001","AQS","35",".","1"
"02/08/2014","30","Ozone","Yreka","06-093-2001","AQS","30",".","."
"02/09/2014","27","Ozone","Yreka","06-093-2001","AQS","27",".","."
"02/10/2014","30","Ozone","Yreka","06-093-2001","AQS","30","6","18"
"02/11/2014","27","Ozone","Yreka","06-093-2001","AQS","27",".","."
"02/12/2014","20","Ozone","Yreka","06-093-2001","AQS","20",".","."
"02/13/2014","16","Ozone","Yreka","06-093-2001","AQS","16",".","4"
"02/14/2014","29","Ozone","Yreka","06-093-2001","AQS","29",".","."
"02/15/2014","34","Ozone","Yreka","06-093-2001","AQS","34",".","."
"02/16/2014","34","Ozone","Yreka","06-093-2001","AQS","34","4","9"
"02/17/2014","31","Ozone","Yreka","06-093-2001","AQS","31",".","."
"02/18/2014","37","Ozone","Yreka","06-093-2001","AQS","37",".","."
"02/19/2014","36","Ozone","Yreka","06-093-2001","AQS","36",".","4"
"02/20/2014","32","Ozone","Yreka","06-093-2001","AQS","32",".","."
"02/21/2014","33","Ozone","Yreka","06-093-2001","AQS","33",".","."
"02/22/2014","34","Ozone","Yreka","06-093-2001","AQS","34","6","17"
"02/23/2014","32","Ozone","Yreka","06-093-2001","AQS","32",".","."
"02/24/2014","33","Ozone","Yreka","06-093-2001","AQS","33",".","."
"02/25/2014","43","Ozone","Yreka","06-093-2001","AQS","43",".","15"
"02/26/2014","32","Ozone","Yreka","06-093-2001","AQS","32",".","."
"02/27/2014","31","Ozone","Yreka","06-093-2001","AQS","31",".","."
"02/28/2014","33","Ozone","Yreka","06-093-2001","AQS","33","6","15"
"03/01/2014","38","Ozone","Yreka","06-093-2001","AQS","38",".","."
"03/02/2014","34","Ozone","Yreka","06-093-2001","AQS","34",".","."
"03/03/2014","29","Ozone","Yreka","06-093-2001","AQS","29",".","1"
"03/04/2014","31","Ozone","Yreka","06-093-2001","AQS","31",".","."
"03/05/2014","41","Ozone","Yreka","06-093-2001","AQS","41",".","."
"03/06/2014","39","Ozone","Yreka","06-093-2001","AQS","39","6","17"
"03/07/2014","35","Ozone","Yreka","06-093-2001","AQS","35",".","."
"03/08/2014","29","Ozone","Yreka","06-093-2001","AQS","29",".","."
"03/09/2014","33","Ozone","Yreka","06-093-2001","AQS","33",".","3"
"03/10/2014","39","Ozone","Yreka","06-093-2001","AQS","39",".","."
"03/11/2014","41","Ozone","Yreka","06-093-2001","AQS","41",".","."
"03/12/2014","39","Ozone","Yreka","06-093-2001","AQS","39","6","11"
"03/13/2014","37","Ozone","Yreka","06-093-2001","AQS","37",".","."
"03/14/2014","40","Ozone","Yreka","06-093-2001","AQS","40",".","."
"03/15/2014","40","Ozone","Yreka","06-093-2001","AQS","40",".","7"
"03/16/2014","44","Ozone","Yreka","06-093-2001","AQS","44",".","."
"03/17/2014","41","Ozone","Yreka","06-093-2001","AQS","41",".","."
"03/18/2014","42","Ozone","Yreka","06-093-2001","AQS","42","5","11"
"03/19/2014","43","Ozone","Yreka","06-093-2001","AQS","43",".","."
"03/20/2014","45","Ozone","Yreka","06-093-2001","AQS","45",".","."
"03/21/2014","43","Ozone","Yreka","06-093-2001","AQS","43",".","9"
"03/22/2014","44","Ozone","Yreka","06-093-2001","AQS","44",".","."
"03/23/2014","44","Ozone","Yreka","06-093-2001","AQS","44",".","."
"03/24/2014","49","Ozone","Yreka","06-093-2001","AQS","49","16","29"
"03/25/2014","42","Ozone","Yreka","06-093-2001","AQS","42",".","."
"03/26/2014","37","Ozone","Yreka","06-093-2001","AQS","37",".","."
"03/27/2014","42","Ozone","Yreka","06-093-2001","AQS","42",".","7"
"03/28/2014","26","Ozone","Yreka","06-093-2001","AQS","26",".","."
"03/29/2014","42","Ozone","Yreka","06-093-2001","AQS","42",".","."
"03/30/2014","39","Ozone","Yreka","06-093-2001","AQS","39","4","12"
"03/31/2014","42","Ozone","Yreka","06-093-2001","AQS","42",".","."
"04/01/2014","41","Ozone","Yreka","06-093-2001","AQS","41",".","."
"04/02/2014","40","Ozone","Yreka","06-093-2001","AQS","40",".","6"
"04/03/2014","37","Ozone","Yreka","06-093-2001","AQS","37",".","."
"04/04/2014","37","Ozone","Yreka","06-093-2001","AQS","37",".","."
"04/05/2014","35","Ozone","Yreka","06-093-2001","AQS","35","5","12"
"04/06/2014","42","Ozone","Yreka","06-093-2001","AQS","42",".","."
"04/07/2014","43","Ozone","Yreka","06-093-2001","AQS","43",".","."
"04/08/2014","39","Ozone","Yreka","06-093-2001","AQS","39",".","22"
"04/09/2014","44","Ozone","Yreka","06-093-2001","AQS","44",".","."
"04/10/2014","42","Ozone","Yreka","06-093-2001","AQS","42",".","."
"04/11/2014","47","Ozone","Yreka","06-093-2001","AQS","47","13","16"
"04/12/2014","58","Ozone","Yreka","06-093-2001","AQS","58",".","."
"04/13/2014","54","Ozone","Yreka","06-093-2001","AQS","54",".","."
"04/14/2014","46","Ozone","Yreka","06-093-2001","AQS","46",".","11"
"04/15/2014","50","Ozone","Yreka","06-093-2001","AQS","50",".","."
"04/16/2014","49","Ozone","Yreka","06-093-2001","AQS","49",".","."
"04/17/2014","40","Ozone","Yreka","06-093-2001","AQS","40",".","15"
"04/18/2014","58","Ozone","Yreka","06-093-2001","AQS","58",".","."
"04/19/2014","44","Ozone","Yreka","06-093-2001","AQS","44",".","."
"04/20/2014","49","Ozone","Yreka","06-093-2001","AQS","49",".","16"
"04/21/2014","58","Ozone","Yreka","06-093-2001","AQS","58",".","."
"04/22/2014","44","Ozone","Yreka","06-093-2001","AQS","44",".","."
"04/23/2014","41","Ozone","Yreka","06-093-2001","AQS","41","3","4"
"04/24/2014","45","Ozone","Yreka","06-093-2001","AQS","45",".","."
"04/25/2014","43","Ozone","Yreka","06-093-2001","AQS","43",".","."
"04/26/2014","41","Ozone","Yreka","06-093-2001","AQS","41",".","3"
"04/27/2014","46","Ozone","Yreka","06-093-2001","AQS","46",".","."
"04/28/2014","50","Ozone","Yreka","06-093-2001","AQS","50",".","."
"04/29/2014","46","Ozone","Yreka","06-093-2001","AQS","46","9","11"
