"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2014","60","PM2.5","Davis-UCD Campus","06-113-0004","AQS","26",".","60","27"
"01/02/2014","39","PM2.5","Davis-UCD Campus","06-113-0004","AQS","31",".","39","26"
"01/03/2014","45","PM2.5","Davis-UCD Campus","06-113-0004","AQS","27",".","45","36"
"01/04/2014","33","Ozone","Davis-UCD Campus","06-113-0004","AQS","33",".","13","20"
"01/05/2014","32","Ozone","Davis-UCD Campus","06-113-0004","AQS","32","30","25","23"
"01/06/2014","27","PM2.5","Davis-UCD Campus","06-113-0004","AQS","22",".","27","27"
"01/07/2014","21","Ozone","Davis-UCD Campus","06-113-0004","AQS","21",".","18","17"
"01/08/2014","54","PM2.5","Davis-UCD Campus","06-113-0004","AQS","23",".","54","25"
"01/09/2014","40","PM2.5","Davis-UCD Campus","06-113-0004","AQS","24",".","40","14"
"01/10/2014","50","PM2.5","Davis-UCD Campus","06-113-0004","AQS","28",".","50","27"
"01/11/2014","48","PM2.5","Woodland-Gibson Road","06-113-1003","AQS","27","18","48","22"
"01/12/2014","33","Ozone","Davis-UCD Campus","06-113-0004","AQS","33",".","18","12"
"01/13/2014","28","Ozone","Davis-UCD Campus","06-113-0004","AQS","28",".","11","27"
"01/14/2014","40","PM2.5","Davis-UCD Campus","06-113-0004","AQS","25",".","40","27"
"01/15/2014","58","PM2.5","Davis-UCD Campus","06-113-0004","AQS","28",".","58","29"
"01/16/2014","62","PM2.5","Davis-UCD Campus","06-113-0004","AQS","26",".","62","29"
"01/17/2014","71","PM2.5","Davis-UCD Campus","06-113-0004","AQS","32","43","71","39"
"01/18/2014","28","Ozone","Davis-UCD Campus","06-113-0004","AQS","28",".","18","24"
"01/19/2014","33","Ozone","Davis-UCD Campus","06-113-0004","AQS","33",".","16","20"
"01/20/2014","32","NO2","Davis-UCD Campus","06-113-0004","AQS","31",".","5","32"
"01/21/2014","31","Ozone","Davis-UCD Campus","06-113-0004","AQS","31",".","14","23"
"01/22/2014","50","PM2.5","Woodland-Gibson Road","06-113-1003","AQS","23",".","50","31"
"01/23/2014","41","PM10","West Sacramento-15th Street","06-113-2001","AQS","31","41","40","."
"01/24/2014","60","PM2.5","Davis-UCD Campus","06-113-0004","AQS","28",".","60","20"
"01/25/2014","41","PM2.5","Davis-UCD Campus","06-113-0004","AQS","31",".","41","18"
"01/26/2014","28","Ozone","Woodland-Gibson Road","06-113-1003","AQS","28",".","27","27"
"01/27/2014","38","PM2.5","Davis-UCD Campus","06-113-0004","AQS","27",".","38","26"
"01/28/2014","38","PM2.5","Davis-UCD Campus","06-113-0004","AQS","29",".","38","25"
"01/29/2014","29","PM2.5","Davis-UCD Campus","06-113-0004","AQS","13","11","29","19"
"01/30/2014","29","Ozone","Woodland-Gibson Road","06-113-1003","AQS","29",".","18","10"
"01/31/2014","31","Ozone","Davis-UCD Campus","06-113-0004","AQS","31",".","5","10"
"02/01/2014","31","Ozone","Woodland-Gibson Road","06-113-1003","AQS","31",".","1","8"
"02/02/2014","35","PM2.5","Davis-UCD Campus","06-113-0004","AQS","30",".","35","8"
"02/03/2014","32","Ozone","Davis-UCD Campus","06-113-0004","AQS","32",".","27","22"
"02/04/2014","35","PM2.5","Woodland-Gibson Road","06-113-1003","AQS","29","19","35","20"
"02/05/2014","23","Ozone","Davis-UCD Campus","06-113-0004","AQS","23",".","18","15"
"02/06/2014","30","PM2.5","Davis-UCD Campus","06-113-0004","AQS","29",".","30","14"
"02/07/2014","56","PM2.5","Davis-UCD Campus","06-113-0004","AQS","31",".","56","8"
"02/08/2014","31","Ozone","Woodland-Gibson Road","06-113-1003","AQS","31",".","28","5"
"02/09/2014","24","Ozone","Woodland-Gibson Road","06-113-1003","AQS","24",".","13","3"
"02/10/2014","28","Ozone","Davis-UCD Campus","06-113-0004","AQS","28","6","9","14"
"02/11/2014","21","PM2.5","Davis-UCD Campus","06-113-0004","AQS","21",".","21","11"
"02/12/2014","26","Ozone","Woodland-Gibson Road","06-113-1003","AQS","26",".","15","10"
"02/13/2014","20","Ozone","Davis-UCD Campus","06-113-0004","AQS","20",".","19","19"
"02/14/2014","19","Ozone","Woodland-Gibson Road","06-113-1003","AQS","19",".",".","9"
"02/15/2014","24","Ozone","Woodland-Gibson Road","06-113-1003","AQS","24",".",".","8"
"02/16/2014","34","Ozone","Davis-UCD Campus","06-113-0004","AQS","34","6","11","5"
"02/17/2014","29","Ozone","Davis-UCD Campus","06-113-0004","AQS","29",".",".","15"
"02/18/2014","27","Ozone","Davis-UCD Campus","06-113-0004","AQS","27",".",".","11"
"02/19/2014","35","Ozone","Davis-UCD Campus","06-113-0004","AQS","35",".",".","6"
"02/20/2014","32","Ozone","Woodland-Gibson Road","06-113-1003","AQS","32",".",".","17"
"02/21/2014","33","Ozone","Davis-UCD Campus","06-113-0004","AQS","33",".",".","10"
"02/22/2014","33","Ozone","Davis-UCD Campus","06-113-0004","AQS","33","16",".","22"
"02/23/2014","35","Ozone","Woodland-Gibson Road","06-113-1003","AQS","35",".",".","12"
"02/24/2014","36","Ozone","Davis-UCD Campus","06-113-0004","AQS","36",".",".","16"
"02/25/2014","41","Ozone","Woodland-Gibson Road","06-113-1003","AQS","41",".",".","17"
"02/26/2014","29","Ozone","Davis-UCD Campus","06-113-0004","AQS","29",".","24","9"
"02/27/2014","37","Ozone","Woodland-Gibson Road","06-113-1003","AQS","37",".","8","17"
"02/28/2014","34","Ozone","Woodland-Gibson Road","06-113-1003","AQS","34","5","8","11"
"03/01/2014","38","Ozone","Davis-UCD Campus","06-113-0004","AQS","38",".","5","6"
"03/02/2014","31","Ozone","Davis-UCD Campus","06-113-0004","AQS","31",".","11","5"
"03/03/2014","27","Ozone","Davis-UCD Campus","06-113-0004","AQS","27",".","23","10"
"03/04/2014","35","Ozone","Davis-UCD Campus","06-113-0004","AQS","35",".","3","8"
"03/05/2014","29","Ozone","Woodland-Gibson Road","06-113-1003","AQS","29",".","26","13"
"03/06/2014","36","Ozone","Davis-UCD Campus","06-113-0004","AQS","36","11","12","12"
"03/07/2014","34","Ozone","Davis-UCD Campus","06-113-0004","AQS","34",".","2","5"
"03/08/2014","30","Ozone","Woodland-Gibson Road","06-113-1003","AQS","30","7","13","12"
"03/09/2014","40","PM2.5","Davis-UCD Campus","06-113-0004","AQS","29",".","40","15"
"03/10/2014","40","Ozone","Davis-UCD Campus","06-113-0004","AQS","40",".","5","9"
"03/11/2014","36","Ozone","Davis-UCD Campus","06-113-0004","AQS","36",".","0","3"
"03/12/2014","35","Ozone","Davis-UCD Campus","06-113-0004","AQS","35","6","4","4"
"03/13/2014","35","Ozone","Davis-UCD Campus","06-113-0004","AQS","35",".",".","18"
"03/14/2014","38","Ozone","Davis-UCD Campus","06-113-0004","AQS","38",".","16","15"
"03/15/2014","39","Ozone","Woodland-Gibson Road","06-113-1003","AQS","39",".","7","11"
"03/16/2014","40","Ozone","Woodland-Gibson Road","06-113-1003","AQS","40",".","12","10"
"03/17/2014","40","Ozone","Davis-UCD Campus","06-113-0004","AQS","40",".",".","17"
"03/18/2014","37","Ozone","Davis-UCD Campus","06-113-0004","AQS","37","9","4","4"
"03/19/2014","43","Ozone","Davis-UCD Campus","06-113-0004","AQS","43",".",".","11"
"03/20/2014","44","Ozone","Davis-UCD Campus","06-113-0004","AQS","44",".",".","18"
"03/21/2014","42","Ozone","Woodland-Gibson Road","06-113-1003","AQS","42",".",".","14"
"03/22/2014","39","Ozone","Davis-UCD Campus","06-113-0004","AQS","39",".","37","14"
"03/23/2014","44","Ozone","Woodland-Gibson Road","06-113-1003","AQS","44",".","41","20"
"03/24/2014","46","Ozone","Woodland-Gibson Road","06-113-1003","AQS","46","18","43","18"
"03/25/2014","36","Ozone","Davis-UCD Campus","06-113-0004","AQS","36",".","23","14"
"03/26/2014","37","Ozone","Davis-UCD Campus","06-113-0004","AQS","37",".","26","7"
"03/27/2014","39","Ozone","Davis-UCD Campus","06-113-0004","AQS","39",".","29","7"
"03/28/2014","35","Ozone","Davis-UCD Campus","06-113-0004","AQS","35",".","26","8"
"03/29/2014","32","Ozone","Davis-UCD Campus","06-113-0004","AQS","32",".","18","4"
"03/30/2014","37","Ozone","Davis-UCD Campus","06-113-0004","AQS","37","6","13","11"
"03/31/2014","41","Ozone","Davis-UCD Campus","06-113-0004","AQS","41",".","15","7"
"04/01/2014","39","Ozone","Davis-UCD Campus","06-113-0004","AQS","39",".","14","6"
"04/02/2014","44","Ozone","Davis-UCD Campus","06-113-0004","AQS","44",".","8","11"
"04/03/2014","44","Ozone","Davis-UCD Campus","06-113-0004","AQS","44",".","23","13"
"04/04/2014","40","Ozone","Davis-UCD Campus","06-113-0004","AQS","40",".","12","7"
"04/05/2014","39","Ozone","Woodland-Gibson Road","06-113-1003","AQS","39","6","11","12"
"04/06/2014","31","Ozone","Davis-UCD Campus","06-113-0004","AQS","31",".","12","11"
"04/07/2014","42","Ozone","Davis-UCD Campus","06-113-0004","AQS","42",".","40","11"
"04/08/2014","49","Ozone","Davis-UCD Campus","06-113-0004","AQS","49",".","48","14"
"04/09/2014","45","PM2.5","Davis-UCD Campus","06-113-0004","AQS","42",".","45","17"
"04/10/2014","51","Ozone","Woodland-Gibson Road","06-113-1003","AQS","51",".","34","11"
"04/11/2014","49","PM2.5","Davis-UCD Campus","06-113-0004","AQS","49","17","49","9"
