"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2014","55","PM2.5","Willows-Colusa Street","06-021-0003","AQS","25","22","55"
"01/02/2014","44","PM2.5","Willows-Colusa Street","06-021-0003","AQS","25","20","44"
"01/03/2014","53","PM2.5","Willows-Colusa Street","06-021-0003","AQS","28","24","53"
"01/04/2014","33","Ozone","Willows-Colusa Street","06-021-0003","AQS","33","13","16"
"01/05/2014","33","Ozone","Willows-Colusa Street","06-021-0003","AQS","33","6","1"
"01/06/2014","26","PM2.5","Willows-Colusa Street","06-021-0003","AQS","16","23","26"
"01/07/2014","40","PM2.5","Willows-Colusa Street","06-021-0003","AQS","22","19","40"
"01/08/2014","74","PM2.5","Willows-Colusa Street","06-021-0003","AQS","23","39","74"
"01/09/2014","88","PM2.5","Willows-Colusa Street","06-021-0003","AQS","24","42","88"
"01/10/2014","51","PM2.5","Willows-Colusa Street","06-021-0003","AQS","28","25","51"
"01/11/2014","56","PM2.5","Willows-Colusa Street","06-021-0003","AQS","21","23","56"
"01/12/2014","35","PM2.5","Willows-Colusa Street","06-021-0003","AQS","29","9","35"
"01/13/2014","31","Ozone","Willows-Colusa Street","06-021-0003","AQS","31","11","13"
"01/14/2014","35","Ozone","Willows-Colusa Street","06-021-0003","AQS","35","8","15"
"01/15/2014","34","Ozone","Willows-Colusa Street","06-021-0003","AQS","34","14","9"
"01/16/2014","33","Ozone","Willows-Colusa Street","06-021-0003","AQS","33","16","14"
"01/17/2014","31","Ozone","Willows-Colusa Street","06-021-0003","AQS","31","21","23"
"01/18/2014","28","Ozone","Willows-Colusa Street","06-021-0003","AQS","28","19","25"
"01/19/2014","31","Ozone","Willows-Colusa Street","06-021-0003","AQS","31","10","10"
"01/20/2014","29","Ozone","Willows-Colusa Street","06-021-0003","AQS","29","20","15"
"01/21/2014","31","Ozone","Willows-Colusa Street","06-021-0003","AQS","31","13","6"
"01/22/2014","36","PM2.5","Willows-Colusa Street","06-021-0003","AQS","29","24","36"
"01/23/2014","34","Ozone","Willows-Colusa Street","06-021-0003","AQS","34","32","26"
"01/24/2014","59","PM10","Willows-Colusa Street","06-021-0003","AQS","33","59","55"
"01/25/2014","38","PM2.5","Willows-Colusa Street","06-021-0003","AQS","31","31","38"
"01/26/2014","42","PM2.5","Willows-Colusa Street","06-021-0003","AQS","34","31","42"
"01/27/2014","56","PM2.5","Willows-Colusa Street","06-021-0003","AQS","27","39","56"
"01/28/2014","99","PM2.5","Willows-Colusa Street","06-021-0003","AQS","31","59","99"
"01/29/2014","81","PM2.5","Willows-Colusa Street","06-021-0003","AQS","10","41","81"
"01/30/2014","38","PM2.5","Willows-Colusa Street","06-021-0003","AQS","28","13","38"
"01/31/2014","31","Ozone","Willows-Colusa Street","06-021-0003","AQS","31","5","5"
"02/01/2014","32","Ozone","Willows-Colusa Street","06-021-0003","AQS","32","6","18"
"02/02/2014","44","PM2.5","Willows-Colusa Street","06-021-0003","AQS","32","12","44"
"02/03/2014","44","PM2.5","Willows-Colusa Street","06-021-0003","AQS","31","14","44"
"02/04/2014","43","PM2.5","Willows-Colusa Street","06-021-0003","AQS","30","17","43"
"02/05/2014","61","PM2.5","Willows-Colusa Street","06-021-0003","AQS","27","24","61"
"02/06/2014","32","PM2.5","Willows-Colusa Street","06-021-0003","AQS","21","7","32"
"02/07/2014","47","PM2.5","Willows-Colusa Street","06-021-0003","AQS","31","12","47"
"02/08/2014","29","Ozone","Willows-Colusa Street","06-021-0003","AQS","29","6","24"
"02/09/2014","21","Ozone","Willows-Colusa Street","06-021-0003","AQS","21","5","10"
"02/10/2014","29","Ozone","Willows-Colusa Street","06-021-0003","AQS","29","6","16"
"02/11/2014","26","Ozone","Willows-Colusa Street","06-021-0003","AQS","26","6","16"
"02/12/2014","33","PM2.5","Willows-Colusa Street","06-021-0003","AQS","21","12","33"
