"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM10","PM25"
"02/15/2014","49","PM10","Mono Shore","06-051-0011","AQS","49","."
"02/16/2014","19","PM10","Mammoth","06-051-0001","AQS","19","4"
"02/17/2014","12","PM10","Mammoth","06-051-0001","AQS","12","."
"02/18/2014","19","PM10","Mammoth","06-051-0001","AQS","19","."
"02/19/2014","88","PM10","Mono Shore","06-051-0011","AQS","88","."
"02/20/2014","17","PM10","Mammoth","06-051-0001","AQS","17","."
"02/21/2014","12","PM10","Mammoth","06-051-0001","AQS","12","."
"02/22/2014","19","PM10","Mammoth","06-051-0001","AQS","19","."
"02/23/2014","16","PM10","Mammoth","06-051-0001","AQS","16","."
"02/24/2014","13","PM10","Mammoth","06-051-0001","AQS","13","."
"02/25/2014","19","PM10","Mammoth","06-051-0001","AQS","19","."
"02/26/2014","13","PM10","Mammoth","06-051-0001","AQS","13","."
"02/27/2014","16","PM10","Mammoth","06-051-0001","AQS","16","."
"02/28/2014","8","PM10","Mammoth","06-051-0001","AQS","8","1"
"03/01/2014","14","PM10","Mammoth","06-051-0001","AQS","14","."
"03/02/2014","16","PM10","Mammoth","06-051-0001","AQS","16","."
"03/03/2014","34","PM10","Mammoth","06-051-0001","AQS","34","3"
"03/04/2014","22","PM10","Mammoth","06-051-0001","AQS","22","."
"03/05/2014","19","PM10","Mammoth","06-051-0001","AQS","19","."
"03/06/2014","14","PM10","Lee Vining","06-051-0005","AQS","14","."
"03/07/2014","20","PM10","Mammoth","06-051-0001","AQS","20","."
"03/08/2014","22","PM10","Mammoth","06-051-0001","AQS","22","."
"03/09/2014","16","PM10","Mammoth","06-051-0001","AQS","16","."
"03/10/2014","74","PM10","Mono Shore","06-051-0011","AQS","74","."
"03/11/2014","9","PM10","Mammoth","06-051-0001","AQS","9","."
"03/12/2014","10","PM10","Mammoth","06-051-0001","AQS","10","."
"03/13/2014","13","PM10","Mammoth","06-051-0001","AQS","13","."
"03/14/2014","14","PM10","Mammoth","06-051-0001","AQS","14","."
"03/15/2014","20","PM10","Mammoth","06-051-0001","AQS","20","."
"03/16/2014","19","PM10","Mammoth","06-051-0001","AQS","19","."
"03/17/2014","58","PM10","Mono Shore","06-051-0011","AQS","58","."
"03/18/2014","11","PM10","Mammoth","06-051-0001","AQS","11","."
"03/19/2014","12","PM10","Mammoth","06-051-0001","AQS","12","."
"03/20/2014","9","PM10","Mammoth","06-051-0001","AQS","9","."
"03/21/2014","12","PM10","Mammoth","06-051-0001","AQS","12","11"
"03/22/2014","13","PM10","Mammoth","06-051-0001","AQS","13","."
"03/23/2014","12","PM10","Mammoth","06-051-0001","AQS","12","."
"03/24/2014","16","PM2.5","Hoover Wilderness","06-051-9000","AQS","12","16"
"03/25/2014","43","PM10","Mono Shore","06-051-0011","AQS","43","."
"03/26/2014","6","PM10","Mammoth","06-051-0001","AQS","6","."
"03/27/2014","6","PM2.5","Hoover Wilderness","06-051-9000","AQS","6","6"
"03/28/2014","6","PM10","Mammoth","06-051-0001","AQS","6","."
"03/29/2014","522","PM10","Mono Shore","06-051-0011","AQS","522","."
"03/30/2014","7","PM10","Lee Vining","06-051-0005","AQS","7","6"
"03/31/2014","8","PM10","Mammoth","06-051-0001","AQS","8","."
"04/01/2014","5","PM10","Mammoth","06-051-0001","AQS","5","."
"04/02/2014","10","PM10","Mammoth","06-051-0001","AQS","10","4"
"04/03/2014","13","PM10","Mammoth","06-051-0001","AQS","13","."
"04/04/2014","8","PM10","Mammoth","06-051-0001","AQS","8","."
"04/05/2014","16","PM10","Mammoth","06-051-0001","AQS","16","6"
"04/06/2014","16","PM10","Mammoth","06-051-0001","AQS","16","."
"04/07/2014","19","PM10","Mammoth","06-051-0001","AQS","19","."
"04/08/2014","14","PM2.5","Hoover Wilderness","06-051-9000","AQS","14","14"
"04/09/2014","10","PM10","Mammoth","06-051-0001","AQS","10","."
"04/10/2014","7","PM10","Mammoth","06-051-0001","AQS","7","."
"04/11/2014","12","PM10","Mammoth","06-051-0001","AQS","12","10"
"04/12/2014","15","PM10","Mammoth","06-051-0001","AQS","15","."
"04/13/2014","28","PM10","Mono Shore","06-051-0011","AQS","28","."
"04/14/2014","16","PM10","Mammoth","06-051-0001","AQS","16","14"
"04/15/2014","15","PM10","Mammoth","06-051-0001","AQS","15","."
"04/16/2014","11","PM10","Mammoth","06-051-0001","AQS","11","."
"04/17/2014","152","PM10","Mono Shore","06-051-0011","AQS","152","13"
"04/18/2014","11","PM10","Mammoth","06-051-0001","AQS","11","."
"04/19/2014","12","PM10","Mammoth","06-051-0001","AQS","12","."
"04/20/2014","32","PM2.5","Hoover Wilderness","06-051-9000","AQS","17","32"
"04/21/2014","21","PM10","Mammoth","06-051-0001","AQS","21","."
"04/22/2014","56","PM10","Mono Shore","06-051-0011","AQS","56","."
"04/23/2014","8","PM2.5","Hoover Wilderness","06-051-9000","AQS","6","8"
"04/24/2014","10","PM10","Mammoth","06-051-0001","AQS","10","."
"04/25/2014","21","PM10","Mono Shore","06-051-0011","AQS","21","."
"04/26/2014","8","PM10","Mammoth","06-051-0001","AQS","8","6"
"04/27/2014","19","PM10","Mono Shore","06-051-0011","AQS","19","."
"04/28/2014","13","PM10","Mammoth","06-051-0001","AQS","13","."
"04/29/2014","11","PM2.5","Hoover Wilderness","06-051-9000","AQS","11","11"
"04/30/2014","10","PM10","Mammoth","06-051-0001","AQS","10","."
"05/01/2014","16","PM10","Mammoth","06-051-0001","AQS","16","."
"05/02/2014","15","PM2.5","Hoover Wilderness","06-051-9000","AQS","15","15"
"05/03/2014","19","PM10","Mono Shore","06-051-0011","AQS","19","."
"05/04/2014","19","PM10","Mono Shore","06-051-0011","AQS","19","."
"05/05/2014","53","PM10","Mono Shore","06-051-0011","AQS","53","36"
"05/06/2014","7","PM10","Mono Shore","06-051-0011","AQS","7","."
"05/07/2014","8","PM10","Mono Shore","06-051-0011","AQS","8","."
"05/08/2014","17","PM2.5","Hoover Wilderness","06-051-9000","AQS","11","17"
"05/09/2014","8","PM10","Mammoth","06-051-0001","AQS","8","."
"05/10/2014","90","PM10","Mono Shore","06-051-0011","AQS","90","."
"05/11/2014","6","PM10","Mammoth","06-051-0001","AQS","6","4"
"05/12/2014","10","PM10","Mono Shore","06-051-0011","AQS","10","."
"05/13/2014","11","PM10","Mammoth","06-051-0001","AQS","11","."
"05/14/2014","13","PM10","Mammoth","06-051-0001","AQS","13","12"
"05/15/2014","17","PM10","Mammoth","06-051-0001","AQS","17","."
"05/16/2014","12","PM10","Mammoth","06-051-0001","AQS","12","."
"05/17/2014","18","PM2.5","Hoover Wilderness","06-051-9000","AQS","15","18"
"05/18/2014","2514","PM10","Mono Shore","06-051-0011","AQS","2514","."
"05/19/2014","7","PM10","Mammoth","06-051-0001","AQS","7","."
"05/20/2014","6","PM2.5","Hoover Wilderness","06-051-9000","AQS","6","6"
"05/21/2014","6","PM10","Mammoth","06-051-0001","AQS","6","."
"05/22/2014","6","PM10","Mammoth","06-051-0001","AQS","6","."
"05/23/2014","18","PM2.5","Hoover Wilderness","06-051-9000","AQS","14","18"
"05/24/2014","19","PM10","Mammoth","06-051-0001","AQS","19","."
"05/25/2014","16","PM10","Mammoth","06-051-0001","AQS","16","."
"05/26/2014","11","PM2.5","Hoover Wilderness","06-051-9000","AQS","10","11"
"05/27/2014","7","PM10","Mono Shore","06-051-0011","AQS","7","."
"05/28/2014","9","PM10","Mammoth","06-051-0001","AQS","9","."
"05/29/2014","10","PM2.5","Hoover Wilderness","06-051-9000","AQS","9","10"
"05/30/2014","14","PM10","Mammoth","06-051-0001","AQS","14","."
"05/31/2014","19","PM10","Mammoth","06-051-0001","AQS","19","."
"06/01/2014","25","PM2.5","Hoover Wilderness","06-051-9000","AQS","18","25"
"06/02/2014","18","PM10","Mammoth","06-051-0001","AQS","18","."
"06/03/2014","8","PM10","Mammoth","06-051-0001","AQS","8","."
"06/04/2014","18","PM2.5","Hoover Wilderness","06-051-9000","AQS","17","18"
"06/05/2014","14","PM10","Mammoth","06-051-0001","AQS","14","."
"06/06/2014","14","PM10","Mammoth","06-051-0001","AQS","14","."
"06/07/2014","16","PM2.5","Hoover Wilderness","06-051-9000","AQS","16","16"
"06/08/2014","15","PM10","Mammoth","06-051-0001","AQS","15","."
"06/09/2014","18","PM10","Mammoth","06-051-0001","AQS","18","."
"06/10/2014","66","PM10","Mono Shore","06-051-0011","AQS","66","22"
"06/11/2014","26","PM10","Mammoth","06-051-0001","AQS","26","."
"06/12/2014","20","PM10","Mammoth","06-051-0001","AQS","20","."
"06/13/2014","17","PM10","Mono Shore","06-051-0011","AQS","17","11"
"06/14/2014","10","PM10","Mammoth","06-051-0001","AQS","10","."
"06/15/2014","12","PM10","Mammoth","06-051-0001","AQS","12","."
"06/16/2014","20","PM10","Mammoth","06-051-0001","AQS","20","7"
"06/17/2014","37","PM10","Mono Shore","06-051-0011","AQS","37","."
"06/18/2014","82","PM10","Mono Shore","06-051-0011","AQS","82","."
"06/19/2014","18","PM2.5","Hoover Wilderness","06-051-9000","AQS","18","18"
"06/20/2014","12","PM10","Mammoth","06-051-0001","AQS","12","."
"06/21/2014","8","PM10","Mammoth","06-051-0001","AQS","8","."
"06/22/2014","11","PM10","Mammoth","06-051-0001","AQS","11","6"
"06/23/2014","11","PM10","Mammoth","06-051-0001","AQS","11","."
"06/24/2014","10","PM10","Mammoth","06-051-0001","AQS","10","."
"06/25/2014","23","PM10","Mono Shore","06-051-0011","AQS","23","5"
"06/26/2014","8","PM10","Mammoth","06-051-0001","AQS","8","."
"06/27/2014","7","PM10","Mammoth","06-051-0001","AQS","7","."
"06/28/2014","6","PM10","Mammoth","06-051-0001","AQS","6","4"
"06/29/2014","7","PM10","Mammoth","06-051-0001","AQS","7","."
"06/30/2014","8","PM10","Mammoth","06-051-0001","AQS","8","."
"07/01/2014","15","PM10","Mammoth","06-051-0001","AQS","15","12"
"07/02/2014","11","PM10","Mammoth","06-051-0001","AQS","11","."
"07/03/2014","12","PM10","Mammoth","06-051-0001","AQS","12","."
"07/04/2014","13","PM10","Mammoth","06-051-0001","AQS","13","12"
"07/05/2014","17","PM10","Mono Shore","06-051-0011","AQS","17","."
"07/06/2014","22","PM10","Mammoth","06-051-0001","AQS","22","."
"07/07/2014","19","PM10","Mono Shore","06-051-0011","AQS","19","17"
"07/08/2014","12","PM10","Mammoth","06-051-0001","AQS","12","."
"07/09/2014","15","PM10","Mammoth","06-051-0001","AQS","15","."
"07/10/2014","22","PM10","Mammoth","06-051-0001","AQS","22","18"
"07/11/2014","20","PM10","Mammoth","06-051-0001","AQS","20","."
"07/12/2014","15","PM10","Mammoth","06-051-0001","AQS","15","."
"07/13/2014","16","PM2.5","Hoover Wilderness","06-051-9000","AQS","11","16"
"07/14/2014","19","PM10","Mono Shore","06-051-0011","AQS","19","."
"07/15/2014","15","PM10","Mammoth","06-051-0001","AQS","15","."
"07/16/2014","18","PM2.5","Hoover Wilderness","06-051-9000","AQS","10","18"
"07/17/2014","16","PM10","Mono Shore","06-051-0011","AQS","16","."
"07/18/2014","8","PM10","Mammoth","06-051-0001","AQS","8","."
"07/19/2014","53","PM10","Mono Shore","06-051-0011","AQS","53","9"
"07/20/2014","81","PM10","Mono Shore","06-051-0011","AQS","81","."
"07/21/2014","14","PM10","Mammoth","06-051-0001","AQS","14","."
"07/22/2014","12","PM10","Mammoth","06-051-0001","AQS","12","10"
"07/23/2014","6","PM10","Mammoth","06-051-0001","AQS","6","."
"07/24/2014","6","PM10","Mono Shore","06-051-0011","AQS","6","."
"07/25/2014","11","PM10","Mammoth","06-051-0001","AQS","11","10"
"07/26/2014","11","PM10","Mammoth","06-051-0001","AQS","11","."
"07/27/2014","20","PM10","Mono Shore","06-051-0011","AQS","20","."
"07/28/2014","45","PM2.5","Hoover Wilderness","06-051-9000","AQS","19","45"
"07/29/2014","16","PM10","Mammoth","06-051-0001","AQS","16","."
"07/30/2014","14","PM10","Mammoth","06-051-0001","AQS","14","."
"07/31/2014","42","PM10","Mammoth","06-051-0001","AQS","42","21"
"08/01/2014","54","PM10","Mammoth","06-051-0001","AQS","54","."
"08/02/2014","88","PM10","Mammoth","06-051-0001","AQS","88","."
"08/03/2014","24","PM2.5","Hoover Wilderness","06-051-9000","AQS","24","24"
"08/04/2014","33","PM10","Mammoth","06-051-0001","AQS","33","."
"08/05/2014","24","PM10","Mammoth","06-051-0001","AQS","24","."
"08/06/2014","33","PM2.5","Hoover Wilderness","06-051-9000","AQS","19","33"
"08/07/2014","12","PM10","Mammoth","06-051-0001","AQS","12","."
"08/08/2014","16","PM10","Mammoth","06-051-0001","AQS","16","."
"08/09/2014","28","PM2.5","Hoover Wilderness","06-051-9000","AQS","20","28"
"08/10/2014","19","PM10","Mono Shore","06-051-0011","AQS","19","."
"08/11/2014","16","PM10","Mono Shore","06-051-0011","AQS","16","."
"08/12/2014","15","PM10","Mammoth","06-051-0001","AQS","15","14"
"08/13/2014","13","PM10","Mammoth","06-051-0001","AQS","13","."
"08/14/2014","11","PM10","Mammoth","06-051-0001","AQS","11","."
"08/15/2014","13","PM2.5","Hoover Wilderness","06-051-9000","AQS","11","13"
"08/16/2014","13","PM10","Mono Shore","06-051-0011","AQS","13","."
"08/17/2014","9","PM10","Mono Shore","06-051-0011","AQS","9","."
"08/18/2014","13","PM10","Lee Vining","06-051-0005","AQS","13","12"
"08/19/2014","19","PM10","Mammoth","06-051-0001","AQS","19","."
"08/20/2014","16","PM10","Mammoth","06-051-0001","AQS","16","."
"08/21/2014","27","PM2.5","Hoover Wilderness","06-051-9000","AQS","19","27"
"08/22/2014","17","PM10","Mammoth","06-051-0001","AQS","17","."
"08/23/2014","15","PM10","Mammoth","06-051-0001","AQS","15","."
"08/24/2014","16","PM2.5","Hoover Wilderness","06-051-9000","AQS","16","16"
"08/25/2014","14","PM10","Mammoth","06-051-0001","AQS","14","."
"08/26/2014","11","PM10","Mammoth","06-051-0001","AQS","11","."
"08/27/2014","17","PM10","Mammoth","06-051-0001","AQS","17","14"
"08/28/2014","13","PM10","Mammoth","06-051-0001","AQS","13","."
"08/29/2014","12","PM10","Mammoth","06-051-0001","AQS","12","."
"08/30/2014","11","PM10","Lee Vining","06-051-0005","AQS","11","3"
"08/31/2014","7","PM10","Mammoth","06-051-0001","AQS","7","."
"09/01/2014","12","PM10","Mono Shore","06-051-0011","AQS","12","."
"09/02/2014","15","PM2.5","Hoover Wilderness","06-051-9000","AQS","15","15"
"09/03/2014","15","PM10","Mammoth","06-051-0001","AQS","15","."
"09/04/2014","20","PM10","Mono Shore","06-051-0011","AQS","20","."
"09/05/2014","18","PM10","Mammoth","06-051-0001","AQS","18","16"
"09/06/2014","13","PM10","Mammoth","06-051-0001","AQS","13","."
"09/07/2014","17","PM10","Mono Shore","06-051-0011","AQS","17","."
"09/08/2014","35","PM2.5","Hoover Wilderness","06-051-9000","AQS","24","35"
"09/09/2014","8","PM10","Mono Shore","06-051-0011","AQS","8","."
"09/10/2014","15","PM10","Mammoth","06-051-0001","AQS","15","."
"09/11/2014","30","PM2.5","Hoover Wilderness","06-051-9000","AQS","18","30"
"09/12/2014","19","PM10","Mammoth","06-051-0001","AQS","19","."
"09/13/2014","17","PM10","Mammoth","06-051-0001","AQS","17","."
"09/14/2014","15","PM10","Mono Shore","06-051-0011","AQS","15","13"
"09/15/2014","15","PM10","Mono Shore","06-051-0011","AQS","15","."
"09/16/2014","16","PM10","Mammoth","06-051-0001","AQS","16","."
"09/17/2014","17","PM10","Mammoth","06-051-0001","AQS","17","16"
"09/18/2014","39","PM10","Mono Shore","06-051-0011","AQS","39","."
"09/19/2014","51","PM10","Mammoth","06-051-0001","AQS","51","."
"09/20/2014","45","PM10","Mono Shore","06-051-0011","AQS","45","18"
"09/21/2014","9","PM10","Mammoth","06-051-0001","AQS","9","."
"09/22/2014","14","PM10","Mono Shore","06-051-0011","AQS","14","."
"09/23/2014","18","PM2.5","Hoover Wilderness","06-051-9000","AQS","14","18"
"09/24/2014","11","PM10","Mammoth","06-051-0001","AQS","11","."
"09/25/2014","193","PM10","Mono Shore","06-051-0011","AQS","193","."
"09/26/2014","12","PM10","Mammoth","06-051-0001","AQS","12","10"
"09/27/2014","5","PM10","Mono Shore","06-051-0011","AQS","5","."
"09/28/2014","6","PM10","Mono Shore","06-051-0011","AQS","6","."
"09/29/2014","7","PM10","Mammoth","06-051-0001","AQS","7","6"
"09/30/2014","6","PM10","Mammoth","06-051-0001","AQS","6","."
"10/01/2014","6","PM10","Mammoth","06-051-0001","AQS","6","."
"10/02/2014","12","PM10","Mammoth","06-051-0001","AQS","12","7"
"10/03/2014","7","PM10","Mammoth","06-051-0001","AQS","7","."
"10/04/2014","6","PM10","Mammoth","06-051-0001","AQS","6","."
"10/05/2014","6","PM10","Mammoth","06-051-0001","AQS","6","5"
"10/06/2014","7","PM10","Mammoth","06-051-0001","AQS","7","."
"10/07/2014","12","PM10","Mammoth","06-051-0001","AQS","12","."
"10/08/2014","15","PM10","Mammoth","06-051-0001","AQS","15","8"
"10/09/2014","11","PM10","Mammoth","06-051-0001","AQS","11","."
"10/10/2014","9","PM10","Mammoth","06-051-0001","AQS","9","."
"10/11/2014","12","PM10","Mammoth","06-051-0001","AQS","12","10"
"10/12/2014","9","PM10","Mono Shore","06-051-0011","AQS","9","."
"10/13/2014","9","PM10","Mammoth","06-051-0001","AQS","9","."
"10/14/2014","52","PM10","Mono Shore","06-051-0011","AQS","52","11"
"10/15/2014","110","PM10","Mono Shore","06-051-0011","AQS","110","."
"10/16/2014","20","PM10","Mammoth","06-051-0001","AQS","20","."
"10/17/2014","26","PM10","Mono Shore","06-051-0011","AQS","26","25"
"10/18/2014","19","PM10","Mammoth","06-051-0001","AQS","19","."
"10/19/2014","12","PM10","Mammoth","06-051-0001","AQS","12","."
"10/20/2014","15","PM10","Mammoth","06-051-0001","AQS","15","8"
"10/21/2014","68","PM10","Mono Shore","06-051-0011","AQS","68","."
"10/22/2014","7","PM10","Mammoth","06-051-0001","AQS","7","."
"10/23/2014","6","PM10","Mammoth","06-051-0001","AQS","6","3"
"10/24/2014","16","PM10","Mono Shore","06-051-0011","AQS","16","."
"10/25/2014","804","PM10","Mono Shore","06-051-0011","AQS","804","."
"10/26/2014","10","PM10","Lee Vining","06-051-0005","AQS","10","3"
"10/27/2014","12","PM10","Mammoth","06-051-0001","AQS","12","."
"10/28/2014","13","PM10","Mammoth","06-051-0001","AQS","13","."
"10/29/2014","13","PM10","Mammoth","06-051-0001","AQS","13","4"
"10/30/2014","12","PM10","Mammoth","06-051-0001","AQS","12","."
"10/31/2014","157","PM10","Mono Shore","06-051-0011","AQS","157","."
"11/01/2014","5","PM10","Mammoth","06-051-0001","AQS","5","1"
"11/02/2014","6","PM10","Mammoth","06-051-0001","AQS","6","."
"11/03/2014","14","PM10","Mammoth","06-051-0001","AQS","14","."
"11/04/2014","18","PM10","Mammoth","06-051-0001","AQS","18","."
"11/05/2014","18","PM10","Mammoth","06-051-0001","AQS","18","."
"11/06/2014","12","PM10","Mammoth","06-051-0001","AQS","12","."
"11/07/2014","9","PM10","Mammoth","06-051-0001","AQS","9","7"
"11/08/2014","11","PM10","Mammoth","06-051-0001","AQS","11","."
"11/09/2014","6","PM10","Mammoth","06-051-0001","AQS","6","."
"11/10/2014","16","PM10","Mono Shore","06-051-0011","AQS","16","3"
"11/11/2014","7","PM10","Mono Shore","06-051-0011","AQS","7","."
"11/12/2014","5","PM10","Mono Shore","06-051-0011","AQS","5","."
"11/13/2014","6","PM10","Mono Shore","06-051-0011","AQS","6","3"
"11/14/2014","13","PM10","Mono Shore","06-051-0011","AQS","13","."
"11/15/2014","20","PM10","Mono Shore","06-051-0011","AQS","20","."
"11/16/2014","13","PM10","Mammoth","06-051-0001","AQS","13","3"
"11/17/2014","15","PM10","Mammoth","06-051-0001","AQS","15","."
"11/18/2014","13","PM10","Mammoth","06-051-0001","AQS","13","."
"11/19/2014","5","PM10","Mammoth","06-051-0001","AQS","5","2"
"11/20/2014","7","PM10","Mammoth","06-051-0001","AQS","7","."
"11/21/2014","12","PM10","Mammoth","06-051-0001","AQS","12","."
"11/22/2014","1084","PM10","Mono Shore","06-051-0011","AQS","1084","2"
"11/23/2014","13","PM10","Mammoth","06-051-0001","AQS","13","."
"11/24/2014","19","PM10","Mammoth","06-051-0001","AQS","19","."
"11/25/2014","19","PM10","Mammoth","06-051-0001","AQS","19","3"
"11/26/2014","16","PM10","Mammoth","06-051-0001","AQS","16","."
"11/27/2014","6","PM10","Mammoth","06-051-0001","AQS","6","."
"11/28/2014","1786","PM10","Mono Shore","06-051-0011","AQS","1786","2"
"11/29/2014","89","PM10","Mono Shore","06-051-0011","AQS","89","."
"11/30/2014","35","PM10","Mono Shore","06-051-0011","AQS","35","."
"12/01/2014","18","PM10","Mammoth","06-051-0001","AQS","18","."
"12/02/2014","9","PM10","Mammoth","06-051-0001","AQS","9","."
"12/03/2014","6","PM10","Mammoth","06-051-0001","AQS","6","."
"12/04/2014","9","PM10","Mammoth","06-051-0001","AQS","9","0"
"12/05/2014","22","PM10","Mammoth","06-051-0001","AQS","22","."
"12/06/2014","21","PM10","Mammoth","06-051-0001","AQS","21","."
"12/07/2014","33","PM10","Mammoth","06-051-0001","AQS","33","5"
"12/08/2014","34","PM10","Mammoth","06-051-0001","AQS","34","."
"12/09/2014","29","PM10","Mammoth","06-051-0001","AQS","29","."
"12/10/2014","251","PM10","Mono Shore","06-051-0011","AQS","251","4"
"12/11/2014","1301","PM10","Mono Shore","06-051-0011","AQS","1301","."
"12/12/2014","69","PM10","Mono Shore","06-051-0011","AQS","69","."
"12/13/2014","24","PM10","Mammoth","06-051-0001","AQS","24","1"
"12/14/2014","2","PM10","Mono Shore","06-051-0011","AQS","2","."
"12/15/2014","16","PM10","Mono Shore","06-051-0011","AQS","16","."
"12/16/2014","8","PM10","Mammoth","06-051-0001","AQS","8","4"
"12/17/2014","4","PM10","Mono Shore","06-051-0011","AQS","4","."
"12/18/2014","3","PM10","Mono Shore","06-051-0011","AQS","3","."
"12/19/2014","11","PM10","Mammoth","06-051-0001","AQS","11","3"
"12/20/2014","2","PM10","Mono Shore","06-051-0011","AQS","2","."
"12/21/2014","2","PM10","Mono Shore","06-051-0011","AQS","2","."
"12/22/2014","43","PM10","Mammoth","06-051-0001","AQS","43","1"
"12/23/2014","2","PM10","Mono Shore","06-051-0011","AQS","2","."
"12/24/2014","92","PM10","Mono Shore","06-051-0011","AQS","92","."
"12/25/2014","5","PM10","Mammoth","06-051-0001","AQS","5","."
"12/26/2014","5","PM10","Mono Shore","06-051-0011","AQS","5","."
"12/27/2014","3","PM10","Mono Shore","06-051-0011","AQS","3","."
"12/28/2014","19","PM10","Mammoth","06-051-0001","AQS","19","."
"12/29/2014","268","PM10","Mono Shore","06-051-0011","AQS","268","."
"12/30/2014","21","PM10","Mono Shore","06-051-0011","AQS","21","."
"12/31/2014","35","PM10","Mammoth","06-051-0001","AQS","35","3"
