"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2014","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","."
"01/02/2014","52","PM2.5","Truckee-Fire Station","06-057-1001","AQS","36","52"
"01/03/2014","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","."
"01/04/2014","43","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","43","."
"01/05/2014","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","35"
"01/06/2014","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","."
"01/07/2014","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","."
"01/08/2014","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","26"
"01/09/2014","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","."
"01/10/2014","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","."
"01/11/2014","36","PM2.5","Grass Valley-Litton Building","06-057-0005","AQS","31","36"
"01/12/2014","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","."
"01/13/2014","50","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","50","."
"01/14/2014","58","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","58","48"
"01/15/2014","51","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","51","."
"01/16/2014","49","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","49","."
"01/17/2014","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47","45"
"01/18/2014","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47","."
"01/19/2014","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","."
"01/20/2014","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","36"
"01/21/2014","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","."
"01/22/2014","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","."
"01/23/2014","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","23"
"01/24/2014","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","."
"01/25/2014","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","."
"01/26/2014","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","33"
"01/27/2014","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","."
"01/28/2014","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","."
"01/29/2014","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32","13"
"01/30/2014","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32","."
"01/31/2014","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","."
"02/01/2014","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36","35"
"02/02/2014","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33","."
"02/03/2014","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","."
"02/04/2014","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","29"
"02/05/2014","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","."
"02/06/2014","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32","."
"02/07/2014","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","4"
"02/08/2014","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","."
"02/09/2014","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","."
"02/10/2014","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","20"
"02/11/2014","28","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","28","."
"02/12/2014","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33","."
"02/13/2014","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31","17"
"02/14/2014","29","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","29","."
"02/15/2014","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32","."
"02/16/2014","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","17"
