"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2010","60","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","31",".","60"
"01/02/2010","53","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","26",".","53"
"01/03/2010","59","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","17",".","59"
"01/04/2010","76","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","11",".","76"
"01/05/2010","92","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","13","26","92"
"01/06/2010","70","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","6",".","70"
"01/07/2010","55","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","6",".","55"
"01/08/2010","57","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","5","9","57"
"01/09/2010","55","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","6",".","55"
"01/10/2010","57","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","7",".","57"
"01/11/2010","53","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","7",".","53"
"01/12/2010","47","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","27",".","47"
"01/13/2010","51","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","32",".","51"
"01/14/2010","52","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","18","13","52"
"01/15/2010","67","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","13",".","67"
"01/16/2010","72","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","29",".","72"
"01/17/2010","53","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","35",".","53"
"01/18/2010","38","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","38",".","29"
"01/19/2010","40","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","39",".","40"
"01/20/2010","41","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","41","3","27"
"01/21/2010","39","Ozone","Red Bluff-Oak Street","06-103-0005","AQS","39",".","33"
"01/22/2010","34","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","30",".","34"
"01/23/2010","37","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","31",".","37"
"01/24/2010","54","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","31",".","54"
"01/25/2010","45","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","31",".","45"
"01/26/2010","36","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","29","7","36"
"01/27/2010","48","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","29",".","48"
"01/28/2010","58","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","20",".","58"
"01/29/2010","60","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","17",".","60"
"01/30/2010","59","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","30",".","59"
"01/31/2010","53","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","30",".","53"
"02/01/2010","46","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","25","8","46"
"02/02/2010","44","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","26",".","44"
"02/03/2010","66","PM2.5","RED BLUFF-310 S. MAIN STREET","06-103-0006","AQS","27",".","66"
