"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2010","28","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","28","."
"01/02/2010","20","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","20","5"
"01/03/2010","12","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","12","."
"01/04/2010","12","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","12","."
"01/05/2010","12","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","12","."
"01/06/2010","7","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","7","."
"01/07/2010","10","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","10","."
"01/08/2010","20","PM2.5","Lakeport-Lakeport Blvd.","06-033-3001","AQS","17","20"
"01/09/2010","9","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","9","."
"01/10/2010","10","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","10","."
"01/11/2010","28","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","28","."
"01/12/2010","35","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","35","."
"01/13/2010","33","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","33","."
"01/14/2010","19","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","19","11"
"01/15/2010","17","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","17","."
"01/16/2010","29","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","29","."
"01/17/2010","37","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","37","."
"01/18/2010","37","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","37","."
"01/19/2010","37","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","37","."
"01/20/2010","42","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","42","4"
