"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2010","39","Ozone","Simi Valley-Cochran Street","06-111-2002","AQS","39",".",".","22"
"01/02/2010","39","Ozone","Thousand Oaks","06-111-0007","AQS","39","7","10","18"
"01/03/2010","40","Ozone","Thousand Oaks","06-111-0007","AQS","40",".",".","21"
"01/04/2010","36","Ozone","Thousand Oaks","06-111-0007","AQS","36",".",".","30"
"01/05/2010","38","Ozone","Thousand Oaks","06-111-0007","AQS","38",".","15","26"
"01/06/2010","35","NO2","Simi Valley-Cochran Street","06-111-2002","AQS","31",".",".","35"
"01/07/2010","50","NO2","El Rio-Rio Mesa School #2","06-111-3001","AQS","28",".",".","50"
"01/08/2010","35","NO2","El Rio-Rio Mesa School #2","06-111-3001","AQS","33","20","34","35"
"01/09/2010","35","Ozone","Thousand Oaks","06-111-0007","AQS","35",".",".","25"
"01/10/2010","35","Ozone","Thousand Oaks","06-111-0007","AQS","35",".",".","29"
"01/11/2010","36","Ozone","Thousand Oaks","06-111-0007","AQS","36",".","25","34"
"01/12/2010","31","Ozone","Simi Valley-Cochran Street","06-111-2002","AQS","31",".",".","30"
"01/13/2010","40","Ozone","Simi Valley-Cochran Street","06-111-2002","AQS","40",".",".","25"
"01/14/2010","42","Ozone","Thousand Oaks","06-111-0007","AQS","42","15","23","21"
"01/15/2010","40","Ozone","Thousand Oaks","06-111-0007","AQS","40",".",".","35"
"01/16/2010","35","Ozone","Thousand Oaks","06-111-0007","AQS","35",".",".","28"
"01/17/2010","52","PM2.5","Simi Valley-Cochran Street","06-111-2002","AQS","35",".","52","23"
"01/18/2010","39","Ozone","Thousand Oaks","06-111-0007","AQS","39",".",".","13"
"01/19/2010","31","Ozone","Piru - Pacific","06-111-0009","AQS","31",".",".","26"
"01/20/2010","37","Ozone","Thousand Oaks","06-111-0007","AQS","37","10","34","23"
"01/21/2010","44","Ozone","Thousand Oaks","06-111-0007","AQS","44",".",".","12"
"01/22/2010","36","Ozone","Thousand Oaks","06-111-0007","AQS","36",".",".","26"
"01/23/2010","51","PM2.5","Simi Valley-Cochran Street","06-111-2002","AQS","40",".","51","22"
"01/24/2010","38","Ozone","Thousand Oaks","06-111-0007","AQS","38",".",".","22"
"01/25/2010","31","Ozone","Thousand Oaks","06-111-0007","AQS","31",".",".","25"
"01/26/2010","52","PM2.5","Simi Valley-Cochran Street","06-111-2002","AQS","25","18","52","33"
"01/27/2010","34","Ozone","Thousand Oaks","06-111-0007","AQS","34",".",".","18"
