"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM25"
"01/02/2010","74","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","74"
"01/05/2010","88","PM2.5","Quincy-N Church Street","06-063-1006","AQS","88"
"01/08/2010","76","PM2.5","Quincy-N Church Street","06-063-1006","AQS","76"
"01/11/2010","59","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","59"
"01/14/2010","75","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","75"
"01/17/2010","49","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","49"
"01/20/2010","38","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","38"
"01/23/2010","63","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","63"
"01/26/2010","74","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","74"
"01/29/2010","83","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","83"
"02/01/2010","97","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","97"
"02/04/2010","69","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","69"
"02/07/2010","59","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","59"
"02/10/2010","57","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","57"
"02/13/2010","53","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","53"
"02/16/2010","76","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","76"
"02/19/2010","67","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","67"
"02/22/2010","52","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","52"
"02/25/2010","72","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","72"
"02/28/2010","53","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","53"
"03/03/2010","50","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","50"
"03/06/2010","37","PM2.5","Quincy-N Church Street","06-063-1006","AQS","37"
"03/09/2010","33","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","33"
"03/12/2010","35","PM2.5","Quincy-N Church Street","06-063-1006","AQS","35"
"03/15/2010","66","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","66"
"03/18/2010","42","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","42"
"03/21/2010","50","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","50"
"03/24/2010","29","PM2.5","Quincy-N Church Street","06-063-1006","AQS","29"
"03/27/2010","33","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","33"
