"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2010","72","PM2.5","Merced-Coffee","06-047-0003","AQS","21",".","72","14"
"01/02/2010","84","PM2.5","Merced-M Street","06-047-2510","AQS","14","23","84","11"
"01/03/2010","83","PM2.5","Merced-Coffee","06-047-0003","AQS","19",".","83","6"
"01/04/2010","87","PM2.5","Merced-Coffee","06-047-0003","AQS","17",".","87","16"
"01/05/2010","87","PM2.5","Merced-Coffee","06-047-0003","AQS","11",".","87","13"
"01/06/2010","92","PM2.5","Merced-Coffee","06-047-0003","AQS","10",".","92","17"
"01/07/2010","88","PM2.5","Merced-Coffee","06-047-0003","AQS","6",".","88","18"
"01/08/2010","112","PM2.5","Merced-Coffee","06-047-0003","AQS","6","32","112","15"
"01/09/2010","87","PM2.5","Merced-Coffee","06-047-0003","AQS","5",".","87","14"
"01/10/2010","74","PM2.5","Merced-Coffee","06-047-0003","AQS","5",".","74","10"
"01/11/2010","87","PM2.5","Merced-Coffee","06-047-0003","AQS","5",".","87","14"
"01/12/2010","66","PM2.5","Merced-Coffee","06-047-0003","AQS","21",".","66","14"
"01/13/2010","53","PM2.5","Merced-Coffee","06-047-0003","AQS","35",".","53","17"
"01/14/2010","55","PM2.5","Merced-M Street","06-047-2510","AQS","21","19","55","19"
"01/15/2010","92","PM2.5","Merced-Coffee","06-047-0003","AQS","10",".","92","17"
"01/16/2010","110","PM2.5","Merced-Coffee","06-047-0003","AQS","13",".","110","14"
"01/17/2010","67","PM2.5","Merced-M Street","06-047-2510","AQS","31",".","67","7"
"01/18/2010","31","Ozone","Merced-Coffee","06-047-0003","AQS","31",".","30","7"
"01/19/2010","34","Ozone","Merced-Coffee","06-047-0003","AQS","34",".","27","8"
"01/20/2010","33","Ozone","Merced-Coffee","06-047-0003","AQS","33",".","18","5"
"01/21/2010","31","Ozone","Merced-Coffee","06-047-0003","AQS","31",".","14","19"
"01/22/2010","30","Ozone","Merced-Coffee","06-047-0003","AQS","30",".","22","13"
"01/23/2010","33","Ozone","Merced-Coffee","06-047-0003","AQS","33",".","29","22"
"01/24/2010","34","PM2.5","Merced-Coffee","06-047-0003","AQS","20",".","34","16"
"01/25/2010","39","PM2.5","Merced-Coffee","06-047-0003","AQS","20",".","39","13"
"01/26/2010","54","PM2.5","Merced-Coffee","06-047-0003","AQS","16","11","54","22"
"01/27/2010","54","PM2.5","Merced-Coffee","06-047-0003","AQS","21",".","54","14"
"01/28/2010","71","PM2.5","Merced-Coffee","06-047-0003","AQS","19",".","71","21"
"01/29/2010","83","PM2.5","Merced-Coffee","06-047-0003","AQS","20",".","83","23"
"01/30/2010","73","PM2.5","Merced-Coffee","06-047-0003","AQS","34",".","73","18"
"01/31/2010","54","PM2.5","Merced-Coffee","06-047-0003","AQS","24",".","54","18"
"02/01/2010","71","PM2.5","Merced-Coffee","06-047-0003","AQS","22","31","71","26"
"02/02/2010","96","PM2.5","Merced-Coffee","06-047-0003","AQS","18",".","96","18"
"02/03/2010","89","PM2.5","Merced-Coffee","06-047-0003","AQS","18",".","89","12"
"02/04/2010","107","PM2.5","Merced-Coffee","06-047-0003","AQS","30",".","107","14"
"02/05/2010","28","PM2.5","Merced-Coffee","06-047-0003","AQS",".",".","28","."
"02/06/2010","31","Ozone","Merced-Coffee","06-047-0003","AQS","31",".","24","7"
"02/07/2010","47","PM2.5","Merced-Coffee","06-047-0003","AQS","21","10","47","12"
"02/08/2010","56","PM2.5","Merced-Coffee","06-047-0003","AQS",".",".","56","."
"02/09/2010","42","PM2.5","Merced-Coffee","06-047-0003","AQS","32",".","42","27"
"02/10/2010","57","PM2.5","Merced-Coffee","06-047-0003","AQS","21",".","57","20"
"02/11/2010","67","PM2.5","Merced-Coffee","06-047-0003","AQS","23",".","67","19"
"02/12/2010","53","PM2.5","Merced-Coffee","06-047-0003","AQS","31",".","53","29"
"02/13/2010","62","PM2.5","Merced-M Street","06-047-2510","AQS","29","18","62","21"
"02/14/2010","60","PM2.5","Merced-Coffee","06-047-0003","AQS","29",".","60","14"
"02/15/2010","72","PM2.5","Merced-Coffee","06-047-0003","AQS","26",".","72","25"
"02/16/2010","78","PM2.5","Merced-Coffee","06-047-0003","AQS","31",".","78","22"
"02/17/2010","81","PM2.5","Merced-Coffee","06-047-0003","AQS","31",".","81","25"
"02/18/2010","102","PM2.5","Merced-Coffee","06-047-0003","AQS","31",".","102","15"
"02/19/2010","106","PM2.5","Merced-Coffee","06-047-0003","AQS","23","31","106","11"
"02/20/2010","55","PM2.5","Merced-Coffee","06-047-0003","AQS","32",".","55","8"
"02/21/2010","31","PM2.5","Merced-Coffee","06-047-0003","AQS","31",".","31","11"
"02/22/2010","45","PM2.5","Merced-Coffee","06-047-0003","AQS","27",".","45","14"
"02/23/2010","50","PM2.5","Merced-Coffee","06-047-0003","AQS","33",".","50","17"
"02/24/2010","52","PM2.5","Merced-Coffee","06-047-0003","AQS","31",".","52","26"
"02/25/2010","56","PM2.5","Merced-Coffee","06-047-0003","AQS","22","9","56","17"
"02/26/2010","55","PM2.5","Merced-Coffee","06-047-0003","AQS","27",".","55","13"
"02/27/2010","36","Ozone","Merced-Coffee","06-047-0003","AQS","36",".","30","9"
"02/28/2010","51","PM2.5","Merced-Coffee","06-047-0003","AQS","31",".","51","20"
"03/01/2010","60","PM2.5","Merced-Coffee","06-047-0003","AQS","27",".","60","17"
"03/02/2010","54","PM2.5","Merced-Coffee","06-047-0003","AQS","26",".","54","20"
"03/03/2010","31","Ozone","Merced-Coffee","06-047-0003","AQS","31","6","27","12"
"03/04/2010","48","PM2.5","Merced-Coffee","06-047-0003","AQS","37",".","48","27"
"03/05/2010","54","PM2.5","Merced-Coffee","06-047-0003","AQS","32",".","54","27"
"03/06/2010","69","PM2.5","Merced-Coffee","06-047-0003","AQS","25",".","69","11"
"03/07/2010","69","PM2.5","Merced-Coffee","06-047-0003","AQS","34",".","69","14"
"03/08/2010","44","PM2.5","Merced-Coffee","06-047-0003","AQS","32",".","44","17"
"03/09/2010","44","PM2.5","Merced-Coffee","06-047-0003","AQS",".","9","44","."
"03/10/2010","48","PM2.5","Merced-Coffee","06-047-0003","AQS","35",".","48","24"
"03/11/2010","52","PM2.5","Merced-Coffee","06-047-0003","AQS","34",".","52","20"
"03/12/2010","58","PM2.5","Merced-Coffee","06-047-0003","AQS","31",".","58","11"
"03/13/2010","36","Ozone","Merced-Coffee","06-047-0003","AQS","36",".","23","8"
"03/14/2010","38","PM2.5","Merced-Coffee","06-047-0003","AQS","36",".","38","14"
"03/15/2010","60","PM2.5","Merced-Coffee","06-047-0003","AQS","39","19","60","23"
"03/16/2010","58","PM2.5","Merced-Coffee","06-047-0003","AQS","44",".","58","19"
"03/17/2010","78","PM2.5","Merced-Coffee","06-047-0003","AQS","43",".","78","18"
"03/18/2010","59","PM2.5","Merced-Coffee","06-047-0003","AQS","35",".","59","14"
"03/19/2010","67","PM2.5","Merced-Coffee","06-047-0003","AQS","34",".","67","25"
"03/20/2010","75","PM2.5","Merced-Coffee","06-047-0003","AQS","45",".","75","14"
"03/21/2010","62","PM2.5","Merced-Coffee","06-047-0003","AQS","42","22","62","12"
"03/22/2010","50","PM2.5","Merced-Coffee","06-047-0003","AQS","37",".","50","16"
"03/23/2010","58","PM2.5","Merced-Coffee","06-047-0003","AQS","38",".","58","19"
"03/24/2010","70","PM2.5","Merced-Coffee","06-047-0003","AQS","43",".","70","12"
"03/25/2010","42","Ozone","Merced-Coffee","06-047-0003","AQS","42",".","37","25"
"03/26/2010","40","Ozone","Merced-Coffee","06-047-0003","AQS","40",".","38","13"
"03/27/2010","57","PM2.5","Merced-Coffee","06-047-0003","AQS","42","21","57","21"
"03/28/2010","49","Ozone","Merced-Coffee","06-047-0003","AQS","49",".","39","10"
"03/29/2010","33","Ozone","Merced-Coffee","06-047-0003","AQS","33",".","32","18"
"03/30/2010","45","Ozone","Merced-Coffee","06-047-0003","AQS","45",".","38","6"
"03/31/2010","25","PM2.5","Merced-Coffee","06-047-0003","AQS",".",".","25","."
"04/01/2010","45","PM2.5","Merced-Coffee","06-047-0003","AQS","42",".","45","8"
"04/02/2010","37","PM2.5","Merced-Coffee","06-047-0003","AQS","32","11","37","20"
"04/03/2010","47","PM2.5","Merced-Coffee","06-047-0003","AQS","36",".","47","15"
"04/04/2010","39","PM2.5","Merced-Coffee","06-047-0003","AQS","34",".","39","16"
"04/05/2010","49","Ozone","Merced-Coffee","06-047-0003","AQS","49",".","35","21"
"04/06/2010","43","Ozone","Merced-Coffee","06-047-0003","AQS","43",".","37","17"
"04/07/2010","50","PM2.5","Merced-Coffee","06-047-0003","AQS","43",".","50","27"
"04/08/2010","51","PM2.5","Merced-Coffee","06-047-0003","AQS","44","16","51","10"
"04/09/2010","48","PM2.5","Merced-Coffee","06-047-0003","AQS","36",".","48","22"
"04/10/2010","58","PM2.5","Merced-Coffee","06-047-0003","AQS","44",".","58","10"
"04/11/2010","54","PM2.5","Merced-Coffee","06-047-0003","AQS","41",".","54","9"
"04/12/2010","40","PM2.5","Merced-Coffee","06-047-0003","AQS","35",".","40","10"
"04/13/2010","45","Ozone","Merced-Coffee","06-047-0003","AQS","45",".","28","16"
"04/14/2010","53","PM2.5","Merced-Coffee","06-047-0003","AQS","45","13","53","13"
