"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2010","19","Ozone","Madera-Pump Yard","06-039-0004","AQS","19",".",".","19"
"01/02/2010","17","Ozone","Madera-Pump Yard","06-039-0004","AQS","17",".",".","16"
"01/03/2010","21","Ozone","Madera-Pump Yard","06-039-0004","AQS","21",".",".","16"
"01/04/2010","15","Ozone","Madera-Pump Yard","06-039-0004","AQS","15",".",".","13"
"01/05/2010","22","NO2","Madera-Pump Yard","06-039-0004","AQS","7",".",".","22"
"01/06/2010","21","NO2","Madera-Pump Yard","06-039-0004","AQS","7",".",".","21"
"01/07/2010","20","NO2","Madera-Pump Yard","06-039-0004","AQS","3",".",".","20"
"01/08/2010","16","NO2","Madera-Pump Yard","06-039-0004","AQS","8",".",".","16"
"01/09/2010","14","NO2","Madera-Pump Yard","06-039-0004","AQS","4",".",".","14"
"01/10/2010","14","NO2","Madera-Pump Yard","06-039-0004","AQS","9",".",".","14"
"01/11/2010","20","NO2","Madera-Pump Yard","06-039-0004","AQS","5",".",".","20"
"01/12/2010","31","NO2","Madera-Pump Yard","06-039-0004","AQS","19",".",".","31"
"01/13/2010","35","Ozone","Madera-Pump Yard","06-039-0004","AQS","35",".",".","17"
"01/14/2010","23","NO2","Madera-Pump Yard","06-039-0004","AQS","16",".",".","23"
"01/15/2010","25","NO2","Madera-Pump Yard","06-039-0004","AQS","10",".",".","25"
"01/16/2010","25","NO2","Madera-Pump Yard","06-039-0004","AQS","12",".",".","25"
"01/17/2010","26","Ozone","Madera-Pump Yard","06-039-0004","AQS","26",".",".","13"
"01/18/2010","30","Ozone","Madera-Pump Yard","06-039-0004","AQS","30",".",".","20"
"01/19/2010","34","Ozone","Madera-Pump Yard","06-039-0004","AQS","34",".",".","13"
"01/20/2010","36","Ozone","Madera-Pump Yard","06-039-0004","AQS","36",".",".","10"
"01/21/2010","32","Ozone","Madera-Pump Yard","06-039-0004","AQS","32",".",".","16"
"01/22/2010","34","Ozone","Madera-Pump Yard","06-039-0004","AQS","34",".",".","14"
"01/23/2010","35","Ozone","Madera-Pump Yard","06-039-0004","AQS","35",".",".","24"
"01/24/2010","27","Ozone","Madera-Pump Yard","06-039-0004","AQS","27",".",".","16"
"01/25/2010","22","NO2","Madera-Pump Yard","06-039-0004","AQS","21",".",".","22"
"01/26/2010","17","Ozone","Madera-Pump Yard","06-039-0004","AQS","17",".",".","17"
