"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2010","33","PM2.5","Santa Cruz","06-087-0007","AQS","5","17",".","33","5"
"01/02/2010","20","PM2.5","Santa Cruz","06-087-0007","AQS","5","17","13","20","8"
"01/03/2010","26","PM2.5","Santa Cruz","06-087-0007","AQS","5","20",".","26","4"
"01/04/2010","22","PM2.5","Santa Cruz","06-087-0007","AQS","5","19",".","22","6"
"01/05/2010","26","PM2.5","Santa Cruz","06-087-0007","AQS","6","12",".","26","11"
"01/06/2010","34","PM2.5","Santa Cruz","06-087-0007","AQS","6","11",".","34","13"
"01/07/2010","38","PM2.5","Santa Cruz","06-087-0007","AQS","6","9",".","38","19"
"01/08/2010","38","PM2.5","Santa Cruz","06-087-0007","AQS","6","6","19","38","12"
"01/09/2010","36","PM2.5","Santa Cruz","06-087-0007","AQS","7","6",".","36","20"
"01/10/2010","36","PM2.5","Santa Cruz","06-087-0007","AQS","7","15",".","36","12"
"01/11/2010","29","PM2.5","Santa Cruz","06-087-0007","AQS","5",".",".","29","8"
"01/12/2010","26","Ozone","Santa Cruz","06-087-0007","AQS","3","26",".","22","4"
"01/13/2010","27","Ozone","Santa Cruz","06-087-0007","AQS","5","27",".","25","4"
"01/14/2010","26","PM2.5","Santa Cruz","06-087-0007","AQS","5","23","14","26","4"
"01/15/2010","33","PM2.5","Santa Cruz","06-087-0007","AQS","5","10",".","33","7"
"01/16/2010","32","PM2.5","Santa Cruz","06-087-0007","AQS","5","30",".","32","4"
"01/17/2010","31","Ozone","Santa Cruz","06-087-0007","AQS","5","31",".","28","2"
"01/18/2010","40","Ozone","Santa Cruz","06-087-0007","AQS","6","40",".","36","8"
"01/19/2010","37","Ozone","Santa Cruz","06-087-0007","AQS","6","37",".","33","2"
"01/20/2010","44","Ozone","Santa Cruz","06-087-0007","AQS",".","44","19","30","."
"01/21/2010","30","Ozone","Santa Cruz","06-087-0007","AQS","5","30",".","20","5"
"01/22/2010","32","Ozone","Santa Cruz","06-087-0007","AQS","3","32",".","18","4"
"01/23/2010","31","Ozone","Santa Cruz","06-087-0007","AQS","3","31",".","23","3"
"01/24/2010","38","PM2.5","Santa Cruz","06-087-0007","AQS","3","23",".","38","3"
"01/25/2010","29","PM2.5","Santa Cruz","06-087-0007","AQS","3","26",".","29","5"
"01/26/2010","19","Ozone","Santa Cruz","06-087-0007","AQS","5","19","6","17","4"
"01/27/2010","26","PM2.5","Santa Cruz","06-087-0007","AQS","5","23",".","26","3"
"01/28/2010","43","PM2.5","Santa Cruz","06-087-0007","AQS","5","16",".","43","5"
"01/29/2010","33","PM2.5","Santa Cruz","06-087-0007","AQS","5","32",".","33","4"
"01/30/2010","31","Ozone","Santa Cruz","06-087-0007","AQS","3","31",".","26","3"
"01/31/2010","29","Ozone","Santa Cruz","06-087-0007","AQS","3","29",".","26","3"
"02/01/2010","30","PM2.5","Santa Cruz","06-087-0007","AQS","3","24","12","30","5"
"02/02/2010","35","PM2.5","Santa Cruz","06-087-0007","AQS","5",".",".","35","8"
"02/03/2010","27","Ozone","Santa Cruz","06-087-0007","AQS","3","27",".","26","6"
"02/04/2010","31","Ozone","Santa Cruz","06-087-0007","AQS","7","31",".","27","26"
"02/05/2010","36","Ozone","Santa Cruz","06-087-0007","AQS","7","36",".","12","3"
"02/06/2010","32","Ozone","Santa Cruz","06-087-0007","AQS","3","32",".","14","2"
"02/07/2010","31","Ozone","Santa Cruz","06-087-0007","AQS","3","31","9","17","1"
"02/08/2010","31","Ozone","Santa Cruz","06-087-0007","AQS","5","31",".","18","4"
"02/09/2010","33","Ozone","Santa Cruz","06-087-0007","AQS","6","33",".","13","3"
"02/10/2010","25","PM2.5","Santa Cruz","06-087-0007","AQS","3","24",".","25","7"
"02/11/2010","36","PM2.5","Santa Cruz","06-087-0007","AQS","5","27",".","36","6"
"02/12/2010","30","PM2.5","Santa Cruz","06-087-0007","AQS","3","27",".","30","3"
"02/13/2010","37","PM2.5","Santa Cruz","06-087-0007","AQS","5","26","15","37","4"
"02/14/2010","47","PM2.5","Santa Cruz","06-087-0007","AQS","5","26",".","47","5"
"02/15/2010","48","PM2.5","Santa Cruz","06-087-0007","AQS","5","26",".","48","8"
"02/16/2010","32","PM2.5","Santa Cruz","06-087-0007","AQS","5","19",".","32","5"
"02/17/2010","29","PM2.5","Santa Cruz","06-087-0007","AQS","5","27",".","29","11"
"02/18/2010","29","Ozone","Santa Cruz","06-087-0007","AQS","5","29",".","27","5"
"02/19/2010","34","Ozone","Santa Cruz","06-087-0007","AQS","5","34","9","25","3"
"02/20/2010","31","Ozone","Santa Cruz","06-087-0007","AQS","3","31",".","16","2"
"02/21/2010","20","PM2.5","Santa Cruz","06-087-0007","AQS","5",".",".","20","3"
"02/22/2010","28","Ozone","Santa Cruz","06-087-0007","AQS","5","28",".","21","5"
"02/23/2010","33","PM2.5","Santa Cruz","06-087-0007","AQS","5","29",".","33","4"
"02/24/2010","26","Ozone","Santa Cruz","06-087-0007","AQS","5","26",".","20","."
"02/25/2010","30","Ozone","Santa Cruz","06-087-0007","AQS","3","30","12","23","3"
"02/26/2010","39","Ozone","Santa Cruz","06-087-0007","AQS","5","39",".","20","3"
"02/27/2010","36","Ozone","Santa Cruz","06-087-0007","AQS","5","36",".","18","4"
"02/28/2010","32","Ozone","Santa Cruz","06-087-0007","AQS","5","32",".","29","2"
"03/01/2010","37","Ozone","Santa Cruz","06-087-0007","AQS","5","37",".","26","5"
"03/02/2010","35","Ozone","Santa Cruz","06-087-0007","AQS","3","35",".","23","2"
"03/03/2010","34","Ozone","Santa Cruz","06-087-0007","AQS","5","34","6","22","4"
"03/04/2010","35","Ozone","Santa Cruz","06-087-0007","AQS","5","35",".","11","4"
"03/05/2010","37","Ozone","Santa Cruz","06-087-0007","AQS","5","37",".","26","4"
"03/06/2010","30","PM2.5","Santa Cruz","06-087-0007","AQS","5","27",".","30","4"
"03/07/2010","33","Ozone","Santa Cruz","06-087-0007","AQS","6","33",".","32","2"
"03/08/2010","37","Ozone","Santa Cruz","06-087-0007","AQS","5","37",".","21","2"
"03/09/2010","35","Ozone","Santa Cruz","06-087-0007","AQS","5","35","7","15","2"
"03/10/2010","34","Ozone","Santa Cruz","06-087-0007","AQS","5","34",".","18","3"
"03/11/2010","37","Ozone","Santa Cruz","06-087-0007","AQS","6","37",".","17","4"
"03/12/2010","27","Ozone","Santa Cruz","06-087-0007","AQS","6","27",".",".","4"
"03/13/2010","34","Ozone","Santa Cruz","06-087-0007","AQS","5","34",".","12","3"
"03/14/2010","32","Ozone","Santa Cruz","06-087-0007","AQS","5","32",".","21","3"
"03/15/2010","40","Ozone","Santa Cruz","06-087-0007","AQS","5","40","10","17","."
"03/16/2010","41","Ozone","Santa Cruz","06-087-0007","AQS",".","41",".","30","8"
"03/17/2010","46","PM2.5","Santa Cruz","06-087-0007","AQS","3","39",".","46","6"
"03/18/2010","38","PM2.5","Santa Cruz","06-087-0007","AQS","5","26",".","38","9"
"03/19/2010","43","Ozone","Santa Cruz","06-087-0007","AQS","3","43",".","25","8"
"03/20/2010","40","Ozone","Santa Cruz","06-087-0007","AQS","5","40",".","24","4"
"03/21/2010","39","PM2.5","Santa Cruz","06-087-0007","AQS","5","35","18","39","3"
"03/22/2010","36","Ozone","Santa Cruz","06-087-0007","AQS","3","36",".","28","3"
"03/23/2010","36","PM2.5","Santa Cruz","06-087-0007","AQS","5","35",".","36","5"
"03/24/2010","41","Ozone","Santa Cruz","06-087-0007","AQS","3","41",".","30","3"
"03/25/2010","35","Ozone","Santa Cruz","06-087-0007","AQS","5","35",".","10","3"
"03/26/2010","20","PM2.5","Santa Cruz","06-087-0007","AQS","5",".",".","20","4"
"03/27/2010","25","PM2.5","Santa Cruz","06-087-0007","AQS","5",".","14","25","5"
"03/28/2010","21","PM2.5","Santa Cruz","06-087-0007","AQS","5",".",".","21","3"
"03/29/2010","33","Ozone","Santa Cruz","06-087-0007","AQS","5","33",".","14","5"
"03/30/2010","44","Ozone","Santa Cruz","06-087-0007","AQS","5","44",".","16","2"
"03/31/2010","42","Ozone","Santa Cruz","06-087-0007","AQS","5","42",".","7","3"
"04/01/2010","38","Ozone","Santa Cruz","06-087-0007","AQS","5","38",".","10","2"
"04/02/2010","32","Ozone","Santa Cruz","06-087-0007","AQS","5","32","8","13","4"
"04/03/2010","35","Ozone","Santa Cruz","06-087-0007","AQS","5","35",".","15","2"
"04/04/2010","42","Ozone","Santa Cruz","06-087-0007","AQS","5","42",".","23","3"
"04/05/2010","44","Ozone","Santa Cruz","06-087-0007","AQS","5","44",".","11","3"
"04/06/2010","40","Ozone","Santa Cruz","06-087-0007","AQS","5","40",".","18","3"
"04/07/2010","43","Ozone","Santa Cruz","06-087-0007","AQS","5","43",".","33","4"
"04/08/2010","40","PM2.5","Santa Cruz","06-087-0007","AQS","3","37","17","40","2"
"04/09/2010","46","PM2.5","Santa Cruz","06-087-0007","AQS","3","41",".","46","5"
"04/10/2010","54","PM2.5","Santa Cruz","06-087-0007","AQS","3",".",".","54","2"
