"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2010","19","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","19",".","."
"01/02/2010","30","PM2.5","San Andreas-Gold Strike Road","06-009-0001","AQS","16","10","30"
"01/03/2010","18","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","18",".","."
"01/04/2010","18","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","18",".","."
"01/05/2010","12","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","12",".","."
"01/06/2010","9","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","9",".","."
"01/07/2010","7","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","7",".","."
"01/08/2010","40","PM2.5","San Andreas-Gold Strike Road","06-009-0001","AQS","6","9","40"
"01/09/2010","5","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","5",".","."
"01/10/2010","6","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","6",".","."
"01/11/2010","19","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","19",".","."
"01/12/2010","31","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","31",".","."
"01/13/2010","36","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","36",".","."
"01/14/2010","25","PM2.5","San Andreas-Gold Strike Road","06-009-0001","AQS","19","11","25"
"01/15/2010","21","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","21",".","."
"01/16/2010","20","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","20",".","."
"01/17/2010","31","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","31",".","."
"01/18/2010","37","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","37",".","."
"01/19/2010","38","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","38",".","."
"01/20/2010","38","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","38",".","."
"01/21/2010","35","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","35",".","."
"01/22/2010","31","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","31","3","8"
"01/23/2010","31","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","31",".","."
"01/24/2010","30","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","30",".","."
"01/25/2010","29","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","29",".","."
"01/26/2010","21","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","21","6","13"
"01/27/2010","15","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","15",".","."
"01/28/2010","24","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","24",".","."
"01/29/2010","27","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","27",".","."
"01/30/2010","35","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","35",".","."
"01/31/2010","28","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","28",".","."
"02/01/2010","31","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","31","7","26"
"02/02/2010","23","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","23",".","."
"02/03/2010","33","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","33",".","."
"02/04/2010","37","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","37",".","."
"02/05/2010","32","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","32",".","."
"02/06/2010","36","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","36",".","."
"02/07/2010","28","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","28","8","19"
"02/08/2010","25","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","25",".","."
"02/09/2010","31","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","31",".","."
"02/10/2010","26","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","26",".","."
"02/11/2010","26","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","26",".","."
"02/12/2010","31","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","31",".","."
"02/13/2010","31","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","31","8","26"
"02/14/2010","29","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","29",".","."
"02/15/2010","31","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","31",".","."
"02/16/2010","31","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","31",".","."
"02/17/2010","28","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","28",".","."
"02/18/2010","30","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","30",".","."
"02/19/2010","48","PM2.5","San Andreas-Gold Strike Road","06-009-0001","AQS","25","17","48"
"02/20/2010","31","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","31",".","."
"02/21/2010","31","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","31",".","."
"02/22/2010","28","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","28",".","."
"02/23/2010","40","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","40",".","."
"02/24/2010","34","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","34",".","."
"02/25/2010","28","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","28","6","13"
"02/26/2010","31","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","31",".","."
"02/27/2010","35","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","35",".","."
"02/28/2010","28","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","28",".","."
"03/01/2010","31","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","31",".","."
"03/02/2010","32","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","32",".","."
"03/03/2010","36","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","36","3","4"
"03/04/2010","38","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","38",".","."
"03/05/2010","36","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","36",".","."
"03/06/2010","38","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","38",".","."
"03/07/2010","35","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","35",".","."
"03/08/2010","40","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","40",".","."
"03/09/2010","33","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","33","6","19"
"03/10/2010","35","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","35",".","."
"03/11/2010","33","Ozone","San Andreas-Gold Strike Road","06-009-0001","AQS","33",".","."
