"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM10","PM25"
"03/30/2010","17","PM2.5","Redwood NP","06-015-0002","AQS",".","17"
"04/02/2010","20","PM2.5","Redwood NP","06-015-0002","AQS","20","20"
"04/05/2010","12","PM2.5","Redwood NP","06-015-0002","AQS",".","12"
"04/08/2010","15","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","15","13"
"04/11/2010","15","PM2.5","Redwood NP","06-015-0002","AQS",".","15"
"04/14/2010","16","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","16","15"
"04/17/2010","13","PM2.5","Redwood NP","06-015-0002","AQS",".","13"
"04/20/2010","12","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","12","7"
"04/23/2010","24","PM2.5","Redwood NP","06-015-0002","AQS",".","24"
"04/26/2010","22","PM2.5","Redwood NP","06-015-0002","AQS","22","22"
"04/29/2010","7","PM2.5","Redwood NP","06-015-0002","AQS",".","7"
"05/02/2010","11","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","11","9"
"05/05/2010","10","PM2.5","Redwood NP","06-015-0002","AQS",".","10"
"05/08/2010","18","PM2.5","Redwood NP","06-015-0002","AQS","11","18"
"05/11/2010","12","PM2.5","Redwood NP","06-015-0002","AQS",".","12"
"05/14/2010","15","PM2.5","Redwood NP","06-015-0002","AQS","12","15"
"05/17/2010","10","PM2.5","Redwood NP","06-015-0002","AQS",".","10"
"05/20/2010","16","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","16","15"
"05/23/2010","7","PM2.5","Redwood NP","06-015-0002","AQS",".","7"
"05/26/2010","8","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","8","."
"06/01/2010","7","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","7","."
"06/07/2010","7","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","7","."
"06/10/2010","19","PM2.5","Redwood NP","06-015-0002","AQS",".","19"
"06/13/2010","28","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","28","11"
"06/19/2010","10","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","10","."
"06/25/2010","7","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","7","6"
"06/28/2010","6","PM2.5","Redwood NP","06-015-0002","AQS",".","6"
"07/01/2010","12","PM2.5","Redwood NP","06-015-0002","AQS","9","12"
"07/04/2010","32","PM2.5","Redwood NP","06-015-0002","AQS",".","32"
"07/07/2010","20","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","20","3"
"07/10/2010","13","PM2.5","Redwood NP","06-015-0002","AQS",".","13"
"07/13/2010","37","PM2.5","Redwood NP","06-015-0002","AQS","31","37"
"07/19/2010","27","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","27","."
"07/22/2010","18","PM2.5","Redwood NP","06-015-0002","AQS",".","18"
"07/25/2010","6","PM2.5","Redwood NP","06-015-0002","AQS","4","6"
"07/28/2010","4","PM2.5","Redwood NP","06-015-0002","AQS",".","4"
"07/31/2010","7","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","7","."
"08/06/2010","8","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","8","2"
"08/09/2010","2","PM2.5","Redwood NP","06-015-0002","AQS",".","2"
"08/12/2010","3","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","3","2"
"08/15/2010","2","PM2.5","Redwood NP","06-015-0002","AQS",".","2"
"08/18/2010","7","PM2.5","Redwood NP","06-015-0002","AQS","6","7"
"08/21/2010","10","PM2.5","Redwood NP","06-015-0002","AQS",".","10"
"08/24/2010","52","PM2.5","Redwood NP","06-015-0002","AQS","34","52"
"08/27/2010","17","PM2.5","Redwood NP","06-015-0002","AQS",".","17"
"08/30/2010","7","PM2.5","Redwood NP","06-015-0002","AQS","6","7"
"09/02/2010","10","PM2.5","Redwood NP","06-015-0002","AQS",".","10"
"09/05/2010","22","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","22","19"
"09/08/2010","5","PM2.5","Redwood NP","06-015-0002","AQS",".","5"
"09/11/2010","9","PM2.5","Redwood NP","06-015-0002","AQS","7","9"
"09/14/2010","2","PM2.5","Redwood NP","06-015-0002","AQS",".","2"
"09/17/2010","4","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","4","3"
"09/20/2010","8","PM2.5","Redwood NP","06-015-0002","AQS",".","8"
"09/23/2010","12","PM2.5","Redwood NP","06-015-0002","AQS","10","12"
"09/26/2010","15","PM2.5","Redwood NP","06-015-0002","AQS",".","15"
"09/29/2010","27","PM2.5","Redwood NP","06-015-0002","AQS",".","27"
"10/02/2010","2","PM2.5","Redwood NP","06-015-0002","AQS",".","2"
"10/05/2010","18","PM2.5","Redwood NP","06-015-0002","AQS",".","18"
"10/08/2010","15","PM2.5","Redwood NP","06-015-0002","AQS",".","15"
"10/11/2010","32","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","32","17"
"10/14/2010","26","PM2.5","Redwood NP","06-015-0002","AQS",".","26"
"10/17/2010","19","PM2.5","Redwood NP","06-015-0002","AQS","12","19"
"10/23/2010","17","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","17","8"
"10/29/2010","15","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","15","."
"11/04/2010","18","PM2.5","Redwood NP","06-015-0002","AQS","5","18"
"11/07/2010","5","PM2.5","Redwood NP","06-015-0002","AQS",".","5"
"11/10/2010","12","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","12","10"
"11/13/2010","25","PM2.5","Redwood NP","06-015-0002","AQS",".","25"
"11/16/2010","30","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","30","18"
"11/19/2010","6","PM2.5","Redwood NP","06-015-0002","AQS",".","6"
"11/22/2010","7","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","7","4"
"11/25/2010","8","PM2.5","Redwood NP","06-015-0002","AQS",".","8"
"11/28/2010","7","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","7","5"
"12/01/2010","2","PM2.5","Redwood NP","06-015-0002","AQS",".","2"
"12/04/2010","12","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","12","7"
"12/07/2010","13","PM2.5","Redwood NP","06-015-0002","AQS",".","13"
"12/10/2010","9","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","9","3"
"12/13/2010","2","PM2.5","Redwood NP","06-015-0002","AQS",".","2"
"12/16/2010","6","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","6","5"
"12/19/2010","6","PM2.5","Redwood NP","06-015-0002","AQS",".","6"
"12/22/2010","7","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","7","3"
"12/25/2010","7","PM2.5","Redwood NP","06-015-0002","AQS",".","7"
"12/28/2010","10","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","10","1"
"12/31/2010","2","PM2.5","Redwood NP","06-015-0002","AQS",".","2"
