"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM25","NO2"
"03/20/2010","50","PM2.5","Redwood City","06-081-1001","AQS","9","31","50","28"
"03/21/2010","38","PM2.5","Redwood City","06-081-1001","AQS","7","31","38","18"
"03/22/2010","33","Ozone","Redwood City","06-081-1001","AQS","10","33","31","26"
"03/23/2010","38","Ozone","Redwood City","06-081-1001","AQS","11","38","30","27"
"03/24/2010","39","Ozone","Redwood City","06-081-1001","AQS","8","39","34","23"
"03/25/2010","38","Ozone","Redwood City","06-081-1001","AQS","8","38","18","26"
"03/26/2010","33","Ozone","Redwood City","06-081-1001","AQS","9","33","22","29"
"03/27/2010","42","Ozone","Redwood City","06-081-1001","AQS","8","42","28","21"
"03/28/2010","42","Ozone","Redwood City","06-081-1001","AQS","7","42","35","21"
"03/29/2010","34","Ozone","Redwood City","06-081-1001","AQS","6","34","14","20"
"03/30/2010","46","Ozone","Redwood City","06-081-1001","AQS","6","46","26","13"
"03/31/2010","42","Ozone","Redwood City","06-081-1001","AQS","6","42","15","32"
"04/01/2010","39","Ozone","Redwood City","06-081-1001","AQS","6","39","20","26"
"04/02/2010","34","Ozone","Redwood City","06-081-1001","AQS","6","34","28","33"
"04/03/2010","39","Ozone","Redwood City","06-081-1001","AQS","5","39","37","23"
"04/04/2010","39","Ozone","Redwood City","06-081-1001","AQS","5","39","23","13"
"04/05/2010","43","Ozone","Redwood City","06-081-1001","AQS","6","43","24","30"
"04/06/2010","37","Ozone","Redwood City","06-081-1001","AQS","7","37","26","27"
"04/07/2010","34","Ozone","Redwood City","06-081-1001","AQS","8","34","32","26"
"04/08/2010","51","PM2.5","Redwood City","06-081-1001","AQS","6","39","51","24"
"04/09/2010","44","PM2.5","Redwood City","06-081-1001","AQS","7","36","44","30"
"04/10/2010","46","PM2.5","Redwood City","06-081-1001","AQS","3","44","46","18"
"04/11/2010","44","Ozone","Redwood City","06-081-1001","AQS","3","44","28","8"
"04/12/2010","44","Ozone","Redwood City","06-081-1001","AQS","3","44","26","15"
"04/13/2010","38","PM2.5","Redwood City","06-081-1001","AQS","5","38","38","33"
"04/14/2010","38","Ozone","Redwood City","06-081-1001","AQS","6","38","31","22"
"04/15/2010","38","Ozone","Redwood City","06-081-1001","AQS","7","38","31","27"
"04/16/2010","35","Ozone","Redwood City","06-081-1001","AQS","6","35","26","25"
"04/17/2010","39","Ozone","Redwood City","06-081-1001","AQS","3","39","27","13"
"04/18/2010","47","Ozone","Redwood City","06-081-1001","AQS",".","47","30","17"
"04/19/2010","41","Ozone","Redwood City","06-081-1001","AQS","5","41","28","25"
"04/20/2010","43","Ozone","Redwood City","06-081-1001","AQS","5","43","16","18"
"04/21/2010","37","PM2.5","Redwood City","06-081-1001","AQS","3","34","37","21"
"04/22/2010","36","Ozone","Redwood City","06-081-1001","AQS","7","36","34","22"
"04/23/2010","55","PM2.5","Redwood City","06-081-1001","AQS","7","39","55","21"
"04/24/2010","41","PM2.5","Redwood City","06-081-1001","AQS","5","35","41","15"
"04/25/2010","49","Ozone","Redwood City","06-081-1001","AQS","5","49","45","20"
"04/26/2010","37","Ozone","Redwood City","06-081-1001","AQS","7","37","33","31"
"04/27/2010","37","Ozone","Redwood City","06-081-1001","AQS","3","37",".","11"
"04/28/2010","42","Ozone","Redwood City","06-081-1001","AQS","5","42",".","21"
"04/29/2010","36","Ozone","Redwood City","06-081-1001","AQS","5","36",".","29"
"04/30/2010","34","Ozone","Redwood City","06-081-1001","AQS","6","34",".","21"
"05/01/2010","31","Ozone","Redwood City","06-081-1001","AQS","6","31","29","13"
"05/02/2010","46","Ozone","Redwood City","06-081-1001","AQS",".","46","28","26"
"05/03/2010","39","PM2.5","Redwood City","06-081-1001","AQS","7","25","39","25"
"05/04/2010","38","Ozone","Redwood City","06-081-1001","AQS","5","38","20","14"
"05/05/2010","41","Ozone","Redwood City","06-081-1001","AQS","3","41","32","12"
"05/06/2010","41","Ozone","Redwood City","06-081-1001","AQS","6","41","14","27"
"05/07/2010","35","Ozone","Redwood City","06-081-1001","AQS","6","35","20","22"
