"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2010","62","PM2.5","Yuba City","06-101-0003","AQS","19",".","62","15"
"01/02/2010","53","PM2.5","Yuba City","06-101-0003","AQS","19","9","53","16"
"01/03/2010","59","PM2.5","Yuba City","06-101-0003","AQS","12",".","59","22"
"01/04/2010","49","PM2.5","Yuba City","06-101-0003","AQS","10",".","49","12"
"01/05/2010","57","PM2.5","Yuba City","06-101-0003","AQS","5",".","57","17"
"01/06/2010","70","PM2.5","Yuba City","06-101-0003","AQS","3",".","70","19"
"01/07/2010","64","PM2.5","Yuba City","06-101-0003","AQS","3",".","64","16"
"01/08/2010","71","PM2.5","Yuba City","06-101-0003","AQS","2","18","71","17"
"01/09/2010","51","PM2.5","Yuba City","06-101-0003","AQS","1",".","51","11"
"01/10/2010","34","PM2.5","Yuba City","06-101-0003","AQS","3",".","34","11"
"01/11/2010","57","PM2.5","Yuba City","06-101-0003","AQS","4",".","57","16"
"01/12/2010","45","PM2.5","Yuba City","06-101-0003","AQS","20",".","45","15"
"01/13/2010","27","Ozone","Yuba City","06-101-0003","AQS","27",".","25","24"
"01/14/2010","32","PM2.5","Yuba City","06-101-0003","AQS","12","12","32","19"
"01/15/2010","62","PM2.5","Yuba City","06-101-0003","AQS","7",".","62","23"
"01/16/2010","68","PM2.5","Yuba City","06-101-0003","AQS","11",".","68","17"
"01/17/2010","67","PM2.5","Yuba City","06-101-0003","AQS","29",".","67","13"
"01/18/2010","32","Ozone","Yuba City","06-101-0003","AQS","32",".","3","8"
"01/19/2010","32","Ozone","Yuba City","06-101-0003","AQS","32",".","12","6"
"01/20/2010","32","Ozone","Yuba City","06-101-0003","AQS","32","3","8","5"
"01/21/2010","25","Ozone","Yuba City","06-101-0003","AQS","25",".","12","22"
"01/22/2010","25","Ozone","Yuba City","06-101-0003","AQS","25",".","13","19"
"01/23/2010","27","Ozone","Yuba City","06-101-0003","AQS","27",".","20","16"
"01/24/2010","30","PM2.5","Yuba City","06-101-0003","AQS","20",".","30","23"
"01/25/2010","32","PM2.5","Yuba City","06-101-0003","AQS","18",".","32","22"
"01/26/2010","20","Ozone","Yuba City","06-101-0003","AQS","20","5","16","14"
"01/27/2010","21","NO2","Yuba City","06-101-0003","AQS","12",".","18","21"
"01/28/2010","63","PM2.5","Yuba City","06-101-0003","AQS","14",".","63","25"
"01/29/2010","68","PM2.5","Yuba City","06-101-0003","AQS","14",".","68","16"
"01/30/2010","40","PM2.5","Yuba City","06-101-0003","AQS","29",".","40","27"
"01/31/2010","35","PM2.5","Yuba City","06-101-0003","AQS","23",".","35","26"
"02/01/2010","38","PM2.5","Yuba City","06-101-0003","AQS","18","13","38","18"
"02/02/2010","34","PM2.5","Yuba City","06-101-0003","AQS","12",".","34","17"
"02/03/2010","46","PM2.5","Yuba City","06-101-0003","AQS","27",".","46","29"
"02/04/2010","66","PM2.5","Yuba City","06-101-0003","AQS","11",".","66","16"
"02/05/2010","20","PM2.5","Yuba City","06-101-0003","AQS","13",".","20","18"
"02/06/2010","12","Ozone","Yuba City","06-101-0003","AQS","12",".","10","8"
"02/07/2010","24","PM2.5","Yuba City","06-101-0003","AQS","13","6","24","22"
"02/08/2010","23","PM2.5","Yuba City","06-101-0003","AQS","12",".","23","21"
"02/09/2010","21","NO2","Yuba City","06-101-0003","AQS","13",".","16","21"
"02/10/2010","26","PM2.5","Yuba City","06-101-0003","AQS","13",".","26","15"
"02/11/2010","32","PM2.5","Yuba City","06-101-0003","AQS","14",".","32","10"
"02/12/2010","48","PM2.5","Yuba City","06-101-0003","AQS","14",".","48","21"
"02/13/2010","30","PM2.5","Yuba City","06-101-0003","AQS","15","10","30","28"
"02/14/2010","33","PM2.5","Yuba City","06-101-0003","AQS","17",".","33","16"
"02/15/2010","28","NO2","Yuba City","06-101-0003","AQS","17",".","25","28"
"02/16/2010","45","PM2.5","Yuba City","06-101-0003","AQS","16",".","45","29"
"02/17/2010","58","PM2.5","Yuba City","06-101-0003","AQS","17",".","58","31"
"02/18/2010","52","PM2.5","Yuba City","06-101-0003","AQS","18",".","52","25"
"02/19/2010","66","PM2.5","Yuba City","06-101-0003","AQS","15","24","66","12"
"02/20/2010","46","PM2.5","Yuba City","06-101-0003","AQS","14",".","46","13"
"02/21/2010","19","NO2","Yuba City","06-101-0003","AQS","13",".","16","19"
"02/22/2010","29","NO2","Yuba City","06-101-0003","AQS","17",".","25","29"
"02/23/2010","35","PM2.5","Yuba City","06-101-0003","AQS","12",".","35","20"
"02/24/2010","17","PM2.5","Yuba City","06-101-0003","AQS","15",".","17","16"
"02/25/2010","26","PM2.5","Yuba City","06-101-0003","AQS","19","6","26","11"
"02/26/2010","23","PM2.5","Yuba City","06-101-0003","AQS","17",".","23","15"
"02/27/2010","31","NO2","Yuba City","06-101-0003","AQS","24",".","25","31"
"02/28/2010","34","PM2.5","Yuba City","06-101-0003","AQS","18",".","34","20"
"03/01/2010","47","PM2.5","Yuba City","06-101-0003","AQS","22",".","47","17"
"03/02/2010","22","Ozone","Yuba City","06-101-0003","AQS","22",".","20","11"
"03/03/2010","27","Ozone","Yuba City","06-101-0003","AQS","27","5","13","23"
"03/04/2010","35","NO2","Yuba City","06-101-0003","AQS","29",".","27","35"
"03/05/2010","26","Ozone","Yuba City","06-101-0003","AQS","26",".","22","17"
"03/06/2010","24","PM2.5","Yuba City","06-101-0003","AQS","17",".","24","23"
"03/07/2010","28","PM2.5","Yuba City","06-101-0003","AQS","26",".","28","17"
"03/08/2010","30","Ozone","Yuba City","06-101-0003","AQS","30",".","10","9"
"03/09/2010","24","Ozone","Yuba City","06-101-0003","AQS","24","6","13","19"
"03/10/2010","36","NO2","Yuba City","06-101-0003","AQS","28",".","22","36"
"03/11/2010","29","Ozone","Yuba City","06-101-0003","AQS","29",".","20","21"
"03/12/2010","29","PM2.5","Yuba City","06-101-0003","AQS","25",".","29","10"
"03/13/2010","31","Ozone","Yuba City","06-101-0003","AQS","31",".","9","17"
"03/14/2010","31","Ozone","Yuba City","06-101-0003","AQS","31",".","12","23"
"03/15/2010","39","NO2","Yuba City","06-101-0003","AQS","33","14","26","39"
"03/16/2010","32","Ozone","Yuba City","06-101-0003","AQS","32",".","27","26"
"03/17/2010","42","NO2","Yuba City","06-101-0003","AQS","32",".","30","42"
"03/18/2010","31","Ozone","Yuba City","06-101-0003","AQS","31",".","11","15"
"03/19/2010","35","Ozone","Yuba City","06-101-0003","AQS","35",".","28","12"
"03/20/2010","57","PM2.5","Yuba City","06-101-0003","AQS","37",".","57","22"
"03/21/2010","53","PM2.5","Yuba City","06-101-0003","AQS","32",".","53","24"
"03/22/2010","38","PM2.5","Yuba City","06-101-0003","AQS","36",".","38","8"
"03/23/2010","34","Ozone","Yuba City","06-101-0003","AQS","34",".","27","8"
"03/24/2010","39","PM2.5","Yuba City","06-101-0003","AQS","36",".","39","15"
"03/25/2010","31","Ozone","Yuba City","06-101-0003","AQS","31","17","20","8"
"03/26/2010","32","Ozone","Yuba City","06-101-0003","AQS","32",".","27","25"
"03/27/2010","53","PM2.5","Yuba City","06-101-0003","AQS","32","14","53","18"
"03/28/2010","42","Ozone","Yuba City","06-101-0003","AQS","42",".","35","9"
"03/29/2010","31","Ozone","Yuba City","06-101-0003","AQS","31",".","25","6"
"03/30/2010","36","Ozone","Yuba City","06-101-0003","AQS","36",".","28","8"
"03/31/2010","33","Ozone","Yuba City","06-101-0003","AQS","33",".","18","6"
"04/01/2010","35","Ozone","Yuba City","06-101-0003","AQS","35",".","25","15"
"04/02/2010","29","PM2.5","Yuba City","06-101-0003","AQS","26","6","29","9"
"04/03/2010","34","PM2.5","Yuba City","06-101-0003","AQS","31",".","34","19"
"04/04/2010","36","PM2.5","Yuba City","06-101-0003","AQS","30",".","36","9"
"04/05/2010","34","Ozone","Yuba City","06-101-0003","AQS","34",".","20","9"
"04/06/2010","33","PM2.5","Yuba City","06-101-0003","AQS","32",".","33","24"
"04/07/2010","35","PM2.5","Yuba City","06-101-0003","AQS","31",".","35","20"
"04/08/2010","38","PM2.5","Yuba City","06-101-0003","AQS","37","12","38","17"
"04/09/2010","31","Ozone","Yuba City","06-101-0003","AQS","31",".","30","28"
