"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2010","66","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","25",".","66","25"
"01/02/2010","63","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","24","16","63","25"
"01/03/2010","62","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","26",".","62","22"
"01/04/2010","64","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","30",".","64","24"
"01/05/2010","83","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","23",".","83","25"
"01/06/2010","107","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","16",".","107","23"
"01/07/2010","87","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","10",".","87","23"
"01/08/2010","77","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","13","19","77","20"
"01/09/2010","58","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","15",".","58","18"
"01/10/2010","56","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","22",".","56","20"
"01/11/2010","54","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","19",".","54","15"
"01/12/2010","50","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31",".","50","17"
"01/13/2010","37","Ozone","Roseville-N Sunrise Ave","06-061-0006","AQS","37",".","31","29"
"01/14/2010","38","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","20","14","38","27"
"01/15/2010","61","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","17",".","61","23"
"01/16/2010","87","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31",".","87","24"
"01/17/2010","70","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","38",".","70","17"
"01/18/2010","42","Ozone","Roseville-N Sunrise Ave","06-061-0006","AQS","42",".","11","8"
"01/19/2010","43","Ozone","Roseville-N Sunrise Ave","06-061-0006","AQS","43",".","10","5"
"01/20/2010","43","Ozone","Roseville-N Sunrise Ave","06-061-0006","AQS","43","6","7","5"
"01/21/2010","37","NO2","Roseville-N Sunrise Ave","06-061-0006","AQS","35",".","15","37"
"01/22/2010","33","Ozone","Roseville-N Sunrise Ave","06-061-0006","AQS","33",".","26","23"
"01/23/2010","36","Ozone","Roseville-N Sunrise Ave","06-061-0006","AQS","36",".","21","15"
