"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2010","88","PM2.5","Turlock","06-099-0006","AQS","11","19",".","88","20"
"01/02/2010","84","PM2.5","Modesto-14th Street","06-099-0005","AQS","14","11","22","84","12"
"01/03/2010","76","PM2.5","Turlock","06-099-0006","AQS","6","19",".","76","10"
"01/04/2010","86","PM2.5","Turlock","06-099-0006","AQS","6","18",".","86","20"
"01/05/2010","96","PM2.5","Modesto-14th Street","06-099-0005","AQS","6","14",".","96","19"
"01/06/2010","95","PM2.5","Turlock","06-099-0006","AQS","7","9",".","95","18"
"01/07/2010","102","PM2.5","Turlock","06-099-0006","AQS","8","6",".","102","19"
"01/08/2010","112","PM2.5","Modesto-14th Street","06-099-0005","AQS","6","5","32","112","15"
"01/09/2010","79","PM2.5","Turlock","06-099-0006","AQS","7","6",".","79","15"
"01/10/2010","70","PM2.5","Turlock","06-099-0006","AQS","7","7",".","70","16"
"01/11/2010","87","PM2.5","Modesto-14th Street","06-099-0005","AQS","6","7",".","87","15"
"01/12/2010","73","PM2.5","Turlock","06-099-0006","AQS","6","21",".","73","20"
"01/13/2010","38","PM2.5","Turlock","06-099-0006","AQS","7","33",".","38","22"
"01/14/2010","57","PM2.5","Turlock","06-099-0006","AQS","7","19","20","57","22"
"01/15/2010","87","PM2.5","Turlock","06-099-0006","AQS","10","12",".","87","20"
"01/16/2010","108","PM2.5","Turlock","06-099-0006","AQS","10","13",".","108","17"
"01/17/2010","84","PM2.5","Modesto-14th Street","06-099-0005","AQS","9","29",".","84","12"
"01/18/2010","31","Ozone","Turlock","06-099-0006","AQS","6","31",".","16","8"
"01/19/2010","32","Ozone","Turlock","06-099-0006","AQS","6","32",".","11","10"
"01/20/2010","34","Ozone","Modesto-14th Street","06-099-0005","AQS","6","34","6","21","8"
"01/21/2010","28","Ozone","Modesto-14th Street","06-099-0005","AQS","2","28","8","13","."
"01/22/2010","26","Ozone","Modesto-14th Street","06-099-0005","AQS","3","26",".","17","15"
"01/23/2010","47","PM2.5","Modesto-14th Street","06-099-0005","AQS","9","30",".","47","27"
"01/24/2010","50","PM2.5","Turlock","06-099-0006","AQS","9","19",".","50","17"
"01/25/2010","60","PM2.5","Turlock","06-099-0006","AQS","7","16",".","60","14"
"01/26/2010","50","PM2.5","Modesto-14th Street","06-099-0005","AQS","6","16","12","50","22"
"01/27/2010","38","PM2.5","Turlock","06-099-0006","AQS","7","21",".","38","20"
"01/28/2010","65","PM2.5","Turlock","06-099-0006","AQS","7","17",".","65","25"
"01/29/2010","91","PM2.5","Modesto-14th Street","06-099-0005","AQS","8","20",".","91","18"
"01/30/2010","56","PM2.5","Turlock","06-099-0006","AQS","7","35",".","56","24"
"01/31/2010","65","PM2.5","Turlock","06-099-0006","AQS","9","15",".","65","25"
"02/01/2010","82","PM2.5","Modesto-14th Street","06-099-0005","AQS","11","21","28","82","28"
"02/02/2010","77","PM2.5","Turlock","06-099-0006","AQS","7","11",".","77","21"
"02/03/2010","79","PM2.5","Turlock","06-099-0006","AQS","10","28",".","79","25"
"02/04/2010","113","PM2.5","Turlock","06-099-0006","AQS","6","30",".","113","15"
"02/05/2010","29","Ozone","Turlock","06-099-0006","AQS","3","29",".","23","10"
"02/06/2010","30","Ozone","Turlock","06-099-0006","AQS","3","30",".","23","12"
"02/07/2010","42","PM2.5","Modesto-14th Street","06-099-0005","AQS","6","27","14","42","20"
"02/08/2010","47","PM2.5","Turlock","06-099-0006","AQS","8","21",".","47","16"
"02/09/2010","33","Ozone","Modesto-14th Street","06-099-0005","AQS","3","33",".","15","21"
"02/10/2010","53","PM2.5","Turlock","06-099-0006","AQS","5","21",".","53","25"
"02/11/2010","61","PM2.5","Turlock","06-099-0006","AQS","6","24",".","61","16"
"02/12/2010","56","PM2.5","Turlock","06-099-0006","AQS","7","26",".","56","27"
"02/13/2010","59","PM2.5","Turlock","06-099-0006","AQS","9","29","18","59","18"
"02/14/2010","58","PM2.5","Turlock","06-099-0006","AQS","7","28",".","58","29"
"02/15/2010","59","PM2.5","Turlock","06-099-0006","AQS","7","23",".","59","20"
"02/16/2010","66","PM2.5","Turlock","06-099-0006","AQS","7","19",".","66","25"
"02/17/2010","71","PM2.5","Turlock","06-099-0006","AQS","11","26",".","71","33"
"02/18/2010","102","PM2.5","Turlock","06-099-0006","AQS","8","28",".","102","20"
"02/19/2010","78","PM2.5","Turlock","06-099-0006","AQS","7","21","28","78","17"
"02/20/2010","31","Ozone","Modesto-14th Street","06-099-0005","AQS","5","31",".","30","24"
"02/21/2010","30","Ozone","Modesto-14th Street","06-099-0005","AQS","5","30",".","14","13"
"02/22/2010","33","PM2.5","Modesto-14th Street","06-099-0005","AQS","5","25",".","33","25"
"02/23/2010","38","PM2.5","Turlock","06-099-0006","AQS","3","36",".","38","17"
"02/24/2010","32","Ozone","Modesto-14th Street","06-099-0005","AQS","6","32",".","23","25"
