"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2010","96","PM2.5","Visalia-Church","06-107-2002","AQS","34",".","96","19"
"01/02/2010","92","PM2.5","Visalia-Church","06-107-2002","AQS","34","28","92","16"
"01/03/2010","74","PM2.5","Visalia-Church","06-107-2002","AQS","34",".","74","22"
"01/04/2010","54","PM2.5","Visalia-Church","06-107-2002","AQS","34",".","54","18"
"01/05/2010","66","PM2.5","Visalia-Church","06-107-2002","AQS","34",".","66","21"
"01/06/2010","75","PM2.5","Visalia-Church","06-107-2002","AQS","32",".","75","20"
"01/07/2010","72","PM2.5","Visalia-Church","06-107-2002","AQS","31",".","72","16"
"01/08/2010","93","PM2.5","Visalia-Church","06-107-2002","AQS","30","30","93","20"
"01/09/2010","70","PM2.5","Visalia-Church","06-107-2002","AQS","28",".","70","17"
"01/10/2010","72","PM2.5","Visalia-Church","06-107-2002","AQS","31",".","72","16"
"01/11/2010","82","PM2.5","Visalia-Church","06-107-2002","AQS","34",".","82","."
"01/12/2010","64","PM2.5","Visalia-Church","06-107-2002","AQS","33",".","64","36"
"01/13/2010","42","PM2.5","Visalia-Church","06-107-2002","AQS","32",".","42","33"
"01/14/2010","69","PM2.5","Visalia-Church","06-107-2002","AQS","32","25","69","24"
"01/15/2010","70","PM2.5","Visalia-Church","06-107-2002","AQS","33",".","70","35"
"01/16/2010","64","PM2.5","Visalia-Church","06-107-2002","AQS","37",".","64","37"
"01/17/2010","52","PM2.5","Visalia-Church","06-107-2002","AQS","34",".","52","19"
"01/18/2010","37","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","37",".","13","31"
"01/19/2010","34","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","34",".","8","23"
"01/20/2010","37","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","37","6","17","25"
"01/21/2010","37","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","37",".","3","33"
"01/22/2010","36","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","36",".","7","29"
"01/23/2010","37","NO2","Visalia-Church","06-107-2002","AQS","33",".","26","37"
"01/24/2010","33","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","33",".","21","24"
"01/25/2010","41","PM2.5","Visalia-Church","06-107-2002","AQS","26",".","41","30"
"01/26/2010","61","PM2.5","Visalia-Church","06-107-2002","AQS","29","20","61","26"
"01/27/2010","61","PM2.5","Visalia-Church","06-107-2002","AQS","22",".","61","18"
"01/28/2010","59","PM2.5","Visalia-Church","06-107-2002","AQS","37",".","59","30"
"01/29/2010","65","PM2.5","Visalia-Church","06-107-2002","AQS","37",".","65","40"
"01/30/2010","38","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","38",".","26","24"
"01/31/2010","58","PM2.5","Visalia-Church","06-107-2002","AQS","36",".","58","34"
"02/01/2010","71","PM2.5","Visalia-Church","06-107-2002","AQS","35","31","71","32"
"02/02/2010","90","PM2.5","Visalia-Church","06-107-2002","AQS","37",".","90","."
"02/03/2010","100","PM2.5","Visalia-Church","06-107-2002","AQS","34",".","100","."
"02/04/2010","83","PM2.5","Visalia-Church","06-107-2002","AQS","36",".","83","."
"02/05/2010","31","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","31",".","18","22"
"02/06/2010","35","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","35",".","22","27"
"02/07/2010","46","PM2.5","Visalia-Church","06-107-2002","AQS","33","10","46","25"
"02/08/2010","33","PM2.5","Visalia-Church","06-107-2002","AQS","28",".","33","27"
"02/09/2010","30","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","30",".","20","28"
"02/10/2010","61","PM2.5","Visalia-Church","06-107-2002","AQS","33",".","61","28"
"02/11/2010","43","PM2.5","Visalia-Church","06-107-2002","AQS","33",".","43","30"
"02/12/2010","44","PM2.5","Visalia-Church","06-107-2002","AQS","33",".","44","32"
"02/13/2010","67","PM2.5","Visalia-Church","06-107-2002","AQS","40","26","67","29"
"02/14/2010","91","PM2.5","Visalia-Church","06-107-2002","AQS","40",".","91","29"
"02/15/2010","90","PM2.5","Visalia-Church","06-107-2002","AQS","39",".","90","34"
"02/16/2010","95","PM2.5","Visalia-Church","06-107-2002","AQS","37",".","95","28"
"02/17/2010","106","PM2.5","Visalia-Church","06-107-2002","AQS","36",".","106","35"
"02/18/2010","89","PM2.5","Visalia-Church","06-107-2002","AQS","43",".","89","38"
"02/19/2010","68","PM2.5","Visalia-Church","06-107-2002","AQS","36","29","68","26"
"02/20/2010","53","PM2.5","Visalia-Church","06-107-2002","AQS","31",".","53","21"
"02/21/2010","31","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","31",".","10","16"
"02/22/2010","42","PM2.5","Visalia-Church","06-107-2002","AQS","37",".","42","25"
"02/23/2010","37","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","37",".","26","21"
"02/24/2010","28","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","28",".","17","17"
"02/25/2010","48","PM2.5","Visalia-Church","06-107-2002","AQS","28","15","48","21"
"02/26/2010","42","PM2.5","Visalia-Church","06-107-2002","AQS","31",".","42","21"
"02/27/2010","36","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","36",".","10","19"
"02/28/2010","46","PM2.5","Visalia-Church","06-107-2002","AQS","31",".","46","23"
"03/01/2010","31","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","31",".","24","28"
"03/02/2010","33","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","33",".","31","18"
