"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2010","137","PM2.5","3425 N FIRST ST, FRESNO","06-019-0008","AQS","14","19","1",".","137","32"
"01/02/2010","110","PM2.5","3425 N FIRST ST, FRESNO","06-019-0008","AQS","16","16","1","29","110","20"
"01/03/2010","99","PM2.5","3425 N FIRST ST, FRESNO","06-019-0008","AQS","9","21","1",".","99","22"
"01/04/2010","75","PM2.5","Tranquillity","06-019-2009","AQS","9","19","0",".","75","23"
"01/05/2010","89","PM2.5","Fresno-Pacific","06-019-5025","AQS","6","19","1",".","89","23"
"01/06/2010","111","PM2.5","3425 N FIRST ST, FRESNO","06-019-0008","AQS","9","17","1",".","111","21"
"01/07/2010","121","PM2.5","3425 N FIRST ST, FRESNO","06-019-0008","AQS","13","11","1",".","121","21"
"01/08/2010","134","PM2.5","3425 N FIRST ST, FRESNO","06-019-0008","AQS","7","12","0","44","134","22"
"01/09/2010","99","PM2.5","Clovis-Villa","06-019-5001","AQS","9","7","1",".","99","21"
"01/10/2010","88","PM2.5","Clovis-Villa","06-019-5001","AQS","6","11","0",".","88","22"
"01/11/2010","92","PM2.5","3425 N FIRST ST, FRESNO","06-019-0008","AQS","15","16","1",".","92","26"
"01/12/2010","62","PM2.5","3425 N FIRST ST, FRESNO","06-019-0008","AQS","15","22","1",".","62","42"
"01/13/2010","54","PM2.5","Clovis-Villa","06-019-5001","AQS","13","36","0",".","54","38"
"01/14/2010","70","PM2.5","3425 N FIRST ST, FRESNO","06-019-0008","AQS","7","27","0","21","70","25"
"01/15/2010","89","PM2.5","3425 N FIRST ST, FRESNO","06-019-0008","AQS","11","17","1","32","89","30"
"01/16/2010","92","PM2.5","3425 N FIRST ST, FRESNO","06-019-0008","AQS","11","28","1",".","92","28"
"01/17/2010","61","PM2.5","3425 N FIRST ST, FRESNO","06-019-0008","AQS","8","31","1",".","61","18"
"01/18/2010","48","PM2.5","Huron","06-019-2008","AQS","5","36","0",".","48","29"
"01/19/2010","37","Ozone","Tranquillity","06-019-2009","AQS","5","37","0",".","18","14"
"01/20/2010","40","Ozone","Tranquillity","06-019-2009","AQS","3","40","0","19","19","15"
"01/21/2010","37","Ozone","Tranquillity","06-019-2009","AQS","6","37","0",".","16","35"
"01/22/2010","39","Ozone","Tranquillity","06-019-2009","AQS","6","39","0",".","30","33"
"01/23/2010","64","PM2.5","3425 N FIRST ST, FRESNO","06-019-0008","AQS","14","36","1",".","64","33"
"01/24/2010","59","PM2.5","3425 N FIRST ST, FRESNO","06-019-0008","AQS","15","28","1",".","59","27"
"01/25/2010","59","PM2.5","Tranquillity","06-019-2009","AQS","9","20","1",".","59","22"
"01/26/2010","57","PM2.5","Tranquillity","06-019-2009","AQS","5","20","1","19","57","23"
"01/27/2010","61","PM2.5","3425 N FIRST ST, FRESNO","06-019-0008","AQS","8","28","0",".","61","22"
"01/28/2010","83","PM2.5","3425 N FIRST ST, FRESNO","06-019-0008","AQS","9","26","0",".","83","36"
"01/29/2010","78","PM2.5","3425 N FIRST ST, FRESNO","06-019-0008","AQS","10","31","1",".","78","30"
"01/30/2010","53","PM2.5","3425 N FIRST ST, FRESNO","06-019-0008","AQS","7","37","0",".","53","29"
"01/31/2010","67","PM2.5","3425 N FIRST ST, FRESNO","06-019-0008","AQS","8","32","1",".","67","27"
"02/01/2010","72","PM2.5","3425 N FIRST ST, FRESNO","06-019-0008","AQS","9","30","1","30","72","34"
"02/02/2010","96","PM2.5","3425 N FIRST ST, FRESNO","06-019-0008","AQS","15","23","1",".","96","27"
"02/03/2010","103","PM2.5","3425 N FIRST ST, FRESNO","06-019-0008","AQS","9","28","0",".","103","25"
