"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2010","46","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","46",".","13"
"01/02/2010","44","PM10","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","44","44","40"
"01/03/2010","55","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","44",".","55"
"01/04/2010","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44",".","34"
"01/05/2010","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44",".","41"
"01/06/2010","39","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","39",".","32"
"01/07/2010","36","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","36",".","17"
"01/08/2010","36","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","36","27","20"
"01/09/2010","33","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","33",".","22"
"01/10/2010","37","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","37",".","26"
"01/11/2010","43","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","43",".","21"
"01/12/2010","35","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS",".",".","35"
"01/13/2010","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44",".","27"
"01/14/2010","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44","43","32"
"01/15/2010","43","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","43",".","33"
"01/16/2010","50","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","46",".","50"
"01/17/2010","45","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","45",".","30"
"01/18/2010","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44",".","28"
"01/19/2010","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44",".","38"
"01/20/2010","56","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS",".",".","56"
"01/21/2010","46","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","46",".","39"
"01/22/2010","46","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","42",".","46"
"01/23/2010","43","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","43",".","35"
"01/24/2010","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44",".","42"
"01/25/2010","58","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","43",".","58"
"01/26/2010","42","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","42","10","40"
"01/27/2010","46","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","46",".","37"
"01/28/2010","49","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","49",".","35"
"01/29/2010","46","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","46",".","26"
"01/30/2010","45","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","45",".","40"
"01/31/2010","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44",".","42"
"02/01/2010","45","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","45",".","32"
"02/02/2010","46","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","46",".","26"
"02/03/2010","46","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","46","19","38"
"02/04/2010","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44",".","39"
"02/05/2010","42","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","42",".","30"
"02/06/2010","43","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","43",".","33"
"02/07/2010","42","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","42","9","38"
"02/08/2010","38","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","38",".","28"
"02/09/2010","37","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","37","7","34"
"02/10/2010","40","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","40",".","30"
"02/11/2010","38","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","38",".","32"
"02/12/2010","44","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","44",".","33"
"02/13/2010","63","PM10","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","46","63","50"
"02/14/2010","48","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","48",".","45"
"02/15/2010","50","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","48",".","50"
"02/16/2010","45","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","40",".","45"
"02/17/2010","52","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","45",".","52"
"02/18/2010","46","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","46",".","41"
"02/19/2010","45","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","45","31","38"
"02/20/2010","40","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","40",".","30"
"02/21/2010","40","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","40",".","36"
"02/22/2010","49","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","49",".","34"
"02/23/2010","47","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","47",".","32"
"02/24/2010","52","PM2.5","Yosemite NP-Yosemite Village Vistor Center","06-043-1001","AQS","40",".","52"
"02/25/2010","42","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","42","11","17"
"02/26/2010","41","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","41",".","25"
"02/27/2010","45","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","45",".","28"
"02/28/2010","41","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","41",".","30"
"03/01/2010","43","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","43",".","27"
"03/02/2010","43","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","43",".","33"
"03/03/2010","48","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","48","5","22"
"03/04/2010","47","Ozone","Yosemite NP - Turtleback Dome","06-043-0003","AQS","47",".","22"
