"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/02/2010","19","Ozone","Yreka","06-093-2001","AQS","19","10","5"
"01/03/2010","9","Ozone","Yreka","06-093-2001","AQS","9",".","."
"01/04/2010","8","Ozone","Yreka","06-093-2001","AQS","8",".","."
"01/05/2010","61","PM2.5","Yreka","06-093-2001","AQS","6",".","61"
"01/06/2010","4","Ozone","Yreka","06-093-2001","AQS","4",".","."
"01/07/2010","6","Ozone","Yreka","06-093-2001","AQS","6",".","."
"01/08/2010","47","PM2.5","Yreka","06-093-2001","AQS","6","16","47"
"01/09/2010","7","Ozone","Yreka","06-093-2001","AQS","7",".","."
"01/10/2010","6","Ozone","Yreka","06-093-2001","AQS","6",".","."
"01/11/2010","31","Ozone","Yreka","06-093-2001","AQS","31",".","5"
"01/12/2010","22","Ozone","Yreka","06-093-2001","AQS","22",".","."
"01/13/2010","27","Ozone","Yreka","06-093-2001","AQS","27",".","."
"01/14/2010","37","PM2.5","Yreka","06-093-2001","AQS","17",".","37"
"01/15/2010","25","Ozone","Yreka","06-093-2001","AQS","25",".","."
"01/16/2010","33","Ozone","Yreka","06-093-2001","AQS","33",".","."
"01/17/2010","29","Ozone","Yreka","06-093-2001","AQS","29","16","2"
"01/18/2010","30","Ozone","Yreka","06-093-2001","AQS","30",".","."
"01/19/2010","30","Ozone","Yreka","06-093-2001","AQS","30",".","."
"01/20/2010","31","Ozone","Yreka","06-093-2001","AQS","31","9","19"
"01/21/2010","20","Ozone","Yreka","06-093-2001","AQS","20",".","."
"01/22/2010","28","Ozone","Yreka","06-093-2001","AQS","28",".","."
"01/23/2010","25","Ozone","Yreka","06-093-2001","AQS","25",".","3"
"01/24/2010","18","Ozone","Yreka","06-093-2001","AQS","18",".","."
"01/25/2010","20","Ozone","Yreka","06-093-2001","AQS","20",".","."
"01/26/2010","19","PM2.5","Yreka","06-093-2001","AQS","19","9","19"
"01/27/2010","21","Ozone","Yreka","06-093-2001","AQS","21",".","."
"01/28/2010","18","Ozone","Yreka","06-093-2001","AQS","18",".","."
"01/29/2010","19","Ozone","Yreka","06-093-2001","AQS","19",".","7"
"01/30/2010","22","Ozone","Yreka","06-093-2001","AQS","22",".","."
"01/31/2010","26","Ozone","Yreka","06-093-2001","AQS","26",".","."
"02/01/2010","21","Ozone","Yreka","06-093-2001","AQS","21","8","20"
"02/02/2010","19","Ozone","Yreka","06-093-2001","AQS","19",".","."
"02/03/2010","23","Ozone","Yreka","06-093-2001","AQS","23",".","."
"02/04/2010","23","Ozone","Yreka","06-093-2001","AQS","23",".","4"
"02/05/2010","29","Ozone","Yreka","06-093-2001","AQS","29",".","."
"02/06/2010","29","Ozone","Yreka","06-093-2001","AQS","29",".","."
"02/07/2010","24","Ozone","Yreka","06-093-2001","AQS","24","6","4"
"02/08/2010","23","Ozone","Yreka","06-093-2001","AQS","23",".","."
