"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2010","21","Ozone","Sonora-Barretta Street","06-109-0005","AQS","21","."
"01/02/2010","24","Ozone","Sonora-Barretta Street","06-109-0005","AQS","24","."
"01/03/2010","22","Ozone","Sonora-Barretta Street","06-109-0005","AQS","22","."
"01/04/2010","29","Ozone","Sonora-Barretta Street","06-109-0005","AQS","29","."
"01/05/2010","16","Ozone","Sonora-Barretta Street","06-109-0005","AQS","16","."
"01/06/2010","14","Ozone","Sonora-Barretta Street","06-109-0005","AQS","14","."
"01/07/2010","12","Ozone","Sonora-Barretta Street","06-109-0005","AQS","12","."
"01/08/2010","21","Ozone","Sonora-Barretta Street","06-109-0005","AQS","21","."
"01/09/2010","21","Ozone","Sonora-Barretta Street","06-109-0005","AQS","21","."
"01/10/2010","19","Ozone","Sonora-Barretta Street","06-109-0005","AQS","19","."
"01/11/2010","34","Ozone","Sonora-Barretta Street","06-109-0005","AQS","34","."
"01/12/2010","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"01/13/2010","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"01/14/2010","28","Ozone","Sonora-Barretta Street","06-109-0005","AQS","28","."
"01/15/2010","29","Ozone","Sonora-Barretta Street","06-109-0005","AQS","29","."
"01/16/2010","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"01/17/2010","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"01/18/2010","40","Ozone","Sonora-Barretta Street","06-109-0005","AQS","40","."
"01/19/2010","42","Ozone","Sonora-Barretta Street","06-109-0005","AQS","42","."
"01/20/2010","42","Ozone","Sonora-Barretta Street","06-109-0005","AQS","42","."
"01/21/2010","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"01/22/2010","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"01/23/2010","32","Ozone","Sonora-Barretta Street","06-109-0005","AQS","32","."
"01/24/2010","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"01/25/2010","32","Ozone","Sonora-Barretta Street","06-109-0005","AQS","32","."
"01/26/2010","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"01/27/2010","24","Ozone","Sonora-Barretta Street","06-109-0005","AQS","24","."
"01/28/2010","25","Ozone","Sonora-Barretta Street","06-109-0005","AQS","25","."
"01/29/2010","30","Ozone","Sonora-Barretta Street","06-109-0005","AQS","30","."
"01/30/2010","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"01/31/2010","32","Ozone","Sonora-Barretta Street","06-109-0005","AQS","32","."
"02/01/2010","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"02/02/2010","36","Ozone","Sonora-Barretta Street","06-109-0005","AQS","36","."
"02/03/2010","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"02/04/2010","39","Ozone","Sonora-Barretta Street","06-109-0005","AQS","39","."
"02/05/2010","36","Ozone","Sonora-Barretta Street","06-109-0005","AQS","36","."
"02/06/2010","36","Ozone","Sonora-Barretta Street","06-109-0005","AQS","36","."
"02/07/2010","29","Ozone","Sonora-Barretta Street","06-109-0005","AQS","29","."
"02/08/2010","25","Ozone","Sonora-Barretta Street","06-109-0005","AQS","25","."
"02/09/2010","32","Ozone","Sonora-Barretta Street","06-109-0005","AQS","32","."
"02/10/2010","28","Ozone","Sonora-Barretta Street","06-109-0005","AQS","28","."
"02/11/2010","25","Ozone","Sonora-Barretta Street","06-109-0005","AQS","25","."
"02/12/2010","32","Ozone","Sonora-Barretta Street","06-109-0005","AQS","32","."
"02/13/2010","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"02/14/2010","29","Ozone","Sonora-Barretta Street","06-109-0005","AQS","29","."
"02/15/2010","30","Ozone","Sonora-Barretta Street","06-109-0005","AQS","30","."
"02/16/2010","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"02/17/2010","30","Ozone","Sonora-Barretta Street","06-109-0005","AQS","30","."
"02/18/2010","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"02/19/2010","28","Ozone","Sonora-Barretta Street","06-109-0005","AQS","28","."
"02/20/2010","32","Ozone","Sonora-Barretta Street","06-109-0005","AQS","32","."
"02/21/2010","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"02/22/2010","32","Ozone","Sonora-Barretta Street","06-109-0005","AQS","32","."
"02/23/2010","41","Ozone","Sonora-Barretta Street","06-109-0005","AQS","41","."
"02/24/2010","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"02/25/2010","29","Ozone","Sonora-Barretta Street","06-109-0005","AQS","29","."
"02/26/2010","34","Ozone","Sonora-Barretta Street","06-109-0005","AQS","34","."
"02/27/2010","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"02/28/2010","30","Ozone","Sonora-Barretta Street","06-109-0005","AQS","30","."
"03/01/2010","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"03/02/2010","34","Ozone","Sonora-Barretta Street","06-109-0005","AQS","34","."
"03/03/2010","36","Ozone","Sonora-Barretta Street","06-109-0005","AQS","36","."
"03/04/2010","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"03/05/2010","35","Ozone","Sonora-Barretta Street","06-109-0005","AQS","35","."
"03/06/2010","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"03/07/2010","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"03/08/2010","39","Ozone","Sonora-Barretta Street","06-109-0005","AQS","39","."
