"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2010","31","Ozone","Jacobs","06-023-1004","AQS","5","31","3",".",".","16"
"01/02/2010","71","PM2.5","Eureka I Street","06-023-1002","AQS","8","19","3","54","71","18"
"01/03/2010","12","NO2","Jacobs","06-023-1004","AQS",".","10","3",".",".","12"
"01/04/2010","17","NO2","Jacobs","06-023-1004","AQS","7","8","3",".",".","17"
"01/05/2010","52","PM2.5","Jacobs","06-023-1004","AQS","6","8","3","35","52","18"
"01/06/2010","14","NO2","Jacobs","06-023-1004","AQS","6","6","3",".",".","14"
"01/07/2010","13","NO2","Jacobs","06-023-1004","AQS","5","5","3",".",".","13"
"01/08/2010","44","PM2.5","Jacobs","06-023-1004","AQS","5","13","3","36","44","13"
"01/09/2010","5","CO","Jacobs","06-023-1004","AQS","5",".",".",".",".","."
"01/10/2010","27","Ozone","Jacobs","06-023-1004","AQS",".","27",".",".",".","."
"01/11/2010","28","Ozone","Jacobs","06-023-1004","AQS","3","28","4","5","9","0"
"01/12/2010","37","Ozone","Jacobs","06-023-1004","AQS","2","37","4",".",".","5"
"01/13/2010","36","Ozone","Jacobs","06-023-1004","AQS","5","36","4",".",".","10"
"01/14/2010","43","PM2.5","Eureka I Street","06-023-1002","AQS","6","15","4","27","43","14"
"01/15/2010","35","Ozone","Jacobs","06-023-1004","AQS","6","35","4",".",".","10"
"01/16/2010","34","Ozone","Jacobs","06-023-1004","AQS","3","34","4",".",".","5"
"01/17/2010","36","Ozone","Jacobs","06-023-1004","AQS",".","36","4","6","10","0"
"01/18/2010","36","Ozone","Jacobs","06-023-1004","AQS","2","36","4",".",".","2"
"01/19/2010","35","Ozone","Jacobs","06-023-1004","AQS","2","35","4",".",".","1"
"01/20/2010","38","Ozone","Jacobs","06-023-1004","AQS",".","38","4","3","6","0"
"01/21/2010","35","Ozone","Jacobs","06-023-1004","AQS","5","35","4",".",".","11"
"01/22/2010","31","Ozone","Jacobs","06-023-1004","AQS","6","31","4",".",".","14"
"01/23/2010","33","Ozone","Jacobs","06-023-1004","AQS","7","33","4","8",".","10"
"01/24/2010","35","Ozone","Jacobs","06-023-1004","AQS",".","35","4",".",".","0"
"01/25/2010","27","Ozone","Jacobs","06-023-1004","AQS","6","27","4",".",".","22"
"01/26/2010","28","Ozone","Jacobs","06-023-1004","AQS","6","28","4","11","24","21"
"01/27/2010","12","NO2","Jacobs","06-023-1004","AQS","8","10","4",".",".","12"
"01/28/2010","15","Ozone","Jacobs","06-023-1004","AQS","9","15","4",".",".","14"
"01/29/2010","45","PM2.5","Jacobs","06-023-1004","AQS","9","25","4","30","45","13"
"01/30/2010","31","Ozone","Jacobs","06-023-1004","AQS","7","31","4",".",".","15"
"01/31/2010","19","Ozone","Jacobs","06-023-1004","AQS",".","19","4",".",".","9"
"02/01/2010","31","Ozone","Jacobs","06-023-1004","AQS","7","31","4","6","11","4"
"02/02/2010","28","Ozone","Jacobs","06-023-1004","AQS","6","28","4",".",".","11"
"02/03/2010","30","Ozone","Jacobs","06-023-1004","AQS","5","30","4",".",".","4"
"02/04/2010","33","Ozone","Jacobs","06-023-1004","AQS","5","33","4","6","7","1"
"02/05/2010","35","Ozone","Jacobs","06-023-1004","AQS","5","35","4",".",".","1"
"02/06/2010","32","Ozone","Jacobs","06-023-1004","AQS","5","32","4",".",".","9"
"02/07/2010","35","PM2.5","Jacobs","06-023-1004","AQS",".","34","4","22","35","6"
"02/08/2010","24","Ozone","Jacobs","06-023-1004","AQS","6","24","4",".",".","8"
"02/09/2010","20","Ozone","Jacobs","06-023-1004","AQS","7","20","4",".",".","8"
"02/10/2010","30","Ozone","Jacobs","06-023-1004","AQS","7","30","4","12","23","5"
"02/11/2010","33","Ozone","Jacobs","06-023-1004","AQS","5","33","4",".",".","0"
"02/12/2010","36","Ozone","Jacobs","06-023-1004","AQS","6","36","4",".",".","6"
"02/13/2010","55","PM10","Eureka I Street","06-023-1002","AQS","7","28","4","55","53","16"
"02/14/2010","29","Ozone","Jacobs","06-023-1004","AQS",".","29","4",".",".","4"
"02/15/2010","19","Ozone","Jacobs","06-023-1004","AQS","6","19","4",".",".","9"
"02/16/2010","26","PM2.5","Jacobs","06-023-1004","AQS",".","25",".","18","26","."
"02/17/2010","13","Ozone","Jacobs","06-023-1004","AQS",".","13","4",".",".","."
"02/18/2010","13","Ozone","Jacobs","06-023-1004","AQS","6","13","4",".",".","7"
"02/19/2010","19","Ozone","Jacobs","06-023-1004","AQS","6","19","4","10","14","4"
"02/20/2010","21","Ozone","Jacobs","06-023-1004","AQS","7","21","4",".",".","8"
"02/21/2010","30","Ozone","Jacobs","06-023-1004","AQS",".","30","4",".",".","8"
"02/22/2010","43","PM2.5","Jacobs","06-023-1004","AQS","8","21","4","22","43","13"
"02/23/2010","35","Ozone","Jacobs","06-023-1004","AQS","8","35","4",".",".","5"
"02/24/2010","34","Ozone","Jacobs","06-023-1004","AQS","5","34","4",".",".","6"
"02/25/2010","29","Ozone","Jacobs","06-023-1004","AQS","7","29","4","6","14","12"
"02/26/2010","36","Ozone","Jacobs","06-023-1004","AQS","6","36","4",".",".","3"
"02/27/2010","39","Ozone","Jacobs","06-023-1004","AQS","7","39","4",".",".","8"
"02/28/2010","31","Ozone","Jacobs","06-023-1004","AQS",".","31","4","16","26","7"
"03/01/2010","31","Ozone","Jacobs","06-023-1004","AQS","7","31","4",".",".","9"
"03/02/2010","34","Ozone","Jacobs","06-023-1004","AQS","6","34","4",".",".","4"
"03/03/2010","39","Ozone","Jacobs","06-023-1004","AQS","3","39","4","13","24","10"
"03/04/2010","41","Ozone","Jacobs","06-023-1004","AQS","5","41","4",".",".","10"
"03/05/2010","32","Ozone","Jacobs","06-023-1004","AQS","5","32","4",".",".","9"
"03/06/2010","42","PM2.5","Jacobs","06-023-1004","AQS","5","19","4","25","42","8"
"03/07/2010","39","Ozone","Jacobs","06-023-1004","AQS",".","39","4",".",".","4"
"03/08/2010","38","Ozone","Jacobs","06-023-1004","AQS","3","38","4",".",".","6"
"03/09/2010","33","Ozone","Jacobs","06-023-1004","AQS",".","33",".","11","23","8"
"03/10/2010","37","Ozone","Jacobs","06-023-1004","AQS",".","37",".",".",".","8"
"03/11/2010","34","Ozone","Jacobs","06-023-1004","AQS","3","34","4",".",".","2"
"03/12/2010","36","Ozone","Jacobs","06-023-1004","AQS","2","36","4","13","14","5"
"03/13/2010","35","Ozone","Jacobs","06-023-1004","AQS",".","35",".",".",".","8"
"03/14/2010","26","Ozone","Jacobs","06-023-1004","AQS",".","26",".",".",".","12"
"03/15/2010","35","PM2.5","Jacobs","06-023-1004","AQS","5","23","4","27","35","8"
"03/16/2010","37","Ozone","Jacobs","06-023-1004","AQS","5","37","4",".",".","11"
"03/17/2010","31","Ozone","Jacobs","06-023-1004","AQS","3","31","4",".",".","6"
"03/18/2010","32","PM2.5","Eureka I Street","06-023-1002","AQS","3","30","4","27","32","5"
"03/19/2010","29","Ozone","Jacobs","06-023-1004","AQS","6","29","4",".",".","16"
"03/20/2010","33","Ozone","Jacobs","06-023-1004","AQS","3","33","4",".",".","12"
"03/21/2010","37","Ozone","Jacobs","06-023-1004","AQS",".","37","4","13","16","4"
"03/22/2010","41","Ozone","Jacobs","06-023-1004","AQS","3","41","4",".",".","8"
"03/23/2010","24","Ozone","Jacobs","06-023-1004","AQS","5","24","4",".",".","8"
"03/24/2010","34","Ozone","Jacobs","06-023-1004","AQS","5","34","4","21","21","7"
"03/25/2010","39","Ozone","Jacobs","06-023-1004","AQS","3","39","4",".",".","7"
"03/26/2010","40","Ozone","Jacobs","06-023-1004","AQS","3","40","4",".",".","7"
"03/27/2010","33","Ozone","Jacobs","06-023-1004","AQS","3","33","4","21","28","13"
"03/28/2010","1","NO2","Jacobs","06-023-1004","AQS",".",".",".",".",".","1"
"03/29/2010","44","Ozone","Jacobs","06-023-1004","AQS",".","44",".",".",".","2"
"03/30/2010","44","Ozone","Jacobs","06-023-1004","AQS","2","44",".","12","14","."
"03/31/2010","34","Ozone","Jacobs","06-023-1004","AQS","6","34","4",".",".","9"
"04/01/2010","36","Ozone","Jacobs","06-023-1004","AQS","6","36","4",".",".","11"
"04/02/2010","40","Ozone","Jacobs","06-023-1004","AQS","3","40","4","19","20","5"
"04/03/2010","40","Ozone","Jacobs","06-023-1004","AQS","2","40","4",".",".","3"
"04/04/2010","38","Ozone","Jacobs","06-023-1004","AQS",".","38","4",".",".","2"
"04/05/2010","39","Ozone","Jacobs","06-023-1004","AQS","2","39","4",".",".","5"
"04/06/2010","39","Ozone","Jacobs","06-023-1004","AQS","3","39","4",".",".","11"
"04/08/2010","41","Ozone","Jacobs","06-023-1004","AQS","1","41","0","24","23","3"
"04/09/2010","35","Ozone","Jacobs","06-023-1004","AQS","1","35","0",".",".","6"
"04/10/2010","42","Ozone","Jacobs","06-023-1004","AQS","2","42","0",".",".","8"
"04/11/2010","40","Ozone","Jacobs","06-023-1004","AQS",".","40","0",".",".","12"
"04/12/2010","38","Ozone","Jacobs","06-023-1004","AQS","5","38","0",".",".","10"
"04/13/2010","35","Ozone","Jacobs","06-023-1004","AQS","2","35","0",".",".","3"
"04/14/2010","34","PM2.5","Jacobs","06-023-1004","AQS","3","33","0","22","34","11"
"04/15/2010","30","Ozone","Jacobs","06-023-1004","AQS","5","30","0",".",".","9"
"04/16/2010","33","Ozone","Jacobs","06-023-1004","AQS","2","33","0",".",".","9"
"04/17/2010","38","Ozone","Jacobs","06-023-1004","AQS","2","38","0",".",".","9"
"04/18/2010","31","Ozone","Jacobs","06-023-1004","AQS",".","31","0",".",".","3"
"04/19/2010","41","Ozone","Jacobs","06-023-1004","AQS","2","41","0",".",".","10"
"04/20/2010","44","Ozone","Jacobs","06-023-1004","AQS",".","44",".","11","13","."
"04/21/2010","38","Ozone","Jacobs","06-023-1004","AQS","2","38","0",".",".","3"
"04/22/2010","41","Ozone","Jacobs","06-023-1004","AQS","2","41","0",".",".","2"
"04/23/2010","41","Ozone","Jacobs","06-023-1004","AQS","2","41","0",".",".","8"
"04/24/2010","40","Ozone","Jacobs","06-023-1004","AQS","2","40","0",".",".","4"
