"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2012","30","PM10","Bishop Tribe EMO","06-027-1023","AQS","27","30","17"
"01/02/2012","30","PM10","Bishop Tribe EMO","06-027-1023","AQS","27","30","20"
"01/03/2012","40","PM10","Bishop Tribe EMO","06-027-1023","AQS","25","40","25"
"01/04/2012","35","PM2.5","Keeler","06-027-1003","AQS","25","29","35"
"01/05/2012","36","PM10","Bishop Tribe EMO","06-027-1023","AQS","24","36","24"
"01/06/2012","32","PM10","Bishop Tribe EMO","06-027-1023","AQS","23","32","19"
"01/07/2012","63","PM10","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","40","63","37"
"01/08/2012","37","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","37","36","16"
"01/09/2012","32","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","32","24","17"
"01/10/2012","30","PM10","Bishop Tribe EMO","06-027-1023","AQS","30","30","18"
"01/11/2012","33","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","33","31","24"
"01/12/2012","33","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","33","22","21"
"01/13/2012","34","PM2.5","Keeler","06-027-1003","AQS","31","33","34"
"01/14/2012","31","PM10","Bishop Tribe EMO","06-027-1023","AQS","31","31","23"
"01/15/2012","33","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","33","22","18"
"01/16/2012","41","PM10","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","40","41","21"
"01/17/2012","39","PM10","Bishop Tribe EMO","06-027-1023","AQS","36","39","21"
"01/18/2012","51","PM10","Bishop Tribe EMO","06-027-1023","AQS","33","51","31"
"01/19/2012","51","PM10","Bishop Tribe EMO","06-027-1023","AQS","32","51","28"
"01/20/2012","70","PM10","Shell Cut","06-027-0025","AQS","31","70","23"
"01/21/2012","63","PM10","North Beach","06-027-0029","AQS","40","63","23"
"01/22/2012","35","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","35","18","17"
"01/23/2012","19","PM2.5","Keeler","06-027-1003","AQS",".","8","19"
"01/24/2012","32","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","32","12","17"
"01/25/2012","30","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","30","17","20"
"01/26/2012","30","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","30","12","24"
"01/27/2012","36","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","36","27","31"
"01/28/2012","35","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","35","18","16"
"01/29/2012","31","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","31","23","20"
"01/30/2012","28","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","28","27","24"
"01/31/2012","28","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","28","19","23"
"02/01/2012","40","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","40","32","39"
"02/02/2012","45","PM2.5","Keeler","06-027-1003","AQS","39","41","45"
"02/03/2012","36","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","36","19","22"
"02/04/2012","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","38","20","15"
"02/05/2012","40","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","40","13","18"
"02/06/2012","36","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","36","16","22"
"02/07/2012","39","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","39","20","15"
"02/08/2012","42","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","42","13","26"
"02/09/2012","36","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","36","19","17"
"02/10/2012","35","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","35","25","19"
"02/11/2012","40","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","40","10","18"
"02/12/2012","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","38","6","13"
"02/13/2012","59","PM10","Coso Junction","06-027-1001","AQS","44","59","57"
"02/14/2012","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","38","27","37"
"02/15/2012","93","PM10","Keeler","06-027-1003","AQS","34","93","80"
"02/16/2012","87","PM10","Keeler","06-027-1003","AQS","37","87","80"
"02/17/2012","39","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","39","25","16"
"02/18/2012","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","38","18","18"
"02/19/2012","41","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","41","14","17"
"02/20/2012","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","38","17","15"
"02/21/2012","35","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","35","19","21"
"02/22/2012","31","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","31","13","10"
"02/23/2012","41","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","41","27","18"
"02/24/2012","40","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","40","20","14"
"02/25/2012","60","PM10","Dirty Socks","06-027-0022","AQS","43","60","46"
"02/26/2012","86","PM10","Lone Pine Paiute-Shoshone Reservation","06-027-1018","AQS","42","86","27"
"02/27/2012","80","PM10","North Beach","06-027-0029","AQS","45","80","15"
"02/28/2012","40","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","40","10","13"
"02/29/2012","113","PM10","Bill Stanley","06-027-0026","AQS","44","113","27"
"03/01/2012","90","PM10","Dirty Socks","06-027-0022","AQS","43","90","73"
"03/02/2012","47","PM10","Dirty Socks","06-027-0022","AQS","42","47","20"
"03/03/2012","39","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","39","11","6"
"03/04/2012","33","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","33","14","8"
"03/05/2012","33","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","33","19","10"
"03/06/2012","1431","PM10","North Beach","06-027-0029","AQS","44","1431","159"
"03/07/2012","413","PM10","Keeler","06-027-1003","AQS","43","413","176"
"03/08/2012","43","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","43","19","24"
"03/09/2012","44","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","44","19","34"
"03/10/2012","45","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","45","33","26"
"03/11/2012","71","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","71","39","36"
"03/12/2012","200","PM10","North Beach","06-027-0029","AQS","44","200","34"
"03/13/2012","55","PM10","North Beach","06-027-0029","AQS","47","55","36"
"03/14/2012","44","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","44","28","23"
"03/15/2012","44","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","44","19","28"
"03/16/2012","164","PM10","North Beach","06-027-0029","AQS","42","164","48"
"03/17/2012","54","PM10","Lone Pine Paiute-Shoshone Reservation","06-027-1018","AQS",".","54","30"
"03/18/2012","45","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","45","6","12"
"03/19/2012","44","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","44","8","16"
"03/20/2012","44","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","44","20","20"
"03/21/2012","42","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","42","25","18"
"03/22/2012","44","PM10","North Beach","06-027-0029","AQS",".","44","14"
"03/23/2012","50","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","50","19","27"
"03/24/2012","51","PM10","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","44","51","31"
"03/25/2012","49","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","49","20","13"
"03/26/2012","13","PM2.5","Keeler","06-027-1003","AQS",".","6","13"
"03/27/2012","51","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","51","31","25"
"03/28/2012","47","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","47","21","21"
"03/29/2012","44","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","44","18","16"
"03/30/2012","47","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","47","18","20"
"03/31/2012","630","PM10","Lizard Tail","06-027-0028","AQS","58","630","71"
