"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM10","PM25"
"03/22/2012","6","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","6","3"
"03/25/2012","7","PM2.5","Redwood NP","06-015-0002","AQS",".","7"
"03/28/2012","27","PM2.5","Redwood NP","06-015-0002","AQS","24","27"
"04/03/2012","13","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","13","."
"04/09/2012","11","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","11","."
"04/12/2012","5","PM2.5","Redwood NP","06-015-0002","AQS",".","5"
"04/15/2012","20","PM2.5","Redwood NP","06-015-0002","AQS","11","20"
"04/18/2012","4","PM2.5","Redwood NP","06-015-0002","AQS",".","4"
"04/21/2012","6","PM2.5","Redwood NP","06-015-0002","AQS","5","6"
"04/24/2012","4","PM2.5","Redwood NP","06-015-0002","AQS",".","4"
"04/27/2012","10","PM2.5","Redwood NP","06-015-0002","AQS","10","10"
"04/30/2012","2","PM2.5","Redwood NP","06-015-0002","AQS",".","2"
"05/03/2012","7","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","7","3"
"05/06/2012","28","PM2.5","Redwood NP","06-015-0002","AQS",".","28"
"05/09/2012","31","PM2.5","Redwood NP","06-015-0002","AQS","28","31"
"05/12/2012","33","PM2.5","Redwood NP","06-015-0002","AQS",".","33"
"05/15/2012","20","PM2.5","Redwood NP","06-015-0002","AQS","17","20"
"05/18/2012","31","PM2.5","Redwood NP","06-015-0002","AQS",".","31"
"05/21/2012","6","PM2.5","Redwood NP","06-015-0002","AQS","5","6"
"05/24/2012","12","PM2.5","Redwood NP","06-015-0002","AQS",".","12"
"05/27/2012","13","PM2.5","Redwood NP","06-015-0002","AQS","7","13"
"05/30/2012","11","PM2.5","Redwood NP","06-015-0002","AQS",".","11"
"06/02/2012","7","PM2.5","Redwood NP","06-015-0002","AQS",".","7"
"06/05/2012","4","PM2.5","Redwood NP","06-015-0002","AQS",".","4"
"06/08/2012","10","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","10","8"
"06/11/2012","23","PM2.5","Redwood NP","06-015-0002","AQS",".","23"
"06/14/2012","23","PM2.5","Redwood NP","06-015-0002","AQS",".","23"
"06/15/2012","20","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","20","."
"06/17/2012","13","PM2.5","Redwood NP","06-015-0002","AQS",".","13"
"06/20/2012","17","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","17","15"
"06/23/2012","6","PM2.5","Redwood NP","06-015-0002","AQS",".","6"
"06/26/2012","6","PM2.5","Redwood NP","06-015-0002","AQS","6","6"
"06/29/2012","4","PM2.5","Redwood NP","06-015-0002","AQS",".","4"
"07/02/2012","10","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","10","8"
"07/05/2012","11","PM2.5","Redwood NP","06-015-0002","AQS",".","11"
"07/08/2012","4","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","4","3"
"07/11/2012","3","PM2.5","Redwood NP","06-015-0002","AQS",".","3"
"07/14/2012","14","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","14","6"
"07/17/2012","5","PM2.5","Redwood NP","06-015-0002","AQS",".","5"
"07/20/2012","6","PM2.5","Redwood NP","06-015-0002","AQS","6","6"
"07/23/2012","28","PM2.5","Redwood NP","06-015-0002","AQS",".","28"
"07/26/2012","5","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","5","2"
"07/29/2012","7","PM2.5","Redwood NP","06-015-0002","AQS",".","7"
"08/01/2012","12","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","12","8"
"08/04/2012","4","PM2.5","Redwood NP","06-015-0002","AQS",".","4"
"08/07/2012","6","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","6","5"
"08/10/2012","10","PM2.5","Redwood NP","06-015-0002","AQS",".","10"
"08/13/2012","14","PM2.5","Redwood NP","06-015-0002","AQS","6","14"
"08/16/2012","3","PM2.5","Redwood NP","06-015-0002","AQS",".","3"
"08/19/2012","4","PM2.5","Redwood NP","06-015-0002","AQS","4","4"
"08/22/2012","8","PM2.5","Redwood NP","06-015-0002","AQS",".","8"
"08/25/2012","15","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","15","11"
"08/28/2012","8","PM2.5","Redwood NP","06-015-0002","AQS",".","8"
"08/31/2012","15","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","15","14"
"09/03/2012","17","PM2.5","Redwood NP","06-015-0002","AQS",".","17"
"09/06/2012","3","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","3","1"
"09/09/2012","9","PM2.5","Redwood NP","06-015-0002","AQS",".","9"
"09/12/2012","22","PM2.5","Redwood NP","06-015-0002","AQS","19","22"
"09/15/2012","4","PM2.5","Redwood NP","06-015-0002","AQS",".","4"
"09/18/2012","13","PM2.5","Redwood NP","06-015-0002","AQS","11","13"
"09/21/2012","17","PM2.5","Redwood NP","06-015-0002","AQS",".","17"
"09/24/2012","45","PM2.5","Redwood NP","06-015-0002","AQS","32","45"
"09/27/2012","23","PM2.5","Redwood NP","06-015-0002","AQS",".","23"
"09/30/2012","35","PM2.5","Redwood NP","06-015-0002","AQS","27","35"
"10/03/2012","44","PM2.5","Redwood NP","06-015-0002","AQS",".","44"
"10/06/2012","11","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","11","10"
"10/09/2012","15","PM2.5","Redwood NP","06-015-0002","AQS",".","15"
"10/12/2012","8","PM2.5","Redwood NP","06-015-0002","AQS","6","8"
"10/15/2012","8","PM2.5","Redwood NP","06-015-0002","AQS",".","8"
"10/18/2012","26","PM2.5","Redwood NP","06-015-0002","AQS","26","26"
"10/21/2012","13","PM2.5","Redwood NP","06-015-0002","AQS",".","13"
"10/24/2012","8","PM2.5","Redwood NP","06-015-0002","AQS","7","8"
"10/27/2012","7","PM2.5","Redwood NP","06-015-0002","AQS",".","7"
"10/30/2012","9","PM2.5","Redwood NP","06-015-0002","AQS","8","9"
"11/02/2012","8","PM2.5","Redwood NP","06-015-0002","AQS",".","8"
"11/05/2012","26","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","26","10"
"11/08/2012","6","PM2.5","Redwood NP","06-015-0002","AQS",".","6"
"11/11/2012","8","PM2.5","Redwood NP","06-015-0002","AQS","5","8"
"11/14/2012","6","PM2.5","Redwood NP","06-015-0002","AQS",".","6"
"11/17/2012","5","PM2.5","Redwood NP","06-015-0002","AQS",".","5"
"11/20/2012","23","PM2.5","Redwood NP","06-015-0002","AQS",".","23"
"11/23/2012","10","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","10","4"
"11/26/2012","11","PM2.5","Redwood NP","06-015-0002","AQS",".","11"
"11/29/2012","23","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","23","8"
"12/02/2012","8","PM2.5","Redwood NP","06-015-0002","AQS",".","8"
"12/05/2012","15","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","15","8"
"12/08/2012","4","PM2.5","Redwood NP","06-015-0002","AQS",".","4"
"12/11/2012","11","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","11","6"
"12/14/2012","3","PM2.5","Redwood NP","06-015-0002","AQS",".","3"
"12/17/2012","19","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","19","18"
"12/23/2012","2","PM2.5","Redwood NP","06-015-0002","AQS",".","2"
"12/26/2012","1","PM2.5","Redwood NP","06-015-0002","AQS",".","1"
"12/29/2012","10","PM10","CRESCENT CITY-NORTHCREST","06-015-0006","AQS","10","9"
