"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2012","26","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","26","."
"01/02/2012","26","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","26","."
"01/03/2012","19","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","19","."
"01/04/2012","20","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","20","."
"01/05/2012","24","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","24","."
"01/06/2012","16","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","16","."
"01/07/2012","23","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","23","."
"01/08/2012","29","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","29","."
"01/09/2012","21","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","21","."
"01/10/2012","19","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","19","18"
"01/11/2012","23","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","23","."
"01/12/2012","23","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","23","."
"01/13/2012","28","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","28","."
"01/14/2012","30","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","30","."
"01/15/2012","30","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","30","."
"01/16/2012","32","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","32","10"
"01/17/2012","29","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","29","."
"01/18/2012","29","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","29","."
"01/19/2012","26","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","26","."
"01/20/2012","34","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","34","."
"01/21/2012","34","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","34","."
"01/22/2012","28","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","28","10"
"01/23/2012","23","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","23","."
"01/24/2012","19","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","19","."
"01/25/2012","16","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","16","."
"01/26/2012","23","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","23","."
"01/27/2012","17","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","17","."
"01/28/2012","21","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","21","12"
"01/29/2012","21","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","21","."
"01/30/2012","25","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","25","."
"01/31/2012","20","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","20","."
"02/01/2012","32","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","32","."
"02/02/2012","17","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","17","."
"02/03/2012","31","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","31","9"
"02/04/2012","37","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","37","."
"02/05/2012","33","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","33","."
"02/06/2012","38","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","38","."
"02/07/2012","31","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","31","."
"02/08/2012","30","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","30","."
"02/09/2012","19","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","19","12"
"02/10/2012","28","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","28","."
"02/11/2012","28","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","28","."
"02/12/2012","35","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","35","."
"02/14/2012","34","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","34","."
"02/15/2012","37","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","37","8"
