"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2012","76","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","25",".","76","27"
"01/02/2012","83","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","27",".","83","44"
"01/03/2012","78","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","24",".","78","38"
"01/04/2012","66","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","24","40","66","35"
"01/05/2012","56","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","25",".","56","41"
"01/06/2012","66","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","23",".","66","33"
"01/07/2012","43","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","34",".","43","24"
"01/08/2012","78","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","33",".","78","36"
"01/09/2012","76","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","29",".","76","47"
"01/10/2012","61","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","27","23","61","37"
"01/11/2012","47","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31",".","47","40"
"01/12/2012","51","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31",".","51","39"
"01/13/2012","44","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31",".","44","40"
"01/14/2012","53","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","32",".","53","44"
"01/15/2012","53","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","38",".","53","19"
"01/16/2012","55","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","30","17","55","37"
"01/17/2012","49","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31",".","49","41"
"01/18/2012","58","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","27",".","58","35"
"01/19/2012","58","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","24",".","58","22"
"01/20/2012","49","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","25",".","49","25"
"01/21/2012","29","Ozone","Lincoln-L Street","06-061-2001","AQS","29",".","22","29"
"01/22/2012","33","Ozone","Auburn-Atwood","06-061-0003","AQS","33","7","28","10"
"01/23/2012","32","Ozone","Auburn-Atwood","06-061-0003","AQS","32",".","26","20"
"01/24/2012","55","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","12",".","55","24"
"01/25/2012","58","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","17",".","58","32"
"01/26/2012","66","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","13",".","66","12"
"01/27/2012","39","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","25",".","39","28"
"01/28/2012","58","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","24","17","58","29"
"01/29/2012","52","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","28",".","52","36"
"01/30/2012","29","NO2","Roseville-N Sunrise Ave","06-061-0006","AQS","26",".","25","29"
"01/31/2012","36","PM2.5","Auburn-Atwood","06-061-0003","AQS","24",".","36","28"
"02/01/2012","31","PM2.5","Auburn-Atwood","06-061-0003","AQS","27",".","31","26"
"02/02/2012","27","PM2.5","Auburn-Atwood","06-061-0003","AQS","26",".","27","19"
"02/03/2012","40","NO2","Roseville-N Sunrise Ave","06-061-0006","AQS","33","17","37","40"
"02/04/2012","62","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","37",".","62","41"
"02/05/2012","60","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","34",".","60","31"
"02/06/2012","41","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","34",".","41","38"
"02/07/2012","35","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","29",".","35","33"
