"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM10","PM25"
"01/01/2012","41","PM10","Mammoth","06-051-0001","AQS","41","."
"01/02/2012","20","PM10","Mammoth","06-051-0001","AQS","20","."
"01/03/2012","23","PM10","Mammoth","06-051-0001","AQS","23","."
"01/04/2012","29","PM10","Mammoth","06-051-0001","AQS","29","3"
"01/05/2012","15","PM10","Mammoth","06-051-0001","AQS","15","."
"01/06/2012","13","PM10","Mammoth","06-051-0001","AQS","13","."
"01/07/2012","15","PM10","Mammoth","06-051-0001","AQS","15","3"
"01/08/2012","22","PM10","Mammoth","06-051-0001","AQS","22","."
"01/09/2012","22","PM10","Mammoth","06-051-0001","AQS","22","."
"01/10/2012","17","PM10","Mammoth","06-051-0001","AQS","17","1"
"01/11/2012","21","PM10","Mammoth","06-051-0001","AQS","21","."
"01/12/2012","28","PM10","Mammoth","06-051-0001","AQS","28","."
"01/13/2012","30","PM10","Mammoth","06-051-0001","AQS","30","3"
"01/14/2012","19","PM10","Mammoth","06-051-0001","AQS","19","."
"01/15/2012","1384","PM10","Mono Shore","06-051-0011","AQS","1384","."
"01/16/2012","17","PM2.5","Hoover Wilderness","06-051-9000","AQS","13","17"
"01/17/2012","4","PM10","Mammoth","06-051-0001","AQS","4","."
"01/18/2012","5","PM10","Mammoth","06-051-0001","AQS","5","."
"01/19/2012","1378","PM10","Mono Shore","06-051-0011","AQS","1378","2"
"01/20/2012","157","PM10","Mono Shore","06-051-0011","AQS","157","."
"01/21/2012","10","PM10","Mammoth","06-051-0001","AQS","10","."
"01/22/2012","9","PM10","Mammoth","06-051-0001","AQS","9","2"
"01/23/2012","14","PM10","Mammoth","06-051-0001","AQS","14","."
"01/24/2012","19","PM10","Mammoth","06-051-0001","AQS","19","."
"01/25/2012","24","PM10","Mammoth","06-051-0001","AQS","24","2"
"01/26/2012","17","PM10","Mammoth","06-051-0001","AQS","17","."
