"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2012","15","Ozone","Yreka","06-093-2001","AQS","15",".","5"
"01/02/2012","31","Ozone","Yreka","06-093-2001","AQS","31",".","."
"01/03/2012","21","Ozone","Yreka","06-093-2001","AQS","21",".","."
"01/04/2012","18","PM10","Yreka","06-093-2001","AQS","13","18","4"
"01/05/2012","20","Ozone","Yreka","06-093-2001","AQS","20",".","."
"01/06/2012","15","Ozone","Yreka","06-093-2001","AQS","15",".","."
"01/07/2012","21","Ozone","Yreka","06-093-2001","AQS","21",".","1"
"01/08/2012","19","Ozone","Yreka","06-093-2001","AQS","19",".","."
"01/09/2012","19","Ozone","Yreka","06-093-2001","AQS","19",".","."
"01/10/2012","58","PM2.5","Yreka","06-093-2001","AQS","15",".","58"
"01/11/2012","16","Ozone","Yreka","06-093-2001","AQS","16",".","."
"01/12/2012","19","Ozone","Yreka","06-093-2001","AQS","19",".","."
"01/13/2012","20","PM10","Yreka","06-093-2001","AQS","17","20","10"
"01/14/2012","18","Ozone","Yreka","06-093-2001","AQS","18",".","."
"01/15/2012","31","Ozone","Yreka","06-093-2001","AQS","31",".","."
"01/16/2012","29","Ozone","Yreka","06-093-2001","AQS","29","11","24"
"01/17/2012","23","Ozone","Yreka","06-093-2001","AQS","23",".","."
"01/18/2012","17","Ozone","Yreka","06-093-2001","AQS","17",".","."
"01/19/2012","21","Ozone","Yreka","06-093-2001","AQS","21",".","4"
"01/20/2012","10","Ozone","Yreka","06-093-2001","AQS","10",".","."
"01/21/2012","29","Ozone","Yreka","06-093-2001","AQS","29",".","."
"01/22/2012","32","PM2.5","Yreka","06-093-2001","AQS","21","8","32"
"01/23/2012","22","Ozone","Yreka","06-093-2001","AQS","22",".","."
"01/24/2012","11","Ozone","Yreka","06-093-2001","AQS","11",".","."
"01/25/2012","15","Ozone","Yreka","06-093-2001","AQS","15",".","3"
"01/26/2012","23","Ozone","Yreka","06-093-2001","AQS","23",".","."
"01/27/2012","24","Ozone","Yreka","06-093-2001","AQS","24",".","."
"01/28/2012","38","PM2.5","Yreka","06-093-2001","AQS","19","11","38"
"01/29/2012","17","Ozone","Yreka","06-093-2001","AQS","17",".","."
"01/30/2012","27","Ozone","Yreka","06-093-2001","AQS","27",".","."
"01/31/2012","19","Ozone","Yreka","06-093-2001","AQS","19",".","4"
"02/01/2012","30","Ozone","Yreka","06-093-2001","AQS","30",".","."
"02/02/2012","25","Ozone","Yreka","06-093-2001","AQS","25",".","."
"02/03/2012","31","Ozone","Yreka","06-093-2001","AQS","31","11","24"
"02/04/2012","29","Ozone","Yreka","06-093-2001","AQS","29",".","."
"02/05/2012","30","Ozone","Yreka","06-093-2001","AQS","30",".","."
"02/06/2012","29","Ozone","Yreka","06-093-2001","AQS","29",".","6"
"02/07/2012","30","Ozone","Yreka","06-093-2001","AQS","30",".","."
"02/08/2012","27","Ozone","Yreka","06-093-2001","AQS","27",".","."
"02/09/2012","28","PM2.5","Yreka","06-093-2001","AQS","22","14","28"
"02/10/2012","32","Ozone","Yreka","06-093-2001","AQS","32",".","."
"02/11/2012","32","Ozone","Yreka","06-093-2001","AQS","32",".","."
"02/12/2012","25","Ozone","Yreka","06-093-2001","AQS","25",".","1"
"02/13/2012","23","Ozone","Yreka","06-093-2001","AQS","23",".","."
"02/14/2012","31","Ozone","Yreka","06-093-2001","AQS","31",".","."
"02/15/2012","31","Ozone","Yreka","06-093-2001","AQS","31","6","13"
"02/16/2012","29","Ozone","Yreka","06-093-2001","AQS","29",".","."
"02/17/2012","28","Ozone","Yreka","06-093-2001","AQS","28",".","."
"02/18/2012","33","Ozone","Yreka","06-093-2001","AQS","33",".","3"
"02/19/2012","31","Ozone","Yreka","06-093-2001","AQS","31",".","."
"02/20/2012","28","Ozone","Yreka","06-093-2001","AQS","28",".","."
"02/21/2012","21","PM2.5","Yreka","06-093-2001","AQS","19","9","21"
"02/22/2012","26","Ozone","Yreka","06-093-2001","AQS","26",".","."
"02/23/2012","36","Ozone","Yreka","06-093-2001","AQS","36",".","."
"02/24/2012","35","Ozone","Yreka","06-093-2001","AQS","35",".","5"
"02/25/2012","36","Ozone","Yreka","06-093-2001","AQS","36",".","."
"02/26/2012","32","Ozone","Yreka","06-093-2001","AQS","32",".","."
"02/27/2012","35","Ozone","Yreka","06-093-2001","AQS","35","9","20"
"02/28/2012","31","Ozone","Yreka","06-093-2001","AQS","31",".","."
"02/29/2012","33","Ozone","Yreka","06-093-2001","AQS","33",".","."
"03/01/2012","38","Ozone","Yreka","06-093-2001","AQS","38",".","1"
"03/02/2012","32","Ozone","Yreka","06-093-2001","AQS","32",".","."
"03/03/2012","31","Ozone","Yreka","06-093-2001","AQS","31",".","."
"03/04/2012","29","Ozone","Yreka","06-093-2001","AQS","29",".","24"
"03/05/2012","38","Ozone","Yreka","06-093-2001","AQS","38",".","."
"03/06/2012","39","Ozone","Yreka","06-093-2001","AQS","39",".","."
"03/07/2012","37","Ozone","Yreka","06-093-2001","AQS","37","8","."
"03/08/2012","38","Ozone","Yreka","06-093-2001","AQS","38",".","."
"03/09/2012","42","Ozone","Yreka","06-093-2001","AQS","42",".","."
"03/10/2012","44","Ozone","Yreka","06-093-2001","AQS","44","10","18"
"03/11/2012","37","Ozone","Yreka","06-093-2001","AQS","37",".","."
"03/12/2012","38","Ozone","Yreka","06-093-2001","AQS","38",".","."
