"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM25","NO2"
"11/21/2012","34","Ozone","Livermore","06-001-0007","AQS","6","34","9","31","30"
"11/22/2012","45","PM2.5","Oakland","06-001-0009","AQS","15","33","1","45","27"
"11/23/2012","49","PM2.5","Livermore","06-001-0007","AQS","23","32","3","49","28"
"11/24/2012","53","PM2.5","Oakland","06-001-0009","AQS","18","31","3","53","30"
"11/25/2012","59","PM2.5","Oakland","06-001-0009","AQS","10","21","3","59","25"
"11/26/2012","64","PM2.5","Oakland","06-001-0009","AQS","10","19","1","64","32"
"11/27/2012","78","PM2.5","Livermore","06-001-0007","AQS","8","31","9","78","32"
"11/28/2012","34","PM2.5","Livermore","06-001-0007","AQS","6","32","3","34","30"
"11/29/2012","33","Ozone","Livermore","06-001-0007","AQS","6","33","1","26","25"
"11/30/2012","35","Ozone","Livermore","06-001-0007","AQS","6","35","0","15","25"
"12/01/2012","32","Ozone","Livermore","06-001-0007","AQS","5","32","0","27","19"
"12/02/2012","36","Ozone","Livermore","06-001-0007","AQS","8","36","0","25","31"
"12/03/2012","47","PM2.5","Oakland","06-001-0009","AQS","14","21","1","47","35"
"12/04/2012","46","PM2.5","Oakland","06-001-0009","AQS","11","17","1","46","28"
"12/05/2012","29","PM2.5","Oakland","06-001-0009","AQS","8","16","0","29","25"
"12/06/2012","38","PM2.5","Oakland","06-001-0009","AQS","7","24","0","38","28"
"12/07/2012","50","PM2.5","Oakland","06-001-0009","AQS","17","13","1","50","32"
"12/08/2012","56","PM2.5","Livermore","06-001-0007","AQS","22","20","1","56","28"
"12/09/2012","38","PM2.5","Oakland","06-001-0009","AQS","26","29","3","38","28"
"12/10/2012","31","PM2.5","Oakland West","06-001-0011","AQS","16","24","1","31","31"
"12/11/2012","41","PM2.5","Oakland West","06-001-0011","AQS","22","31","4","41","31"
"12/12/2012","32","Ozone","Oakland West","06-001-0011","AQS","9","32","1","22","28"
"12/13/2012","41","PM2.5","Livermore","06-001-0007","AQS","15","23","1","41","30"
"12/14/2012","54","PM2.5","Livermore","06-001-0007","AQS","18","13","3","54","33"
"12/15/2012","52","PM2.5","Livermore","06-001-0007","AQS","19","19","1","52","25"
"12/16/2012","38","PM2.5","Oakland","06-001-0009","AQS","7","31","0","38","22"
"12/17/2012","31","Ozone","Livermore","06-001-0007","AQS","7","31","0","26","26"
"12/18/2012","30","Ozone","Livermore","06-001-0007","AQS","7","30","1","29","27"
"12/19/2012","54","PM2.5","Livermore","06-001-0007","AQS","8","21","1","54","32"
"12/20/2012","35","Ozone","Livermore","06-001-0007","AQS","8","35","1","33","33"
"12/21/2012","35","Ozone","Livermore","06-001-0007","AQS","5","35","0","21","27"
"12/22/2012","35","Ozone","Livermore","06-001-0007","AQS","6","35","0","21","29"
"12/23/2012","34","Ozone","Livermore","06-001-0007","AQS","6","34","0","27","32"
"12/24/2012","32","PM2.5","Oakland","06-001-0009","AQS","10","30","0","32","27"
"12/25/2012","35","PM2.5","Oakland","06-001-0009","AQS","10","32","1","35","24"
"12/26/2012","36","NO2","Oakland West","06-001-0011","AQS","7","32","3","30","36"
"12/27/2012","32","PM2.5","Livermore","06-001-0007","AQS","16","27","1","32","30"
"12/28/2012","52","PM2.5","Livermore","06-001-0007","AQS","17","16","1","52","28"
"12/29/2012","48","PM2.5","Livermore","06-001-0007","AQS","17","22","1","48","26"
"12/30/2012","60","PM2.5","Livermore","06-001-0007","AQS","17","25","3","60","28"
"12/31/2012","55","PM2.5","Livermore","06-001-0007","AQS","14","29","1","55","34"
