"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2012","30","Ozone","Sonora-Barretta Street","06-109-0005","AQS","30","."
"01/02/2012","28","Ozone","Sonora-Barretta Street","06-109-0005","AQS","28","."
"01/03/2012","24","Ozone","Sonora-Barretta Street","06-109-0005","AQS","24","."
"01/04/2012","26","Ozone","Sonora-Barretta Street","06-109-0005","AQS","26","."
"01/05/2012","28","Ozone","Sonora-Barretta Street","06-109-0005","AQS","28","."
"01/06/2012","29","Ozone","Sonora-Barretta Street","06-109-0005","AQS","29","."
"01/07/2012","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"01/08/2012","32","Ozone","Sonora-Barretta Street","06-109-0005","AQS","32","."
"01/09/2012","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"01/10/2012","30","Ozone","Sonora-Barretta Street","06-109-0005","AQS","30","."
"01/11/2012","32","Ozone","Sonora-Barretta Street","06-109-0005","AQS","32","."
"01/12/2012","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"01/13/2012","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"01/14/2012","35","Ozone","Sonora-Barretta Street","06-109-0005","AQS","35","."
"01/15/2012","43","Ozone","Sonora-Barretta Street","06-109-0005","AQS","43","."
"01/16/2012","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"01/17/2012","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"01/18/2012","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"01/19/2012","27","Ozone","Sonora-Barretta Street","06-109-0005","AQS","27","."
"01/20/2012","27","Ozone","Sonora-Barretta Street","06-109-0005","AQS","27","."
"01/21/2012","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"01/22/2012","35","Ozone","Sonora-Barretta Street","06-109-0005","AQS","35","."
"01/23/2012","34","Ozone","Sonora-Barretta Street","06-109-0005","AQS","34","."
"01/24/2012","19","Ozone","Sonora-Barretta Street","06-109-0005","AQS","19","."
"01/25/2012","18","Ozone","Sonora-Barretta Street","06-109-0005","AQS","18","."
"01/26/2012","14","Ozone","Sonora-Barretta Street","06-109-0005","AQS","14","."
"01/27/2012","17","Ozone","Sonora-Barretta Street","06-109-0005","AQS","17","."
"01/28/2012","24","Ozone","Sonora-Barretta Street","06-109-0005","AQS","24","."
"01/29/2012","32","Ozone","Sonora-Barretta Street","06-109-0005","AQS","32","."
"01/30/2012","29","Ozone","Sonora-Barretta Street","06-109-0005","AQS","29","."
"01/31/2012","29","Ozone","Sonora-Barretta Street","06-109-0005","AQS","29","."
"02/01/2012","29","Ozone","Sonora-Barretta Street","06-109-0005","AQS","29","."
"02/02/2012","19","Ozone","Sonora-Barretta Street","06-109-0005","AQS","19","."
"02/03/2012","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"02/04/2012","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"02/05/2012","39","Ozone","Sonora-Barretta Street","06-109-0005","AQS","39","."
"02/06/2012","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"02/07/2012","34","Ozone","Sonora-Barretta Street","06-109-0005","AQS","34","."
"02/08/2012","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"02/09/2012","32","Ozone","Sonora-Barretta Street","06-109-0005","AQS","32","."
"02/10/2012","40","Ozone","Sonora-Barretta Street","06-109-0005","AQS","40","."
"02/11/2012","35","Ozone","Sonora-Barretta Street","06-109-0005","AQS","35","."
"02/14/2012","26","Ozone","Sonora-Barretta Street","06-109-0005","AQS","26","."
"02/15/2012","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"02/16/2012","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"02/17/2012","36","Ozone","Sonora-Barretta Street","06-109-0005","AQS","36","."
"02/18/2012","29","Ozone","Sonora-Barretta Street","06-109-0005","AQS","29","."
"02/19/2012","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"02/20/2012","35","Ozone","Sonora-Barretta Street","06-109-0005","AQS","35","."
"02/21/2012","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"02/22/2012","30","Ozone","Sonora-Barretta Street","06-109-0005","AQS","30","."
"02/23/2012","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"02/24/2012","45","Ozone","Sonora-Barretta Street","06-109-0005","AQS","45","."
"02/25/2012","36","Ozone","Sonora-Barretta Street","06-109-0005","AQS","36","."
"02/26/2012","33","Ozone","Sonora-Barretta Street","06-109-0005","AQS","33","."
"02/27/2012","36","Ozone","Sonora-Barretta Street","06-109-0005","AQS","36","."
"02/28/2012","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"02/29/2012","35","Ozone","Sonora-Barretta Street","06-109-0005","AQS","35","."
"03/01/2012","32","Ozone","Sonora-Barretta Street","06-109-0005","AQS","32","."
"03/02/2012","31","Ozone","Sonora-Barretta Street","06-109-0005","AQS","31","."
"03/03/2012","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"03/04/2012","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"03/05/2012","40","Ozone","Sonora-Barretta Street","06-109-0005","AQS","40","."
"03/06/2012","42","Ozone","Sonora-Barretta Street","06-109-0005","AQS","42","."
"03/07/2012","42","Ozone","Sonora-Barretta Street","06-109-0005","AQS","42","."
"03/08/2012","43","Ozone","Sonora-Barretta Street","06-109-0005","AQS","43","."
"03/09/2012","44","Ozone","Sonora-Barretta Street","06-109-0005","AQS","44","."
"03/10/2012","47","Ozone","Sonora-Barretta Street","06-109-0005","AQS","47","."
"03/11/2012","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"03/12/2012","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"03/13/2012","36","Ozone","Sonora-Barretta Street","06-109-0005","AQS","36","."
"03/14/2012","30","Ozone","Sonora-Barretta Street","06-109-0005","AQS","30","."
"03/15/2012","30","Ozone","Sonora-Barretta Street","06-109-0005","AQS","30","."
"03/16/2012","39","Ozone","Sonora-Barretta Street","06-109-0005","AQS","39","."
"03/17/2012","36","Ozone","Sonora-Barretta Street","06-109-0005","AQS","36","."
"03/18/2012","35","Ozone","Sonora-Barretta Street","06-109-0005","AQS","35","."
"03/19/2012","39","Ozone","Sonora-Barretta Street","06-109-0005","AQS","39","."
"03/20/2012","36","Ozone","Sonora-Barretta Street","06-109-0005","AQS","36","."
"03/21/2012","32","Ozone","Sonora-Barretta Street","06-109-0005","AQS","32","."
"03/22/2012","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"03/23/2012","39","Ozone","Sonora-Barretta Street","06-109-0005","AQS","39","."
"03/24/2012","44","Ozone","Sonora-Barretta Street","06-109-0005","AQS","44","."
"03/25/2012","45","Ozone","Sonora-Barretta Street","06-109-0005","AQS","45","."
"03/26/2012","42","Ozone","Sonora-Barretta Street","06-109-0005","AQS","42","."
"03/27/2012","43","Ozone","Sonora-Barretta Street","06-109-0005","AQS","43","."
"03/28/2012","38","Ozone","Sonora-Barretta Street","06-109-0005","AQS","38","."
"03/29/2012","39","Ozone","Sonora-Barretta Street","06-109-0005","AQS","39","."
"03/30/2012","40","Ozone","Sonora-Barretta Street","06-109-0005","AQS","40","."
"03/31/2012","44","Ozone","Sonora-Barretta Street","06-109-0005","AQS","44","."
"04/01/2012","41","Ozone","Sonora-Barretta Street","06-109-0005","AQS","41","."
"04/02/2012","37","Ozone","Sonora-Barretta Street","06-109-0005","AQS","37","."
"04/03/2012","42","Ozone","Sonora-Barretta Street","06-109-0005","AQS","42","."
"04/04/2012","44","Ozone","Sonora-Barretta Street","06-109-0005","AQS","44","."
"04/05/2012","41","Ozone","Sonora-Barretta Street","06-109-0005","AQS","41","."
"04/06/2012","42","Ozone","Sonora-Barretta Street","06-109-0005","AQS","42","."
"04/07/2012","45","Ozone","Sonora-Barretta Street","06-109-0005","AQS","45","."
"04/08/2012","67","Ozone","Sonora-Barretta Street","06-109-0005","AQS","67","."
"04/09/2012","84","Ozone","Sonora-Barretta Street","06-109-0005","AQS","84","."
