"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2012","66","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","19",".","66"
"01/02/2012","96","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","14",".","96"
"01/03/2012","74","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","21",".","74"
"01/04/2012","53","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","17","19","53"
"01/05/2012","57","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","16",".","57"
"01/06/2012","49","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","13",".","49"
"01/07/2012","28","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","28",".","17"
"01/08/2012","55","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","25",".","55"
"01/09/2012","76","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","22",".","76"
"01/10/2012","75","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","19","29","75"
"01/11/2012","60","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","25",".","60"
"01/12/2012","57","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","23",".","57"
"01/13/2012","49","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","21",".","49"
"01/14/2012","52","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","25",".","52"
"01/15/2012","64","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","24",".","64"
"01/16/2012","35","PM2.5","Cortina Indian Rancheria","06-011-0007","AQS","26","19","35"
"01/17/2012","63","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","22",".","63"
"01/18/2012","56","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","24",".","56"
"01/19/2012","77","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","17",".","77"
"01/20/2012","74","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS",".",".","74"
"01/21/2012","29","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","29",".","12"
"01/22/2012","36","PM2.5","Cortina Indian Rancheria","06-011-0007","AQS","21","7","36"
"01/23/2012","24","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","24",".","23"
"01/24/2012","26","PM2.5","Cortina Indian Rancheria","06-011-0007","AQS","14",".","26"
"01/25/2012","35","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","19",".","35"
"01/26/2012","52","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","18",".","52"
"01/27/2012","27","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","27",".","21"
"01/28/2012","28","PM2.5","Cortina Indian Rancheria","06-011-0007","AQS","23","5","28"
"01/29/2012","51","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","23",".","51"
"01/30/2012","48","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","21",".","48"
"01/31/2012","55","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","21",".","55"
"02/01/2012","43","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","21",".","43"
"02/02/2012","29","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","29",".","23"
"02/03/2012","37","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","29","8","37"
"02/04/2012","34","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","30",".","34"
"02/05/2012","29","Ozone","Colusa-Sunrise Blvd","06-011-1002","AQS","29",".","28"
"02/06/2012","37","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","24",".","37"
"02/07/2012","61","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","15",".","61"
"02/08/2012","32","PM2.5","Colusa-Sunrise Blvd","06-011-1002","AQS","29",".","32"
