"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","SO2","PM10","PM25","NO2"
"10/28/2012","74","Ozone","Red Hills","06-079-8005","AQS","74","1","22","21","29"
"10/29/2012","93","Ozone","Red Hills","06-079-8005","AQS","93","0","14","22","33"
"10/30/2012","90","Ozone","Red Hills","06-079-8005","AQS","90","0","16","24","31"
"10/31/2012","48","Ozone","Red Hills","06-079-8005","AQS","48","0","14","40","15"
"11/01/2012","37","Ozone","Carrizo Plains","06-079-8006","AQS","37","0","12","13","18"
"11/02/2012","42","PM10","Arroyo Grande CDF","06-079-2007","AQS","35","0","42","40","17"
"11/03/2012","47","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","1","34","47","26"
"11/04/2012","49","Ozone","Red Hills","06-079-8005","AQS","49","1","30","42","17"
"11/05/2012","84","Ozone","Red Hills","06-079-8005","AQS","84","1","42","32","39"
"11/06/2012","84","Ozone","Red Hills","06-079-8005","AQS","84","1","36","32","41"
"11/07/2012","49","Ozone","Red Hills","06-079-8005","AQS","49","0","19","35","24"
"11/08/2012","42","Ozone","Morro Bay","06-079-3001","AQS","42","0","32","34","12"
"11/09/2012","38","Ozone","Morro Bay","06-079-3001","AQS","38","0","14","23","17"
"11/10/2012","36","Ozone","Morro Bay","06-079-3001","AQS","36","0","28","33","23"
"11/11/2012","37","Ozone","Carrizo Plains","06-079-8006","AQS","37","0","22","35","17"
"11/12/2012","96","PM2.5","Mesa2","06-079-2004","AQS","41","0","51","96","21"
"11/13/2012","52","PM2.5","Mesa2","06-079-2004","AQS","43","0","34","52","35"
"11/14/2012","57","PM2.5","Atascadero (original site)","06-079-8001","AQS","47","1","44","57","45"
"11/15/2012","48","PM2.5","Atascadero (original site)","06-079-8001","AQS","44","0","34","48","34"
"11/16/2012","41","Ozone","Red Hills","06-079-8005","AQS","41","0","11","20","21"
"11/17/2012","34","Ozone","Morro Bay","06-079-3001","AQS","34","0","6","11","11"
"11/18/2012","37","Ozone","Red Hills","06-079-8005","AQS","37","0","10","21","20"
"11/19/2012","39","Ozone","Red Hills","06-079-8005","AQS","39","0","11","23","23"
"11/20/2012","37","Ozone","Red Hills","06-079-8005","AQS","37","0","15","13","21"
"11/21/2012","34","Ozone","Red Hills","06-079-8005","AQS","34","0","14","15","20"
"11/22/2012","39","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","39","0","21","25","8"
"11/23/2012","42","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","36","0","37","42","19"
"11/24/2012","43","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","38","0","39","43","25"
"11/25/2012","47","PM2.5","Atascadero (original site)","06-079-8001","AQS","38","0","22","47","23"
"11/26/2012","54","PM2.5","Atascadero (original site)","06-079-8001","AQS","44","0","23","54","23"
"11/27/2012","52","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","35","0","23","52","24"
"11/28/2012","33","Ozone","Red Hills","06-079-8005","AQS","33","0","13","18","13"
"11/29/2012","34","Ozone","Red Hills","06-079-8005","AQS","34","0","3","11","20"
"11/30/2012","35","Ozone","Red Hills","06-079-8005","AQS","35","0","6","13","15"
"12/01/2012","32","Ozone","Red Hills","06-079-8005","AQS","32","0","11","18","17"
"12/02/2012","33","Ozone","Morro Bay","06-079-3001","AQS","33","0","7","11","14"
"12/03/2012","33","Ozone","Red Hills","06-079-8005","AQS","33","0","14","18","24"
"12/04/2012","33","Ozone","Red Hills","06-079-8005","AQS","33","0","11","24","14"
"12/05/2012","34","Ozone","Red Hills","06-079-8005","AQS","34","0","7","13","12"
"12/06/2012","52","PM10","Arroyo Grande CDF","06-079-2007","AQS","31","0","52","35","15"
"12/07/2012","32","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","32","0","7","18","19"
"12/08/2012","48","PM2.5","Atascadero (original site)","06-079-8001","AQS","31","0","33","48","15"
"12/09/2012","54","PM2.5","Atascadero (original site)","06-079-8001","AQS","31","0","14","54","18"
"12/10/2012","60","PM2.5","Atascadero (original site)","06-079-8001","AQS","32","0","23","60","23"
"12/11/2012","53","PM2.5","Atascadero (original site)","06-079-8001","AQS","34","0","18","53","18"
"12/12/2012","35","Ozone","Red Hills","06-079-8005","AQS","35","0","11","22","18"
"12/13/2012","36","Ozone","Carrizo Plains","06-079-8006","AQS","36","0","6","23","14"
"12/14/2012","44","PM2.5","Atascadero (original site)","06-079-8001","AQS","33","0","14","44","18"
"12/15/2012","53","PM2.5","Atascadero (original site)","06-079-8001","AQS","30","0","13","53","15"
"12/16/2012","52","PM2.5","Atascadero (original site)","06-079-8001","AQS","32","0","10","52","14"
"12/17/2012","32","Ozone","Red Hills","06-079-8005","AQS","32","0","5","14","17"
"12/18/2012","34","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","34","0","16","15","14"
"12/19/2012","49","PM2.5","Atascadero (original site)","06-079-8001","AQS","35","0","15","49","25"
"12/20/2012","47","PM2.5","Atascadero (original site)","06-079-8001","AQS","39","0","19","47","28"
"12/21/2012","40","Ozone","Red Hills","06-079-8005","AQS","40","0","15","33","27"
"12/22/2012","38","Ozone","Red Hills","06-079-8005","AQS","38","0","6","9","8"
"12/23/2012","36","Ozone","Morro Bay","06-079-3001","AQS","36","0","6","13","9"
"12/24/2012","37","Ozone","Red Hills","06-079-8005","AQS","37","0","11","9","13"
"12/25/2012","37","Ozone","Morro Bay","06-079-3001","AQS","37","0","8","20","19"
"12/26/2012","36","Ozone","Morro Bay","06-079-3001","AQS","36","0","16","22","20"
"12/27/2012","34","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","34","0","11","28","19"
"12/28/2012","44","PM2.5","Atascadero (original site)","06-079-8001","AQS","35","0","18","44","19"
"12/29/2012","38","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","38","0","11","33","12"
"12/30/2012","40","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","32","0","13","40","17"
"12/31/2012","48","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","34","0","20","48","22"
