"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2012","56","PM2.5","Truckee-Fire Station","06-057-1001","AQS","33","56"
"01/02/2012","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","."
"01/03/2012","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","."
"01/04/2012","44","PM2.5","Truckee-Fire Station","06-057-1001","AQS","34","44"
"01/05/2012","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33","14"
"01/06/2012","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32","."
"01/07/2012","52","PM2.5","Truckee-Fire Station","06-057-1001","AQS","39","52"
"01/08/2012","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","."
"01/09/2012","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","."
"01/10/2012","53","PM2.5","Truckee-Fire Station","06-057-1001","AQS","37","53"
"01/11/2012","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36","."
"01/12/2012","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33","."
"01/13/2012","50","PM2.5","Truckee-Fire Station","06-057-1001","AQS","37","50"
"01/14/2012","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","."
"01/15/2012","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","."
"01/16/2012","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","19"
"01/17/2012","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32","."
"01/18/2012","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31","."
"01/19/2012","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31","24"
"01/20/2012","28","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","28","."
"01/21/2012","30","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","30","."
"01/22/2012","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33","26"
"01/23/2012","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32","."
"01/24/2012","27","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","27","."
"01/25/2012","32","PM2.5","Truckee-Fire Station","06-057-1001","AQS","23","32"
"01/26/2012","26","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","26","."
"01/27/2012","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36","."
"01/28/2012","40","PM2.5","Truckee-Fire Station","06-057-1001","AQS","36","40"
"01/29/2012","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","."
"01/30/2012","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32","."
"01/31/2012","31","PM2.5","Truckee-Fire Station","06-057-1001","AQS","31","31"
"02/01/2012","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31","."
"02/02/2012","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","."
"02/03/2012","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","21"
"02/04/2012","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","15"
"02/05/2012","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","."
"02/06/2012","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","33"
"02/07/2012","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","."
"02/08/2012","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31","."
"02/09/2012","31","PM2.5","Truckee-Fire Station","06-057-1001","AQS","31","31"
"02/10/2012","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","."
"02/11/2012","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31","."
"02/12/2012","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31","16"
"02/13/2012","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31","."
"02/14/2012","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31","."
"02/15/2012","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","12"
"02/16/2012","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","."
"02/17/2012","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","."
"02/18/2012","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","28"
"02/19/2012","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","."
"02/20/2012","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","."
"02/21/2012","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","25"
"02/22/2012","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36","."
"02/23/2012","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","."
"02/24/2012","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47","22"
"02/25/2012","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","."
"02/26/2012","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","."
"02/27/2012","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","21"
"02/28/2012","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36","."
"02/29/2012","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","."
"03/01/2012","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","10"
"03/02/2012","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","."
"03/03/2012","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","."
"03/04/2012","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","33"
"03/05/2012","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","."
"03/06/2012","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","."
"03/07/2012","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","19"
"03/08/2012","46","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","46","."
