"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2012","66","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","12","10","66"
"01/02/2012","65","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","21","10","65"
"01/03/2012","38","PM2.5","Ukiah-Library","06-045-0006","AQS","10","16","38"
"01/04/2012","47","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","10","13","47"
"01/05/2012","55","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","18","20","55"
"01/06/2012","33","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","13","18","33"
"01/07/2012","61","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","12","14","61"
"01/08/2012","71","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","14","12","71"
"01/09/2012","60","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","10","18","60"
"01/10/2012","70","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","5","15","70"
"01/11/2012","61","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","10","16","61"
"01/12/2012","63","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","13","10","63"
"01/13/2012","67","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","11","7","67"
"01/14/2012","77","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","18","9","77"
"01/15/2012","51","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","26","14","51"
"01/16/2012","75","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","25","7","75"
"01/17/2012","75","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","20",".","75"
"01/18/2012","56","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","19","4","56"
"01/19/2012","18","Ozone","Ukiah-Gobbi Street","06-045-0008","AQS","18",".","13"
"01/20/2012","4","PM10","Fort Bragg-300 Dana Street","06-045-0010","AQS",".","4","."
"01/21/2012","34","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","27","22","34"
"01/22/2012","22","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","19","4","22"
"01/23/2012","27","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","19","24","27"
"01/24/2012","28","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS",".","19","28"
"01/25/2012","43","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","10","20","43"
"01/26/2012","22","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","18","11","22"
"01/27/2012","24","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","13","12","24"
"01/28/2012","52","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","14","9","52"
"01/29/2012","48","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","18","8","48"
"01/30/2012","47","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","20","8","47"
"01/31/2012","27","PM2.5","Ukiah-Library","06-045-0006","AQS","12","6","27"
"02/01/2012","32","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","20","14","32"
"02/02/2012","29","PM2.5","Ukiah-Library","06-045-0006","AQS","12","21","29"
"02/03/2012","36","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","17","15","36"
"02/04/2012","35","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","22","16","35"
"02/05/2012","56","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","24",".","56"
"02/06/2012","45","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","31","8","45"
"02/07/2012","23","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","23","3","23"
"02/08/2012","33","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","19","14","33"
"02/09/2012","33","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","14","16","33"
"02/10/2012","27","PM2.5","Willits-125 East Commercial Street","06-045-2002","AQS","22","6","27"
"02/11/2012","21","Ozone","Ukiah-Gobbi Street","06-045-0008","AQS","21","14","19"
"02/12/2012","30","Ozone","Ukiah-Gobbi Street","06-045-0008","AQS","30","7","14"
