"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2012","65","PM2.5","Concord","06-013-0002","AQS","5","30","7",".","65","18"
"01/02/2012","64","PM2.5","Concord","06-013-0002","AQS","8","27","6",".","64","36"
"01/03/2012","48","PM2.5","Concord","06-013-0002","AQS","8","26","7",".","48","31"
"01/04/2012","37","PM2.5","Concord","06-013-0002","AQS","8","22","6","18","37","31"
"01/05/2012","31","NO2","San Pablo","06-013-1004","AQS","10","23","10",".","30","31"
"01/06/2012","32","PM2.5","Concord","06-013-0002","AQS","8","20","7",".","32","28"
"01/07/2012","33","Ozone","Bethel Island","06-013-1002","AQS","9","33","7",".","24","28"
"01/08/2012","31","Ozone","Concord","06-013-0002","AQS","7","31","7",".","28","31"
"01/09/2012","89","PM2.5","Concord","06-013-0002","AQS","10","27","9",".","89","38"
"01/10/2012","80","PM2.5","Concord","06-013-0002","AQS","9","31","7","33","80","37"
"01/11/2012","36","PM2.5","Concord","06-013-0002","AQS","10","26","9",".","36","36"
"01/12/2012","33","NO2","Concord","06-013-0002","AQS","9","26","9",".","26","33"
"01/13/2012","54","PM2.5","Concord","06-013-0002","AQS","8","29","9",".","54","41"
"01/14/2012","73","PM2.5","Concord","06-013-0002","AQS","9","25","14",".","73","39"
"01/15/2012","43","PM2.5","Concord","06-013-0002","AQS","10","33","7",".","43","29"
"01/16/2012","31","Ozone","Bethel Island","06-013-1002","AQS","6","31","10","10","17","29"
"01/17/2012","29","NO2","Concord","06-013-0002","AQS","7","27","6",".","24","29"
"01/18/2012","30","Ozone","Bethel Island","06-013-1002","AQS","7","30","6",".",".","30"
"01/19/2012","32","NO2","San Pablo","06-013-1004","AQS","9","26","7",".","17","32"
"01/20/2012","68","PM2.5","Concord","06-013-0002","AQS","7","30","6",".","68","25"
"01/21/2012","35","Ozone","San Pablo","06-013-1004","AQS","7","35","6",".","18","28"
"01/22/2012","30","Ozone","Concord","06-013-0002","AQS","7","30","11","13","22","20"
"01/23/2012","30","Ozone","San Pablo","06-013-1004","AQS","7","30","6",".","15","22"
"01/24/2012","27","NO2","San Pablo","06-013-1004","AQS","8","18","7",".","22","27"
"01/25/2012","38","PM2.5","Concord","06-013-0002","AQS","7","20","7",".","38","28"
"01/26/2012","22","NO2","San Pablo","06-013-1004","AQS","6","17","6",".","18","22"
"01/27/2012","33","NO2","San Pablo","06-013-1004","AQS","7","32","10",".","24","33"
"01/28/2012","28","Ozone","San Pablo","06-013-1004","AQS","7","28","7","13","27","24"
"01/29/2012","54","PM2.5","Concord","06-013-0002","AQS","8","28","7",".","54","35"
"01/30/2012","53","PM2.5","Concord","06-013-0002","AQS","9","27","16",".","53","29"
"01/31/2012","26","Ozone","San Pablo","06-013-1004","AQS","5","26","7",".","24","23"
"02/01/2012","28","Ozone","Concord","06-013-0002","AQS","7","28","6",".","20","25"
"02/02/2012","34","NO2","San Pablo","06-013-1004","AQS","7","31","9",".","17","34"
"02/03/2012","62","PM2.5","Concord","06-013-0002","AQS","8","29","7","19","62","33"
"02/04/2012","61","PM2.5","Concord","06-013-0002","AQS","7","31","7",".","61","27"
"02/05/2012","36","PM2.5","Concord","06-013-0002","AQS","6","34","6",".","36","25"
"02/06/2012","56","PM2.5","Concord","06-013-0002","AQS","7","25","10",".","56","34"
"02/07/2012","56","PM2.5","Concord","06-013-0002","AQS","7","24","7",".","56","29"
"02/08/2012","33","PM2.5","Concord","06-013-0002","AQS","7","33","7",".","33","29"
"02/09/2012","40","PM2.5","Concord","06-013-0002","AQS","7","29","7","16","40","36"
"02/10/2012","32","NO2","San Pablo","06-013-1004","AQS","7","31","9",".","15","32"
"02/11/2012","31","Ozone","Bethel Island","06-013-1002","AQS","5","31","7",".","23","17"
"02/12/2012","35","Ozone","San Pablo","06-013-1004","AQS","5","35","7",".","21","18"
"02/13/2012","35","Ozone","San Pablo","06-013-1004","AQS","6","35","7",".",".","17"
"02/14/2012","34","Ozone","San Pablo","06-013-1004","AQS","6","34","7",".","16","20"
"02/15/2012","35","Ozone","Bethel Island","06-013-1002","AQS","5","35","7","6","16","29"
"02/16/2012","35","Ozone","Bethel Island","06-013-1002","AQS","6","35","7",".","15","29"
"02/17/2012","28","PM2.5","Concord","06-013-0002","AQS","8","26","7",".","28","25"
"02/18/2012","31","Ozone","Concord","06-013-0002","AQS","5","31","7",".","18","14"
"02/19/2012","32","Ozone","San Pablo","06-013-1004","AQS","5","32","6",".","19","12"
"02/20/2012","33","Ozone","Bethel Island","06-013-1002","AQS","6","33","9",".","27","24"
"02/21/2012","28","Ozone","Bethel Island","06-013-1002","AQS","6","28","7","13","23","24"
"02/22/2012","26","Ozone","Concord","06-013-0002","AQS","7","26","16",".","15","24"
"02/23/2012","43","Ozone","Bethel Island","06-013-1002","AQS","5","43","6",".","10","30"
"02/24/2012","33","Ozone","Concord","06-013-0002","AQS","6","33","11",".","13","31"
"02/25/2012","35","Ozone","Bethel Island","06-013-1002","AQS","3","35","9",".","18","14"
"02/26/2012","38","Ozone","Bethel Island","06-013-1002","AQS","5","38","9",".","22","18"
"02/27/2012","36","Ozone","Bethel Island","06-013-1002","AQS","7","36","10","16","24","28"
"02/28/2012","39","Ozone","Bethel Island","06-013-1002","AQS","3","39","6",".","16","20"
"02/29/2012","38","Ozone","San Pablo","06-013-1004","AQS",".","38","9",".","13","12"
"03/01/2012","37","Ozone","Bethel Island","06-013-1002","AQS","5","37","6",".","13","12"
"03/02/2012","38","Ozone","Bethel Island","06-013-1002","AQS","6","38","7",".","13","35"
"03/03/2012","37","Ozone","San Pablo","06-013-1004","AQS","6","37","7",".","16","26"
"03/04/2012","44","Ozone","Bethel Island","06-013-1002","AQS","7","44","9","11","23","24"
"03/05/2012","31","Ozone","Concord","06-013-0002","AQS","6","31","6",".","21","21"
"03/06/2012","41","Ozone","Bethel Island","06-013-1002","AQS","3","41","6",".","10","12"
"03/07/2012","41","Ozone","Bethel Island","06-013-1002","AQS","6","41","10",".","10","32"
"03/08/2012","39","Ozone","Bethel Island","06-013-1002","AQS","7","39","11",".","21","36"
"03/09/2012","54","Ozone","Bethel Island","06-013-1002","AQS","6","54","9",".","36","26"
"03/10/2012","38","Ozone","Bethel Island","06-013-1002","AQS","6","38","14","9","19","29"
"03/11/2012","40","Ozone","Bethel Island","06-013-1002","AQS","5","40","14",".","17","19"
"03/12/2012","41","Ozone","Bethel Island","06-013-1002","AQS","7","41","9",".","22","23"
"03/13/2012","34","Ozone","San Pablo","06-013-1004","AQS","3","34","7",".","5","12"
"03/14/2012","28","Ozone","Concord","06-013-0002","AQS","5","28","9",".","4","19"
"03/15/2012","29","Ozone","Concord","06-013-0002","AQS","5","29","10",".","3","20"
"03/16/2012","38","Ozone","San Pablo","06-013-1004","AQS","3","38","9","5","6","15"
"03/17/2012","43","Ozone","San Pablo","06-013-1004","AQS","3","43","7",".","15","14"
"03/18/2012","40","Ozone","Bethel Island","06-013-1002","AQS","3","40","6",".","11","3"
