"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2012","162","PM2.5","Visalia-Church","06-107-2002","AQS","37",".","162","42"
"01/02/2012","147","PM2.5","Visalia-Church","06-107-2002","AQS","36",".","147","28"
"01/03/2012","131","PM2.5","Porterville","06-107-2010","AQS","39",".","131","31"
"01/04/2012","147","PM2.5","Visalia-Church","06-107-2002","AQS","36","59","147","39"
"01/05/2012","156","PM2.5","Visalia-Church","06-107-2002","AQS","42",".","156","46"
"01/06/2012","156","PM2.5","Visalia-Church","06-107-2002","AQS","45",".","156","44"
"01/07/2012","121","PM2.5","Visalia-Church","06-107-2002","AQS","39","52","121","25"
"01/08/2012","98","PM2.5","Visalia-Church","06-107-2002","AQS","37",".","98","33"
"01/09/2012","97","PM2.5","Visalia-Church","06-107-2002","AQS","38",".","97","47"
"01/10/2012","102","PM2.5","Visalia-Church","06-107-2002","AQS","36","57","102","49"
"01/11/2012","146","PM2.5","Visalia-Church","06-107-2002","AQS","36",".","146","43"
"01/12/2012","151","PM2.5","Visalia-Church","06-107-2002","AQS","38",".","151","45"
"01/13/2012","132","PM2.5","Visalia-Church","06-107-2002","AQS","41",".","132","46"
"01/14/2012","120","PM2.5","Visalia-Church","06-107-2002","AQS","38",".","120","42"
"01/15/2012","65","PM2.5","Visalia-Church","06-107-2002","AQS","44",".","65","41"
"01/16/2012","38","PM2.5","Visalia-Church","06-107-2002","AQS","36","27","38","30"
"01/17/2012","58","PM2.5","Porterville","06-107-2010","AQS","39",".","58","35"
"01/18/2012","76","PM2.5","Visalia-Church","06-107-2002","AQS","37",".","76","41"
"01/19/2012","95","PM2.5","Visalia-Church","06-107-2002","AQS","35","59","95","31"
"01/20/2012","78","PM2.5","Porterville","06-107-2010","AQS","34",".","78","31"
"01/21/2012","35","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","35",".","22","26"
"01/22/2012","34","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","34","8","25","14"
"01/23/2012","35","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","35",".","13","15"
"01/24/2012","55","PM2.5","Visalia-Church","06-107-2002","AQS","31",".","55","25"
"01/25/2012","72","PM2.5","Visalia-Church","06-107-2002","AQS","25",".","72","29"
"01/26/2012","95","PM2.5","Porterville","06-107-2010","AQS","31",".","95","30"
"01/27/2012","108","PM2.5","Porterville","06-107-2010","AQS","29",".","108","17"
"01/28/2012","89","PM2.5","Visalia-Church","06-107-2002","AQS","38",".","89","30"
"01/29/2012","86","PM2.5","Porterville","06-107-2010","AQS","39",".","86","25"
"01/30/2012","109","PM2.5","Porterville","06-107-2010","AQS","38",".","109","25"
"01/31/2012","153","PM2.5","Porterville","06-107-2010","AQS","36",".","153","32"
"02/01/2012","138","PM2.5","Porterville","06-107-2010","AQS","39",".","138","18"
"02/02/2012","58","PM2.5","Porterville","06-107-2010","AQS","36",".","58","26"
"02/03/2012","56","PM2.5","Visalia-Church","06-107-2002","AQS","41",".","56","33"
"02/04/2012","44","Ozone","Sequoia & Kings Canyon NPs - Ash Mountain","06-107-0009","AQS","44",".","23","33"
"02/05/2012","44","PM2.5","Visalia-Church","06-107-2002","AQS","44",".","44","29"
"02/06/2012","44","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","44",".","36","34"
"02/07/2012","35","Ozone","Sequoia & Kings Canyon NPs - Lower Kaweah","06-107-0006","AQS","35",".","30","27"
