"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM25","NO2"
"11/29/2012","31","Ozone","Redwood City","06-081-1001","AQS","5","31","28","24"
"11/30/2012","30","Ozone","Redwood City","06-081-1001","AQS","6","30","18","25"
"12/01/2012","30","Ozone","Redwood City","06-081-1001","AQS","5","30","24","15"
"12/02/2012","35","Ozone","Redwood City","06-081-1001","AQS","7","35","31","25"
"12/03/2012","38","PM2.5","Redwood City","06-081-1001","AQS","11","22","38","26"
"12/04/2012","52","PM2.5","Redwood City","06-081-1001","AQS","11","24","52","25"
"12/05/2012","33","PM2.5","Redwood City","06-081-1001","AQS","6","19","33","21"
"12/06/2012","45","PM2.5","Redwood City","06-081-1001","AQS","7","30","45","24"
"12/07/2012","48","PM2.5","Redwood City","06-081-1001","AQS","14","8","48","25"
"12/08/2012","50","PM2.5","Redwood City","06-081-1001","AQS","9","11","50","26"
"12/09/2012","40","PM2.5","Redwood City","06-081-1001","AQS","9","19","40","25"
"12/10/2012","31","NO2","Redwood City","06-081-1001","AQS","10","19","28","31"
"12/11/2012","37","PM2.5","Redwood City","06-081-1001","AQS","15","32","37","27"
"12/12/2012","32","NO2","Redwood City","06-081-1001","AQS","7","31","20","32"
"12/13/2012","40","PM2.5","Redwood City","06-081-1001","AQS","15","19","40","30"
"12/14/2012","33","NO2","Redwood City","06-081-1001","AQS","9","12","28","33"
"12/15/2012","38","PM2.5","Redwood City","06-081-1001","AQS","9","17","38","22"
"12/16/2012","34","PM2.5","Redwood City","06-081-1001","AQS","6","31","34","20"
"12/17/2012","28","PM2.5","Redwood City","06-081-1001","AQS","6","25","28","25"
"12/18/2012","37","NO2","Redwood City","06-081-1001","AQS","9","29","34","37"
"12/19/2012","42","PM2.5","Redwood City","06-081-1001","AQS","10","20","42","32"
"12/20/2012","36","Ozone","Redwood City","06-081-1001","AQS","10","36","32","31"
"12/21/2012","35","Ozone","Redwood City","06-081-1001","AQS","6","35","15","13"
"12/22/2012","34","Ozone","Redwood City","06-081-1001","AQS","5","34","18","13"
"12/23/2012","29","Ozone","Redwood City","06-081-1001","AQS","6","29","21","15"
"12/24/2012","50","PM2.5","Redwood City","06-081-1001","AQS","10","25","50","28"
"12/25/2012","33","PM2.5","Redwood City","06-081-1001","AQS","9","30","33","16"
"12/26/2012","32","Ozone","Redwood City","06-081-1001","AQS","7","32","17","28"
"12/27/2012","37","NO2","Redwood City","06-081-1001","AQS","11","23","32","37"
"12/28/2012","54","PM2.5","Redwood City","06-081-1001","AQS","14","7","54","28"
"12/29/2012","53","PM2.5","Redwood City","06-081-1001","AQS","13","18","53","23"
"12/30/2012","53","PM2.5","Redwood City","06-081-1001","AQS","10","21","53","26"
"12/31/2012","50","PM2.5","Redwood City","06-081-1001","AQS","10","27","50","32"
