"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2012","42","PM2.5","Willows-Colusa Street","06-021-0003","AQS","21",".","42"
"01/02/2012","70","PM2.5","Willows-Colusa Street","06-021-0003","AQS","21",".","70"
"01/03/2012","40","PM2.5","Willows-Colusa Street","06-021-0003","AQS","25",".","40"
"01/04/2012","53","PM2.5","Willows-Colusa Street","06-021-0003","AQS","19","20","53"
"01/05/2012","42","PM2.5","Willows-Colusa Street","06-021-0003","AQS","19",".","42"
"01/06/2012","30","PM2.5","Willows-Colusa Street","06-021-0003","AQS","24",".","30"
"01/07/2012","31","Ozone","Willows-Colusa Street","06-021-0003","AQS","31",".","3"
"01/08/2012","58","PM2.5","Willows-Colusa Street","06-021-0003","AQS","32",".","58"
"01/09/2012","59","PM2.5","Willows-Colusa Street","06-021-0003","AQS","27",".","59"
"01/10/2012","48","PM2.5","Willows-Colusa Street","06-021-0003","AQS","20","19","48"
"01/11/2012","56","PM2.5","Willows-Colusa Street","06-021-0003","AQS","27",".","56"
"01/12/2012","29","Ozone","Willows-Colusa Street","06-021-0003","AQS","29",".","16"
"01/13/2012","34","PM2.5","Willows-Colusa Street","06-021-0003","AQS","29",".","34"
"01/14/2012","42","PM2.5","Willows-Colusa Street","06-021-0003","AQS","31",".","42"
"01/15/2012","58","PM2.5","Willows-Colusa Street","06-021-0003","AQS","30",".","58"
"01/16/2012","31","Ozone","Willows-Colusa Street","06-021-0003","AQS","31","10","23"
"01/17/2012","81","PM2.5","Willows-Colusa Street","06-021-0003","AQS","28",".","81"
"01/18/2012","91","PM2.5","Willows-Colusa Street","06-021-0003","AQS","23",".","91"
"01/19/2012","72","PM2.5","Willows-Colusa Street","06-021-0003","AQS","21",".","72"
"01/20/2012","71","PM2.5","Willows-Colusa Street","06-021-0003","AQS","20",".","71"
"01/21/2012","33","Ozone","Willows-Colusa Street","06-021-0003","AQS","33",".","13"
"01/22/2012","30","Ozone","Willows-Colusa Street","06-021-0003","AQS","30","6","21"
"01/23/2012","30","Ozone","Willows-Colusa Street","06-021-0003","AQS","30",".","10"
"01/24/2012","35","PM2.5","Willows-Colusa Street","06-021-0003","AQS","18",".","35"
