"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2012","63","PM2.5","Davis-UCD Campus","06-113-0004","AQS","21",".","63","18"
"01/02/2012","70","PM2.5","Davis-UCD Campus","06-113-0004","AQS","22",".","70","20"
"01/03/2012","67","PM2.5","Davis-UCD Campus","06-113-0004","AQS","28",".","67","17"
"01/04/2012","51","PM2.5","Woodland-Gibson Road","06-113-1003","AQS","21","35","51","25"
"01/05/2012","53","PM2.5","Davis-UCD Campus","06-113-0004","AQS","20",".","53","34"
"01/06/2012","74","PM2.5","Davis-UCD Campus","06-113-0004","AQS","20",".","74","16"
"01/07/2012","31","Ozone","Davis-UCD Campus","06-113-0004","AQS","31",".","16","8"
"01/08/2012","44","PM2.5","Davis-UCD Campus","06-113-0004","AQS","28",".","44","31"
"01/09/2012","77","PM2.5","Davis-UCD Campus","06-113-0004","AQS","24",".","77","44"
"01/10/2012","60","PM2.5","Davis-UCD Campus","06-113-0004","AQS","28","46","60","21"
"01/11/2012","49","PM2.5","Davis-UCD Campus","06-113-0004","AQS","20",".","49","31"
"01/12/2012","43","PM2.5","Davis-UCD Campus","06-113-0004","AQS","27",".","43","32"
"01/13/2012","41","PM2.5","Davis-UCD Campus","06-113-0004","AQS","25",".","41","37"
"01/14/2012","56","PM2.5","Davis-UCD Campus","06-113-0004","AQS","25",".","56","26"
"01/15/2012","52","PM2.5","Davis-UCD Campus","06-113-0004","AQS","31",".","52","17"
"01/16/2012","45","PM2.5","Woodland-Gibson Road","06-113-1003","AQS","31","19","45","25"
"01/17/2012","55","PM2.5","Davis-UCD Campus","06-113-0004","AQS","19",".","55","30"
"01/18/2012","48","PM2.5","Davis-UCD Campus","06-113-0004","AQS","30","18","48","25"
"01/19/2012","83","PM2.5","Davis-UCD Campus","06-113-0004","AQS","17",".","83","24"
"01/20/2012","97","PM2.5","Davis-UCD Campus","06-113-0004","AQS","26",".","97","17"
"01/21/2012","35","Ozone","Davis-UCD Campus","06-113-0004","AQS","35",".","25","12"
"01/22/2012","40","PM2.5","Davis-UCD Campus","06-113-0004","AQS","29","11","40","9"
"01/23/2012","31","Ozone","Davis-UCD Campus","06-113-0004","AQS","31",".","26","23"
"01/24/2012","35","PM2.5","Davis-UCD Campus","06-113-0004","AQS","19",".","35","23"
"01/25/2012","46","PM2.5","Davis-UCD Campus","06-113-0004","AQS","25",".","46","20"
"01/26/2012","55","PM2.5","Davis-UCD Campus","06-113-0004","AQS","22",".","55","19"
"01/27/2012","34","Ozone","Davis-UCD Campus","06-113-0004","AQS","34",".","17","5"
"01/28/2012","30","Ozone","Davis-UCD Campus","06-113-0004","AQS","30","19","29","27"
"01/29/2012","46","PM2.5","Davis-UCD Campus","06-113-0004","AQS","31",".","46","21"
"01/30/2012","62","PM2.5","Davis-UCD Campus","06-113-0004","AQS","28",".","62","27"
"01/31/2012","61","PM2.5","Davis-UCD Campus","06-113-0004","AQS","25",".","61","18"
"02/01/2012","38","PM2.5","Davis-UCD Campus","06-113-0004","AQS","28",".","38","10"
"02/02/2012","33","Ozone","Davis-UCD Campus","06-113-0004","AQS","33",".","27","19"
"02/03/2012","56","PM2.5","Davis-UCD Campus","06-113-0004","AQS","27","19","56","27"
"02/04/2012","34","Ozone","Davis-UCD Campus","06-113-0004","AQS","34",".","31","25"
"02/05/2012","33","PM2.5","Davis-UCD Campus","06-113-0004","AQS","33",".","33","17"
"02/06/2012","30","PM2.5","Davis-UCD Campus","06-113-0004","AQS","26",".","30","16"
"02/07/2012","54","PM2.5","Davis-UCD Campus","06-113-0004","AQS","19",".","54","14"
"02/08/2012","35","PM2.5","Davis-UCD Campus","06-113-0004","AQS","35",".","35","8"
