"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2012","53","PM2.5","King City 2","06-053-0008","AQS","7","31","19","53","26"
"01/02/2012","53","PM2.5","Salinas 3","06-053-1003","AQS","8","32","19","53","25"
"01/03/2012","35","PM2.5","Salinas 3","06-053-1003","AQS","9","23","18","35","26"
"01/04/2012","32","NO2","Salinas 3","06-053-1003","AQS","9","31","20","31","32"
"01/05/2012","30","PM2.5","Salinas 3","06-053-1003","AQS","9","29","24","30","14"
"01/06/2012","39","PM2.5","Salinas 3","06-053-1003","AQS","8","27","26","39","19"
"01/07/2012","35","PM2.5","King City 2","06-053-0008","AQS","9","30","20","35","26"
"01/08/2012","34","Ozone","Carmel Valley","06-053-0002","AQS","9","34","17","26","24"
"01/09/2012","34","Ozone","Carmel Valley","06-053-0002","AQS","8","34","23","24","31"
"01/10/2012","34","Ozone","Carmel Valley","06-053-0002","AQS","8","34","20","29","14"
"01/11/2012","44","PM2.5","Salinas 3","06-053-1003","AQS","9","31","31","44","33"
"01/12/2012","47","PM2.5","King City 2","06-053-0008","AQS","9","31","28","47","29"
"01/13/2012","54","PM2.5","King City 2","06-053-0008","AQS","9","36","31","54","29"
"01/14/2012","53","PM2.5","King City 2","06-053-0008","AQS","9","36","31","53","28"
"01/15/2012","37","Ozone","Carmel Valley","06-053-0002","AQS","9","37","21","31","20"
"01/16/2012","31","Ozone","King City 2","06-053-0008","AQS","16","31","16","23","."
"01/17/2012","31","Ozone","Carmel Valley","06-053-0002","AQS","16","31","14","24","."
"01/18/2012","31","Ozone","Carmel Valley","06-053-0002","AQS","13","31","23","23","."
"01/19/2012","31","Ozone","Carmel Valley","06-053-0002","AQS","11","31","22","28","."
"01/20/2012","30","Ozone","Carmel Valley","06-053-0002","AQS","6","30","11","15","."
"01/21/2012","37","PM2.5","Carmel Valley","06-053-0002","AQS","6","34","12","37","."
"01/22/2012","31","Ozone","Carmel Valley","06-053-0002","AQS","7","31","7","18","."
"01/23/2012","35","Ozone","Salinas 3","06-053-1003","AQS","6","35","7","24","."
"01/24/2012","28","PM2.5","Salinas 3","06-053-1003","AQS","7","27","13","28","."
"01/25/2012","39","PM2.5","Salinas 3","06-053-1003","AQS","9","20","12","39","."
"01/26/2012","29","PM2.5","Salinas 3","06-053-1003","AQS","8","19","10","29","18"
"01/27/2012","28","Ozone","King City 2","06-053-0008","AQS","7","28","7","17","25"
"01/28/2012","31","Ozone","Carmel Valley","06-053-0002","AQS","7","31","10","17","18"
"01/29/2012","34","Ozone","Carmel Valley","06-053-0002","AQS","7","34","9","28","21"
"01/30/2012","30","Ozone","Salinas 3","06-053-1003","AQS","7","30","11","22","16"
"01/31/2012","36","PM2.5","King City 2","06-053-0008","AQS","6","34","15","36","10"
"02/01/2012","31","Ozone","Carmel Valley","06-053-0002","AQS","7","31","12","18","18"
"02/02/2012","32","Ozone","Carmel Valley","06-053-0002","AQS","7","32","10","30","16"
"02/03/2012","34","Ozone","Carmel Valley","06-053-0002","AQS","7","34","13","24","."
"02/04/2012","44","Ozone","Carmel Valley","06-053-0002","AQS","7","44","15","25","."
"02/05/2012","38","Ozone","Carmel Valley","06-053-0002","AQS","7","38","19","22","."
"02/06/2012","40","Ozone","Carmel Valley","06-053-0002","AQS","7","40","19","25","."
"02/07/2012","40","Ozone","Carmel Valley","06-053-0002","AQS","6","40","17","22","16"
"02/08/2012","36","Ozone","Carmel Valley","06-053-0002","AQS",".","36","10","34","23"
"02/09/2012","36","Ozone","Carmel Valley","06-053-0002","AQS","8","36","14","30","25"
"02/10/2012","33","Ozone","Carmel Valley","06-053-0002","AQS","9","33","16","22","21"
"02/11/2012","36","Ozone","Salinas 3","06-053-1003","AQS","6","36","6","14","4"
"02/12/2012","31","Ozone","Salinas 3","06-053-1003","AQS","6","31","11","23","5"
"02/13/2012","35","Ozone","Carmel Valley","06-053-0002","AQS","9","35","9","29","23"
"02/14/2012","31","Ozone","Carmel Valley","06-053-0002","AQS","9","31","12","23","16"
"02/15/2012","32","Ozone","Carmel Valley","06-053-0002","AQS","7","32","11","20","15"
"02/16/2012","33","Ozone","Carmel Valley","06-053-0002","AQS","8","33","9","14","20"
"02/17/2012","29","Ozone","King City 2","06-053-0008","AQS","7","29","10","16","14"
"02/18/2012","34","Ozone","Carmel Valley","06-053-0002","AQS","7","34","13","27","10"
"02/19/2012","35","PM2.5","Carmel Valley","06-053-0002","AQS","7","33","16","35","13"
"02/20/2012","32","Ozone","Carmel Valley","06-053-0002","AQS","7","32","10","18","10"
"02/21/2012","31","PM2.5","Salinas 3","06-053-1003","AQS","9","30","11","31","20"
"02/22/2012","30","PM2.5","Salinas 3","06-053-1003","AQS","8","30","17","30","14"
"02/23/2012","35","Ozone","Carmel Valley","06-053-0002","AQS","8","35","23","34","21"
"02/24/2012","42","Ozone","King City 2","06-053-0008","AQS","8","42","29","24","17"
"02/25/2012","36","Ozone","King City 2","06-053-0008","AQS","8","36","20","32","15"
"02/26/2012","39","Ozone","Carmel Valley","06-053-0002","AQS","8","39","17","25","11"
"02/27/2012","37","Ozone","Carmel Valley","06-053-0002","AQS","7","37","20","27","16"
"02/28/2012","38","Ozone","Carmel Valley","06-053-0002","AQS","7","38","17","30","23"
"02/29/2012","37","Ozone","Carmel Valley","06-053-0002","AQS","8","37","10","18","16"
"03/01/2012","39","Ozone","Salinas 3","06-053-1003","AQS","9","39","7","18","15"
"03/02/2012","38","Ozone","Carmel Valley","06-053-0002","AQS","10","38","10","16","25"
"03/03/2012","42","Ozone","Carmel Valley","06-053-0002","AQS",".","42","12","19","24"
"03/04/2012","45","Ozone","Carmel Valley","06-053-0002","AQS",".","45","9","25","14"
"03/05/2012","37","Ozone","King City 2","06-053-0008","AQS",".","37","21","23","19"
"03/06/2012","39","Ozone","King City 2","06-053-0008","AQS",".","39","20","33","13"
"03/07/2012","42","Ozone","Carmel Valley","06-053-0002","AQS","3","42","13","22","21"
"03/08/2012","44","Ozone","Carmel Valley","06-053-0002","AQS","3","44","19","17","19"
"03/09/2012","49","Ozone","Carmel Valley","06-053-0002","AQS","3","49","29","27","24"
"03/10/2012","42","Ozone","King City 2","06-053-0008","AQS","3","42","41","27","10"
"03/11/2012","40","Ozone","Carmel Valley","06-053-0002","AQS","3","40","6","21","9"
"03/12/2012","42","Ozone","Carmel Valley","06-053-0002","AQS","5","42","12","26","17"
"03/13/2012","37","Ozone","Carmel Valley","06-053-0002","AQS","2","37","7","15","8"
"03/14/2012","31","Ozone","Carmel Valley","06-053-0002","AQS","3","31","8","17","8"
"03/15/2012","30","Ozone","King City 2","06-053-0008","AQS","3","30","10","15","8"
"03/16/2012","35","Ozone","Salinas 3","06-053-1003","AQS","3","35","6","21","11"
"03/17/2012","44","Ozone","Carmel Valley","06-053-0002","AQS","3","44","3","20","12"
"03/18/2012","41","Ozone","Salinas 3","06-053-1003","AQS","3","41","6","27","11"
"03/19/2012","39","Ozone","King City 2","06-053-0008","AQS","5","39","6","21","19"
"03/20/2012","38","Ozone","King City 2","06-053-0008","AQS",".","38","8","18","9"
"03/21/2012","35","Ozone","Salinas 3","06-053-1003","AQS","3","35","6","15","16"
"03/22/2012","41","Ozone","Salinas 3","06-053-1003","AQS","2","41","9","20","10"
"03/23/2012","41","Ozone","Salinas 3","06-053-1003","AQS","5","41","11","18","24"
"03/24/2012","43","Ozone","Salinas 3","06-053-1003","AQS","2","43","8","17","4"
"03/25/2012","43","Ozone","King City 2","06-053-0008","AQS","2","43","4","15","4"
"03/26/2012","41","Ozone","Salinas 3","06-053-1003","AQS","3","41","6","14","16"
"03/27/2012","39","Ozone","Carmel Valley","06-053-0002","AQS","2","39","7","20","7"
"03/28/2012","39","Ozone","Salinas 3","06-053-1003","AQS","3","39","6","24","7"
"03/29/2012","40","Ozone","King City 2","06-053-0008","AQS","3","40","14","37","8"
"03/30/2012","37","PM2.5","Carmel Valley","06-053-0002","AQS","3","35","19","37","8"
"03/31/2012","45","Ozone","Salinas 3","06-053-1003","AQS","3","45","9","30","8"
"04/01/2012","43","Ozone","Carmel Valley","06-053-0002","AQS","2","43","16","37","4"
"04/02/2012","41","Ozone","Carmel Valley","06-053-0002","AQS","5","41","15","25","17"
"04/03/2012","43","Ozone","King City 2","06-053-0008","AQS","5","43","31","28","17"
"04/04/2012","43","Ozone","King City 2","06-053-0008","AQS","3","43","16","25","27"
"04/05/2012","41","Ozone","King City 2","06-053-0008","AQS","6","41","13","22","."
"04/06/2012","39","Ozone","King City 2","06-053-0008","AQS",".","39","14","24","."
"04/07/2012","46","Ozone","King City 2","06-053-0008","AQS",".","46","18","23","."
"04/08/2012","51","Ozone","King City 2","06-053-0008","AQS",".","51","17","35","."
"04/09/2012","84","Ozone","King City 2","06-053-0008","AQS",".","84","22","47","."
"04/10/2012","38","Ozone","King City 2","06-053-0008","AQS","5","38","10","32","."
"04/11/2012","40","Ozone","Carmel Valley","06-053-0002","AQS",".","40","5","21","."
"04/12/2012","48","Ozone","Carmel Valley","06-053-0002","AQS",".","48","12","40","."
"04/13/2012","47","Ozone","Salinas 3","06-053-1003","AQS","3","47","6","22","."
"04/14/2012","44","Ozone","Carmel Valley","06-053-0002","AQS","3","44","13","30","6"
"04/15/2012","36","Ozone","Carmel Valley","06-053-0002","AQS","3","36","13","29","8"
"04/16/2012","44","Ozone","Carmel Valley","06-053-0002","AQS","5","44","14","23","14"
"04/17/2012","33","Ozone","Carmel Valley","06-053-0002","AQS","6","33","16","18","25"
"04/18/2012","43","Ozone","Carmel Valley","06-053-0002","AQS","5","43","20","29","16"
"04/19/2012","32","Ozone","Carmel Valley","06-053-0002","AQS","5","32","20","25","11"
"04/20/2012","31","Ozone","Carmel Valley","06-053-0002","AQS","6","31","25","27","18"
"04/21/2012","44","Ozone","King City 2","06-053-0008","AQS","5","44","29","32","18"
"04/22/2012","35","Ozone","King City 2","06-053-0008","AQS","3","35","18","23","5"
"04/23/2012","32","Ozone","Salinas 3","06-053-1003","AQS","3","32","10","23","7"
"04/24/2012","33","Ozone","King City 2","06-053-0008","AQS","3","33","14","21","10"
"04/25/2012","21","Ozone","Carmel Valley","06-053-0002","AQS","3","21","8","17","8"
"04/26/2012","46","Ozone","Carmel Valley","06-053-0002","AQS","3","46","16","21","7"
"04/27/2012","42","Ozone","King City 2","06-053-0008","AQS","5","42","20","21","15"
"04/28/2012","37","Ozone","Carmel Valley","06-053-0002","AQS","3","37","32","31","9"
"04/29/2012","35","Ozone","King City 2","06-053-0008","AQS","3","35","24","30","6"
"04/30/2012","38","Ozone","King City 2","06-053-0008","AQS","5","38","32","30","8"
"05/01/2012","43","Ozone","Salinas 3","06-053-1003","AQS","3","43",".","38","4"
"05/02/2012","47","Ozone","Carmel Valley","06-053-0002","AQS","3","47",".","33","6"
"05/03/2012","39","Ozone","Salinas 3","06-053-1003","AQS","3","39",".","20","10"
"05/04/2012","44","Ozone","Carmel Valley","06-053-0002","AQS","3","44",".","28","8"
"05/05/2012","47","Ozone","King City 2","06-053-0008","AQS","5","47","28","34","16"
"05/06/2012","54","Ozone","Carmel Valley","06-053-0002","AQS","3","54","27","53","10"
"05/07/2012","54","Ozone","King City 2","06-053-0008","AQS","5","54","41","53","20"
"05/08/2012","61","Ozone","King City 2","06-053-0008","AQS","3","61","40","54","8"
"05/09/2012","57","PM2.5","Carmel Valley","06-053-0002","AQS","5","45","53","57","12"
"05/10/2012","60","PM2.5","Salinas 3","06-053-1003","AQS","3","45","51","60","7"
"05/11/2012","52","PM2.5","King City 2","06-053-0008","AQS","5","47","45","52","20"
"05/12/2012","46","PM2.5","King City 2","06-053-0008","AQS","3","44","37","46","5"
"05/13/2012","40","PM2.5","King City 2","06-053-0008","AQS","3","40","24","40","4"
"05/14/2012","40","Ozone","King City 2","06-053-0008","AQS","3","40","32","29","11"
"05/15/2012","37","PM10","King City 2","06-053-0008","AQS","3","37","37","30","11"
"05/16/2012","41","PM2.5","King City 2","06-053-0008","AQS","3","39","41","41","8"
"05/17/2012","53","PM10","King City 2","06-053-0008","AQS","3","42","53","50","4"
"05/18/2012","56","PM2.5","Salinas 3","06-053-1003","AQS","3","41","50","56","6"
"05/19/2012","55","PM2.5","King City 2","06-053-0008","AQS","3","45","54","55","6"
"05/20/2012","46","Ozone","King City 2","06-053-0008","AQS","3","46","31","34","8"
"05/21/2012","33","PM10","King City 2","06-053-0008","AQS","3","32","33","18","5"
"05/22/2012","43","PM10","King City 2","06-053-0008","AQS","3","43","43","20","5"
"05/23/2012","51","PM10","King City 2","06-053-0008","AQS","3","43","51","33","8"
"05/24/2012","41","PM10","King City 2","06-053-0008","AQS","3","41","41","35","7"
"05/25/2012","37","Ozone","Carmel Valley","06-053-0002","AQS","3","37","20","25","4"
"05/26/2012","34","PM10","King City 2","06-053-0008","AQS","3","33","34","20","3"
"05/27/2012","36","Ozone","King City 2","06-053-0008","AQS","3","36","12","18","5"
"05/28/2012","37","Ozone","King City 2","06-053-0008","AQS","3","37","29","17","5"
"05/29/2012","38","Ozone","Carmel Valley","06-053-0002","AQS","3","38","33","26","8"
"05/30/2012","38","PM10","King City 2","06-053-0008","AQS","3","38","38","30","4"
"05/31/2012","44","Ozone","King City 2","06-053-0008","AQS","3","44","40","33","7"
"06/01/2012","40","PM10","King City 2","06-053-0008","AQS","3","29","40","25","3"
"06/02/2012","24","Ozone","Carmel Valley","06-053-0002","AQS","3","24","23","10","3"
"06/03/2012","43","Ozone","King City 2","06-053-0008","AQS","3","43","18","18","3"
"06/04/2012","35","Ozone","Salinas 3","06-053-1003","AQS","3","35","21","11","9"
"06/05/2012","35","Ozone","King City 2","06-053-0008","AQS","5","35","22","15","21"
"06/06/2012","32","Ozone","King City 2","06-053-0008","AQS","3","32","31","20","13"
"06/07/2012","35","PM10","King City 2","06-053-0008","AQS","3","34","35","18","11"
"06/08/2012","43","PM10","King City 2","06-053-0008","AQS","3","40","43","29","5"
"06/09/2012","44","Ozone","King City 2","06-053-0008","AQS","3","44","31","34","8"
"06/10/2012","46","Ozone","Carmel Valley","06-053-0002","AQS","3","46","22","31","18"
"06/11/2012","47","PM10","King City 2","06-053-0008","AQS","5","45","47","46","18"
"06/12/2012","47","PM2.5","King City 2","06-053-0008","AQS","3","31","45","47","4"
"06/13/2012","31","Ozone","Salinas 3","06-053-1003","AQS","2","31","27","24","3"
"06/14/2012","55","PM2.5","King City 2","06-053-0008","AQS","3","34","48","55","3"
"06/15/2012","55","PM2.5","King City 2","06-053-0008","AQS","3","38","50","55","6"
"06/16/2012","58","Ozone","King City 2","06-053-0008","AQS","3","58","53","54","13"
"06/17/2012","44","PM2.5","King City 2","06-053-0008","AQS","3","44","30","44","4"
"06/18/2012","54","PM2.5","Carmel Valley","06-053-0002","AQS","3","29",".","54","5"
"06/19/2012","48","PM2.5","Salinas 3","06-053-1003","AQS","3","29",".","48","7"
"06/20/2012","48","PM2.5","Salinas 3","06-053-1003","AQS","5","29",".","48","11"
"06/21/2012","27","Ozone","Carmel Valley","06-053-0002","AQS","3","27",".","23","3"
"06/22/2012","27","Ozone","Salinas 3","06-053-1003","AQS","3","27",".","8","2"
"06/23/2012","31","Ozone","Carmel Valley","06-053-0002","AQS","3","31","18","26","2"
"06/24/2012","32","Ozone","King City 2","06-053-0008","AQS","3","32","11","27","5"
"06/25/2012","38","PM2.5","King City 2","06-053-0008","AQS","3","31","21","38","10"
"06/26/2012","37","Ozone","King City 2","06-053-0008","AQS","3","37","22","18","18"
"06/27/2012","41","Ozone","King City 2","06-053-0008","AQS","3","41","39","30","8"
"06/28/2012","35","PM10","King City 2","06-053-0008","AQS","3","31","35","34","9"
"06/29/2012","48","PM2.5","King City 2","06-053-0008","AQS","3","22","26","48","5"
"06/30/2012","60","PM2.5","King City 2","06-053-0008","AQS","3","18","20","60","5"
"07/01/2012","52","PM2.5","King City 2","06-053-0008","AQS","3","20","10","52","2"
"07/02/2012","58","PM2.5","King City 2","06-053-0008","AQS","3","27","31","58","2"
"07/03/2012","40","PM2.5","King City 2","06-053-0008","AQS","3","31","35","40","2"
"07/04/2012","44","PM2.5","King City 2","06-053-0008","AQS","3","31","32","44","3"
"07/05/2012","31","PM10","King City 2","06-053-0008","AQS","3","29","31","28","3"
"07/06/2012","33","PM10","King City 2","06-053-0008","AQS","3","31","33","28","5"
"07/07/2012","39","Ozone","King City 2","06-053-0008","AQS","3","39","36","31","6"
"07/08/2012","30","Ozone","King City 2","06-053-0008","AQS","3","30","18","28","2"
"07/09/2012","38","PM2.5","Carmel Valley","06-053-0002","AQS","5","37","29","38","5"
"07/10/2012","56","PM2.5","King City 2","06-053-0008","AQS","5","44","34","56","8"
"07/11/2012","48","PM2.5","King City 2","06-053-0008","AQS","5","44","34","48","8"
"07/12/2012","56","PM2.5","King City 2","06-053-0008","AQS","3","32","44","56","7"
"07/13/2012","43","PM2.5","King City 2","06-053-0008","AQS","3","26","37","43","3"
"07/14/2012","27","Ozone","King City 2","06-053-0008","AQS","3","27","20","23","2"
"07/15/2012","31","Ozone","King City 2","06-053-0008","AQS","3","31","14","17","3"
"07/16/2012","31","Ozone","King City 2","06-053-0008","AQS","3","31","20","17","6"
"07/17/2012","27","Ozone","Salinas 3","06-053-1003","AQS","3","27","16","16","4"
"07/18/2012","32","Ozone","King City 2","06-053-0008","AQS","3","32","22","14","8"
"07/19/2012","33","Ozone","King City 2","06-053-0008","AQS","3","33","32","20","12"
"07/20/2012","31","PM2.5","Salinas 3","06-053-1003","AQS","3","31","29","31","7"
"07/21/2012","44","Ozone","King City 2","06-053-0008","AQS","3","44","43","33","11"
"07/22/2012","33","PM2.5","King City 2","06-053-0008","AQS","3","27","23","33","2"
"07/23/2012","40","PM2.5","King City 2","06-053-0008","AQS","3","27","33","40","5"
"07/24/2012","39","PM2.5","King City 2","06-053-0008","AQS","3","34","34","39","5"
"07/25/2012","35","PM10","King City 2","06-053-0008","AQS","3","32","35","32","5"
"07/26/2012","34","Ozone","King City 2","06-053-0008","AQS","3","34","30","32","4"
"07/27/2012","31","Ozone","King City 2","06-053-0008","AQS","3","31","24","20","3"
"07/28/2012","23","Ozone","King City 2","06-053-0008","AQS","3","23","20","19","3"
"07/29/2012","22","Ozone","King City 2","06-053-0008","AQS","3","22","13","18","1"
"07/30/2012","37","Ozone","King City 2","06-053-0008","AQS","3","37","26","26","7"
"07/31/2012","33","Ozone","King City 2","06-053-0008","AQS","3","33","30","31","7"
"08/01/2012","45","PM2.5","King City 2","06-053-0008","AQS","2","30","29","45","8"
"08/02/2012","36","PM2.5","King City 2","06-053-0008","AQS","2","31","29","36","8"
"08/03/2012","25","PM2.5","King City 2","06-053-0008","AQS","2","24","23","25","7"
"08/04/2012","24","Ozone","Salinas 3","06-053-1003","AQS","2","24","7","8","3"
"08/05/2012","27","Ozone","King City 2","06-053-0008","AQS","2","27","7","15","4"
