"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM10","PM25"
"01/01/2012","125","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","125"
"01/02/2012","152","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","152"
"01/03/2012","106","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","106"
"01/04/2012","118","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","29","118"
"01/05/2012","128","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","128"
"01/06/2012","116","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","116"
"01/07/2012","95","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","95"
"01/08/2012","91","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","91"
"01/09/2012","111","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","111"
"01/10/2012","130","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","38","130"
"01/11/2012","113","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","113"
"01/12/2012","106","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","106"
"01/13/2012","104","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","104"
"01/14/2012","96","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","96"
"01/15/2012","41","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","41"
"01/16/2012","112","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","30","112"
"01/17/2012","117","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","117"
"01/18/2012","158","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","158"
"01/19/2012","219","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","219"
"01/22/2012","2","PM2.5","Trinity","06-105-9000","AQS",".","2"
"01/25/2012","0","PM2.5","Trinity","06-105-9000","AQS",".","0"
"01/27/2012","119","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","119"
"01/28/2012","101","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","101"
"01/29/2012","96","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","96"
"01/30/2012","120","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","120"
"01/31/2012","93","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","93"
"02/01/2012","88","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","23","88"
"02/02/2012","96","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","96"
"02/03/2012","97","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","97"
"02/04/2012","98","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","98"
"02/05/2012","121","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","121"
"02/06/2012","67","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","67"
"02/07/2012","62","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","62"
"02/08/2012","100","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","100"
"02/09/2012","89","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","23","89"
"02/10/2012","87","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","87"
"02/11/2012","71","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","71"
"02/12/2012","72","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","72"
"02/13/2012","89","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","89"
"02/14/2012","60","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","60"
"02/15/2012","91","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","25","91"
"02/16/2012","103","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","103"
