"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM25"
"06/26/2012","10","PM2.5","Quincy-N Church Street","06-063-1006","AQS","10"
"06/29/2012","18","PM2.5","Quincy-N Church Street","06-063-1006","AQS","18"
"07/02/2012","17","PM2.5","Quincy-N Church Street","06-063-1006","AQS","17"
"07/05/2012","28","PM2.5","Quincy-N Church Street","06-063-1006","AQS","28"
"07/08/2012","25","PM2.5","Quincy-N Church Street","06-063-1006","AQS","25"
"07/11/2012","16","PM2.5","Quincy-N Church Street","06-063-1006","AQS","16"
"07/14/2012","57","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","57"
"07/17/2012","25","PM2.5","Quincy-N Church Street","06-063-1006","AQS","25"
"07/20/2012","18","PM2.5","Quincy-N Church Street","06-063-1006","AQS","18"
"07/23/2012","21","PM2.5","Quincy-N Church Street","06-063-1006","AQS","21"
"07/26/2012","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"07/29/2012","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"08/01/2012","29","PM2.5","Quincy-N Church Street","06-063-1006","AQS","29"
"08/04/2012","82","PM2.5","Quincy-N Church Street","06-063-1006","AQS","82"
"08/07/2012","25","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","25"
"08/10/2012","37","PM2.5","Quincy-N Church Street","06-063-1006","AQS","37"
"08/13/2012","38","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","38"
"08/16/2012","41","PM2.5","Quincy-N Church Street","06-063-1006","AQS","41"
"08/19/2012","14","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","14"
"08/22/2012","83","PM2.5","Quincy-N Church Street","06-063-1006","AQS","83"
"08/25/2012","33","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","33"
"08/28/2012","15","PM2.5","Quincy-N Church Street","06-063-1006","AQS","15"
"08/31/2012","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"09/03/2012","32","PM2.5","Quincy-N Church Street","06-063-1006","AQS","32"
"09/06/2012","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"09/09/2012","13","PM2.5","Quincy-N Church Street","06-063-1006","AQS","13"
"09/12/2012","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"09/15/2012","17","PM2.5","Quincy-N Church Street","06-063-1006","AQS","17"
"09/18/2012","25","PM2.5","Quincy-N Church Street","06-063-1006","AQS","25"
"09/21/2012","40","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","40"
"09/24/2012","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"09/27/2012","30","PM2.5","Quincy-N Church Street","06-063-1006","AQS","30"
"09/30/2012","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"10/03/2012","29","PM2.5","Quincy-N Church Street","06-063-1006","AQS","29"
"10/04/2012","21","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","21"
"10/06/2012","19","PM2.5","Quincy-N Church Street","06-063-1006","AQS","19"
"10/09/2012","27","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","27"
"10/12/2012","30","PM2.5","Quincy-N Church Street","06-063-1006","AQS","30"
"10/15/2012","30","PM2.5","Quincy-N Church Street","06-063-1006","AQS","30"
"10/18/2012","33","PM2.5","Quincy-N Church Street","06-063-1006","AQS","33"
"10/21/2012","30","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","30"
"10/24/2012","72","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","72"
"10/27/2012","83","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","83"
"10/30/2012","70","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","70"
"11/02/2012","43","PM2.5","Quincy-N Church Street","06-063-1006","AQS","43"
"11/05/2012","60","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","60"
"11/08/2012","30","PM2.5","Quincy-N Church Street","06-063-1006","AQS","30"
"11/11/2012","87","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","87"
"11/14/2012","55","PM2.5","Quincy-N Church Street","06-063-1006","AQS","55"
"11/17/2012","62","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","62"
"11/20/2012","33","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","33"
"11/23/2012","81","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","81"
"11/24/2012","84","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","84"
"11/26/2012","117","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","117"
"11/29/2012","36","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","36"
"12/01/2012","18","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","18"
"12/02/2012","56","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","56"
"12/05/2012","60","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","60"
"12/08/2012","101","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","101"
"12/11/2012","80","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","80"
"12/17/2012","47","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","47"
"12/20/2012","90","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","90"
"12/23/2012","39","PM2.5","Quincy-N Church Street","06-063-1006","AQS","39"
"12/25/2012","71","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","71"
"12/26/2012","63","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","63"
"12/29/2012","68","PM2.5","Quincy-N Church Street","06-063-1006","AQS","68"
