"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2012","75","PM2.5","San Bernardino","06-071-9004","AQS","15","40","4","31","75","42"
"01/02/2012","54","PM2.5","Crestline","06-071-0005","AQS","16","40","17","28","54","43"
"01/03/2012","43","PM2.5","Upland","06-071-1004","AQS","16","42","9","31","43","43"
"01/04/2012","63","PM2.5","Big Bear","06-071-8001","AQS","15","42","4","37","63","44"
"01/05/2012","46","PM2.5","Upland","06-071-1004","AQS","16","43","6","33","46","42"
"01/06/2012","64","PM2.5","Upland","06-071-1004","AQS","15","45","4","35","64","45"
"01/07/2012","96","PM2.5","Upland","06-071-1004","AQS","16","43","4","50","96","50"
"01/08/2012","44","Ozone","Hesperia-Olive Street","06-071-4001","AQS","13","44","3","29","30","42"
"01/09/2012","47","NO2","Barstow","06-071-0001","AQS","15","39","6","24","32","47"
"01/10/2012","58","PM2.5","Big Bear","06-071-8001","AQS","14","35","6","35","58","53"
"01/11/2012","76","PM2.5","Upland","06-071-1004","AQS","15","35","16","37","76","57"
"01/12/2012","52","PM2.5","Upland","06-071-1004","AQS","15","41","6","23","52","45"
"01/13/2012","47","NO2","Victorville-Park Avenue","06-071-0306","AQS","9","41","7","26","36","47"
"01/14/2012","52","PM2.5","Upland","06-071-1004","AQS","19","42","6","38","52","45"
"01/15/2012","58","PM2.5","Upland","06-071-1004","AQS","20","44","6","50","58","39"
"01/16/2012","69","PM2.5","Upland","06-071-1004","AQS","9","44","4","23","69","31"
"01/17/2012","65","PM2.5","Upland","06-071-1004","AQS","14","44","4","28","65","49"
"01/18/2012","81","PM2.5","Upland","06-071-1004","AQS","14","44","4","36","81","48"
"01/19/2012","92","PM2.5","Upland","06-071-1004","AQS","16","40","6","44","92","61"
"01/20/2012","105","PM2.5","Upland","06-071-1004","AQS","15","43","4","47","105","53"
"01/21/2012","92","PM10","Victorville-Park Avenue","06-071-0306","AQS","10","44","4","92","70","38"
"01/22/2012","64","PM2.5","Upland","06-071-1004","AQS","10","40","6","23","64","42"
"01/23/2012","58","PM2.5","Upland","06-071-1004","AQS","9","40","4","15","58","37"
"01/24/2012","47","PM2.5","Upland","06-071-1004","AQS","9","38","4","9","47","39"
"01/25/2012","39","NO2","Barstow","06-071-0001","AQS","11","34","4","14","38","39"
"01/26/2012","60","NO2","Fontana","06-071-2002","AQS","10","35","4","20","45","60"
"01/27/2012","53","PM2.5","Upland","06-071-1004","AQS","11","41","4","16","53","34"
"01/28/2012","54","PM2.5","Big Bear","06-071-8001","AQS","7","43","3","19","54","41"
"01/29/2012","44","PM2.5","Crestline","06-071-0005","AQS","8","41","4","21","44","42"
"01/30/2012","52","PM2.5","Upland","06-071-1004","AQS","13","46","7","26","52","43"
"01/31/2012","70","PM2.5","Upland","06-071-1004","AQS","10","45","4","28","70","42"
"02/01/2012","84","PM2.5","Upland","06-071-1004","AQS","9","48","4","35","84","40"
"02/02/2012","89","PM2.5","Upland","06-071-1004","AQS","9","44","4","35","89","39"
"02/03/2012","53","PM2.5","Upland","06-071-1004","AQS","8","41","4","26","53","42"
"02/04/2012","44","Ozone","Fontana","06-071-2002","AQS","10","44","3","18","41","42"
"02/05/2012","45","Ozone","Hesperia-Olive Street","06-071-4001","AQS","10","45","4","17","43","45"
"02/06/2012","51","PM2.5","Crestline","06-071-0005","AQS","10","46","6","21","51","43"
"02/07/2012","44","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","10","44","4","28","38","40"
"02/08/2012","47","NO2","Barstow","06-071-0001","AQS","6","44","4","19","41","47"
"02/09/2012","49","PM2.5","Crestline","06-071-0005","AQS","8","43","6","25","49","44"
"02/10/2012","56","PM2.5","Upland","06-071-1004","AQS","7","54","7","26","56","42"
"02/11/2012","61","PM2.5","Upland","06-071-1004","AQS","6","45","4","19","61","30"
"02/12/2012","49","PM2.5","Upland","06-071-1004","AQS","3","43","4","13","49","18"
"02/13/2012","61","PM10","Trona - Athol/Telescope #2","06-071-1234","AQS","5","43","7","61","49","25"
"02/14/2012","54","PM2.5","Upland","06-071-1004","AQS","6","40","4","19","54","33"
"02/15/2012","40","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","6","40","4","13","35","36"
"02/16/2012","41","Ozone","Trona - Athol/Telescope #2","06-071-1234","AQS","5","41","3","9","24","26"
"02/17/2012","44","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","8","44","4","15","43","40"
"02/18/2012","55","PM2.5","Upland","06-071-1004","AQS","10","48","6","20","55","38"
"02/19/2012","62","PM2.5","Upland","06-071-1004","AQS","5","42","4","19","62","24"
"02/20/2012","76","PM2.5","Upland","06-071-1004","AQS","7","45","4","30","76","45"
"02/21/2012","55","PM2.5","Upland","06-071-1004","AQS","8","46","9","26","55","47"
"02/22/2012","48","NO2","Upland","06-071-1004","AQS","7","41","7","24","42","48"
"02/23/2012","60","PM2.5","Upland","06-071-1004","AQS","9","44","9","26","60","53"
"02/24/2012","72","PM2.5","Upland","06-071-1004","AQS","10","44","4","31","72","43"
"02/25/2012","112","PM2.5","Upland","06-071-1004","AQS","7","67","4","46","112","34"
"02/26/2012","87","PM2.5","Upland","06-071-1004","AQS","8","50","4","35","87","37"
"02/27/2012","70","NO2","Trona - Athol/Telescope #2","06-071-1234","AQS","3","48","7","44","55","70"
"02/28/2012","51","PM2.5","Upland","06-071-1004","AQS","5","44","4","18","51","35"
"02/29/2012","56","PM2.5","Upland","06-071-1004","AQS","6","45","4","32","56","29"
"03/01/2012","58","PM10","Victorville-Park Avenue","06-071-0306","AQS","8","44","0","58","50","22"
"03/02/2012","56","PM2.5","Upland","06-071-1004","AQS","7","46","0","23","56","37"
"03/03/2012","48","PM2.5","Upland","06-071-1004","AQS","7","48","1","19","48","45"
"03/04/2012","55","PM2.5","Big Bear","06-071-8001","AQS","8","44","3","31","55","42"
"03/05/2012","46","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","11","46","4","27","41","43"
"03/06/2012","114","PM10","Victorville-Park Avenue","06-071-0306","AQS","9","51","1","114","59","42"
"03/07/2012","46","Ozone","Fontana","06-071-2002","AQS","5","46","1","29","42","35"
"03/08/2012","48","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","7","48","0","27","41","43"
"03/09/2012","61","Ozone","Hesperia-Olive Street","06-071-4001","AQS","7","61","6","27","52","50"
"03/10/2012","97","Ozone","Hesperia-Olive Street","06-071-4001","AQS","9","97","1","31","52","42"
"03/11/2012","84","Ozone","Hesperia-Olive Street","06-071-4001","AQS","5","84","1","32","65","45"
"03/12/2012","73","PM2.5","Upland","06-071-1004","AQS","5","50","1","34","73","39"
"03/13/2012","80","PM2.5","Upland","06-071-1004","AQS","6","48","0","32","80","37"
"03/14/2012","67","PM2.5","Upland","06-071-1004","AQS","9","50","1","30","67","36"
"03/15/2012","79","PM2.5","Upland","06-071-1004","AQS","6","61","1","29","79","34"
"03/16/2012","83","PM2.5","Upland","06-071-1004","AQS","5","48","0","40","83","32"
"03/17/2012","49","Ozone","Hesperia-Olive Street","06-071-4001","AQS","5","49","0","34","40","22"
"03/18/2012","46","Ozone","Hesperia-Olive Street","06-071-4001","AQS","3","46","0","9","36","12"
"03/19/2012","54","Ozone","Hesperia-Olive Street","06-071-4001","AQS","5","54","0","21","53","35"
"03/20/2012","68","PM2.5","Upland","06-071-1004","AQS","7","64","1","31","68","49"
"03/21/2012","71","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","9","71","3","26","70","55"
"03/22/2012","101","Ozone","Hesperia-Olive Street","06-071-4001","AQS","8","101","1","36","72","56"
"03/23/2012","80","PM2.5","Upland","06-071-1004","AQS","6","46","0","25","80","47"
"03/24/2012","74","PM2.5","Upland","06-071-1004","AQS","7","44","0","23","74","34"
"03/25/2012","61","Ozone","Hesperia-Olive Street","06-071-4001","AQS","3","61","0","30","54","17"
"03/26/2012","58","Ozone","Hesperia-Olive Street","06-071-4001","AQS","5","58","0","9","49","31"
"03/27/2012","74","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","7","74","3","20","70","35"
"03/28/2012","58","PM2.5","Upland","06-071-1004","AQS","8","58","1","20","58","46"
"03/29/2012","97","PM2.5","Upland","06-071-1004","AQS","6","71","1","35","97","32"
"03/30/2012","112","PM2.5","Upland","06-071-1004","AQS","9","97","1","42","112","38"
"03/31/2012","83","PM2.5","San Bernardino","06-071-9004","AQS","6","74","1","27","83","28"
"04/01/2012","51","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","3","51","1","17","45","27"
"04/02/2012","54","Ozone","Hesperia-Olive Street","06-071-4001","AQS","6","54","0","21","33","39"
"04/03/2012","84","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","8","84","3","25","52","42"
"04/04/2012","97","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","7","97","1","28","55","43"
"04/05/2012","93","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","7","93","1","31","64","39"
"04/06/2012","67","Ozone","Phelan-Beekley Road & Phelan Road","06-071-0012","AQS","6","67","1","22","52","50"
"04/07/2012","97","Ozone","Redlands","06-071-4003","AQS","7","97","1","28","59","48"
"04/08/2012","119","Ozone","Upland","06-071-1004","AQS","9","119","1","36","62","51"
"04/09/2012","97","Ozone","Hesperia-Olive Street","06-071-4001","AQS","8","97","1","41","63","53"
"04/10/2012","67","Ozone","Hesperia-Olive Street","06-071-4001","AQS","7","67","1","36","66","45"
"04/11/2012","51","Ozone","Mojave NP & PRES - Kelso Mountains","06-071-1001","AQS","3","51","0","12","40","19"
"04/12/2012","67","Ozone","Mojave NP & PRES - Kelso Mountains","06-071-1001","AQS","3","67","0","12","40","22"
"04/13/2012","61","Ozone","Mojave NP & PRES - Kelso Mountains","06-071-1001","AQS","3","61","0","11","44","20"
"04/14/2012","50","Ozone","Phelan-Beekley Road & Phelan Road","06-071-0012","AQS","5","50","0","14","36","21"
"04/15/2012","64","Ozone","Hesperia-Olive Street","06-071-4001","AQS","5","64","0","20","53","36"
"04/16/2012","93","Ozone","Redlands","06-071-4003","AQS","7","93","1","20","55","45"
"04/17/2012","105","Ozone","Hesperia-Olive Street","06-071-4001","AQS","7","105","1","23","55","41"
"04/18/2012","101","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","8","101","1","27","64","41"
"04/19/2012","90","Ozone","Redlands","06-071-4003","AQS","7","90","1","35","80","39"
"04/20/2012","90","PM2.5","Upland","06-071-1004","AQS","8","77","3","38","90","50"
"04/21/2012","174","Ozone","Redlands","06-071-4003","AQS","8","174","1","46","107","37"
"04/22/2012","161","Ozone","Crestline","06-071-0005","AQS","7","161","1","35","109","55"
"04/23/2012","84","Ozone","Mojave NP & PRES - Kelso Mountains","06-071-1001","AQS","5","84","1","10","62","47"
"04/24/2012","77","Ozone","Mojave NP & PRES - Kelso Mountains","06-071-1001","AQS","6","77","1","20","64","39"
"04/25/2012","70","PM2.5","Upland","06-071-1004","AQS","8","46","1","36","70","36"
"04/26/2012","51","PM2.5","Upland","06-071-1004","AQS","3","49","1","8","51","21"
"04/27/2012","90","Ozone","Mojave NP & PRES - Kelso Mountains","06-071-1001","AQS","5","90","1","22","63","30"
"04/28/2012","126","Ozone","Redlands","06-071-4003","AQS","7","126","1","31","74","35"
"04/29/2012","126","Ozone","Redlands","06-071-4003","AQS","7","126","1","32","80","37"
"04/30/2012","108","Ozone","Phelan-Beekley Road & Phelan Road","06-071-0012","AQS","6","108","1","38","88","40"
"05/01/2012","100","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","3","100","1","19","68","22"
"05/02/2012","100","Ozone","Mojave NP & PRES - Kelso Mountains","06-071-1001","AQS","3","100","1","14","58","18"
"05/03/2012","90","Ozone","Mojave NP & PRES - Kelso Mountains","06-071-1001","AQS","3","90","1","28","74","19"
"05/04/2012","112","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","6","112","1","28","84","30"
"05/05/2012","112","Ozone","Redlands","06-071-4003","AQS","7","112","1","33","81","32"
"05/06/2012","100","Ozone","Redlands","06-071-4003","AQS","6","100","1","36","80","38"
"05/07/2012","93","Ozone","Phelan-Beekley Road & Phelan Road","06-071-0012","AQS","7","93","3","42","86","44"
"05/08/2012","101","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","8","101","1","47","92","57"
"05/09/2012","151","Ozone","Redlands","06-071-4003","AQS","7","151","4","56","110","50"
"05/10/2012","143","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","6","143","1","44","87","38"
"05/11/2012","126","Ozone","Joshua Tree NP - Black Rock","06-071-9002","AQS","3","126","1","47","95","32"
