"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2011","61","PM2.5","San Rafael","06-041-0001","AQS","6","21",".","61","19"
"01/02/2011","34","PM2.5","San Rafael","06-041-0001","AQS","6","21",".","34","17"
"01/03/2011","55","PM2.5","San Rafael","06-041-0001","AQS","7","20","14","55","26"
"01/04/2011","56","PM2.5","San Rafael","06-041-0001","AQS","8","19",".","56","20"
"01/05/2011","56","PM2.5","San Rafael","06-041-0001","AQS","9","15",".","56","29"
"01/06/2011","70","PM2.5","San Rafael","06-041-0001","AQS","10","10",".","70","20"
"01/07/2011","85","PM2.5","San Rafael","06-041-0001","AQS","7","10",".","85","20"
"01/08/2011","77","PM2.5","San Rafael","06-041-0001","AQS","7","6",".","77","16"
"01/09/2011","54","PM2.5","San Rafael","06-041-0001","AQS","9","14","12","54","20"
"01/10/2011","62","PM2.5","San Rafael","06-041-0001","AQS","9","19",".","62","32"
"01/11/2011","79","PM2.5","San Rafael","06-041-0001","AQS","7","12",".","79","22"
"01/12/2011","72","PM2.5","San Rafael","06-041-0001","AQS","7","18",".","72","33"
"01/13/2011","59","PM2.5","San Rafael","06-041-0001","AQS","8","8",".","59","29"
"01/14/2011","50","PM2.5","San Rafael","06-041-0001","AQS","8","11",".","50","20"
"01/15/2011","55","PM2.5","San Rafael","06-041-0001","AQS","10","10","17","55","23"
"01/16/2011","78","PM2.5","San Rafael","06-041-0001","AQS","10","8",".","78","18"
"01/17/2011","58","PM2.5","San Rafael","06-041-0001","AQS","8","5",".","58","19"
"01/18/2011","57","PM2.5","San Rafael","06-041-0001","AQS","9","22",".","57","25"
"01/19/2011","48","PM2.5","San Rafael","06-041-0001","AQS","10","20",".","48","25"
"01/20/2011","55","PM2.5","San Rafael","06-041-0001","AQS","10","22",".","55","30"
"01/21/2011","77","PM2.5","San Rafael","06-041-0001","AQS","9","16","26","77","33"
"01/22/2011","72","PM2.5","San Rafael","06-041-0001","AQS","10","19",".","72","29"
"01/23/2011","51","PM2.5","San Rafael","06-041-0001","AQS","11","23",".","51","31"
"01/24/2011","75","PM2.5","San Rafael","06-041-0001","AQS","11","19",".","75","34"
"01/25/2011","74","PM2.5","San Rafael","06-041-0001","AQS","9","19",".","74","32"
"01/26/2011","68","PM2.5","San Rafael","06-041-0001","AQS","9","15",".","68","34"
"01/27/2011","74","PM2.5","San Rafael","06-041-0001","AQS","9","10","22","74","33"
"01/28/2011","74","PM2.5","San Rafael","06-041-0001","AQS","8","9",".","74","25"
"01/29/2011","52","PM2.5","San Rafael","06-041-0001","AQS","7","31",".","52","24"
"01/30/2011","35","PM2.5","San Rafael","06-041-0001","AQS","7","31",".","35","19"
"01/31/2011","54","PM2.5","San Rafael","06-041-0001","AQS","11","12",".","54","28"
"02/01/2011","40","PM2.5","San Rafael","06-041-0001","AQS","7","28",".","40","32"
"02/02/2011","38","PM2.5","San Rafael","06-041-0001","AQS","8","31","6","38","32"
"02/03/2011","52","PM2.5","San Rafael","06-041-0001","AQS","9","18",".","52","34"
"02/04/2011","62","PM2.5","San Rafael","06-041-0001","AQS","9","14",".","62","."
"02/05/2011","54","PM2.5","San Rafael","06-041-0001","AQS","10","23",".","54","33"
"02/06/2011","29","PM2.5","San Rafael","06-041-0001","AQS","8","26",".","29","28"
"02/07/2011","52","PM2.5","San Rafael","06-041-0001","AQS","8","29",".","52","24"
"02/08/2011","33","PM2.5","San Rafael","06-041-0001","AQS","6","29","7","33","32"
"02/09/2011","38","NO2","San Rafael","06-041-0001","AQS","6","29",".","37","38"
"02/10/2011","39","PM2.5","San Rafael","06-041-0001","AQS","8","21",".","39","36"
"02/11/2011","59","PM2.5","San Rafael","06-041-0001","AQS","8","29",".","59","42"
"02/12/2011","74","PM2.5","San Rafael","06-041-0001","AQS","8","29",".","74","31"
"02/13/2011","57","PM2.5","San Rafael","06-041-0001","AQS","7","31",".","57","23"
"02/14/2011","32","PM2.5","San Rafael","06-041-0001","AQS","3","30","6","32","14"
"02/15/2011","39","PM2.5","San Rafael","06-041-0001","AQS","3","34",".","39","19"
"02/16/2011","35","PM2.5","San Rafael","06-041-0001","AQS","6","26",".","35","33"
"02/17/2011","33","PM2.5","San Rafael","06-041-0001","AQS","6","26",".","33","23"
"02/18/2011","43","PM2.5","San Rafael","06-041-0001","AQS","7","24",".","43","28"
"02/19/2011","46","PM2.5","San Rafael","06-041-0001","AQS","7","19",".","46","29"
"02/20/2011","42","PM2.5","San Rafael","06-041-0001","AQS","7","21","9","42","21"
"02/21/2011","46","PM2.5","San Rafael","06-041-0001","AQS","8","23",".","46","26"
"02/22/2011","39","PM2.5","San Rafael","06-041-0001","AQS","8","24",".","39","32"
"02/23/2011","42","PM2.5","San Rafael","06-041-0001","AQS","7","28",".","42","25"
"02/24/2011","38","PM2.5","San Rafael","06-041-0001","AQS","6","23",".","38","30"
"02/25/2011","36","PM2.5","San Rafael","06-041-0001","AQS","5","29",".","36","23"
