"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2011","34","Ozone","Merced-Coffee","06-047-0003","AQS","34",".","32","3"
"01/02/2011","36","PM2.5","Merced-Coffee","06-047-0003","AQS","30",".","36","6"
"01/03/2011","62","PM2.5","Merced-Coffee","06-047-0003","AQS","29","19","62","25"
"01/04/2011","64","PM2.5","Merced-Coffee","06-047-0003","AQS","9",".","64","20"
"01/05/2011","64","PM2.5","Merced-Coffee","06-047-0003","AQS","19",".","64","17"
"01/06/2011","75","PM2.5","Merced-Coffee","06-047-0003","AQS","19",".","75","9"
"01/07/2011","80","PM2.5","Merced-Coffee","06-047-0003","AQS","12",".","80","17"
"01/08/2011","101","PM2.5","Merced-Coffee","06-047-0003","AQS","11",".","101","11"
"01/09/2011","83","PM2.5","Merced-Coffee","06-047-0003","AQS","13","22","83","14"
"01/10/2011","72","PM2.5","Merced-Coffee","06-047-0003","AQS","20",".","72","21"
"01/11/2011","86","PM2.5","Merced-Coffee","06-047-0003","AQS","12",".","86","15"
"01/12/2011","124","PM2.5","Merced-Coffee","06-047-0003","AQS","17",".","124","17"
"01/13/2011","94","PM2.5","Merced-Coffee","06-047-0003","AQS","15",".","94","24"
"01/14/2011","72","PM2.5","Merced-Coffee","06-047-0003","AQS","12",".","72","18"
"01/15/2011","117","PM2.5","Merced-Coffee","06-047-0003","AQS","21","34","117","8"
"01/16/2011","126","PM2.5","Merced-Coffee","06-047-0003","AQS","16",".","126","8"
"01/17/2011","123","PM2.5","Merced-Coffee","06-047-0003","AQS","10",".","123","11"
"01/18/2011","77","PM2.5","Merced-Coffee","06-047-0003","AQS","14",".","77","11"
"01/19/2011","80","PM2.5","Merced-Coffee","06-047-0003","AQS","13",".","80","11"
"01/20/2011","99","PM2.5","Merced-Coffee","06-047-0003","AQS","19",".","99","26"
"01/21/2011","96","PM2.5","Merced-M Street","06-047-2510","AQS","17","44","96","25"
"01/22/2011","104","PM2.5","Merced-Coffee","06-047-0003","AQS","16",".","104","13"
"01/23/2011","114","PM2.5","Merced-Coffee","06-047-0003","AQS","20",".","114","21"
"01/24/2011","96","PM2.5","Merced-Coffee","06-047-0003","AQS","11",".","96","24"
"01/25/2011","95","PM2.5","Merced-Coffee","06-047-0003","AQS","16",".","95","16"
"01/26/2011","82","PM2.5","Merced-Coffee","06-047-0003","AQS","12",".","82","17"
"01/27/2011","69","PM2.5","Merced-Coffee","06-047-0003","AQS","10","19","69","19"
"01/28/2011","80","PM2.5","Merced-Coffee","06-047-0003","AQS","10",".","80","16"
"01/29/2011","84","PM2.5","Merced-Coffee","06-047-0003","AQS","13",".","84","15"
"01/30/2011","74","PM2.5","Merced-Coffee","06-047-0003","AQS","22",".","74","26"
"01/31/2011","44","PM2.5","Merced-Coffee","06-047-0003","AQS","22",".","44","8"
"02/01/2011","64","PM2.5","Merced-Coffee","06-047-0003","AQS","22",".","64","14"
"02/02/2011","74","PM2.5","Merced-Coffee","06-047-0003","AQS","25","31","74","26"
"02/03/2011","81","PM2.5","Merced-Coffee","06-047-0003","AQS","32",".","81","31"
"02/04/2011","85","PM2.5","Merced-Coffee","06-047-0003","AQS","26",".","85","25"
"02/05/2011","121","PM2.5","Merced-M Street","06-047-2510","AQS","33",".","121","10"
"02/06/2011","108","PM2.5","Merced-Coffee","06-047-0003","AQS","42",".","108","21"
"02/07/2011","94","PM2.5","Merced-Coffee","06-047-0003","AQS","37",".","94","25"
"02/08/2011","33","Ozone","Merced-Coffee","06-047-0003","AQS","33","26","31","21"
"02/09/2011","65","PM2.5","Merced-Coffee","06-047-0003","AQS","31",".","65","30"
"02/10/2011","55","PM2.5","Merced-Coffee","06-047-0003","AQS","31",".","55","31"
"02/11/2011","61","PM2.5","Merced-M Street","06-047-2510","AQS","30",".","61","30"
"02/12/2011","64","PM2.5","Merced-Coffee","06-047-0003","AQS","35",".","64","28"
"02/13/2011","64","PM2.5","Merced-Coffee","06-047-0003","AQS","36",".","64","18"
"02/14/2011","43","PM2.5","Merced-Coffee","06-047-0003","AQS","34","20","43","10"
"02/15/2011","40","PM2.5","Merced-Coffee","06-047-0003","AQS","34",".","40","15"
"02/16/2011","38","Ozone","Merced-Coffee","06-047-0003","AQS","38",".","20","12"
"02/17/2011","33","Ozone","Merced-Coffee","06-047-0003","AQS","33",".","20","9"
"02/18/2011","30","Ozone","Merced-Coffee","06-047-0003","AQS","30",".","25","12"
"02/19/2011","35","Ozone","Merced-Coffee","06-047-0003","AQS","35",".","21","6"
"02/20/2011","47","PM2.5","Merced-Coffee","06-047-0003","AQS","34","14","47","15"
"02/21/2011","38","PM2.5","Merced-Coffee","06-047-0003","AQS","36",".","38","16"
"02/22/2011","55","PM2.5","Merced-Coffee","06-047-0003","AQS","33",".","55","25"
"02/23/2011","58","PM2.5","Merced-Coffee","06-047-0003","AQS","34",".","58","30"
"02/24/2011","42","PM2.5","Merced-Coffee","06-047-0003","AQS","32",".","42","24"
"02/25/2011","39","PM2.5","Merced-Coffee","06-047-0003","AQS","35",".","39","6"
"02/26/2011","51","PM2.5","Merced-M Street","06-047-2510","AQS","37","9","51","19"
"02/27/2011","35","PM2.5","Merced-Coffee","06-047-0003","AQS","34",".","35","17"
"02/28/2011","43","Ozone","Merced-Coffee","06-047-0003","AQS","43",".","39","23"
