"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2011","30","PM2.5","Yuba City","06-101-0003","AQS","23",".","30","8"
"01/02/2011","43","PM2.5","Yuba City","06-101-0003","AQS","19",".","43","22"
"01/03/2011","58","PM2.5","Yuba City","06-101-0003","AQS","13",".","58","24"
"01/04/2011","63","PM2.5","Yuba City","06-101-0003","AQS","19",".","63","33"
"01/05/2011","64","PM2.5","Yuba City","06-101-0003","AQS","17",".","64","30"
"01/06/2011","58","PM2.5","Yuba City","06-101-0003","AQS","11",".","58","23"
"01/07/2011","66","PM2.5","Yuba City","06-101-0003","AQS","13",".","66","20"
"01/08/2011","82","PM2.5","Yuba City","06-101-0003","AQS","15",".","82","15"
"01/09/2011","56","PM2.5","Yuba City","06-101-0003","AQS","21",".","56","25"
"01/10/2011","82","PM2.5","Yuba City","06-101-0003","AQS","12","9","82","28"
"01/11/2011","82","PM2.5","Yuba City","06-101-0003","AQS","19",".","82","18"
"01/12/2011","55","PM2.5","Yuba City","06-101-0003","AQS","21","14","55","25"
"01/13/2011","64","PM2.5","Yuba City","06-101-0003","AQS",".",".","64","25"
"01/14/2011","47","PM2.5","Yuba City","06-101-0003","AQS","19",".","47","23"
"01/15/2011","68","PM2.5","Yuba City","06-101-0003","AQS","16","17","68","16"
"01/16/2011","72","PM2.5","Yuba City","06-101-0003","AQS","12",".","72","11"
"01/17/2011","56","PM2.5","Yuba City","06-101-0003","AQS","10",".","56","10"
"01/18/2011","52","PM2.5","Yuba City","06-101-0003","AQS","12",".","52","22"
"01/19/2011","45","PM2.5","Yuba City","06-101-0003","AQS","30",".","45","16"
"01/20/2011","73","PM2.5","Yuba City","06-101-0003","AQS","19",".","73","32"
"01/21/2011","79","PM2.5","Yuba City","06-101-0003","AQS","20","9","79","32"
"01/22/2011","53","PM2.5","Yuba City","06-101-0003","AQS","31",".","53","19"
"01/23/2011","89","PM2.5","Yuba City","06-101-0003","AQS","20",".","89","31"
"01/24/2011","77","PM2.5","Yuba City","06-101-0003","AQS","15",".","77","32"
"01/25/2011","91","PM2.5","Yuba City","06-101-0003","AQS","20",".","91","32"
"01/26/2011","80","PM2.5","Yuba City","06-101-0003","AQS","8",".","80","22"
"01/27/2011","76","PM2.5","Yuba City","06-101-0003","AQS","8","7","76","23"
"01/28/2011","67","PM2.5","Yuba City","06-101-0003","AQS","7",".","67","27"
"01/29/2011","60","PM2.5","Yuba City","06-101-0003","AQS","17",".","60","24"
"01/30/2011","52","PM2.5","Yuba City","06-101-0003","AQS","15",".","52","24"
"01/31/2011","28","PM2.5","Yuba City","06-101-0003","AQS","17",".","28","19"
"02/01/2011","32","Ozone","Yuba City","06-101-0003","AQS","32",".","31","14"
"02/02/2011","38","NO2","Yuba City","06-101-0003","AQS","32","5","23","38"
"02/03/2011","77","PM2.5","Yuba City","06-101-0003","AQS","23",".","77","36"
"02/04/2011","88","PM2.5","Yuba City","06-101-0003","AQS","14",".","88","32"
"02/05/2011","45","PM2.5","Yuba City","06-101-0003","AQS","31",".","45","19"
"02/06/2011","27","Ozone","Yuba City","06-101-0003","AQS","27",".","17","14"
"02/07/2011","59","PM2.5","Yuba City","06-101-0003","AQS","35",".","59","25"
"02/08/2011","32","Ozone","Yuba City","06-101-0003","AQS","32",".","2","5"
"02/09/2011","34","NO2","Yuba City","06-101-0003","AQS","29",".","10","34"
"02/10/2011","45","PM2.5","Yuba City","06-101-0003","AQS","30",".","45","33"
"02/11/2011","59","PM2.5","Yuba City","06-101-0003","AQS","30",".","59","42"
"02/12/2011","74","PM2.5","Yuba City","06-101-0003","AQS","34",".","74","43"
"02/13/2011","59","PM2.5","Yuba City","06-101-0003","AQS","34",".","59","33"
"02/14/2011","33","Ozone","Yuba City","06-101-0003","AQS","33","12","23","6"
"02/15/2011","39","Ozone","Yuba City","06-101-0003","AQS","39",".","13","4"
"02/16/2011","34","Ozone","Yuba City","06-101-0003","AQS","34",".","13","3"
"02/17/2011","33","Ozone","Yuba City","06-101-0003","AQS","33",".","9","4"
"02/18/2011","36","Ozone","Yuba City","06-101-0003","AQS","36",".","20","25"
"02/19/2011","34","Ozone","Yuba City","06-101-0003","AQS","34",".","18","23"
"02/20/2011","34","PM2.5","Yuba City","06-101-0003","AQS","30","8","34","33"
"02/21/2011","31","Ozone","Yuba City","06-101-0003","AQS","31",".","27","17"
"02/22/2011","33","NO2","Yuba City","06-101-0003","AQS","29",".","29","33"
"02/23/2011","33","PM2.5","Yuba City","06-101-0003","AQS","30",".","33","24"
"02/24/2011","31","Ozone","Yuba City","06-101-0003","AQS","31",".","22","8"
"02/25/2011","35","Ozone","Yuba City","06-101-0003","AQS","35",".","27","8"
"02/26/2011","32","Ozone","Yuba City","06-101-0003","AQS","32","12","22","12"
"02/27/2011","31","Ozone","Yuba City","06-101-0003","AQS","31",".","30","9"
"02/28/2011","43","PM2.5","Yuba City","06-101-0003","AQS","34",".","43","19"
"03/01/2011","61","PM2.5","Yuba City","06-101-0003","AQS","34",".","61","28"
"03/02/2011","43","PM2.5","Yuba City","06-101-0003","AQS","34",".","43","3"
"03/03/2011","49","PM2.5","Yuba City","06-101-0003","AQS","35",".","49","36"
"03/04/2011","53","PM2.5","Yuba City","06-101-0003","AQS","29","6","53","19"
"03/05/2011","54","PM2.5","Yuba City","06-101-0003","AQS","30",".","54","24"
"03/06/2011","46","PM2.5","Yuba City","06-101-0003","AQS","28",".","46","4"
"03/07/2011","33","Ozone","Yuba City","06-101-0003","AQS","33",".","27","11"
"03/08/2011","38","PM2.5","Yuba City","06-101-0003","AQS","29",".","38","26"
"03/09/2011","56","PM2.5","Yuba City","06-101-0003","AQS","24",".","56","32"
"03/10/2011","51","PM2.5","Yuba City","06-101-0003","AQS","27","9","51","6"
"03/11/2011","39","PM2.5","Yuba City","06-101-0003","AQS","32",".","39","17"
"03/12/2011","52","PM2.5","Yuba City","06-101-0003","AQS","36",".","52","35"
"03/13/2011","54","PM2.5","Yuba City","06-101-0003","AQS","30",".","54","2"
"03/14/2011","52","PM2.5","Yuba City","06-101-0003","AQS","25",".","52","25"
"03/15/2011","50","PM2.5","Yuba City","06-101-0003","AQS","33",".","50","8"
"03/16/2011","50","PM2.5","Yuba City","06-101-0003","AQS","39","6","50","9"
"03/17/2011","56","PM2.5","Yuba City","06-101-0003","AQS","39",".","56","21"
"03/18/2011","55","PM2.5","Yuba City","06-101-0003","AQS","41",".","55","5"
"03/19/2011","48","PM2.5","Yuba City","06-101-0003","AQS","43",".","48","4"
"03/20/2011","57","PM2.5","Yuba City","06-101-0003","AQS","42",".","57","9"
"03/21/2011","50","PM2.5","Yuba City","06-101-0003","AQS","35",".","50","8"
"03/22/2011","53","PM2.5","Yuba City","06-101-0003","AQS","40","8","53","6"
"03/23/2011","50","PM2.5","Yuba City","06-101-0003","AQS","37",".","50","2"
"03/24/2011","64","PM2.5","Yuba City","06-101-0003","AQS","38",".","64","1"
"03/25/2011","58","PM2.5","Yuba City","06-101-0003","AQS","35",".","58","5"
"03/26/2011","59","PM2.5","Yuba City","06-101-0003","AQS","39",".","59","5"
"03/27/2011","56","PM2.5","Yuba City","06-101-0003","AQS","39",".","56","3"
"03/28/2011","53","PM2.5","Yuba City","06-101-0003","AQS","31","16","53","28"
"03/29/2011","57","PM2.5","Yuba City","06-101-0003","AQS","31",".","57","30"
"03/30/2011","50","PM2.5","Yuba City","06-101-0003","AQS",".",".","50","3"
"03/31/2011","63","PM2.5","Yuba City","06-101-0003","AQS",".",".","63","17"
"04/01/2011","62","PM2.5","Yuba City","06-101-0003","AQS","43",".","62","19"
"04/02/2011","52","PM2.5","Yuba City","06-101-0003","AQS","46",".","52","8"
"04/03/2011","45","PM2.5","Yuba City","06-101-0003","AQS","41","19","45","0"
"04/04/2011","54","PM2.5","Yuba City","06-101-0003","AQS","44",".","54","16"
"04/05/2011","56","PM2.5","Yuba City","06-101-0003","AQS","33",".","56","29"
"04/06/2011","57","PM2.5","Yuba City","06-101-0003","AQS","44",".","57","13"
"04/07/2011","50","PM2.5","Yuba City","06-101-0003","AQS","41",".","50","8"
"04/08/2011","60","PM2.5","Yuba City","06-101-0003","AQS","40",".","60","19"
"04/09/2011","60","PM2.5","Yuba City","06-101-0003","AQS","44","16","60","21"
"04/10/2011","64","PM2.5","Yuba City","06-101-0003","AQS","45",".","64","2"
"04/11/2011","62","PM2.5","Yuba City","06-101-0003","AQS","42",".","62","5"
"04/12/2011","56","PM2.5","Yuba City","06-101-0003","AQS","44",".","56","12"
"04/13/2011","55","PM2.5","Yuba City","06-101-0003","AQS","42",".","55","7"
"04/14/2011","69","PM2.5","Yuba City","06-101-0003","AQS","45",".","69","19"
"04/15/2011","79","PM2.5","Yuba City","06-101-0003","AQS","44","17","79","27"
"04/16/2011","69","PM2.5","Yuba City","06-101-0003","AQS","37",".","69","12"
"04/17/2011","42","PM2.5","Yuba City","06-101-0003","AQS","26",".","42","7"
"04/18/2011","55","PM2.5","Yuba City","06-101-0003","AQS","24",".","55","7"
"04/19/2011","57","PM2.5","Yuba City","06-101-0003","AQS","29",".","57","11"
"04/20/2011","54","PM2.5","Yuba City","06-101-0003","AQS","34",".","54","8"
"04/21/2011","53","PM2.5","Yuba City","06-101-0003","AQS","37","6","53","24"
"04/22/2011","63","PM2.5","Yuba City","06-101-0003","AQS","35",".","63","12"
"04/23/2011","64","PM2.5","Yuba City","06-101-0003","AQS","43",".","64","8"
"04/24/2011","53","PM2.5","Yuba City","06-101-0003","AQS","36",".","53","6"
"04/25/2011","63","PM2.5","Yuba City","06-101-0003","AQS","37",".","63","6"
"04/26/2011","63","PM2.5","Yuba City","06-101-0003","AQS","45",".","63","23"
"04/27/2011","67","PM2.5","Yuba City","06-101-0003","AQS","47",".","67","8"
"04/28/2011","63","PM2.5","Yuba City","06-101-0003","AQS","42",".","63","8"
"04/29/2011","56","PM2.5","Yuba City","06-101-0003","AQS","37",".","56","5"
"04/30/2011","51","PM2.5","Yuba City","06-101-0003","AQS","39",".","51","8"
"05/01/2011","45","PM2.5","Yuba City","06-101-0003","AQS","43",".","45","40"
"05/02/2011","48","Ozone","Yuba City","06-101-0003","AQS","48",".","40","14"
"05/03/2011","46","Ozone","Yuba City","06-101-0003","AQS","46","31","44","12"
"05/04/2011","48","PM2.5","Yuba City","06-101-0003","AQS","44",".","48","41"
